ts, default broker, VidyutVanika, AgentUDE, total
787, 5, 13635, 43879, 57519
793, 6, 10992, 46521, 57519
799, 6, 10241, 47272, 57519
805, 6, 9630, 47883, 57519
811, 6, 9080, 48433, 57519
817, 5, 8491, 49023, 57519
823, 11, 23045, 34463, 57519
829, 13, 26811, 30695, 57519
835, 13, 30928, 26578, 57519
841, 11, 34585, 22923, 57519
847, 12, 37528, 19979, 57519
853, 7, 40505, 17007, 57519
859, 6, 41934, 15579, 57519
865, 11, 55784, 1724, 57519
871, 9, 55851, 1659, 57519
877, 10, 55889, 1620, 57519
883, 8, 55605, 1906, 57519
889, 6, 55469, 2044, 57519
895, 5, 54253, 3261, 57519
901, 5, 52940, 4574, 57519
907, 5, 50010, 7504, 57519
913, 4, 42073, 15442, 57519
919, 5, 37137, 20377, 57519
925, 3, 34848, 22668, 57519
931, 2, 32688, 24829, 57519
937, 4, 24043, 33472, 57519
943, 3, 21115, 36401, 57519
949, 7, 17943, 39569, 57519
955, 3, 11556, 45960, 57519
961, 5, 8890, 48624, 57519
967, 9, 8209, 49301, 57519
973, 4, 7709, 49806, 57519
979, 1, 7314, 50204, 57519
985, 3, 7221, 50295, 57519
991, 5, 22476, 35038, 57519
997, 6, 22837, 34676, 57519
1003, 5, 23747, 33767, 57519
1009, 9, 24469, 33041, 57519
1015, 8, 27664, 29847, 57519
1021, 7, 29658, 27854, 57519
1027, 6, 31110, 26403, 57519
1033, 6, 43642, 13871, 57519
1039, 5, 43652, 13862, 57519
1045, 3, 43245, 14271, 57519
1051, 3, 43124, 14392, 57519
1057, 8, 42673, 14838, 57519
1063, 11, 38909, 18599, 57519
1069, 11, 38011, 19497, 57519
1075, 8, 37159, 20352, 57519
1081, 10, 33108, 24401, 57519
1087, 12, 29078, 28429, 57519
1093, 9, 26543, 30967, 57519
1099, 11, 25845, 31663, 57519
1105, 7, 21873, 35639, 57519
1111, 8, 17270, 40241, 57519
1117, 11, 20601, 36907, 57519
1123, 10, 17640, 39869, 57519
1129, 11, 13263, 44245, 57519
1135, 8, 12656, 44855, 57519
1141, 7, 12062, 45450, 57519
1147, 4, 11415, 46100, 57519
1153, 6, 9151, 48362, 57519
1159, 7, 13139, 44373, 57519
1165, 7, 16886, 40626, 57519
1171, 8, 19517, 37994, 57519
1177, 7, 23402, 34110, 57519
1183, 38, 28297, 29184, 57519
1189, 34, 31027, 26458, 57519
1195, 26, 33735, 23758, 57519
1201, 19, 42004, 15496, 57519
1207, 13, 41650, 15856, 57519
1213, 12, 41200, 16307, 57519
1219, 7, 40988, 16524, 57519
1225, 8, 40302, 17209, 57519
1231, 6, 39654, 17859, 57519
1237, 5, 38823, 18691, 57519
1243, 5, 39640, 17874, 57519
1249, 6, 36947, 20566, 57519
1255, 7, 33454, 24058, 57519
1261, 5, 31474, 26040, 57519
1267, 2, 29080, 28437, 57519
1273, 3, 24584, 32932, 57519
1279, 2, 21666, 35851, 57519
1285, 9, 17803, 39707, 57519
1291, 9, 17003, 40507, 57519
1297, 10, 14736, 42773, 57519
1303, 8, 14050, 43461, 57519
1309, 6, 13572, 43941, 57519
1315, 6, 13280, 44233, 57519
1321, 5, 12033, 45481, 57519
1327, 5, 23667, 33847, 57519
1333, 4, 29853, 27662, 57519
1339, 6, 35075, 22438, 57519
1345, 5, 40699, 16815, 57519
1351, 4, 42937, 14578, 57519
1357, 4, 45776, 11739, 57519
1363, 1, 47579, 9939, 57519
1369, 6, 57442, 71, 57519
1375, 6, 57443, 70, 57519
1381, 4, 57446, 69, 57519
1387, 4, 57448, 67, 57519
1393, 5, 57447, 67, 57519
1399, 9, 39633, 17877, 57519
1405, 5, 44979, 12535, 57519
1411, 5, 47332, 10182, 57519
1417, 4, 48789, 8726, 57519
1423, 5, 51087, 6427, 57519
1429, 3, 52818, 4698, 57519
1435, 4, 53940, 3575, 57519
1441, 4, 54540, 2975, 57519
1447, 4, 55319, 2196, 57519
1453, 8, 18008, 39503, 57519
1459, 9, 32875, 24635, 57519
1465, 6, 38552, 18961, 57519
1471, 6, 45680, 11833, 57519
1477, 9, 17053, 40457, 57519
1483, 9, 31324, 26186, 57519
1489, 6, 37888, 19625, 57519
1495, 5, 41402, 16112, 57519
1501, 7, 44709, 12803, 57519
1507, 5, 46315, 11199, 57519
1513, 8, 48007, 9504, 57519
1519, 5, 50483, 7031, 57519
1525, 6, 51448, 6065, 57519
1531, 5, 52392, 5122, 57519
1537, 8, 54907, 2604, 57519
1543, 4, 54482, 3033, 57519
1549, 8, 53607, 3904, 57519
1555, 8, 53772, 3739, 57519
1561, 7, 52383, 5129, 57519
1567, 6, 10787, 46726, 57519
1573, 7, 7620, 49892, 57519
1579, 10, 57317, 192, 57519
1585, 9, 57385, 125, 57519
1591, 10, 57414, 95, 57519
1597, 10, 57473, 36, 57519
1603, 7, 57473, 39, 57519
1609, 7, 57475, 37, 57519
1615, 5, 57475, 39, 57519
1621, 9, 21338, 36172, 57519
1627, 7, 29307, 28205, 57519
1633, 5, 35779, 21735, 57519
1639, 4, 39860, 17655, 57519
1645, 2, 44139, 13378, 57519
1651, 3, 46324, 11192, 57519
1657, 3, 47523, 9993, 57519
1663, 3, 48907, 8609, 57519
1669, 3, 50192, 7324, 57519
1675, 4, 51165, 6350, 57519
1681, 3, 53227, 4289, 57519
1687, 3, 54031, 3485, 57519
1693, 3, 54876, 2640, 57519
1699, 5, 55440, 2074, 57519
1705, 5, 57370, 144, 57519
1711, 3, 57327, 189, 57519
1717, 2, 57282, 235, 57519
1723, 3, 57198, 318, 57519
1729, 3, 57061, 455, 57519
1735, 8, 12441, 45070, 57519
1741, 8, 26205, 31306, 57519
1747, 6, 34166, 23347, 57519
1753, 8, 38932, 18579, 57519
1759, 6, 42928, 14585, 57519
1765, 5, 46276, 11238, 57519
1771, 4, 47717, 9798, 57519
1777, 4, 50265, 7250, 57519
1783, 6, 52058, 5455, 57519
1789, 13, 10412, 47094, 57519
1795, 10, 21833, 35676, 57519
1801, 7, 36245, 21267, 57519
1807, 7, 41270, 16242, 57519
1813, 12, 9810, 47697, 57519
1819, 12, 16676, 40831, 57519
1825, 10, 26060, 31449, 57519
1831, 9, 32550, 24960, 57519
1837, 9, 37758, 19752, 57519
1843, 9, 42799, 14711, 57519
1849, 7, 47399, 10113, 57519
1855, 3, 49026, 8490, 57519
1861, 5, 51897, 5617, 57519
1867, 3, 53519, 3997, 57519
1873, 7, 22268, 35244, 57519
1879, 7, 22717, 34795, 57519
1885, 7, 22678, 34834, 57519
1891, 8, 22766, 34745, 57519
1897, 6, 22736, 34777, 57519
1903, 6, 22735, 34778, 57519
1909, 7, 22733, 34779, 57519
1915, 7, 24746, 32766, 57519
1921, 8, 25892, 31619, 57519
1927, 9, 28292, 29218, 57519
1933, 9, 28730, 28780, 57519
1939, 8, 29729, 27782, 57519
1945, 8, 29206, 28305, 57519
1951, 7, 29420, 28092, 57519
