ts, default broker, SPOT, COLDPower18, VidyutVanika, EWIIS3, total
811, 14, 94, 0, 56797, 607, 57512
817, 14, 64, 0, 56928, 506, 57512
823, 14, 62, 0, 56949, 487, 57512
829, 14, 33, 0, 56981, 484, 57512
835, 15, 34, 0, 57000, 463, 57512
841, 15, 35, 0, 57040, 422, 57512
847, 15, 33, 0, 57060, 404, 57512
853, 15, 31, 0, 57082, 384, 57512
859, 13, 34, 0, 57098, 367, 57512
865, 12, 2, 0, 57181, 317, 57512
871, 10, 2, 0, 57246, 254, 57512
877, 16, 1285, 0, 55880, 331, 57512
883, 17, 1301, 0, 55900, 294, 57512
889, 2043, 1278, 0, 53901, 290, 57512
895, 2460, 1079, 0, 53778, 195, 57512
901, 2752, 1135, 0, 53427, 198, 57512
907, 3412, 1132, 0, 52772, 196, 57512
913, 3561, 1042, 0, 52763, 146, 57512
919, 3661, 661, 0, 53065, 125, 57512
925, 3476, 541, 0, 53370, 125, 57512
931, 3424, 511, 0, 53463, 114, 57512
937, 4134, 360, 0, 52907, 111, 57512
943, 4060, 304, 0, 53038, 110, 57512
949, 4001, 224, 0, 53174, 113, 57512
955, 4319, 184, 0, 52897, 112, 57512
961, 4128, 153, 0, 53119, 112, 57512
967, 4016, 123, 0, 53262, 111, 57512
973, 3636, 123, 0, 53645, 108, 57512
979, 3614, 93, 0, 53697, 108, 57512
985, 3654, 94, 0, 53655, 109, 57512
991, 3576, 94, 0, 53732, 110, 57512
997, 3558, 94, 0, 53770, 90, 57512
1003, 3593, 94, 0, 53736, 89, 57512
1009, 3576, 95, 0, 53753, 88, 57512
1015, 3627, 94, 0, 53713, 78, 57512
1021, 3438, 94, 0, 53900, 80, 57512
1027, 3489, 94, 0, 53849, 80, 57512
1033, 3456, 93, 0, 53883, 80, 57512
1039, 3287, 94, 0, 54053, 78, 57512
1045, 3401, 1884, 0, 52023, 204, 57512
1051, 3535, 1882, 0, 51947, 148, 57512
1057, 3380, 1819, 0, 52169, 144, 57512
1063, 3258, 1759, 0, 52412, 83, 57512
1069, 3226, 1837, 0, 52348, 101, 57512
1075, 3397, 1832, 0, 52186, 97, 57512
1081, 4067, 1855, 0, 51506, 84, 57512
1087, 4008, 1688, 0, 51736, 80, 57512
1093, 3974, 1571, 0, 51882, 85, 57512
1099, 3904, 1150, 0, 52372, 86, 57512
1105, 4067, 860, 0, 52500, 85, 57512
1111, 3909, 751, 0, 52768, 84, 57512
1117, 3685, 679, 0, 53065, 83, 57512
1123, 3658, 588, 0, 53185, 81, 57512
1129, 3611, 431, 0, 53390, 80, 57512
1135, 3552, 236, 0, 53644, 80, 57512
1141, 3571, 203, 0, 53661, 77, 57512
1147, 3448, 134, 0, 53854, 76, 57512
1153, 3487, 150, 0, 53792, 83, 57512
1159, 3505, 131, 0, 53784, 92, 57512
1165, 3127, 113, 0, 54182, 90, 57512
1171, 3064, 113, 0, 54256, 79, 57512
1177, 3378, 114, 0, 53941, 79, 57512
1183, 3497, 111, 0, 53823, 81, 57512
1189, 3426, 113, 0, 53890, 83, 57512
1195, 3494, 113, 0, 53823, 82, 57512
1201, 3399, 275, 0, 53754, 84, 57512
1207, 3418, 258, 0, 53750, 86, 57512
1213, 3493, 553, 0, 53378, 88, 57512
1219, 3491, 551, 0, 53384, 86, 57512
1225, 3471, 579, 0, 53347, 115, 57512
1231, 3283, 693, 0, 53451, 85, 57512
1237, 3381, 694, 0, 53352, 85, 57512
1243, 3276, 611, 0, 53540, 85, 57512
1249, 3213, 94, 0, 54118, 87, 57512
1255, 3313, 93, 0, 54020, 86, 57512
1261, 3420, 96, 0, 53908, 88, 57512
1267, 3317, 96, 0, 54010, 89, 57512
1273, 3295, 97, 0, 54020, 100, 57512
1279, 3451, 105, 0, 53865, 91, 57512
1285, 3314, 220, 0, 53891, 87, 57512
1291, 3352, 219, 0, 53856, 85, 57512
1297, 3768, 218, 0, 53437, 89, 57512
1303, 3745, 218, 0, 53460, 89, 57512
1309, 3691, 218, 0, 53515, 88, 57512
1315, 3688, 218, 0, 53519, 87, 57512
1321, 3727, 218, 0, 53480, 87, 57512
1327, 3682, 219, 0, 53527, 84, 57512
1333, 3586, 219, 0, 53627, 80, 57512
1339, 3585, 189, 0, 53658, 80, 57512
1345, 3789, 93, 0, 53549, 81, 57512
1351, 3877, 93, 0, 53463, 79, 57512
1357, 3900, 94, 0, 53441, 77, 57512
1363, 3989, 236, 0, 53211, 76, 57512
1369, 3931, 256, 0, 53246, 79, 57512
1375, 3778, 538, 0, 53115, 81, 57512
1381, 3813, 599, 0, 53003, 97, 57512
1387, 3740, 600, 0, 53086, 86, 57512
1393, 3756, 601, 0, 53069, 86, 57512
1399, 3760, 599, 0, 53069, 84, 57512
1405, 3778, 487, 0, 53163, 84, 57512
1411, 3669, 488, 0, 53272, 83, 57512
1417, 3651, 386, 0, 53393, 82, 57512
1423, 3571, 246, 0, 53613, 82, 57512
1429, 3469, 186, 0, 53777, 80, 57512
1435, 3231, 185, 0, 54017, 79, 57512
1441, 3159, 285, 0, 53959, 109, 57512
1447, 3325, 285, 0, 53791, 111, 57512
1453, 3416, 315, 0, 53698, 83, 57512
1459, 3464, 394, 0, 53568, 86, 57512
1465, 3430, 364, 0, 53633, 85, 57512
1471, 3310, 365, 0, 53753, 84, 57512
1477, 3300, 334, 0, 53796, 82, 57512
1483, 3319, 323, 0, 53789, 81, 57512
1489, 3401, 293, 0, 53737, 81, 57512
1495, 3479, 262, 0, 53691, 80, 57512
1501, 3546, 142, 0, 53743, 81, 57512
1507, 3510, 123, 0, 53798, 81, 57512
1513, 3436, 124, 0, 53863, 89, 57512
1519, 3589, 94, 0, 53739, 90, 57512
1525, 3572, 93, 0, 53759, 88, 57512
1531, 3589, 94, 0, 53749, 80, 57512
1537, 3572, 126, 0, 53732, 82, 57512
1543, 3534, 349, 0, 53545, 84, 57512
1549, 3598, 651, 0, 53052, 211, 57512
1555, 3596, 621, 0, 53115, 180, 57512
1561, 3559, 889, 0, 52918, 146, 57512
1567, 3470, 889, 0, 53036, 117, 57512
1573, 3414, 888, 0, 53094, 116, 57512
1579, 3653, 858, 0, 52885, 116, 57512
1585, 3581, 838, 0, 52978, 115, 57512
1591, 3615, 729, 0, 53084, 84, 57512
1597, 3594, 639, 0, 53198, 81, 57512
1603, 3611, 432, 0, 53387, 82, 57512
1609, 3598, 95, 0, 53736, 83, 57512
1615, 3620, 95, 0, 53714, 83, 57512
1621, 3698, 126, 0, 53604, 84, 57512
1627, 3559, 126, 0, 53742, 85, 57512
1633, 3505, 126, 0, 53795, 86, 57512
1639, 3675, 126, 0, 53627, 84, 57512
1645, 3954, 124, 0, 53352, 82, 57512
1651, 3903, 124, 0, 53392, 93, 57512
1657, 3935, 124, 0, 53369, 84, 57512
1663, 3833, 88, 0, 53508, 83, 57512
1669, 3745, 51, 0, 53634, 82, 57512
1675, 3684, 50, 0, 53696, 82, 57512
1681, 3678, 67, 0, 53689, 78, 57512
1687, 3710, 88, 0, 53636, 78, 57512
1693, 3667, 93, 0, 53672, 80, 57512
1699, 3678, 94, 0, 53659, 81, 57512
1705, 3656, 93, 0, 53681, 82, 57512
1711, 3624, 95, 0, 53701, 92, 57512
1717, 3562, 588, 0, 53250, 112, 57512
1723, 3627, 706, 0, 53066, 113, 57512
1729, 3448, 125, 0, 53824, 115, 57512
1735, 3428, 126, 0, 53844, 114, 57512
1741, 3544, 126, 0, 53725, 117, 57512
1747, 3560, 238, 0, 53597, 117, 57512
1753, 3563, 268, 0, 53596, 85, 57512
1759, 3461, 299, 0, 53668, 84, 57512
1765, 3506, 329, 0, 53593, 84, 57512
1771, 3538, 299, 0, 53590, 85, 57512
1777, 3351, 298, 0, 53776, 87, 57512
1783, 3311, 299, 0, 53817, 85, 57512
1789, 3168, 318, 0, 53939, 87, 57512
1795, 3128, 288, 0, 54009, 87, 57512
1801, 3071, 264, 0, 54092, 85, 57512
1807, 3407, 234, 0, 53785, 86, 57512
1813, 3436, 174, 0, 53818, 84, 57512
1819, 3366, 143, 0, 53919, 84, 57512
1825, 3442, 114, 0, 53875, 81, 57512
1831, 3519, 114, 0, 53801, 78, 57512
1837, 3587, 114, 0, 53733, 78, 57512
1843, 3721, 114, 0, 53597, 80, 57512
1849, 3602, 114, 0, 53716, 80, 57512
