ts, default broker, SPOT, EWIIS3, AgentUDE, Bunnie, total
751, 6837, 91, 36, 179, 50363, 57506
757, 6918, 91, 36, 182, 50279, 57506
763, 6919, 91, 37, 336, 50123, 57506
769, 6865, 91, 37, 634, 49879, 57506
775, 6826, 90, 38, 635, 49917, 57506
781, 6856, 90, 39, 248, 50273, 57506
787, 6885, 90, 38, 249, 50244, 57506
793, 6885, 90, 40, 399, 50092, 57506
799, 6941, 90, 38, 552, 49885, 57506
805, 6949, 91, 35, 848, 49583, 57506
811, 6834, 91, 38, 849, 49694, 57506
817, 6876, 93, 36, 1068, 49433, 57506
823, 6803, 91, 37, 160, 50415, 57506
829, 6873, 90, 40, 451, 50052, 57506
835, 6812, 90, 40, 747, 49817, 57506
841, 6834, 90, 40, 1040, 49502, 57506
847, 6903, 90, 40, 1041, 49432, 57506
853, 6823, 90, 39, 1331, 49223, 57506
859, 6815, 90, 38, 1440, 49123, 57506
865, 6884, 90, 38, 670, 49824, 57506
871, 6919, 90, 38, 886, 49573, 57506
877, 6905, 90, 39, 1094, 49378, 57506
883, 6946, 91, 38, 703, 49728, 57506
889, 6960, 92, 38, 1213, 49203, 57506
895, 6879, 91, 37, 944, 49555, 57506
901, 6863, 91, 37, 1639, 48876, 57506
907, 6875, 92, 37, 69, 50433, 57506
913, 6924, 91, 38, 341, 50112, 57506
919, 6931, 90, 40, 547, 49898, 57506
925, 6939, 90, 39, 431, 50007, 57506
931, 6735, 91, 38, 402, 50240, 57506
937, 6721, 90, 38, 695, 49962, 57506
943, 6779, 90, 36, 667, 49934, 57506
949, 6749, 90, 37, 5, 50625, 57506
955, 6646, 90, 38, 5, 50727, 57506
961, 6662, 90, 39, 156, 50559, 57506
967, 6602, 91, 38, 99, 50676, 57506
973, 6610, 91, 38, 68, 50699, 57506
979, 6690, 91, 40, 8, 50677, 57506
985, 6802, 91, 40, 158, 50415, 57506
991, 6724, 91, 40, 11, 50640, 57506
997, 6719, 92, 39, 16, 50640, 57506
1003, 6631, 91, 39, 18, 50727, 57506
1009, 6689, 90, 38, 19, 50670, 57506
1015, 6774, 90, 36, 21, 50585, 57506
1021, 6794, 90, 39, 170, 50413, 57506
1027, 6830, 90, 40, 170, 50376, 57506
1033, 6839, 90, 40, 612, 49925, 57506
1039, 6903, 90, 38, 555, 49920, 57506
1045, 6924, 90, 38, 526, 49928, 57506
1051, 6897, 90, 39, 530, 49950, 57506
1057, 6891, 90, 41, 823, 49661, 57506
1063, 6872, 90, 41, 763, 49740, 57506
1069, 6844, 90, 42, 1496, 49034, 57506
1075, 6861, 90, 42, 163, 50350, 57506
1081, 6809, 90, 40, 306, 50261, 57506
1087, 6830, 90, 40, 309, 50237, 57506
1093, 6791, 90, 39, 460, 50126, 57506
1099, 6854, 90, 39, 462, 50061, 57506
1105, 6876, 90, 38, 465, 50037, 57506
1111, 6876, 90, 39, 465, 50036, 57506
1117, 6756, 90, 38, 168, 50454, 57506
1123, 6747, 90, 39, 288, 50342, 57506
1129, 6778, 90, 40, 585, 50013, 57506
1135, 6815, 90, 38, 466, 50097, 57506
1141, 6837, 90, 39, 524, 50016, 57506
1147, 6871, 90, 40, 464, 50041, 57506
1153, 6899, 90, 39, 553, 49925, 57506
1159, 6859, 90, 39, 59, 50459, 57506
1165, 6806, 91, 38, 63, 50508, 57506
1171, 6814, 91, 37, 513, 50051, 57506
1177, 6842, 101, 38, 554, 49971, 57506
1183, 6933, 91, 38, 445, 49999, 57506
1189, 6871, 91, 40, 709, 49795, 57506
1195, 6802, 90, 40, 1059, 49515, 57506
1201, 6825, 91, 38, 283, 50269, 57506
1207, 6821, 91, 38, 283, 50273, 57506
1213, 6878, 91, 36, 729, 49772, 57506
1219, 6877, 91, 38, 1024, 49476, 57506
1225, 6871, 92, 39, 1313, 49191, 57506
1231, 6790, 92, 38, 1601, 48985, 57506
1237, 6536, 90, 39, 1744, 49097, 57506
1243, 6505, 90, 38, 223, 50650, 57506
1249, 6532, 90, 48, 509, 50327, 57506
1255, 6615, 91, 36, 958, 49806, 57506
1261, 6652, 91, 38, 1352, 49373, 57506
1267, 6661, 90, 39, 2074, 48642, 57506
1273, 6681, 90, 38, 2180, 48517, 57506
1279, 6787, 90, 37, 2182, 48410, 57506
1285, 6947, 93, 37, 370, 50059, 57506
1291, 6935, 90, 36, 511, 49934, 57506
1297, 6907, 90, 35, 650, 49824, 57506
1303, 6840, 90, 36, 796, 49744, 57506
1309, 6849, 90, 26, 942, 49599, 57506
1315, 6862, 90, 27, 1088, 49439, 57506
1321, 6858, 90, 26, 1091, 49441, 57506
1327, 6887, 90, 26, 760, 49743, 57506
1333, 6886, 90, 28, 1249, 49253, 57506
1339, 6805, 91, 27, 2414, 48169, 57506
1345, 6839, 91, 28, 3077, 47471, 57506
1351, 6854, 91, 28, 3485, 47048, 57506
1357, 6894, 90, 28, 3989, 46505, 57506
1363, 6904, 90, 28, 4375, 46109, 57506
1369, 6884, 90, 29, 3585, 46918, 57506
1375, 6850, 91, 28, 4918, 45619, 57506
1381, 6863, 91, 27, 7201, 43324, 57506
1387, 6878, 90, 28, 8871, 41639, 57506
1393, 6844, 90, 31, 9843, 40698, 57506
1399, 6847, 91, 27, 10896, 39645, 57506
1405, 6855, 91, 27, 12594, 37939, 57506
1411, 6841, 91, 27, 1495, 49052, 57506
1417, 6904, 91, 27, 1774, 48710, 57506
1423, 6865, 91, 28, 2305, 48217, 57506
1429, 6674, 91, 26, 3671, 47044, 57506
1435, 6626, 91, 25, 4126, 46638, 57506
1441, 6661, 90, 27, 4659, 46069, 57506
1447, 6704, 90, 28, 4917, 45767, 57506
1453, 6770, 90, 30, 696, 49920, 57506
1459, 6754, 91, 28, 830, 49803, 57506
1465, 6793, 91, 29, 1663, 48930, 57506
1471, 6788, 91, 28, 2516, 48083, 57506
1477, 6742, 92, 24, 2793, 47855, 57506
1483, 6782, 92, 23, 2932, 47677, 57506
1489, 6811, 93, 25, 3614, 46963, 57506
1495, 6799, 92, 26, 1343, 49246, 57506
1501, 6856, 92, 27, 2741, 47790, 57506
1507, 6884, 92, 27, 4074, 46429, 57506
1513, 6925, 92, 28, 4827, 45634, 57506
1519, 6836, 92, 28, 5792, 44758, 57506
1525, 6803, 92, 29, 6758, 43824, 57506
1531, 6879, 92, 30, 8076, 42429, 57506
1537, 6832, 91, 31, 1673, 48879, 57506
1543, 6738, 91, 31, 1673, 48973, 57506
1549, 6794, 92, 31, 1679, 48910, 57506
1555, 6855, 91, 30, 1784, 48746, 57506
1561, 6840, 90, 31, 1785, 48760, 57506
1567, 6910, 90, 32, 1929, 48545, 57506
1573, 6863, 90, 32, 2075, 48446, 57506
1579, 6851, 90, 31, 70, 50464, 57506
1585, 6854, 91, 30, 735, 49796, 57506
1591, 6775, 91, 28, 746, 49866, 57506
1597, 6754, 91, 28, 893, 49740, 57506
1603, 6810, 90, 30, 1182, 49394, 57506
1609, 6826, 90, 30, 1759, 48801, 57506
1615, 6814, 90, 28, 1769, 48805, 57506
1621, 6809, 90, 28, 467, 50112, 57506
1627, 6812, 90, 25, 757, 49822, 57506
1633, 6835, 90, 27, 1750, 48804, 57506
1639, 6788, 90, 28, 2314, 48286, 57506
1645, 6800, 90, 29, 3252, 47335, 57506
1651, 6837, 90, 28, 3929, 46622, 57506
1657, 6805, 90, 27, 4459, 46125, 57506
1663, 6820, 90, 28, 1077, 49491, 57506
1669, 6760, 90, 28, 3418, 47210, 57506
1675, 6825, 90, 27, 4605, 45959, 57506
1681, 6888, 90, 28, 6878, 43622, 57506
1687, 6870, 90, 27, 8009, 42510, 57506
1693, 6763, 90, 27, 10518, 40108, 57506
1699, 6790, 90, 27, 12155, 38444, 57506
1705, 6839, 90, 30, 730, 49817, 57506
