ts, default broker, CrocodileAgent, COLDPower18, EWIIS3, Bunnie, total
955, 6654, 704, 0, 30, 50127, 57515
961, 6659, 3546, 0, 29, 47281, 57515
967, 6659, 4896, 0, 29, 45931, 57515
973, 6686, 5135, 0, 29, 45665, 57515
979, 6649, 6105, 0, 29, 44732, 57515
985, 6551, 7564, 0, 27, 43373, 57515
991, 6561, 7978, 0, 28, 42948, 57515
997, 6616, 7928, 0, 28, 42943, 57515
1003, 6636, 7868, 0, 27, 42984, 57515
1009, 6635, 7837, 0, 25, 43018, 57515
1015, 6739, 7732, 0, 27, 43017, 57515
1021, 6745, 7753, 0, 27, 42990, 57515
1027, 6746, 7675, 0, 27, 43067, 57515
1033, 6598, 6830, 0, 28, 44059, 57515
1039, 6618, 5966, 0, 27, 44904, 57515
1045, 6430, 5558, 0, 28, 45499, 57515
1051, 6456, 4823, 0, 28, 46208, 57515
1057, 6496, 3673, 0, 27, 47319, 57515
1063, 6425, 3324, 0, 25, 47741, 57515
1069, 6505, 2402, 0, 25, 48583, 57515
1075, 6427, 2016, 0, 26, 49046, 57515
1081, 6380, 1717, 0, 24, 49394, 57515
1087, 6472, 1181, 0, 27, 49835, 57515
1093, 6626, 807, 0, 28, 50054, 57515
1099, 6660, 746, 0, 28, 50081, 57515
1105, 6647, 619, 0, 27, 50222, 57515
1111, 6728, 557, 0, 26, 50204, 57515
1117, 6507, 678, 0, 28, 50302, 57515
1123, 6521, 1455, 0, 29, 49510, 57515
1129, 6570, 2331, 0, 26, 48588, 57515
1135, 6629, 3800, 0, 24, 47062, 57515
1141, 6624, 5184, 0, 27, 45680, 57515
1147, 6750, 5974, 0, 27, 44764, 57515
1153, 6714, 6498, 0, 26, 44277, 57515
1159, 6675, 6664, 0, 26, 44150, 57515
1165, 6598, 6660, 0, 26, 44231, 57515
1171, 6395, 6765, 0, 28, 44327, 57515
1177, 6399, 6781, 0, 31, 44304, 57515
1183, 6492, 6704, 0, 29, 44290, 57515
1189, 6404, 6733, 0, 28, 44350, 57515
1195, 6249, 6453, 0, 29, 44784, 57515
1201, 6597, 5836, 0, 29, 45053, 57515
1207, 6601, 5481, 0, 29, 45404, 57515
1213, 6697, 4188, 0, 30, 46600, 57515
1219, 6727, 2969, 0, 28, 47791, 57515
1225, 6642, 2529, 0, 28, 48316, 57515
1231, 6662, 2152, 0, 29, 48672, 57515
1237, 6814, 1571, 0, 31, 49099, 57515
1243, 6847, 1259, 0, 32, 49377, 57515
1249, 6819, 966, 0, 29, 49701, 57515
1255, 6835, 809, 0, 27, 49844, 57515
1261, 6685, 765, 0, 31, 50034, 57515
1267, 6582, 691, 0, 31, 50211, 57515
1273, 6560, 583, 0, 31, 50341, 57515
1279, 6567, 651, 0, 30, 50267, 57515
1285, 6759, 460, 0, 30, 50266, 57515
1291, 6797, 1486, 0, 30, 49202, 57515
1297, 6748, 2635, 0, 30, 48102, 57515
1303, 6694, 4177, 0, 30, 46614, 57515
1309, 6650, 6364, 0, 26, 44475, 57515
1315, 6733, 7839, 0, 26, 42917, 57515
1321, 6708, 8506, 0, 26, 42275, 57515
1327, 6588, 8605, 0, 24, 42298, 57515
1333, 6465, 8687, 0, 23, 42340, 57515
1339, 6451, 8603, 0, 24, 42437, 57515
1345, 6579, 8436, 0, 26, 42474, 57515
1351, 6599, 8403, 0, 25, 42488, 57515
1357, 6330, 8460, 0, 23, 42702, 57515
1363, 6405, 8077, 0, 23, 43010, 57515
1369, 6489, 6991, 0, 22, 44013, 57515
1375, 6528, 6682, 0, 22, 44283, 57515
1381, 6627, 4931, 0, 25, 45932, 57515
1387, 6661, 4063, 0, 25, 46766, 57515
1393, 6688, 2314, 0, 26, 48487, 57515
1399, 6747, 1611, 0, 27, 49130, 57515
1405, 6760, 1052, 0, 27, 49676, 57515
1411, 6769, 734, 0, 28, 49984, 57515
1417, 6794, 693, 0, 28, 50000, 57515
1423, 6684, 616, 0, 28, 50187, 57515
1429, 6640, 434, 0, 26, 50415, 57515
1435, 6515, 418, 0, 25, 50557, 57515
1441, 6533, 378, 0, 24, 50580, 57515
1447, 6538, 421, 0, 23, 50533, 57515
1453, 6485, 510, 0, 25, 50495, 57515
1459, 6673, 477, 0, 27, 50338, 57515
1465, 6743, 1466, 0, 27, 49279, 57515
1471, 6690, 2813, 0, 27, 47985, 57515
1477, 6635, 3898, 0, 26, 46956, 57515
1483, 6545, 4757, 0, 28, 46185, 57515
1489, 6541, 6243, 0, 28, 44703, 57515
1495, 6607, 6531, 0, 28, 44349, 57515
1501, 6692, 6481, 0, 29, 44313, 57515
1507, 6713, 6423, 0, 29, 44350, 57515
1513, 6732, 6392, 0, 29, 44362, 57515
1519, 6757, 6388, 0, 27, 44343, 57515
1525, 6726, 6378, 0, 27, 44384, 57515
1531, 6783, 6241, 0, 28, 44463, 57515
1537, 6756, 5933, 0, 26, 44800, 57515
1543, 6695, 5641, 0, 27, 45152, 57515
1549, 6573, 4749, 0, 26, 46167, 57515
1555, 6434, 4124, 0, 25, 46932, 57515
1561, 6426, 2991, 0, 25, 48073, 57515
1567, 6256, 2619, 0, 26, 48614, 57515
1573, 6257, 1937, 0, 27, 49294, 57515
1579, 6408, 1571, 0, 27, 49509, 57515
1585, 6458, 1129, 0, 30, 49898, 57515
1591, 6550, 1015, 0, 30, 49920, 57515
1597, 6626, 834, 0, 28, 50027, 57515
1603, 6598, 627, 0, 28, 50262, 57515
1609, 6541, 455, 0, 27, 50492, 57515
1615, 6601, 411, 0, 28, 50475, 57515
1621, 6750, 283, 0, 26, 50456, 57515
1627, 6744, 1268, 0, 25, 49478, 57515
1633, 6711, 2200, 0, 25, 48579, 57515
1639, 6788, 3009, 0, 24, 47694, 57515
1645, 6687, 4241, 0, 24, 46563, 57515
1651, 6603, 4780, 0, 24, 46108, 57515
1657, 6605, 6070, 0, 25, 44815, 57515
1663, 6561, 6348, 0, 26, 44580, 57515
1669, 6780, 6216, 0, 25, 44494, 57515
1675, 6816, 6206, 0, 23, 44470, 57515
1681, 6818, 6195, 0, 24, 44478, 57515
1687, 6792, 6112, 0, 24, 44587, 57515
1693, 6743, 6046, 0, 23, 44703, 57515
1699, 6757, 5641, 0, 22, 45095, 57515
1705, 6797, 5470, 0, 24, 45224, 57515
1711, 6714, 4990, 0, 24, 45787, 57515
1717, 6488, 4493, 0, 22, 46512, 57515
1723, 6592, 3926, 0, 23, 46974, 57515
1729, 6534, 2903, 0, 24, 48054, 57515
1735, 6538, 2564, 0, 24, 48389, 57515
1741, 6559, 2271, 0, 22, 48663, 57515
1747, 6655, 1563, 0, 22, 49275, 57515
1753, 6609, 1141, 0, 22, 49743, 57515
1759, 6631, 914, 0, 22, 49948, 57515
1765, 6654, 779, 0, 22, 50060, 57515
1771, 6629, 695, 0, 24, 50167, 57515
1777, 6680, 484, 0, 27, 50324, 57515
1783, 6744, 369, 0, 28, 50374, 57515
1789, 6874, 551, 0, 26, 50064, 57515
1795, 6851, 696, 0, 26, 49942, 57515
1801, 6794, 1896, 0, 23, 48802, 57515
1807, 6735, 3190, 0, 23, 47567, 57515
1813, 6682, 5884, 0, 22, 44927, 57515
1819, 6766, 7797, 0, 15, 42937, 57515
1825, 6819, 9295, 0, 14, 41387, 57515
1831, 6758, 9621, 0, 13, 41123, 57515
1837, 6731, 9597, 0, 13, 41174, 57515
1843, 6679, 9611, 0, 10, 41215, 57515
1849, 6693, 9610, 0, 11, 41201, 57515
1855, 6640, 9579, 0, 16, 41280, 57515
1861, 6431, 9640, 0, 16, 41428, 57515
1867, 6509, 9457, 0, 16, 41533, 57515
1873, 6631, 9056, 0, 15, 41813, 57515
1879, 6620, 8118, 0, 15, 42762, 57515
1885, 6387, 7017, 0, 16, 44095, 57515
1891, 6382, 5024, 0, 15, 46094, 57515
1897, 6491, 3491, 0, 15, 47518, 57515
