ts, default broker, COLDPower18, Bunnie, total
733, 6828, 0, 50682, 57510
739, 6917, 0, 50593, 57510
745, 6929, 0, 50581, 57510
751, 6881, 0, 50629, 57510
757, 6915, 0, 50595, 57510
763, 6880, 0, 50630, 57510
769, 6847, 0, 50663, 57510
775, 6849, 0, 50661, 57510
781, 6898, 0, 50612, 57510
787, 6955, 0, 50555, 57510
793, 6905, 0, 50605, 57510
799, 6880, 0, 50630, 57510
805, 6905, 0, 50605, 57510
811, 6855, 0, 50655, 57510
817, 6915, 0, 50595, 57510
823, 6858, 0, 50652, 57510
829, 6208, 0, 51302, 57510
835, 6362, 0, 51148, 57510
841, 6586, 0, 50924, 57510
847, 6596, 0, 50914, 57510
853, 6754, 0, 50756, 57510
859, 6833, 0, 50677, 57510
865, 6872, 0, 50638, 57510
871, 6809, 0, 50701, 57510
877, 6842, 0, 50668, 57510
883, 6904, 0, 50606, 57510
889, 6925, 0, 50585, 57510
895, 6932, 0, 50578, 57510
901, 6954, 0, 50556, 57510
907, 6965, 0, 50545, 57510
913, 6936, 0, 50574, 57510
919, 6926, 0, 50584, 57510
925, 6851, 0, 50659, 57510
931, 6850, 0, 50660, 57510
937, 6901, 0, 50609, 57510
943, 6909, 0, 50601, 57510
949, 6921, 0, 50589, 57510
955, 6966, 0, 50544, 57510
961, 6972, 0, 50538, 57510
967, 6943, 0, 50567, 57510
973, 7005, 0, 50505, 57510
979, 7021, 0, 50489, 57510
985, 6844, 0, 50666, 57510
991, 6913, 0, 50597, 57510
997, 6946, 0, 50564, 57510
1003, 6854, 0, 50656, 57510
1009, 6927, 0, 50583, 57510
1015, 6906, 0, 50604, 57510
1021, 6881, 0, 50629, 57510
1027, 6961, 0, 50549, 57510
1033, 6887, 0, 50623, 57510
1039, 6904, 0, 50606, 57510
1045, 6890, 0, 50620, 57510
1051, 6931, 0, 50579, 57510
1057, 6955, 0, 50555, 57510
1063, 6957, 0, 50553, 57510
1069, 6967, 0, 50543, 57510
1075, 6966, 0, 50544, 57510
1081, 6967, 0, 50543, 57510
1087, 6979, 0, 50531, 57510
1093, 6992, 0, 50518, 57510
1099, 6894, 0, 50616, 57510
1105, 6830, 0, 50680, 57510
1111, 6842, 0, 50668, 57510
1117, 6842, 0, 50668, 57510
1123, 6867, 0, 50643, 57510
1129, 6922, 0, 50588, 57510
1135, 6913, 0, 50597, 57510
1141, 6989, 0, 50521, 57510
1147, 7005, 0, 50505, 57510
1153, 7005, 0, 50505, 57510
1159, 6973, 0, 50537, 57510
1165, 6844, 0, 50666, 57510
1171, 6793, 0, 50717, 57510
1177, 6823, 0, 50687, 57510
1183, 6783, 0, 50727, 57510
1189, 6675, 0, 50835, 57510
1195, 6587, 0, 50923, 57510
1201, 6700, 0, 50810, 57510
1207, 6766, 0, 50744, 57510
1213, 6881, 0, 50629, 57510
1219, 6935, 0, 50575, 57510
1225, 6929, 0, 50581, 57510
1231, 6888, 0, 50622, 57510
1237, 6654, 0, 50856, 57510
1243, 6782, 0, 50728, 57510
1249, 6785, 0, 50725, 57510
1255, 6850, 0, 50660, 57510
1261, 6747, 0, 50763, 57510
1267, 6724, 0, 50786, 57510
1273, 6750, 0, 50760, 57510
1279, 6796, 0, 50714, 57510
1285, 6852, 0, 50658, 57510
1291, 6906, 0, 50604, 57510
1297, 6945, 0, 50565, 57510
1303, 6936, 0, 50574, 57510
1309, 6917, 0, 50593, 57510
1315, 6977, 0, 50533, 57510
1321, 6924, 0, 50586, 57510
1327, 6838, 0, 50672, 57510
1333, 6560, 0, 50950, 57510
1339, 6501, 0, 51009, 57510
1345, 6650, 0, 50860, 57510
1351, 6760, 0, 50750, 57510
1357, 5943, 0, 51567, 57510
1363, 6422, 0, 51088, 57510
1369, 6399, 0, 51111, 57510
1375, 6632, 0, 50878, 57510
1381, 6593, 0, 50917, 57510
1387, 6725, 0, 50785, 57510
1393, 6905, 0, 50605, 57510
1399, 6910, 0, 50600, 57510
1405, 6793, 0, 50717, 57510
1411, 6755, 0, 50755, 57510
1417, 6810, 0, 50700, 57510
1423, 6791, 0, 50719, 57510
1429, 6335, 0, 51175, 57510
1435, 6392, 0, 51118, 57510
1441, 6591, 0, 50919, 57510
1447, 6664, 0, 50846, 57510
1453, 6799, 0, 50711, 57510
1459, 6830, 0, 50680, 57510
1465, 6864, 0, 50646, 57510
1471, 6863, 0, 50647, 57510
1477, 6914, 0, 50596, 57510
1483, 6919, 0, 50591, 57510
1489, 6924, 0, 50586, 57510
1495, 6936, 0, 50574, 57510
1501, 6782, 0, 50728, 57510
1507, 6804, 0, 50706, 57510
1513, 6811, 0, 50699, 57510
1519, 6832, 0, 50678, 57510
1525, 6916, 0, 50594, 57510
1531, 6945, 0, 50565, 57510
1537, 6872, 0, 50638, 57510
1543, 6920, 0, 50590, 57510
1549, 6881, 0, 50629, 57510
1555, 6886, 0, 50624, 57510
1561, 6890, 0, 50620, 57510
1567, 6923, 0, 50587, 57510
1573, 6667, 0, 50843, 57510
1579, 6647, 0, 50863, 57510
1585, 6708, 0, 50802, 57510
1591, 6757, 0, 50753, 57510
1597, 6865, 0, 50645, 57510
1603, 6868, 0, 50642, 57510
1609, 6860, 0, 50650, 57510
1615, 6879, 0, 50631, 57510
1621, 6661, 0, 50849, 57510
1627, 6820, 0, 50690, 57510
1633, 6822, 0, 50688, 57510
1639, 6784, 0, 50726, 57510
1645, 6827, 0, 50683, 57510
1651, 6742, 0, 50768, 57510
1657, 6765, 0, 50745, 57510
1663, 6841, 0, 50669, 57510
1669, 6756, 0, 50754, 57510
1675, 6796, 0, 50714, 57510
1681, 6810, 0, 50700, 57510
1687, 6822, 0, 50688, 57510
1693, 6870, 0, 50640, 57510
1699, 6898, 0, 50612, 57510
1705, 6707, 0, 50803, 57510
1711, 6765, 0, 50745, 57510
