ts, default broker, CrocodileAgent, SPOT, EWIIS3, VidyutVanika, total
1189, 3237, 2201, 319, 142, 51598, 57497
1195, 3319, 1878, 320, 142, 51838, 57497
1201, 3205, 1519, 320, 146, 52307, 57497
1207, 3185, 1040, 230, 143, 52899, 57497
1213, 3188, 817, 155, 143, 53194, 57497
1219, 3113, 528, 155, 142, 53559, 57497
1225, 3317, 437, 155, 142, 53446, 57497
1231, 3223, 565, 154, 144, 53411, 57497
1237, 3144, 691, 124, 143, 53395, 57497
1243, 3200, 1053, 123, 141, 52980, 57497
1249, 3328, 1509, 94, 139, 52427, 57497
1255, 3439, 2052, 94, 140, 51772, 57497
1261, 3568, 2848, 93, 140, 50848, 57497
1267, 3468, 2972, 93, 139, 50825, 57497
1273, 3457, 3317, 94, 135, 50494, 57497
1279, 3468, 3856, 94, 134, 49945, 57497
1285, 3350, 4261, 94, 133, 49659, 57497
1291, 3551, 4315, 94, 134, 49403, 57497
1297, 3465, 4543, 93, 136, 49260, 57497
1303, 3533, 4482, 93, 148, 49241, 57497
1309, 3537, 4407, 95, 151, 49307, 57497
1315, 3563, 4052, 94, 144, 49644, 57497
1321, 3513, 3733, 93, 146, 50012, 57497
1327, 3717, 3265, 94, 145, 50276, 57497
1333, 3674, 2864, 93, 144, 50722, 57497
1339, 3537, 2750, 100, 144, 50966, 57497
1345, 3478, 2213, 124, 146, 51536, 57497
1351, 3381, 1883, 124, 142, 51967, 57497
1357, 3404, 1803, 124, 141, 52025, 57497
1363, 3534, 1389, 126, 140, 52308, 57497
1369, 3499, 1078, 126, 138, 52656, 57497
1375, 3561, 799, 124, 141, 52872, 57497
1381, 3636, 583, 124, 140, 53014, 57497
1387, 3522, 458, 125, 147, 53245, 57497
1393, 3554, 564, 125, 147, 53107, 57497
1399, 3471, 512, 125, 136, 53253, 57497
1405, 3470, 482, 125, 137, 53283, 57497
1411, 3343, 788, 125, 133, 53108, 57497
1417, 3336, 997, 125, 134, 52905, 57497
1423, 3310, 2006, 124, 134, 51923, 57497
1429, 3350, 2332, 123, 134, 51558, 57497
1435, 3366, 2942, 124, 134, 50931, 57497
1441, 3356, 4308, 94, 133, 49606, 57497
1447, 3275, 4757, 94, 131, 49240, 57497
1453, 3211, 5128, 94, 132, 48932, 57497
1459, 3162, 5107, 94, 134, 49000, 57497
1465, 3265, 5192, 218, 140, 48682, 57497
1471, 3208, 5216, 219, 141, 48713, 57497
1477, 3080, 5522, 221, 145, 48529, 57497
1483, 3200, 5489, 221, 144, 48443, 57497
1489, 3189, 5216, 219, 143, 48730, 57497
1495, 3255, 5005, 218, 145, 48874, 57497
1501, 3394, 4676, 218, 142, 49067, 57497
1507, 3499, 4192, 216, 142, 49448, 57497
1513, 3465, 3325, 124, 142, 50441, 57497
1519, 3425, 2958, 125, 138, 50851, 57497
1525, 3300, 2426, 235, 139, 51397, 57497
1531, 3500, 2028, 235, 141, 51593, 57497
1537, 3530, 1303, 204, 137, 52323, 57497
1543, 3487, 1030, 204, 141, 52635, 57497
1549, 3458, 628, 205, 141, 53065, 57497
1555, 3488, 588, 325, 137, 52959, 57497
1561, 3553, 776, 325, 140, 52703, 57497
1567, 3444, 865, 295, 141, 52752, 57497
1573, 3237, 1078, 215, 137, 52830, 57497
1579, 3232, 1327, 215, 127, 52596, 57497
1585, 3203, 2620, 215, 126, 51333, 57497
1591, 3106, 3223, 215, 123, 50830, 57497
1597, 3312, 4075, 183, 127, 49800, 57497
1603, 3553, 4327, 184, 113, 49320, 57497
1609, 3621, 5512, 123, 115, 48126, 57497
1615, 3815, 6111, 123, 113, 47335, 57497
1621, 3564, 6669, 123, 112, 47029, 57497
1627, 3407, 6853, 123, 113, 47001, 57497
1633, 3306, 7135, 94, 114, 46848, 57497
1639, 3312, 7209, 125, 175, 46676, 57497
1645, 3381, 7093, 127, 187, 46709, 57497
1651, 3727, 6717, 126, 180, 46747, 57497
1657, 3632, 6361, 126, 149, 47229, 57497
1663, 3613, 5431, 127, 150, 48176, 57497
1669, 3638, 5085, 124, 153, 48497, 57497
1675, 3785, 4227, 124, 148, 49213, 57497
1681, 3569, 3091, 94, 146, 50597, 57497
1687, 3529, 2672, 94, 147, 51055, 57497
1693, 3522, 2343, 94, 146, 51392, 57497
1699, 3491, 1849, 94, 147, 51916, 57497
1705, 3524, 1554, 94, 148, 52177, 57497
1711, 3430, 986, 94, 148, 52839, 57497
1717, 3581, 864, 93, 121, 52838, 57497
1723, 3558, 792, 94, 120, 52933, 57497
1729, 3538, 756, 94, 120, 52989, 57497
1735, 3512, 532, 93, 118, 53242, 57497
1741, 3588, 520, 93, 115, 53181, 57497
1747, 3617, 775, 93, 114, 52898, 57497
1753, 3539, 1363, 94, 117, 52384, 57497
1759, 3776, 1506, 94, 117, 52004, 57497
1765, 3707, 2403, 94, 119, 51174, 57497
1771, 3702, 2701, 96, 119, 50879, 57497
1777, 3518, 3239, 96, 117, 50527, 57497
1783, 3582, 4486, 97, 116, 49216, 57497
1789, 3579, 4397, 95, 119, 49307, 57497
1795, 3546, 4698, 94, 118, 49041, 57497
1801, 3613, 4612, 93, 123, 49056, 57497
1807, 3604, 4891, 123, 129, 48750, 57497
1813, 3610, 4946, 124, 129, 48688, 57497
1819, 3693, 4828, 124, 128, 48724, 57497
1825, 3647, 4452, 154, 127, 49117, 57497
