ts, default broker, EWIIS3, Bunnie, total
1159, 6946, 18, 50551, 57515
1165, 6933, 16, 50566, 57515
1171, 6828, 15, 50672, 57515
1177, 6871, 17, 50627, 57515
1183, 6872, 17, 50626, 57515
1189, 6944, 16, 50555, 57515
1195, 6958, 16, 50541, 57515
1201, 6879, 16, 50620, 57515
1207, 6835, 16, 50664, 57515
1213, 6827, 16, 50672, 57515
1219, 6888, 18, 50609, 57515
1225, 6900, 16, 50599, 57515
1231, 6936, 17, 50562, 57515
1237, 6757, 17, 50741, 57515
1243, 6777, 18, 50720, 57515
1249, 6848, 18, 50649, 57515
1255, 6908, 18, 50589, 57515
1261, 6995, 18, 50502, 57515
1267, 7012, 19, 50484, 57515
1273, 6944, 19, 50552, 57515
1279, 6951, 18, 50546, 57515
1285, 6974, 18, 50523, 57515
1291, 6992, 19, 50504, 57515
1297, 6930, 19, 50566, 57515
1303, 6953, 19, 50543, 57515
1309, 6985, 17, 50513, 57515
1315, 6961, 16, 50538, 57515
1321, 6907, 16, 50592, 57515
1327, 6957, 18, 50540, 57515
1333, 6882, 17, 50616, 57515
1339, 6821, 18, 50676, 57515
1345, 6846, 17, 50652, 57515
1351, 6911, 17, 50587, 57515
1357, 6891, 19, 50605, 57515
1363, 6856, 18, 50641, 57515
1369, 6853, 16, 50646, 57515
1375, 6752, 16, 50747, 57515
1381, 6434, 16, 51065, 57515
1387, 6481, 16, 51018, 57515
1393, 6713, 15, 50787, 57515
1399, 6765, 14, 50736, 57515
1405, 6846, 13, 50656, 57515
1411, 6916, 14, 50585, 57515
1417, 6716, 15, 50784, 57515
1423, 6864, 15, 50636, 57515
1429, 6886, 17, 50612, 57515
1435, 6791, 17, 50707, 57515
1441, 6737, 18, 50760, 57515
1447, 6714, 18, 50783, 57515
1453, 6788, 18, 50709, 57515
1459, 6816, 18, 50681, 57515
1465, 6789, 19, 50707, 57515
1471, 6858, 18, 50639, 57515
1477, 6908, 18, 50589, 57515
1483, 6953, 17, 50545, 57515
1489, 6935, 17, 50563, 57515
1495, 6900, 17, 50598, 57515
1501, 6779, 17, 50719, 57515
1507, 6833, 16, 50666, 57515
1513, 6803, 16, 50696, 57515
1519, 6791, 16, 50708, 57515
1525, 6838, 16, 50661, 57515
1531, 6889, 16, 50610, 57515
1537, 6898, 16, 50601, 57515
1543, 6822, 17, 50676, 57515
1549, 6850, 16, 50649, 57515
1555, 6819, 16, 50680, 57515
1561, 6913, 16, 50586, 57515
1567, 6931, 16, 50568, 57515
1573, 6949, 16, 50550, 57515
1579, 6969, 15, 50531, 57515
1585, 6941, 17, 50557, 57515
1591, 6821, 16, 50678, 57515
1597, 6820, 18, 50677, 57515
1603, 6924, 18, 50573, 57515
1609, 6939, 18, 50558, 57515
1615, 6983, 19, 50513, 57515
1621, 6947, 17, 50551, 57515
1627, 6991, 18, 50506, 57515
1633, 6994, 19, 50502, 57515
1639, 6971, 19, 50525, 57515
1645, 6935, 19, 50561, 57515
1651, 6964, 19, 50532, 57515
1657, 6923, 19, 50573, 57515
1663, 6872, 18, 50625, 57515
1669, 6735, 18, 50762, 57515
1675, 6820, 19, 50676, 57515
1681, 6910, 19, 50586, 57515
1687, 6848, 19, 50648, 57515
1693, 6908, 19, 50588, 57515
1699, 6882, 19, 50614, 57515
1705, 6920, 19, 50576, 57515
1711, 6835, 19, 50661, 57515
1717, 6911, 20, 50584, 57515
1723, 6909, 18, 50588, 57515
1729, 6965, 17, 50533, 57515
1735, 7001, 16, 50498, 57515
1741, 6963, 16, 50536, 57515
1747, 6915, 15, 50585, 57515
1753, 6968, 15, 50532, 57515
1759, 6962, 15, 50538, 57515
1765, 6734, 16, 50765, 57515
1771, 6804, 17, 50694, 57515
1777, 6900, 18, 50597, 57515
1783, 6971, 19, 50525, 57515
1789, 7004, 17, 50494, 57515
1795, 7028, 15, 50472, 57515
1801, 6973, 16, 50526, 57515
1807, 6970, 15, 50530, 57515
1813, 6984, 15, 50516, 57515
1819, 6937, 15, 50563, 57515
1825, 6886, 14, 50615, 57515
1831, 6881, 15, 50619, 57515
1837, 6833, 17, 50665, 57515
1843, 6779, 16, 50720, 57515
1849, 6771, 17, 50727, 57515
1855, 6798, 17, 50700, 57515
1861, 6876, 16, 50623, 57515
1867, 6909, 16, 50590, 57515
1873, 6884, 16, 50615, 57515
1879, 6803, 16, 50696, 57515
1885, 6865, 17, 50633, 57515
1891, 6891, 17, 50607, 57515
1897, 6860, 17, 50638, 57515
1903, 6896, 17, 50602, 57515
1909, 6912, 17, 50586, 57515
1915, 6888, 18, 50609, 57515
1921, 6917, 18, 50580, 57515
1927, 6968, 17, 50530, 57515
1933, 6985, 18, 50512, 57515
1939, 6970, 17, 50528, 57515
1945, 6941, 18, 50556, 57515
1951, 6956, 17, 50542, 57515
1957, 6887, 16, 50612, 57515
1963, 6862, 19, 50634, 57515
1969, 6832, 19, 50664, 57515
1975, 6888, 18, 50609, 57515
1981, 6892, 18, 50605, 57515
1987, 6968, 17, 50530, 57515
1993, 6995, 17, 50503, 57515
1999, 7018, 16, 50481, 57515
2005, 6985, 16, 50514, 57515
2011, 7012, 17, 50486, 57515
2017, 6948, 17, 50550, 57515
2023, 6891, 16, 50608, 57515
2029, 6918, 17, 50580, 57515
2035, 6914, 17, 50584, 57515
