ts, default broker, CrocodileAgent, COLDPower18, EWIIS3, Bunnie, total
1135, 6628, 7262, 0, 23, 43601, 57514
1141, 6666, 7222, 0, 24, 43602, 57514
1147, 6673, 7235, 0, 24, 43582, 57514
1153, 6694, 7201, 0, 21, 43598, 57514
1159, 6655, 7204, 0, 20, 43635, 57514
1165, 6714, 6748, 0, 20, 44032, 57514
1171, 6729, 6552, 0, 20, 44213, 57514
1177, 6745, 6127, 0, 21, 44621, 57514
1183, 6768, 5525, 0, 22, 45199, 57514
1189, 6564, 4700, 0, 21, 46229, 57514
1195, 6586, 4178, 0, 22, 46728, 57514
1201, 6637, 3489, 0, 22, 47366, 57514
1207, 6639, 2766, 0, 19, 48090, 57514
1213, 6739, 2141, 0, 20, 48614, 57514
1219, 6710, 2125, 0, 23, 48656, 57514
1225, 6633, 1416, 0, 19, 49446, 57514
1231, 6613, 1200, 0, 21, 49680, 57514
1237, 6600, 791, 0, 20, 50103, 57514
1243, 6566, 684, 0, 20, 50244, 57514
1249, 6550, 493, 0, 22, 50449, 57514
1255, 6545, 478, 0, 22, 50469, 57514
1261, 6120, 950, 0, 22, 50422, 57514
1267, 6235, 1235, 0, 20, 50024, 57514
1273, 6417, 1702, 0, 21, 49374, 57514
1279, 6549, 2075, 0, 20, 48870, 57514
1285, 6620, 2929, 0, 21, 47944, 57514
1291, 6676, 3740, 0, 21, 47077, 57514
1297, 6629, 4282, 0, 23, 46580, 57514
1303, 6615, 4868, 0, 23, 46008, 57514
1309, 6649, 4947, 0, 23, 45895, 57514
1315, 6649, 4862, 0, 23, 45980, 57514
1321, 6642, 4845, 0, 19, 46008, 57514
1327, 6624, 4878, 0, 22, 45990, 57514
1333, 6708, 4713, 0, 22, 46071, 57514
1339, 6740, 4645, 0, 22, 46107, 57514
1345, 6725, 4514, 0, 22, 46253, 57514
1351, 6724, 4157, 0, 21, 46612, 57514
1357, 6707, 3874, 0, 20, 46913, 57514
1363, 6722, 2958, 0, 21, 47813, 57514
1369, 6716, 2531, 0, 22, 48245, 57514
1375, 6509, 2025, 0, 23, 48957, 57514
1381, 6479, 1765, 0, 21, 49249, 57514
1387, 6491, 1696, 0, 20, 49307, 57514
1393, 6521, 1197, 0, 20, 49776, 57514
1399, 6545, 813, 0, 21, 50135, 57514
1405, 6401, 760, 0, 23, 50330, 57514
1411, 6556, 632, 0, 21, 50305, 57514
1417, 6568, 600, 0, 22, 50324, 57514
1423, 6500, 651, 0, 22, 50341, 57514
1429, 6507, 678, 0, 22, 50307, 57514
1435, 6586, 1070, 0, 20, 49838, 57514
1441, 6629, 2441, 0, 21, 48423, 57514
1447, 6668, 3345, 0, 21, 47480, 57514
1453, 6776, 4264, 0, 21, 46453, 57514
1459, 6753, 4973, 0, 22, 45766, 57514
1465, 6782, 5514, 0, 22, 45196, 57514
1471, 6740, 6006, 0, 23, 44745, 57514
1477, 6820, 5901, 0, 23, 44770, 57514
1483, 6766, 5941, 0, 22, 44785, 57514
1489, 6801, 5887, 0, 22, 44804, 57514
1495, 6803, 5864, 0, 22, 44825, 57514
1501, 6634, 5930, 0, 23, 44927, 57514
1507, 6691, 5636, 0, 22, 45165, 57514
1513, 6662, 5093, 0, 21, 45738, 57514
1519, 6675, 4085, 0, 18, 46736, 57514
1525, 6589, 3534, 0, 21, 47370, 57514
1531, 6464, 3250, 0, 23, 47777, 57514
1537, 6524, 2017, 0, 21, 48952, 57514
1543, 6547, 1075, 0, 20, 49872, 57514
1549, 6383, 917, 0, 20, 50194, 57514
1555, 6545, 658, 0, 20, 50291, 57514
1561, 6622, 519, 0, 23, 50350, 57514
1567, 6676, 498, 0, 21, 50319, 57514
1573, 6634, 488, 0, 21, 50371, 57514
1579, 6559, 478, 0, 22, 50455, 57514
1585, 6593, 324, 0, 21, 50576, 57514
1591, 6526, 329, 0, 21, 50638, 57514
1597, 6667, 409, 0, 20, 50418, 57514
1603, 6804, 651, 0, 21, 50038, 57514
1609, 6838, 2992, 0, 23, 47661, 57514
1615, 6665, 4132, 0, 22, 46695, 57514
1621, 6533, 7231, 0, 21, 43729, 57514
1627, 6446, 8037, 0, 20, 43011, 57514
1633, 6443, 8204, 0, 21, 42846, 57514
1639, 6587, 8492, 0, 17, 42418, 57514
1645, 6693, 8417, 0, 17, 42387, 57514
1651, 6716, 8364, 0, 18, 42416, 57514
1657, 6729, 8339, 0, 12, 42434, 57514
1663, 6539, 8430, 0, 15, 42530, 57514
1669, 6601, 8412, 0, 13, 42488, 57514
1675, 6567, 8267, 0, 16, 42664, 57514
1681, 6572, 7612, 0, 15, 43315, 57514
1687, 6567, 6895, 0, 16, 44036, 57514
1693, 6593, 5777, 0, 16, 45128, 57514
1699, 6726, 3765, 0, 16, 47007, 57514
1705, 6755, 2857, 0, 14, 47888, 57514
1711, 6843, 2013, 0, 15, 48643, 57514
1717, 6773, 1711, 0, 13, 49017, 57514
1723, 6810, 1327, 0, 14, 49363, 57514
1729, 6721, 1202, 0, 14, 49577, 57514
1735, 6773, 941, 0, 14, 49786, 57514
1741, 6829, 598, 0, 14, 50073, 57514
1747, 6722, 475, 0, 13, 50304, 57514
1753, 6662, 413, 0, 12, 50427, 57514
1759, 6687, 410, 0, 14, 50403, 57514
1765, 6639, 1201, 0, 12, 49662, 57514
1771, 6673, 4137, 0, 14, 46690, 57514
1777, 6663, 7372, 0, 11, 43468, 57514
1783, 6589, 10456, 0, 15, 40454, 57514
1789, 6614, 15376, 0, 13, 35511, 57514
1795, 6611, 18089, 0, 12, 32802, 57514
1801, 6636, 20337, 0, 13, 30528, 57514
1807, 6651, 21035, 0, 15, 29813, 57514
1813, 6659, 21021, 0, 16, 29818, 57514
1819, 6750, 20941, 0, 16, 29807, 57514
1825, 6705, 20961, 0, 17, 29831, 57514
1831, 6654, 20896, 0, 17, 29947, 57514
1837, 6414, 20732, 0, 17, 30351, 57514
1843, 6629, 19580, 0, 17, 31288, 57514
1849, 6574, 17967, 0, 17, 32956, 57514
1855, 6574, 15949, 0, 14, 34977, 57514
1861, 6599, 11310, 0, 14, 39591, 57514
1867, 6637, 8408, 0, 14, 42455, 57514
1873, 6657, 6744, 0, 15, 44098, 57514
1879, 6616, 4994, 0, 15, 45889, 57514
1885, 6634, 3278, 0, 16, 47586, 57514
1891, 6734, 2288, 0, 17, 48475, 57514
1897, 6708, 1783, 0, 17, 49006, 57514
1903, 6597, 1303, 0, 15, 49599, 57514
1909, 6590, 953, 0, 15, 49956, 57514
1915, 6609, 872, 0, 15, 50018, 57514
