ts, default broker, COLDPower18, EWIIS3, total
1273, 7122, 0, 50391, 57513
1279, 7122, 0, 50391, 57513
1285, 7123, 0, 50390, 57513
1291, 7122, 0, 50391, 57513
1297, 7121, 0, 50392, 57513
1303, 7121, 0, 50392, 57513
1309, 7121, 0, 50392, 57513
1315, 7121, 0, 50392, 57513
1321, 7121, 0, 50392, 57513
1327, 7121, 0, 50392, 57513
1333, 7122, 0, 50391, 57513
1339, 7122, 0, 50391, 57513
1345, 7122, 0, 50391, 57513
1351, 7122, 0, 50391, 57513
1357, 7123, 0, 50390, 57513
1363, 7123, 0, 50390, 57513
1369, 7123, 0, 50390, 57513
1375, 7122, 0, 50391, 57513
1381, 7122, 0, 50391, 57513
1387, 7122, 0, 50391, 57513
1393, 7123, 0, 50390, 57513
1399, 7121, 0, 50392, 57513
1405, 7122, 0, 50391, 57513
1411, 7122, 0, 50391, 57513
1417, 7121, 0, 50392, 57513
1423, 7121, 0, 50392, 57513
1429, 7121, 0, 50392, 57513
1435, 7121, 0, 50392, 57513
1441, 7121, 0, 50392, 57513
1447, 7121, 0, 50392, 57513
1453, 7121, 0, 50392, 57513
1459, 7121, 0, 50392, 57513
1465, 7121, 0, 50392, 57513
1471, 7121, 0, 50392, 57513
1477, 7122, 0, 50391, 57513
1483, 7122, 0, 50391, 57513
1489, 7121, 0, 50392, 57513
1495, 7121, 0, 50392, 57513
1501, 7121, 0, 50392, 57513
1507, 7121, 0, 50392, 57513
1513, 7121, 0, 50392, 57513
1519, 7121, 0, 50392, 57513
1525, 7121, 0, 50392, 57513
1531, 7121, 0, 50392, 57513
1537, 7121, 0, 50392, 57513
1543, 7121, 0, 50392, 57513
1549, 7122, 0, 50391, 57513
1555, 7122, 0, 50391, 57513
1561, 7123, 0, 50390, 57513
1567, 7123, 0, 50390, 57513
1573, 7122, 0, 50391, 57513
1579, 7122, 0, 50391, 57513
1585, 7122, 0, 50391, 57513
1591, 7122, 0, 50391, 57513
1597, 7122, 0, 50391, 57513
1603, 7122, 0, 50391, 57513
1609, 7123, 0, 50390, 57513
1615, 7123, 0, 50390, 57513
1621, 7123, 0, 50390, 57513
1627, 7122, 0, 50391, 57513
1633, 7122, 0, 50391, 57513
1639, 7122, 0, 50391, 57513
1645, 7122, 0, 50391, 57513
1651, 7122, 0, 50391, 57513
1657, 7122, 0, 50391, 57513
1663, 7122, 0, 50391, 57513
1669, 7121, 0, 50392, 57513
1675, 7122, 0, 50391, 57513
1681, 7123, 0, 50390, 57513
