ts, default broker, SPOT, COLDPower18, total
1213, 7065, 50450, 0, 57515
1219, 7066, 50449, 0, 57515
1225, 7067, 50448, 0, 57515
1231, 7067, 50448, 0, 57515
1237, 7068, 50447, 0, 57515
1243, 7066, 50449, 0, 57515
1249, 7066, 50449, 0, 57515
1255, 7062, 50453, 0, 57515
1261, 7064, 50451, 0, 57515
1267, 7065, 50450, 0, 57515
1273, 7063, 50452, 0, 57515
1279, 7063, 50452, 0, 57515
1285, 7066, 50449, 0, 57515
1291, 7066, 50449, 0, 57515
1297, 7064, 50451, 0, 57515
1303, 7062, 50453, 0, 57515
1309, 7062, 50453, 0, 57515
1315, 7062, 50453, 0, 57515
1321, 7062, 50453, 0, 57515
1327, 7062, 50453, 0, 57515
1333, 7063, 50452, 0, 57515
1339, 7064, 50451, 0, 57515
1345, 7063, 50452, 0, 57515
1351, 7062, 50453, 0, 57515
1357, 7065, 50450, 0, 57515
1363, 7063, 50452, 0, 57515
1369, 7062, 50453, 0, 57515
1375, 7062, 50453, 0, 57515
1381, 7063, 50452, 0, 57515
1387, 7063, 50452, 0, 57515
1393, 7063, 50452, 0, 57515
1399, 7064, 50451, 0, 57515
1405, 7066, 50449, 0, 57515
1411, 7067, 50448, 0, 57515
1417, 7069, 50446, 0, 57515
1423, 7069, 50446, 0, 57515
1429, 7067, 50448, 0, 57515
1435, 7067, 50448, 0, 57515
1441, 7066, 50449, 0, 57515
1447, 7067, 50448, 0, 57515
1453, 7066, 50449, 0, 57515
1465, 7064, 50451, 0, 57515
1471, 7065, 50450, 0, 57515
1477, 7065, 50450, 0, 57515
1483, 7066, 50449, 0, 57515
1489, 7065, 50450, 0, 57515
1495, 7064, 50451, 0, 57515
1501, 7064, 50451, 0, 57515
1507, 7064, 50451, 0, 57515
1513, 7066, 50449, 0, 57515
1519, 7064, 50451, 0, 57515
1525, 7063, 50452, 0, 57515
1531, 7064, 50451, 0, 57515
1537, 7065, 50450, 0, 57515
1543, 7063, 50452, 0, 57515
1549, 7214, 50301, 0, 57515
1555, 7185, 50330, 0, 57515
1561, 7125, 50390, 0, 57515
1567, 7094, 50421, 0, 57515
1573, 7094, 50421, 0, 57515
1579, 7095, 50420, 0, 57515
1585, 7066, 50449, 0, 57515
1591, 7066, 50449, 0, 57515
1597, 7066, 50449, 0, 57515
1603, 7067, 50448, 0, 57515
1609, 7068, 50447, 0, 57515
1615, 7067, 50448, 0, 57515
1621, 7067, 50448, 0, 57515
1627, 7217, 50298, 0, 57515
1633, 7127, 50388, 0, 57515
1639, 7097, 50418, 0, 57515
1645, 7098, 50417, 0, 57515
1651, 7067, 50448, 0, 57515
1657, 7067, 50448, 0, 57515
1669, 7067, 50448, 0, 57515
1675, 7067, 50448, 0, 57515
1681, 7066, 50449, 0, 57515
1687, 7067, 50448, 0, 57515
1693, 7066, 50449, 0, 57515
1699, 7067, 50448, 0, 57515
1705, 7068, 50447, 0, 57515
1711, 7068, 50447, 0, 57515
1717, 7066, 50449, 0, 57515
1723, 7066, 50449, 0, 57515
1729, 7066, 50449, 0, 57515
1735, 7067, 50448, 0, 57515
1741, 7068, 50447, 0, 57515
1747, 7069, 50446, 0, 57515
1753, 7069, 50446, 0, 57515
1759, 7218, 50297, 0, 57515
1765, 7189, 50326, 0, 57515
