ts, default broker, CrocodileAgent, SPOT, EWIIS3, VidyutVanika, total
949, 3294, 248, 93, 79, 53791, 57505
955, 3263, 291, 94, 79, 53778, 57505
961, 3236, 674, 94, 76, 53425, 57505
967, 3233, 672, 94, 76, 53430, 57505
973, 3312, 1678, 93, 77, 52345, 57505
979, 3314, 2250, 93, 67, 51781, 57505
985, 3228, 3041, 93, 67, 51076, 57505
991, 3162, 3359, 93, 66, 50825, 57505
997, 3384, 3292, 54, 64, 50711, 57505
1003, 3537, 3329, 52, 63, 50524, 57505
1009, 3395, 3375, 50, 65, 50620, 57505
1015, 3338, 3458, 682, 74, 49953, 57505
1021, 3132, 3504, 914, 75, 49880, 57505
1027, 3094, 3532, 900, 73, 49906, 57505
1033, 3163, 3337, 86, 70, 50849, 57505
1039, 3253, 3201, 95, 68, 50888, 57505
1045, 3087, 3296, 95, 70, 50957, 57505
1051, 3232, 2533, 95, 69, 51576, 57505
1057, 3442, 1623, 95, 67, 52278, 57505
1063, 3580, 1020, 93, 68, 52744, 57505
1069, 3504, 629, 245, 108, 53019, 57505
1075, 3439, 531, 245, 78, 53212, 57505
1081, 3576, 431, 93, 76, 53329, 57505
1087, 3480, 333, 199, 78, 53415, 57505
1093, 3503, 403, 199, 76, 53324, 57505
1099, 3539, 374, 199, 77, 53316, 57505
1105, 3592, 371, 200, 73, 53269, 57505
1111, 3563, 560, 200, 72, 53110, 57505
1117, 3702, 569, 183, 74, 52977, 57505
1123, 3313, 1188, 184, 75, 52745, 57505
1129, 3363, 3512, 154, 81, 50395, 57505
1135, 3459, 3750, 154, 78, 50064, 57505
1141, 3340, 4302, 154, 73, 49636, 57505
1147, 3422, 4663, 154, 72, 49194, 57505
1153, 3270, 6091, 94, 63, 47987, 57505
1159, 3215, 6863, 191, 65, 47171, 57505
1165, 3193, 7306, 191, 65, 46750, 57505
1171, 3211, 7346, 193, 67, 46688, 57505
1177, 3205, 7447, 280, 67, 46506, 57505
1183, 3447, 7486, 412, 152, 46008, 57505
1189, 3493, 7690, 843, 166, 45313, 57505
1195, 3715, 7660, 843, 156, 45131, 57505
1201, 3723, 6900, 862, 122, 45898, 57505
1207, 3699, 5827, 943, 121, 46915, 57505
1213, 3614, 5229, 1055, 118, 47489, 57505
1219, 3687, 4710, 1140, 88, 47880, 57505
1225, 3859, 4138, 126, 89, 49293, 57505
1231, 3583, 3810, 128, 92, 49892, 57505
1237, 3590, 3215, 128, 87, 50485, 57505
1243, 3575, 2395, 268, 68, 51199, 57505
1249, 3572, 1719, 280, 66, 51868, 57505
1255, 3603, 1531, 281, 65, 52025, 57505
1261, 3472, 1444, 282, 65, 52242, 57505
1267, 3383, 1244, 313, 69, 52496, 57505
1273, 3528, 1011, 312, 66, 52588, 57505
1279, 3568, 845, 283, 63, 52746, 57505
1285, 3515, 982, 200, 60, 52748, 57505
1291, 3368, 1880, 159, 60, 52038, 57505
1297, 3330, 3489, 158, 62, 50466, 57505
1303, 3385, 5530, 128, 63, 48399, 57505
1309, 3367, 6221, 98, 63, 47756, 57505
1315, 3444, 8045, 97, 61, 45858, 57505
1321, 3614, 8751, 101, 65, 44974, 57505
1327, 3593, 9403, 100, 65, 44344, 57505
1333, 3735, 9390, 99, 65, 44216, 57505
1339, 3776, 9304, 100, 68, 44257, 57505
1345, 3737, 9260, 102, 68, 44338, 57505
1351, 3622, 9127, 103, 71, 44582, 57505
1357, 3550, 8917, 322, 72, 44644, 57505
1363, 3638, 8709, 324, 65, 44769, 57505
1369, 3407, 8297, 321, 65, 45415, 57505
1375, 3305, 7057, 354, 67, 46722, 57505
1381, 3388, 5734, 353, 69, 47961, 57505
1387, 3429, 4062, 384, 72, 49558, 57505
1393, 3419, 3512, 383, 81, 50110, 57505
1399, 3392, 1659, 314, 72, 52068, 57505
1405, 3333, 1587, 253, 67, 52265, 57505
1411, 3415, 1213, 254, 70, 52553, 57505
1417, 3516, 977, 224, 70, 52718, 57505
1423, 3536, 733, 132, 66, 53038, 57505
1429, 3628, 518, 354, 65, 52940, 57505
1435, 3575, 446, 356, 63, 53065, 57505
1441, 3852, 511, 356, 63, 52723, 57505
1447, 3686, 609, 325, 63, 52822, 57505
1453, 3745, 892, 324, 60, 52484, 57505
1459, 3719, 1126, 294, 64, 52302, 57505
1465, 3394, 2196, 294, 65, 51556, 57505
1471, 3528, 3600, 202, 67, 50108, 57505
1477, 3383, 4525, 112, 67, 49418, 57505
1483, 3304, 5842, 100, 64, 48195, 57505
1489, 3235, 7196, 94, 65, 46915, 57505
1495, 3108, 8165, 97, 65, 46070, 57505
1501, 3184, 8787, 97, 66, 45371, 57505
1507, 3319, 8974, 100, 68, 45044, 57505
1513, 3430, 9172, 216, 68, 44619, 57505
1519, 3477, 9203, 214, 78, 44533, 57505
1525, 3294, 8981, 390, 73, 44767, 57505
1531, 3503, 8805, 387, 74, 44736, 57505
1537, 3652, 8170, 476, 73, 45134, 57505
1543, 3633, 7403, 476, 73, 45920, 57505
1549, 3668, 6355, 476, 72, 46934, 57505
1555, 3538, 5538, 415, 71, 47943, 57505
1561, 3551, 4545, 505, 67, 48837, 57505
1567, 3428, 3953, 507, 68, 49549, 57505
1573, 3536, 2985, 445, 66, 50473, 57505
1579, 3410, 2054, 291, 66, 51684, 57505
1585, 3310, 1319, 372, 61, 52443, 57505
1591, 3241, 1186, 371, 64, 52643, 57505
1597, 3449, 1063, 351, 61, 52581, 57505
1603, 3613, 1277, 300, 59, 52256, 57505
1609, 3515, 1354, 337, 63, 52236, 57505
1615, 3367, 1324, 316, 62, 52436, 57505
1621, 3432, 1660, 316, 65, 52032, 57505
1627, 3481, 2051, 292, 64, 51617, 57505
1633, 3545, 3324, 281, 65, 50290, 57505
1639, 3509, 4903, 190, 61, 48842, 57505
1645, 3487, 5524, 151, 60, 48283, 57505
1651, 3465, 6379, 151, 58, 47452, 57505
1657, 3758, 7576, 151, 60, 45960, 57505
1663, 3743, 8666, 123, 64, 44909, 57505
1669, 3482, 9189, 123, 62, 44649, 57505
1675, 3268, 9135, 126, 66, 44910, 57505
1681, 3268, 9200, 124, 66, 44847, 57505
1687, 3362, 9073, 553, 67, 44450, 57505
1693, 3292, 8820, 987, 70, 44336, 57505
1699, 3294, 8539, 961, 71, 44640, 57505
1705, 3191, 7981, 1101, 72, 45160, 57505
1711, 3205, 7550, 1102, 73, 45575, 57505
1717, 3461, 7014, 1098, 73, 45859, 57505
