ts, default broker, CrocodileAgent, SPOT, AgentUDE, Bunnie, total
793, 6702, 12881, 121, 8, 37800, 57512
799, 6709, 13237, 121, 11, 37434, 57512
805, 6788, 13292, 120, 10, 37302, 57512
811, 6611, 13403, 121, 9, 37368, 57512
817, 6497, 13390, 122, 7, 37496, 57512
823, 6667, 13189, 93, 7, 37556, 57512
829, 6678, 12588, 92, 191, 37963, 57512
835, 6650, 11637, 92, 89, 39044, 57512
841, 6528, 10208, 92, 160, 40524, 57512
847, 6541, 8280, 92, 160, 42439, 57512
853, 6405, 6496, 91, 161, 44359, 57512
859, 6440, 5222, 92, 70, 45688, 57512
865, 6517, 3602, 91, 5, 47297, 57512
871, 6547, 2947, 91, 5, 47922, 57512
877, 6723, 2322, 91, 236, 48140, 57512
883, 6828, 1736, 92, 237, 48619, 57512
889, 6810, 1214, 92, 181, 49215, 57512
895, 6727, 1095, 91, 118, 49481, 57512
901, 6691, 753, 91, 118, 49859, 57512
907, 6672, 748, 91, 8, 49993, 57512
913, 6695, 643, 91, 156, 49927, 57512
919, 6729, 450, 92, 98, 50143, 57512
925, 6579, 568, 92, 68, 50205, 57512
931, 6560, 958, 91, 68, 49835, 57512
937, 6571, 2585, 92, 39, 48225, 57512
943, 6552, 3805, 92, 38, 47025, 57512
949, 6497, 4988, 91, 5, 45931, 57512
955, 6549, 6166, 91, 6, 44700, 57512
961, 6555, 7792, 91, 7, 43067, 57512
967, 6523, 7850, 90, 8, 43041, 57512
973, 6618, 7633, 90, 10, 43161, 57512
979, 6719, 7502, 90, 9, 43192, 57512
985, 6665, 7569, 90, 10, 43178, 57512
991, 6733, 7507, 92, 110, 43070, 57512
997, 6618, 7490, 92, 170, 43142, 57512
1003, 6561, 7332, 91, 169, 43359, 57512
1009, 6583, 6877, 91, 259, 43702, 57512
1015, 6654, 5989, 90, 320, 44459, 57512
1021, 6598, 4827, 91, 199, 45797, 57512
1027, 6656, 4240, 91, 321, 46204, 57512
1033, 6686, 3012, 92, 139, 47583, 57512
1039, 6699, 2353, 92, 211, 48157, 57512
1045, 6765, 1824, 93, 673, 48157, 57512
1051, 6761, 1350, 93, 463, 48845, 57512
1057, 6731, 1091, 93, 510, 49087, 57512
1063, 6701, 1014, 91, 389, 49317, 57512
1069, 6412, 1050, 90, 308, 49652, 57512
1075, 6466, 907, 90, 4, 50045, 57512
1081, 6518, 771, 91, 6, 50126, 57512
1087, 6591, 658, 91, 7, 50165, 57512
1093, 6641, 711, 91, 10, 50059, 57512
1099, 6608, 1312, 91, 11, 49490, 57512
1105, 6685, 3054, 92, 14, 47667, 57512
1111, 6726, 3413, 92, 13, 47268, 57512
1117, 6742, 3718, 93, 147, 46812, 57512
1123, 6574, 4474, 93, 119, 46252, 57512
1129, 6557, 4724, 92, 462, 45677, 57512
1135, 6634, 4822, 92, 519, 45445, 57512
1141, 6630, 4803, 90, 667, 45322, 57512
1147, 6643, 4816, 91, 748, 45214, 57512
1153, 6621, 4833, 92, 1229, 44737, 57512
1159, 6665, 4825, 92, 6, 45924, 57512
1165, 6532, 4832, 92, 132, 45924, 57512
1171, 6634, 4637, 93, 102, 46046, 57512
1177, 6608, 3541, 92, 261, 47010, 57512
1183, 6513, 3265, 92, 219, 47423, 57512
1189, 6623, 2493, 93, 265, 48038, 57512
1195, 6654, 1909, 94, 194, 48661, 57512
1201, 6644, 1466, 94, 37, 49271, 57512
1207, 6722, 1114, 96, 151, 49429, 57512
1213, 6771, 837, 96, 150, 49658, 57512
1219, 6808, 566, 239, 100, 49799, 57512
1225, 6767, 440, 239, 71, 49995, 57512
1231, 6651, 364, 239, 11, 50247, 57512
1237, 6510, 440, 239, 8, 50315, 57512
1243, 6453, 468, 240, 6, 50345, 57512
1249, 6511, 458, 238, 159, 50146, 57512
1255, 6546, 458, 237, 163, 50108, 57512
1261, 6674, 372, 181, 162, 50123, 57512
1267, 6807, 693, 181, 101, 49730, 57512
1273, 6558, 2262, 152, 217, 48323, 57512
1279, 6591, 3161, 121, 132, 47507, 57512
1285, 6548, 4090, 91, 5, 46778, 57512
1291, 6581, 4619, 92, 7, 46213, 57512
1297, 6510, 5257, 91, 139, 45515, 57512
1303, 6693, 5438, 91, 80, 45210, 57512
1309, 6631, 5546, 91, 51, 45193, 57512
1315, 6615, 5450, 91, 21, 45335, 57512
1321, 6641, 5406, 91, 20, 45354, 57512
1327, 6621, 5470, 91, 6, 45324, 57512
1333, 6599, 5430, 91, 8, 45384, 57512
1339, 6579, 5439, 91, 104, 45299, 57512
1345, 6623, 4749, 91, 97, 45952, 57512
1351, 6552, 4055, 90, 97, 46718, 57512
1357, 6610, 3034, 90, 98, 47680, 57512
1363, 6643, 2418, 90, 118, 48243, 57512
1369, 6486, 1935, 90, 8, 48993, 57512
1375, 6401, 1415, 90, 8, 49598, 57512
1381, 6460, 1076, 92, 150, 49734, 57512
1387, 6595, 696, 93, 237, 49891, 57512
1393, 6647, 470, 91, 297, 50007, 57512
1399, 6672, 561, 90, 271, 49918, 57512
1405, 6558, 547, 90, 379, 49938, 57512
1411, 6662, 381, 90, 57, 50322, 57512
1417, 6599, 407, 90, 157, 50259, 57512
1423, 6571, 437, 90, 161, 50253, 57512
1429, 6582, 603, 90, 311, 49926, 57512
1435, 6588, 1222, 91, 281, 49330, 57512
1441, 6533, 1626, 91, 282, 48980, 57512
1447, 6580, 2035, 91, 254, 48552, 57512
1453, 6678, 2311, 91, 8, 48424, 57512
1459, 6662, 3156, 90, 151, 47453, 57512
1465, 6741, 3620, 90, 92, 46969, 57512
1471, 6758, 3787, 91, 178, 46698, 57512
1477, 6842, 3708, 91, 103, 46768, 57512
1483, 6782, 3718, 91, 43, 46878, 57512
1489, 6653, 3828, 91, 42, 46898, 57512
1495, 6647, 3811, 91, 14, 46949, 57512
1501, 6262, 4048, 91, 12, 47099, 57512
1507, 6247, 3676, 91, 11, 47487, 57512
1513, 6445, 3440, 93, 11, 47523, 57512
1519, 6499, 3143, 93, 149, 47628, 57512
1525, 6565, 2918, 93, 255, 47681, 57512
1531, 6572, 2722, 93, 361, 47764, 57512
1537, 6542, 1568, 96, 135, 49171, 57512
1543, 6638, 967, 97, 254, 49556, 57512
1549, 6776, 810, 95, 363, 49468, 57512
1555, 6853, 483, 94, 433, 49649, 57512
1561, 6712, 354, 92, 545, 49809, 57512
1567, 6629, 353, 92, 583, 49855, 57512
1573, 6633, 327, 93, 700, 49759, 57512
1579, 6592, 356, 92, 38, 50434, 57512
1585, 6529, 390, 93, 8, 50492, 57512
1591, 6457, 567, 92, 158, 50238, 57512
1597, 6382, 760, 91, 128, 50151, 57512
1603, 6352, 1451, 91, 129, 49489, 57512
1609, 6422, 3189, 90, 40, 47771, 57512
1615, 6527, 3454, 90, 40, 47401, 57512
1621, 6540, 4100, 92, 40, 46740, 57512
1627, 6539, 4483, 93, 10, 46387, 57512
1633, 6564, 5190, 93, 7, 45658, 57512
1639, 6552, 5605, 93, 269, 44993, 57512
1645, 6528, 5535, 92, 96, 45261, 57512
1651, 6542, 5508, 91, 66, 45305, 57512
1657, 6552, 5407, 91, 293, 45169, 57512
1663, 6612, 5298, 92, 24, 45486, 57512
1669, 6793, 5159, 91, 262, 45207, 57512
1675, 6783, 5089, 91, 172, 45377, 57512
1681, 6825, 4678, 90, 143, 45776, 57512
1687, 6845, 4147, 90, 184, 46246, 57512
1693, 6744, 3300, 90, 162, 47216, 57512
1699, 6721, 2803, 92, 101, 47795, 57512
