ts, default broker, COLDPower18, Bunnie, total
1273, 6956, 0, 50557, 57513
1279, 6996, 0, 50517, 57513
1285, 6970, 0, 50543, 57513
1291, 6971, 0, 50542, 57513
1297, 6980, 0, 50533, 57513
1303, 6904, 0, 50609, 57513
1309, 6949, 0, 50564, 57513
1315, 6837, 0, 50676, 57513
1321, 6906, 0, 50607, 57513
1327, 6895, 0, 50618, 57513
1333, 6925, 0, 50588, 57513
1339, 6962, 0, 50551, 57513
1345, 6916, 0, 50597, 57513
1351, 6824, 0, 50689, 57513
1357, 6730, 0, 50783, 57513
1363, 6781, 0, 50732, 57513
1369, 6889, 0, 50624, 57513
1375, 6874, 0, 50639, 57513
1381, 6931, 0, 50582, 57513
1387, 6966, 0, 50547, 57513
1393, 6946, 0, 50567, 57513
1399, 6931, 0, 50582, 57513
1405, 6829, 0, 50684, 57513
1411, 6704, 0, 50809, 57513
1417, 6862, 0, 50651, 57513
1423, 6859, 0, 50654, 57513
1429, 6534, 0, 50979, 57513
1435, 6615, 0, 50898, 57513
1441, 6702, 0, 50811, 57513
1447, 6706, 0, 50807, 57513
1453, 6817, 0, 50696, 57513
1459, 6837, 0, 50676, 57513
1465, 6947, 0, 50566, 57513
1471, 6946, 0, 50567, 57513
1477, 6970, 0, 50543, 57513
1483, 6986, 0, 50527, 57513
1489, 6968, 0, 50545, 57513
1495, 6885, 0, 50628, 57513
1501, 6920, 0, 50593, 57513
1507, 6848, 0, 50665, 57513
1513, 6940, 0, 50573, 57513
1519, 6980, 0, 50533, 57513
1525, 6938, 0, 50575, 57513
1531, 6954, 0, 50559, 57513
1537, 6978, 0, 50535, 57513
1543, 6960, 0, 50553, 57513
1549, 6981, 0, 50532, 57513
1555, 6984, 0, 50529, 57513
1561, 6991, 0, 50522, 57513
1567, 6961, 0, 50552, 57513
1573, 6897, 0, 50616, 57513
1579, 6760, 0, 50753, 57513
1585, 6804, 0, 50709, 57513
1591, 6796, 0, 50717, 57513
1597, 6713, 0, 50800, 57513
1603, 6746, 0, 50767, 57513
1609, 6830, 0, 50683, 57513
1615, 6800, 0, 50713, 57513
1621, 6870, 0, 50643, 57513
1627, 6863, 0, 50650, 57513
1633, 6951, 0, 50562, 57513
1639, 6899, 0, 50614, 57513
1645, 6876, 0, 50637, 57513
1651, 6820, 0, 50693, 57513
1657, 6791, 0, 50722, 57513
1663, 6801, 0, 50712, 57513
1669, 6865, 0, 50648, 57513
1675, 6885, 0, 50628, 57513
1681, 6893, 0, 50620, 57513
1687, 6944, 0, 50569, 57513
1693, 6942, 0, 50571, 57513
1699, 6973, 0, 50540, 57513
1705, 6959, 0, 50554, 57513
1711, 6936, 0, 50577, 57513
1717, 6942, 0, 50571, 57513
1723, 6938, 0, 50575, 57513
1729, 6933, 0, 50580, 57513
1735, 6910, 0, 50603, 57513
1741, 6935, 0, 50578, 57513
1747, 6896, 0, 50617, 57513
1753, 6882, 0, 50631, 57513
1759, 6847, 0, 50666, 57513
1765, 6926, 0, 50587, 57513
1771, 6916, 0, 50597, 57513
1777, 6971, 0, 50542, 57513
1783, 7008, 0, 50505, 57513
1789, 7002, 0, 50511, 57513
1795, 6993, 0, 50520, 57513
1801, 7015, 0, 50498, 57513
1807, 7032, 0, 50481, 57513
1813, 6822, 0, 50691, 57513
1819, 6825, 0, 50688, 57513
1825, 6820, 0, 50693, 57513
1831, 6804, 0, 50709, 57513
1837, 6786, 0, 50727, 57513
1843, 6794, 0, 50719, 57513
1849, 6808, 0, 50705, 57513
1855, 6835, 0, 50678, 57513
1861, 6801, 0, 50712, 57513
1867, 6836, 0, 50677, 57513
1873, 6857, 0, 50656, 57513
1879, 6852, 0, 50661, 57513
1885, 6867, 0, 50646, 57513
1891, 6888, 0, 50625, 57513
1897, 6887, 0, 50626, 57513
1903, 6928, 0, 50585, 57513
1909, 6555, 0, 50958, 57513
1915, 6475, 0, 51038, 57513
1921, 6617, 0, 50896, 57513
1927, 6824, 0, 50689, 57513
1933, 6888, 0, 50625, 57513
1939, 6911, 0, 50602, 57513
1945, 6929, 0, 50584, 57513
1951, 6956, 0, 50557, 57513
1957, 6970, 0, 50543, 57513
1963, 6968, 0, 50545, 57513
1969, 6997, 0, 50516, 57513
1975, 7035, 0, 50478, 57513
1981, 6975, 0, 50538, 57513
