ts, default broker, CrocodileAgent, COLDPower18, total
787, 6744, 50775, 0, 57519
793, 6913, 50606, 0, 57519
799, 6912, 50607, 0, 57519
805, 6900, 50619, 0, 57519
811, 6939, 50580, 0, 57519
817, 6952, 50567, 0, 57519
823, 7007, 50512, 0, 57519
829, 6988, 50531, 0, 57519
835, 7015, 50504, 0, 57519
841, 6868, 50651, 0, 57519
847, 6864, 50655, 0, 57519
853, 6812, 50707, 0, 57519
859, 6800, 50719, 0, 57519
865, 6812, 50707, 0, 57519
871, 6680, 50839, 0, 57519
877, 6625, 50894, 0, 57519
883, 6641, 50878, 0, 57519
889, 6661, 50858, 0, 57519
895, 6744, 50775, 0, 57519
901, 6629, 50890, 0, 57519
907, 6684, 50835, 0, 57519
913, 6713, 50806, 0, 57519
919, 6809, 50710, 0, 57519
925, 6898, 50621, 0, 57519
931, 6953, 50566, 0, 57519
937, 6908, 50611, 0, 57519
943, 6949, 50570, 0, 57519
949, 6984, 50535, 0, 57519
955, 6911, 50608, 0, 57519
961, 6943, 50576, 0, 57519
967, 6932, 50587, 0, 57519
973, 6989, 50530, 0, 57519
979, 7038, 50481, 0, 57519
985, 7056, 50463, 0, 57519
991, 6943, 50576, 0, 57519
997, 6941, 50578, 0, 57519
1003, 6944, 50575, 0, 57519
1009, 6918, 50601, 0, 57519
1015, 6914, 50605, 0, 57519
1021, 6897, 50622, 0, 57519
1027, 6905, 50614, 0, 57519
1033, 6915, 50604, 0, 57519
1039, 6824, 50695, 0, 57519
1045, 6798, 50721, 0, 57519
1051, 6869, 50650, 0, 57519
1057, 6688, 50831, 0, 57519
1063, 6685, 50834, 0, 57519
1069, 6778, 50741, 0, 57519
1075, 6770, 50749, 0, 57519
1081, 6852, 50667, 0, 57519
1087, 6709, 50810, 0, 57519
1093, 6860, 50659, 0, 57519
1099, 6915, 50604, 0, 57519
1105, 6939, 50580, 0, 57519
1111, 6939, 50580, 0, 57519
1117, 6918, 50601, 0, 57519
1123, 6973, 50546, 0, 57519
1129, 7024, 50495, 0, 57519
1135, 6943, 50576, 0, 57519
1141, 6917, 50602, 0, 57519
1147, 6898, 50621, 0, 57519
1153, 6915, 50604, 0, 57519
1159, 6944, 50575, 0, 57519
1165, 6891, 50628, 0, 57519
1171, 6949, 50570, 0, 57519
1177, 6917, 50602, 0, 57519
1183, 6958, 50561, 0, 57519
1189, 6786, 50733, 0, 57519
1195, 6777, 50742, 0, 57519
1201, 6833, 50686, 0, 57519
1207, 6697, 50822, 0, 57519
1213, 6659, 50860, 0, 57519
1219, 6748, 50771, 0, 57519
1225, 6787, 50732, 0, 57519
1231, 6815, 50704, 0, 57519
1237, 6858, 50661, 0, 57519
1243, 6916, 50603, 0, 57519
1249, 6840, 50679, 0, 57519
1255, 6789, 50730, 0, 57519
1261, 6859, 50660, 0, 57519
1267, 6805, 50714, 0, 57519
1273, 6826, 50693, 0, 57519
1279, 6891, 50628, 0, 57519
1285, 6962, 50557, 0, 57519
1291, 6935, 50584, 0, 57519
1297, 6861, 50658, 0, 57519
1303, 6791, 50728, 0, 57519
1309, 6761, 50758, 0, 57519
1315, 6736, 50783, 0, 57519
1321, 6769, 50750, 0, 57519
1327, 6842, 50677, 0, 57519
1333, 6943, 50576, 0, 57519
1339, 6843, 50676, 0, 57519
1345, 6869, 50650, 0, 57519
1351, 6873, 50646, 0, 57519
1357, 6692, 50827, 0, 57519
1363, 6678, 50841, 0, 57519
1369, 6726, 50793, 0, 57519
1375, 6717, 50802, 0, 57519
1381, 6680, 50839, 0, 57519
1387, 6739, 50780, 0, 57519
1393, 6747, 50772, 0, 57519
1399, 6792, 50727, 0, 57519
1405, 6894, 50625, 0, 57519
1411, 6962, 50557, 0, 57519
1417, 6943, 50576, 0, 57519
1423, 6972, 50547, 0, 57519
1429, 7049, 50470, 0, 57519
1435, 7023, 50496, 0, 57519
1441, 7028, 50491, 0, 57519
1447, 6926, 50593, 0, 57519
1453, 6946, 50573, 0, 57519
1459, 6953, 50566, 0, 57519
1465, 6907, 50612, 0, 57519
1471, 6875, 50644, 0, 57519
1477, 6878, 50641, 0, 57519
1483, 6915, 50604, 0, 57519
1489, 6980, 50539, 0, 57519
1495, 6944, 50575, 0, 57519
1501, 6883, 50636, 0, 57519
1507, 6898, 50621, 0, 57519
1513, 6949, 50570, 0, 57519
1519, 6944, 50575, 0, 57519
1525, 6983, 50536, 0, 57519
1531, 7009, 50510, 0, 57519
1537, 6942, 50577, 0, 57519
1543, 6969, 50550, 0, 57519
1549, 6840, 50679, 0, 57519
1555, 6864, 50655, 0, 57519
1561, 6831, 50688, 0, 57519
1567, 6790, 50729, 0, 57519
1573, 6686, 50833, 0, 57519
1579, 6724, 50795, 0, 57519
1585, 6822, 50697, 0, 57519
1591, 6882, 50637, 0, 57519
1597, 6840, 50679, 0, 57519
1603, 6875, 50644, 0, 57519
1609, 6914, 50605, 0, 57519
1615, 6902, 50617, 0, 57519
1621, 6959, 50560, 0, 57519
1627, 6908, 50611, 0, 57519
1633, 6884, 50635, 0, 57519
1639, 6805, 50714, 0, 57519
1645, 6890, 50629, 0, 57519
1651, 6860, 50659, 0, 57519
1657, 6922, 50597, 0, 57519
1663, 6918, 50601, 0, 57519
1669, 6882, 50637, 0, 57519
1675, 6811, 50708, 0, 57519
1681, 6786, 50733, 0, 57519
1687, 6825, 50694, 0, 57519
1693, 6881, 50638, 0, 57519
1699, 6842, 50677, 0, 57519
