ts, default broker, CrocodileAgent, SPOT, total
691, 6987, 50531, 0, 57518
697, 6968, 50550, 0, 57518
703, 6960, 50558, 0, 57518
709, 6942, 50576, 0, 57518
715, 6877, 50641, 0, 57518
721, 6919, 50599, 0, 57518
727, 6927, 50591, 0, 57518
733, 6954, 50564, 0, 57518
739, 6971, 50547, 0, 57518
745, 6992, 50526, 0, 57518
751, 6946, 50572, 0, 57518
757, 6956, 50562, 0, 57518
763, 6922, 50596, 0, 57518
769, 6931, 50587, 0, 57518
775, 6950, 50568, 0, 57518
781, 7014, 50504, 0, 57518
787, 7000, 50518, 0, 57518
793, 6992, 50526, 0, 57518
799, 7013, 50505, 0, 57518
805, 6959, 50559, 0, 57518
811, 6878, 50640, 0, 57518
817, 6910, 50608, 0, 57518
823, 6931, 50587, 0, 57518
829, 6899, 50619, 0, 57518
835, 6905, 50613, 0, 57518
841, 6967, 50551, 0, 57518
847, 6872, 50646, 0, 57518
853, 6922, 50596, 0, 57518
859, 6892, 50626, 0, 57518
865, 6912, 50606, 0, 57518
871, 6915, 50603, 0, 57518
877, 6950, 50568, 0, 57518
883, 6831, 50687, 0, 57518
889, 6881, 50637, 0, 57518
895, 6820, 50698, 0, 57518
901, 6838, 50680, 0, 57518
907, 6846, 50672, 0, 57518
913, 6922, 50596, 0, 57518
919, 6823, 50695, 0, 57518
925, 6750, 50768, 0, 57518
931, 6698, 50820, 0, 57518
937, 6799, 50719, 0, 57518
943, 6849, 50669, 0, 57518
949, 6719, 50799, 0, 57518
955, 6838, 50680, 0, 57518
961, 6867, 50651, 0, 57518
967, 6925, 50593, 0, 57518
973, 6947, 50571, 0, 57518
979, 6968, 50550, 0, 57518
985, 6958, 50560, 0, 57518
991, 6966, 50552, 0, 57518
997, 6925, 50593, 0, 57518
1003, 6927, 50591, 0, 57518
1009, 6906, 50612, 0, 57518
1015, 6847, 50671, 0, 57518
1021, 6576, 50942, 0, 57518
1027, 6520, 50998, 0, 57518
1033, 6501, 51017, 0, 57518
1039, 6613, 50905, 0, 57518
1045, 6785, 50733, 0, 57518
1051, 6825, 50693, 0, 57518
1057, 6810, 50708, 0, 57518
1063, 6835, 50683, 0, 57518
1069, 6853, 50665, 0, 57518
1075, 6862, 50656, 0, 57518
1081, 6849, 50669, 0, 57518
1087, 6825, 50693, 0, 57518
1093, 6695, 50823, 0, 57518
1099, 6686, 50832, 0, 57518
1105, 6747, 50771, 0, 57518
1111, 6801, 50717, 0, 57518
1117, 6819, 50699, 0, 57518
1123, 6838, 50680, 0, 57518
1129, 6882, 50636, 0, 57518
1135, 6892, 50626, 0, 57518
1141, 6946, 50572, 0, 57518
1147, 6992, 50526, 0, 57518
1153, 6874, 50644, 0, 57518
1159, 6854, 50664, 0, 57518
1165, 6876, 50642, 0, 57518
1171, 6796, 50722, 0, 57518
1177, 6818, 50700, 0, 57518
1183, 6833, 50685, 0, 57518
1189, 6912, 50606, 0, 57518
1195, 6912, 50606, 0, 57518
1201, 6881, 50637, 0, 57518
1207, 6819, 50699, 0, 57518
1213, 6783, 50735, 0, 57518
1219, 6726, 50792, 0, 57518
1225, 6768, 50750, 0, 57518
1231, 6863, 50655, 0, 57518
1237, 6849, 50669, 0, 57518
1243, 6857, 50661, 0, 57518
1249, 6868, 50650, 0, 57518
1255, 6822, 50696, 0, 57518
1261, 6765, 50753, 0, 57518
1267, 6795, 50723, 0, 57518
1273, 6854, 50664, 0, 57518
1279, 6876, 50642, 0, 57518
1285, 6932, 50586, 0, 57518
1291, 6809, 50709, 0, 57518
1297, 6809, 50709, 0, 57518
1303, 6858, 50660, 0, 57518
1309, 6876, 50642, 0, 57518
1315, 6875, 50643, 0, 57518
1321, 6849, 50669, 0, 57518
1327, 6863, 50655, 0, 57518
1333, 6688, 50830, 0, 57518
1339, 6698, 50820, 0, 57518
1345, 6685, 50833, 0, 57518
1351, 6661, 50857, 0, 57518
1357, 6765, 50753, 0, 57518
1363, 6831, 50687, 0, 57518
1369, 6835, 50683, 0, 57518
1375, 6817, 50701, 0, 57518
1381, 6859, 50659, 0, 57518
1387, 6949, 50569, 0, 57518
1393, 6981, 50537, 0, 57518
1399, 6975, 50543, 0, 57518
1405, 6761, 50757, 0, 57518
1411, 6792, 50726, 0, 57518
1417, 6852, 50666, 0, 57518
1423, 6721, 50797, 0, 57518
1429, 6764, 50754, 0, 57518
1435, 6813, 50705, 0, 57518
1441, 6890, 50628, 0, 57518
1447, 6883, 50635, 0, 57518
1453, 6819, 50699, 0, 57518
1459, 6775, 50743, 0, 57518
1465, 6804, 50714, 0, 57518
1471, 6825, 50693, 0, 57518
1477, 6822, 50696, 0, 57518
1483, 6854, 50664, 0, 57518
1489, 6862, 50656, 0, 57518
1495, 6836, 50682, 0, 57518
1501, 6837, 50681, 0, 57518
1507, 6879, 50639, 0, 57518
1513, 6931, 50587, 0, 57518
1519, 6881, 50637, 0, 57518
1525, 6901, 50617, 0, 57518
1531, 6980, 50538, 0, 57518
1537, 6903, 50615, 0, 57518
1543, 6897, 50621, 0, 57518
1549, 6856, 50662, 0, 57518
1555, 6826, 50692, 0, 57518
1561, 6831, 50687, 0, 57518
1567, 6884, 50634, 0, 57518
1573, 6596, 50922, 0, 57518
1579, 6666, 50852, 0, 57518
1585, 6710, 50808, 0, 57518
1591, 6816, 50702, 0, 57518
1597, 6893, 50625, 0, 57518
1603, 6957, 50561, 0, 57518
1609, 6977, 50541, 0, 57518
1615, 6916, 50602, 0, 57518
1621, 6874, 50644, 0, 57518
1627, 6894, 50624, 0, 57518
1633, 6824, 50694, 0, 57518
1639, 6839, 50679, 0, 57518
1645, 6786, 50732, 0, 57518
1651, 6665, 50853, 0, 57518
1657, 6622, 50896, 0, 57518
1663, 6730, 50788, 0, 57518
1669, 6740, 50778, 0, 57518
1675, 6839, 50679, 0, 57518
1681, 6810, 50708, 0, 57518
1687, 6772, 50746, 0, 57518
1693, 6730, 50788, 0, 57518
1699, 6736, 50782, 0, 57518
1705, 6823, 50695, 0, 57518
1711, 6860, 50658, 0, 57518
1717, 6902, 50616, 0, 57518
1723, 6824, 50694, 0, 57518
1729, 6869, 50649, 0, 57518
1735, 6932, 50586, 0, 57518
1741, 6792, 50726, 0, 57518
1747, 6738, 50780, 0, 57518
1753, 6770, 50748, 0, 57518
1759, 6716, 50802, 0, 57518
1765, 6500, 51018, 0, 57518
1771, 6525, 50993, 0, 57518
1777, 6595, 50923, 0, 57518
1783, 6645, 50873, 0, 57518
1789, 6765, 50753, 0, 57518
1795, 6824, 50694, 0, 57518
1801, 6859, 50659, 0, 57518
1807, 6807, 50711, 0, 57518
1813, 6844, 50674, 0, 57518
1819, 6704, 50814, 0, 57518
1825, 6641, 50877, 0, 57518
1831, 6725, 50793, 0, 57518
1837, 6758, 50760, 0, 57518
1843, 6868, 50650, 0, 57518
1849, 6723, 50795, 0, 57518
1855, 6769, 50749, 0, 57518
1861, 6754, 50764, 0, 57518
1867, 6769, 50749, 0, 57518
1873, 6696, 50822, 0, 57518
1879, 6726, 50792, 0, 57518
1885, 6630, 50888, 0, 57518
1891, 6743, 50775, 0, 57518
1897, 6810, 50708, 0, 57518
1903, 6826, 50692, 0, 57518
1909, 6911, 50607, 0, 57518
1915, 6976, 50542, 0, 57518
1921, 6982, 50536, 0, 57518
1927, 6958, 50560, 0, 57518
1933, 7014, 50504, 0, 57518
1939, 6986, 50532, 0, 57518
1945, 7034, 50484, 0, 57518
