ts, default broker, CrocodileAgent, EWIIS3, AgentUDE, Bunnie, total
925, 6675, 8071, 30, 510, 42219, 57505
931, 6702, 7714, 30, 604, 42455, 57505
937, 6725, 6678, 31, 780, 43291, 57505
943, 6616, 6211, 31, 747, 43900, 57505
949, 6715, 4682, 31, 281, 45796, 57505
955, 6726, 3800, 31, 292, 46656, 57505
961, 6690, 2834, 30, 854, 47097, 57505
967, 6683, 2112, 31, 1134, 47545, 57505
973, 6546, 1547, 30, 1493, 47889, 57505
979, 6594, 1037, 29, 1532, 48313, 57505
985, 6653, 764, 28, 1915, 48145, 57505
991, 6638, 663, 31, 639, 49534, 57505
997, 6637, 581, 31, 927, 49329, 57505
1003, 6658, 456, 31, 1073, 49287, 57505
1009, 6705, 331, 30, 1174, 49265, 57505
1015, 6644, 318, 32, 1319, 49192, 57505
1021, 6524, 724, 31, 1453, 48773, 57505
1027, 6570, 1123, 31, 1613, 48168, 57505
1033, 6603, 2285, 22, 102, 48493, 57505
1039, 6634, 3191, 23, 241, 47416, 57505
1045, 6616, 5242, 23, 242, 45382, 57505
1051, 6628, 6378, 21, 370, 44108, 57505
1057, 6654, 6869, 22, 619, 43341, 57505
1063, 6613, 7144, 22, 440, 43286, 57505
1069, 6627, 7472, 21, 926, 42459, 57505
1075, 6762, 7438, 22, 406, 42877, 57505
1081, 6704, 7484, 21, 851, 42445, 57505
1087, 6715, 7446, 22, 1045, 42277, 57505
1093, 6768, 7314, 20, 1927, 41476, 57505
1099, 6594, 7344, 21, 1869, 41677, 57505
1105, 6617, 7016, 22, 2076, 41774, 57505
1111, 6665, 6344, 23, 2301, 42172, 57505
1117, 6743, 4746, 23, 538, 45455, 57505
1123, 6653, 3830, 23, 590, 46409, 57505
1129, 6726, 2895, 23, 1248, 46613, 57505
1135, 6749, 2440, 21, 1118, 47177, 57505
1141, 6736, 1935, 22, 919, 47893, 57505
1147, 6874, 1213, 20, 1072, 48326, 57505
1153, 6896, 1017, 19, 807, 48766, 57505
1159, 6914, 783, 21, 167, 49620, 57505
1165, 6882, 718, 23, 616, 49266, 57505
1171, 6898, 586, 23, 840, 49158, 57505
1177, 6908, 449, 23, 898, 49227, 57505
1183, 6817, 412, 22, 754, 49500, 57505
1189, 6661, 751, 20, 1231, 48842, 57505
1195, 6741, 1116, 18, 1030, 48600, 57505
1201, 6754, 2410, 21, 442, 47878, 57505
1207, 6685, 3657, 22, 928, 46213, 57505
1213, 6583, 6519, 23, 1114, 43266, 57505
1219, 6508, 7312, 23, 1218, 42444, 57505
1225, 6564, 8247, 22, 1307, 41365, 57505
1231, 6585, 8426, 23, 1483, 40988, 57505
1237, 6637, 8502, 23, 2194, 40149, 57505
1243, 6774, 8362, 21, 460, 41888, 57505
1249, 6744, 8313, 22, 883, 41543, 57505
1255, 6553, 8432, 21, 990, 41509, 57505
1261, 6599, 8281, 21, 1952, 40652, 57505
1267, 6656, 8099, 21, 1563, 41166, 57505
1273, 6719, 7752, 21, 1693, 41320, 57505
1279, 6615, 7092, 21, 1670, 42107, 57505
1285, 6654, 5399, 23, 622, 44807, 57505
1291, 6669, 4246, 22, 644, 45924, 57505
1297, 6734, 3753, 22, 739, 46257, 57505
1303, 6679, 2344, 22, 958, 47502, 57505
1309, 6439, 1926, 23, 1238, 47879, 57505
1315, 6504, 1671, 23, 1221, 48086, 57505
1321, 6543, 1161, 23, 1410, 48368, 57505
1327, 6593, 891, 22, 430, 49569, 57505
1333, 6432, 886, 22, 294, 49871, 57505
1339, 6417, 698, 23, 227, 50140, 57505
1345, 6589, 572, 23, 224, 50097, 57505
1351, 6636, 490, 24, 376, 49979, 57505
1357, 6537, 548, 23, 493, 49904, 57505
1363, 6556, 1359, 23, 488, 49079, 57505
1369, 6625, 2864, 23, 1855, 46138, 57505
1375, 6480, 3973, 23, 2341, 44688, 57505
1381, 6461, 4713, 21, 3505, 42805, 57505
1387, 6425, 5850, 22, 3980, 41228, 57505
1393, 6487, 6142, 22, 4603, 40251, 57505
1399, 6502, 6378, 23, 5422, 39180, 57505
1405, 6568, 6487, 21, 6361, 38068, 57505
1411, 6586, 6457, 19, 486, 43957, 57505
1417, 6651, 6419, 18, 554, 43863, 57505
1423, 6684, 6388, 20, 750, 43663, 57505
1429, 6565, 6376, 22, 915, 43627, 57505
1435, 6622, 6006, 22, 1295, 43560, 57505
1441, 6640, 5282, 22, 1357, 44204, 57505
1447, 6666, 4549, 23, 1706, 44561, 57505
1453, 6705, 3309, 23, 950, 46518, 57505
1459, 6709, 2663, 20, 998, 47115, 57505
1465, 6667, 2365, 21, 1044, 47408, 57505
1471, 6681, 1981, 21, 1153, 47669, 57505
1477, 6738, 1547, 20, 1343, 47857, 57505
1483, 6583, 1436, 18, 1439, 48029, 57505
1489, 6504, 1096, 17, 1450, 48438, 57505
1495, 6481, 1012, 16, 1067, 48929, 57505
1501, 6463, 922, 18, 2559, 47543, 57505
1507, 6315, 748, 19, 2739, 47684, 57505
1513, 6496, 600, 19, 2954, 47436, 57505
1519, 6632, 342, 19, 3653, 46859, 57505
1525, 6342, 608, 18, 3426, 47111, 57505
1531, 6499, 1474, 19, 3272, 46241, 57505
1537, 6459, 2949, 21, 879, 47197, 57505
1543, 6511, 3556, 22, 1821, 45595, 57505
1549, 6502, 6629, 22, 3598, 40754, 57505
1555, 6520, 7576, 22, 3233, 40154, 57505
1561, 6622, 8449, 22, 3216, 39196, 57505
1567, 6621, 8585, 22, 2758, 39519, 57505
1573, 6499, 8660, 22, 3741, 38583, 57505
1579, 6410, 8695, 21, 404, 41975, 57505
1585, 6558, 8544, 19, 500, 41884, 57505
1591, 6567, 8569, 19, 581, 41769, 57505
1597, 6668, 8432, 19, 1033, 41353, 57505
1603, 6803, 8041, 18, 1238, 41405, 57505
1609, 6822, 7380, 19, 1439, 41845, 57505
1615, 6876, 6604, 20, 1541, 42464, 57505
1621, 6892, 5883, 20, 559, 44151, 57505
1627, 6866, 5664, 22, 638, 44315, 57505
1633, 6782, 3873, 23, 1137, 45690, 57505
1639, 6769, 2397, 23, 1212, 47104, 57505
1645, 6615, 1684, 18, 1696, 47492, 57505
1651, 6565, 1219, 17, 1799, 47905, 57505
1657, 6526, 1157, 7, 1942, 47873, 57505
1663, 6604, 936, 10, 5394, 44561, 57505
1669, 6404, 886, 10, 9393, 40812, 57505
1675, 6317, 877, 10, 9208, 41093, 57505
1681, 6398, 805, 10, 9231, 41061, 57505
1687, 6460, 711, 10, 9167, 41157, 57505
1693, 6530, 637, 9, 10304, 40025, 57505
1699, 6651, 899, 7, 10711, 39237, 57505
1705, 6627, 1758, 11, 9087, 40022, 57505
1711, 6680, 2971, 11, 11527, 36316, 57505
1717, 6605, 3628, 9, 12956, 34307, 57505
1723, 6723, 4477, 10, 14056, 32239, 57505
1729, 6772, 5442, 10, 13097, 32184, 57505
1735, 6661, 5648, 9, 13114, 32073, 57505
1741, 6711, 5536, 7, 13653, 31598, 57505
1747, 6683, 5565, 10, 6196, 39051, 57505
1753, 6458, 5546, 9, 7489, 38003, 57505
1759, 6525, 5546, 8, 9093, 36333, 57505
1765, 6368, 5652, 8, 11043, 34434, 57505
1771, 6571, 5287, 9, 12787, 32851, 57505
1777, 6681, 5021, 10, 14235, 31558, 57505
1783, 6709, 4210, 11, 17014, 29561, 57505
1789, 6745, 3763, 10, 11624, 35363, 57505
1795, 6699, 3203, 8, 10694, 36901, 57505
1801, 6665, 2390, 9, 11984, 36457, 57505
1807, 6729, 1994, 8, 12239, 36535, 57505
1813, 6648, 1879, 8, 12368, 36602, 57505
1819, 6465, 1788, 8, 11873, 37371, 57505
1825, 6530, 1404, 8, 11783, 37780, 57505
1831, 6521, 1208, 8, 10961, 38807, 57505
1837, 6704, 1021, 7, 12586, 37187, 57505
1843, 6565, 800, 8, 12996, 37136, 57505
1849, 6414, 925, 9, 13526, 36631, 57505
1855, 6492, 766, 9, 13057, 37181, 57505
1861, 6550, 745, 8, 13171, 37031, 57505
1867, 6722, 1128, 11, 13092, 36552, 57505
1873, 6573, 2735, 13, 12480, 35704, 57505
1879, 6615, 3377, 13, 12923, 34577, 57505
1885, 6591, 4817, 13, 15110, 30974, 57505
1891, 6525, 5758, 14, 13808, 31400, 57505
1897, 6563, 6214, 10, 14359, 30359, 57505
1903, 6632, 6426, 11, 15779, 28657, 57505
1909, 6837, 6134, 11, 16957, 27566, 57505
