ts, default broker, CrocodileAgent, COLDPower18, AgentUDE, Bunnie, total
721, 6663, 1901, 0, 157, 48781, 57502
727, 6655, 2494, 0, 155, 48198, 57502
733, 6726, 3493, 0, 154, 47129, 57502
739, 6721, 4609, 0, 8, 46164, 57502
745, 6649, 5054, 0, 8, 45791, 57502
751, 6599, 5263, 0, 11, 45629, 57502
757, 6626, 5217, 0, 10, 45649, 57502
763, 6693, 5116, 0, 11, 45682, 57502
769, 6680, 5031, 0, 10, 45781, 57502
775, 6637, 5096, 0, 9, 45760, 57502
781, 6698, 5108, 0, 271, 45425, 57502
787, 6695, 4874, 0, 271, 45662, 57502
793, 6792, 4434, 0, 273, 46003, 57502
799, 6813, 4203, 0, 407, 46079, 57502
805, 6777, 3411, 0, 437, 46877, 57502
811, 6737, 2609, 0, 439, 47717, 57502
817, 6742, 1952, 0, 467, 48341, 57502
823, 6768, 1346, 0, 467, 48921, 57502
829, 6353, 1184, 0, 409, 49556, 57502
835, 6346, 959, 0, 316, 49881, 57502
841, 6576, 739, 0, 204, 49983, 57502
847, 6663, 726, 0, 203, 49910, 57502
853, 6810, 522, 0, 501, 49669, 57502
859, 6787, 502, 0, 428, 49785, 57502
865, 6753, 459, 0, 9, 50281, 57502
871, 6771, 417, 0, 9, 50305, 57502
877, 6768, 364, 0, 9, 50361, 57502
883, 6715, 1550, 0, 12, 49225, 57502
889, 6732, 3167, 0, 11, 47592, 57502
895, 6785, 4213, 0, 14, 46490, 57502
901, 6755, 5813, 0, 17, 44917, 57502
907, 6615, 6476, 0, 15, 44396, 57502
913, 6614, 7449, 0, 137, 43302, 57502
919, 6693, 7769, 0, 135, 42905, 57502
925, 6771, 7816, 0, 135, 42780, 57502
931, 6818, 7728, 0, 138, 42818, 57502
937, 6818, 7719, 0, 132, 42833, 57502
943, 6812, 7659, 0, 131, 42900, 57502
949, 6778, 7727, 0, 121, 42876, 57502
955, 6814, 7146, 0, 122, 43420, 57502
961, 6818, 5891, 0, 124, 44669, 57502
967, 6808, 5272, 0, 124, 45298, 57502
973, 6778, 4421, 0, 144, 46159, 57502
979, 6775, 3429, 0, 143, 47155, 57502
985, 6687, 2627, 0, 277, 47911, 57502
991, 6653, 1880, 0, 9, 48960, 57502
997, 6523, 1744, 0, 9, 49226, 57502
1003, 6460, 1299, 0, 8, 49735, 57502
1009, 6615, 1073, 0, 8, 49806, 57502
1015, 6623, 791, 0, 8, 50080, 57502
1021, 6589, 804, 0, 9, 50100, 57502
1027, 6641, 603, 0, 11, 50247, 57502
1033, 6612, 584, 0, 8, 50298, 57502
1039, 6644, 576, 0, 304, 49978, 57502
1045, 6635, 493, 0, 372, 50002, 57502
1051, 6692, 1179, 0, 372, 49259, 57502
1057, 6701, 3174, 0, 516, 47111, 57502
1063, 6702, 4523, 0, 517, 45760, 57502
1069, 6767, 5437, 0, 497, 44801, 57502
1075, 6776, 6721, 0, 4, 44001, 57502
1081, 6694, 7899, 0, 14, 42895, 57502
1087, 6652, 8321, 0, 5, 42524, 57502
1093, 6783, 8333, 0, 7, 42379, 57502
1099, 6644, 8332, 0, 7, 42519, 57502
1105, 6549, 8308, 0, 7, 42638, 57502
1111, 6506, 8334, 0, 8, 42654, 57502
1117, 6394, 8376, 0, 129, 42603, 57502
1123, 6617, 8244, 0, 129, 42512, 57502
1129, 6597, 7735, 0, 129, 43041, 57502
1135, 6684, 6496, 0, 71, 44251, 57502
1141, 6614, 6082, 0, 71, 44735, 57502
1147, 6638, 4462, 0, 101, 46301, 57502
1153, 6582, 3398, 0, 69, 47453, 57502
1159, 6633, 2333, 0, 8, 48528, 57502
1165, 6633, 1641, 0, 9, 49219, 57502
1171, 6619, 1357, 0, 8, 49518, 57502
1177, 6702, 1098, 0, 7, 49695, 57502
1183, 6667, 1017, 0, 10, 49808, 57502
1189, 6671, 867, 0, 158, 49806, 57502
1195, 6680, 807, 0, 156, 49859, 57502
1201, 6625, 688, 0, 105, 50084, 57502
1207, 6683, 580, 0, 85, 50154, 57502
1213, 6650, 774, 0, 84, 49994, 57502
1219, 6515, 816, 0, 84, 50087, 57502
1225, 6569, 1987, 0, 63, 48883, 57502
1231, 6600, 3603, 0, 66, 47233, 57502
1237, 6579, 4798, 0, 183, 45942, 57502
1243, 6561, 6151, 0, 5, 44785, 57502
1249, 6526, 7391, 0, 5, 43580, 57502
1255, 6499, 7977, 0, 7, 43019, 57502
1261, 6612, 7988, 0, 8, 42894, 57502
1267, 6683, 7908, 0, 7, 42904, 57502
1273, 6667, 7815, 0, 7, 43013, 57502
1279, 6641, 7791, 0, 9, 43061, 57502
1285, 6571, 7774, 0, 5, 43152, 57502
1291, 6446, 7796, 0, 5, 43255, 57502
1297, 6398, 7396, 0, 7, 43701, 57502
1303, 6494, 7113, 0, 7, 43888, 57502
1309, 6627, 5533, 0, 9, 45333, 57502
1315, 6674, 4401, 0, 11, 46416, 57502
1321, 6684, 3521, 0, 10, 47287, 57502
1327, 6667, 2605, 0, 11, 48219, 57502
1333, 6798, 2012, 0, 12, 48680, 57502
1339, 6856, 1543, 0, 14, 49089, 57502
1345, 6648, 1295, 0, 13, 49546, 57502
1351, 6626, 1149, 0, 12, 49715, 57502
1357, 6700, 992, 0, 9, 49801, 57502
1363, 6714, 914, 0, 7, 49867, 57502
1369, 6760, 680, 0, 5, 50057, 57502
1375, 6768, 551, 0, 5, 50178, 57502
1381, 6774, 892, 0, 4, 49832, 57502
1387, 6715, 1348, 0, 5, 49434, 57502
1393, 6660, 4565, 0, 5, 46272, 57502
1399, 6619, 4820, 0, 5, 46058, 57502
1405, 6552, 6880, 0, 4, 44066, 57502
1411, 6580, 7933, 0, 5, 42984, 57502
1417, 6577, 8231, 0, 124, 42570, 57502
1423, 6679, 8372, 0, 94, 42357, 57502
1429, 6747, 8298, 0, 35, 42422, 57502
1435, 6654, 8388, 0, 6, 42454, 57502
1441, 6640, 8335, 0, 7, 42520, 57502
1447, 6703, 8296, 0, 8, 42495, 57502
1453, 6426, 8202, 0, 10, 42864, 57502
1459, 6557, 7910, 0, 127, 42908, 57502
1465, 6584, 7142, 0, 397, 43379, 57502
1471, 6729, 6194, 0, 379, 44200, 57502
1477, 6702, 4453, 0, 409, 45938, 57502
1483, 6610, 3692, 0, 534, 46666, 57502
1489, 6684, 2922, 0, 520, 47376, 57502
1495, 6552, 2301, 0, 460, 48189, 57502
1501, 6622, 1468, 0, 547, 48865, 57502
1507, 6706, 1286, 0, 508, 49002, 57502
1513, 6597, 1181, 0, 370, 49354, 57502
1519, 6657, 829, 0, 530, 49486, 57502
1525, 6513, 726, 0, 584, 49679, 57502
1531, 6549, 636, 0, 553, 49764, 57502
1537, 6595, 560, 0, 306, 50041, 57502
1543, 6622, 517, 0, 310, 50053, 57502
1549, 6719, 947, 0, 436, 49400, 57502
1555, 6583, 1781, 0, 408, 48730, 57502
1561, 6690, 2753, 0, 692, 47367, 57502
1567, 6710, 4614, 0, 770, 45408, 57502
1573, 6631, 5503, 0, 742, 44626, 57502
1579, 6705, 6418, 0, 683, 43696, 57502
1585, 6693, 7778, 0, 711, 42320, 57502
1591, 6735, 7980, 0, 680, 42107, 57502
1597, 6706, 8004, 0, 496, 42296, 57502
1603, 6702, 7910, 0, 585, 42305, 57502
1609, 6660, 7948, 0, 481, 42413, 57502
1615, 6656, 7931, 0, 393, 42522, 57502
1621, 6765, 7744, 0, 125, 42868, 57502
1627, 6759, 7254, 0, 123, 43366, 57502
1633, 6828, 6510, 0, 125, 44039, 57502
1639, 6777, 5302, 0, 124, 45299, 57502
1645, 6694, 4889, 0, 153, 45766, 57502
1651, 6767, 4288, 0, 154, 46293, 57502
1657, 6710, 3516, 0, 156, 47120, 57502
1663, 6740, 2068, 0, 154, 48540, 57502
1669, 6794, 1354, 0, 202, 49152, 57502
1675, 6832, 848, 0, 286, 49536, 57502
1681, 6759, 784, 0, 255, 49704, 57502
1687, 6690, 567, 0, 225, 50020, 57502
1693, 6634, 495, 0, 344, 50029, 57502
1699, 6577, 531, 0, 285, 50109, 57502
1705, 6500, 524, 0, 10, 50468, 57502
1711, 6548, 561, 0, 12, 50381, 57502
1717, 6437, 681, 0, 12, 50372, 57502
1723, 6583, 1402, 0, 15, 49502, 57502
1729, 6652, 2074, 0, 17, 48759, 57502
1735, 6655, 2914, 0, 17, 47916, 57502
1741, 6754, 3354, 0, 14, 47380, 57502
1747, 6709, 3917, 0, 16, 46860, 57502
1753, 6662, 4218, 0, 14, 46608, 57502
1759, 6688, 4738, 0, 16, 46060, 57502
1765, 6634, 4856, 0, 17, 45995, 57502
1771, 6750, 4789, 0, 20, 45943, 57502
1777, 6555, 4850, 0, 19, 46078, 57502
1783, 6516, 4911, 0, 16, 46059, 57502
1789, 6571, 4858, 0, 10, 46063, 57502
1795, 6563, 4411, 0, 8, 46520, 57502
1801, 6667, 3911, 0, 7, 46917, 57502
1807, 6708, 3307, 0, 9, 47478, 57502
1813, 6599, 3141, 0, 12, 47750, 57502
1819, 6589, 2602, 0, 11, 48300, 57502
1825, 6625, 1859, 0, 9, 49009, 57502
1831, 6696, 1432, 0, 8, 49366, 57502
1837, 6781, 1210, 0, 9, 49502, 57502
1843, 6718, 951, 0, 9, 49824, 57502
1849, 6790, 592, 0, 8, 50112, 57502
1855, 6743, 569, 0, 9, 50181, 57502
1861, 6745, 535, 0, 20, 50202, 57502
1867, 6723, 346, 0, 9, 50424, 57502
1873, 6682, 361, 0, 12, 50447, 57502
1879, 6703, 357, 0, 13, 50429, 57502
1885, 6743, 473, 0, 11, 50275, 57502
1891, 6776, 1098, 0, 10, 49618, 57502
1897, 6717, 3081, 0, 11, 47693, 57502
1903, 6756, 4663, 0, 10, 46073, 57502
1909, 6705, 6030, 0, 11, 44756, 57502
1915, 6705, 7067, 0, 10, 43720, 57502
1921, 6645, 8449, 0, 11, 42397, 57502
1927, 6712, 8396, 0, 10, 42384, 57502
1933, 6577, 8642, 0, 10, 42273, 57502
1939, 6570, 8619, 0, 10, 42303, 57502
1945, 6677, 8541, 0, 8, 42276, 57502
1951, 6653, 8586, 0, 9, 42254, 57502
1957, 6508, 8659, 0, 7, 42328, 57502
1963, 6586, 8436, 0, 7, 42473, 57502
1969, 6588, 7568, 0, 7, 43339, 57502
1975, 6675, 6653, 0, 7, 44167, 57502
1981, 6685, 5296, 0, 8, 45513, 57502
1987, 6716, 4151, 0, 9, 46626, 57502
1993, 6830, 3382, 0, 7, 47283, 57502
1999, 6867, 2104, 0, 8, 48523, 57502
2005, 6888, 1611, 0, 8, 48995, 57502
2011, 6761, 1361, 0, 7, 49373, 57502
2017, 6697, 1081, 0, 8, 49716, 57502
2023, 6657, 932, 0, 9, 49904, 57502
2029, 6465, 921, 0, 12, 50104, 57502
2035, 6486, 833, 0, 12, 50171, 57502
2041, 6694, 496, 0, 9, 50303, 57502
2047, 6588, 544, 0, 9, 50361, 57502
2053, 6717, 431, 0, 10, 50344, 57502
2059, 6640, 744, 0, 8, 50110, 57502
2065, 6646, 2427, 0, 10, 48419, 57502
2071, 6640, 3649, 0, 11, 47202, 57502
2077, 6279, 5574, 0, 149, 45500, 57502
2083, 6340, 5977, 0, 247, 44938, 57502
2089, 6494, 7658, 0, 225, 43125, 57502
2095, 6533, 8060, 0, 189, 42720, 57502
2101, 6674, 7910, 0, 68, 42850, 57502
2107, 6664, 7922, 0, 39, 42877, 57502
2113, 6623, 7944, 0, 39, 42896, 57502
2119, 6668, 7948, 0, 9, 42877, 57502
2125, 6731, 7896, 0, 7, 42868, 57502
2131, 6807, 7753, 0, 7, 42935, 57502
2137, 6844, 6995, 0, 7, 43656, 57502
2143, 6672, 6499, 0, 7, 44324, 57502
2149, 6600, 5096, 0, 8, 45798, 57502
2155, 6574, 4614, 0, 7, 46307, 57502
2161, 6655, 3723, 0, 8, 47116, 57502
2167, 6561, 2550, 0, 9, 48382, 57502
2173, 6716, 1920, 0, 8, 48858, 57502
2179, 6778, 1453, 0, 7, 49264, 57502
2185, 6709, 1154, 0, 7, 49632, 57502
2191, 6580, 929, 0, 7, 49986, 57502
2197, 6387, 965, 0, 7, 50143, 57502
2203, 6529, 858, 0, 6, 50109, 57502
2209, 6459, 937, 0, 6, 50100, 57502
2215, 6609, 838, 0, 157, 49898, 57502
2221, 6647, 928, 0, 69, 49858, 57502
2227, 6628, 2192, 0, 222, 48460, 57502
2233, 6521, 3238, 0, 411, 47332, 57502
2239, 6599, 3859, 0, 251, 46793, 57502
2245, 6599, 4915, 0, 191, 45797, 57502
2251, 6327, 5852, 0, 6, 45317, 57502
2257, 6332, 6306, 0, 8, 44856, 57502
2263, 6439, 6599, 0, 128, 44336, 57502
2269, 6554, 6493, 0, 128, 44327, 57502
2275, 6647, 6436, 0, 128, 44291, 57502
2281, 6731, 6333, 0, 99, 44339, 57502
2287, 6770, 6199, 0, 69, 44464, 57502
2293, 6813, 6054, 0, 6, 44629, 57502
2299, 6748, 5734, 0, 7, 45013, 57502
2305, 6613, 5269, 0, 7, 45613, 57502
2311, 6649, 4647, 0, 8, 46198, 57502
2317, 6632, 3753, 0, 6, 47111, 57502
