ts, default broker, SPOT, COLDPower18, VidyutVanika, AgentUDE, total
775, 9, 0, 0, 57457, 41, 57507
781, 4, 0, 0, 57451, 52, 57507
787, 3, 0, 0, 57449, 55, 57507
793, 4, 0, 0, 57449, 54, 57507
799, 4, 0, 0, 57446, 57, 57507
805, 4, 0, 0, 57445, 58, 57507
811, 3, 0, 0, 57446, 58, 57507
817, 7, 0, 0, 57441, 59, 57507
823, 4, 0, 0, 57446, 57, 57507
829, 4, 0, 0, 57446, 57, 57507
835, 6, 0, 0, 57446, 55, 57507
841, 4, 0, 0, 57445, 58, 57507
847, 3, 0, 0, 57448, 56, 57507
853, 4, 0, 0, 57448, 55, 57507
859, 2, 0, 0, 57446, 59, 57507
865, 4, 0, 0, 57459, 44, 57507
871, 3, 0, 0, 57459, 45, 57507
877, 2, 0, 0, 57463, 42, 57507
883, 4, 0, 0, 57458, 45, 57507
889, 3, 0, 0, 57460, 44, 57507
895, 4, 0, 0, 57459, 44, 57507
901, 3, 0, 0, 57459, 45, 57507
907, 3, 0, 0, 57447, 57, 57507
913, 2404, 0, 0, 55044, 59, 57507
919, 2558, 0, 0, 54376, 573, 57507
925, 3742, 0, 0, 53349, 416, 57507
931, 3719, 0, 0, 53503, 285, 57507
937, 3814, 0, 0, 53471, 222, 57507
943, 3675, 0, 0, 53639, 193, 57507
949, 3704, 0, 0, 53731, 72, 57507
955, 3984, 0, 0, 53455, 68, 57507
961, 3842, 0, 0, 53593, 72, 57507
967, 3816, 0, 0, 53615, 76, 57507
973, 4033, 0, 0, 53397, 77, 57507
979, 3947, 0, 0, 53451, 109, 57507
985, 3944, 0, 0, 53486, 77, 57507
991, 3979, 0, 0, 53488, 40, 57507
997, 3896, 0, 0, 53535, 76, 57507
1003, 3739, 0, 0, 53695, 73, 57507
1009, 3632, 0, 0, 53803, 72, 57507
1015, 3560, 0, 0, 53874, 73, 57507
1021, 3598, 0, 0, 53809, 100, 57507
1027, 3558, 0, 0, 53839, 110, 57507
1033, 3929, 0, 0, 53519, 59, 57507
1039, 3753, 0, 0, 53699, 55, 57507
1045, 3728, 0, 0, 53723, 56, 57507
1051, 3830, 0, 0, 53622, 55, 57507
1057, 3733, 0, 0, 53718, 56, 57507
1063, 3607, 0, 0, 53843, 57, 57507
1069, 3709, 0, 0, 53621, 177, 57507
1075, 3831, 0, 0, 53627, 49, 57507
1081, 3838, 0, 0, 53621, 48, 57507
1087, 3761, 0, 0, 53682, 64, 57507
1093, 3436, 0, 0, 54007, 64, 57507
1099, 3445, 0, 0, 53903, 159, 57507
1105, 3612, 0, 0, 53801, 94, 57507
1111, 3555, 0, 0, 53886, 66, 57507
1117, 3455, 0, 0, 53997, 55, 57507
1123, 3508, 0, 0, 53949, 50, 57507
1129, 3465, 0, 0, 53994, 48, 57507
1135, 3491, 0, 0, 53967, 49, 57507
1141, 3623, 0, 0, 53837, 47, 57507
1147, 3680, 0, 0, 53778, 49, 57507
1153, 3547, 0, 0, 53913, 47, 57507
1159, 3617, 0, 0, 53855, 35, 57507
1165, 3492, 0, 0, 53947, 68, 57507
1171, 3452, 0, 0, 53984, 71, 57507
1177, 3425, 0, 0, 54011, 71, 57507
1183, 3660, 0, 0, 53777, 70, 57507
1189, 3521, 0, 0, 53946, 40, 57507
1195, 3583, 0, 0, 53884, 40, 57507
1201, 3663, 0, 0, 53797, 47, 57507
1207, 3662, 0, 0, 53798, 47, 57507
1213, 3494, 0, 0, 53966, 47, 57507
1219, 3578, 0, 0, 53882, 47, 57507
1225, 3829, 0, 0, 53628, 50, 57507
1231, 3923, 0, 0, 53534, 50, 57507
1237, 3792, 0, 0, 53665, 50, 57507
1243, 3664, 0, 0, 53792, 51, 57507
1249, 3681, 0, 0, 53774, 52, 57507
1255, 3642, 0, 0, 53808, 57, 57507
1261, 3786, 0, 0, 53663, 58, 57507
1267, 3519, 0, 0, 53930, 58, 57507
1273, 3416, 0, 0, 54033, 58, 57507
1279, 3627, 0, 0, 53821, 59, 57507
1285, 3646, 0, 0, 53826, 35, 57507
1291, 3560, 0, 0, 53914, 33, 57507
1297, 3261, 0, 0, 54208, 38, 57507
1303, 3376, 0, 0, 54096, 35, 57507
1309, 3354, 0, 0, 54117, 36, 57507
1315, 3228, 0, 0, 54244, 35, 57507
1321, 3435, 0, 0, 54038, 34, 57507
1327, 3561, 0, 0, 53904, 42, 57507
1333, 3642, 0, 0, 53820, 45, 57507
1339, 3625, 0, 0, 53689, 193, 57507
1345, 3553, 0, 0, 53820, 134, 57507
1351, 3492, 0, 0, 53969, 46, 57507
1357, 3458, 0, 0, 54002, 47, 57507
1363, 3322, 0, 0, 54132, 53, 57507
1369, 3445, 0, 0, 54010, 52, 57507
1375, 3472, 0, 0, 53982, 53, 57507
1381, 3387, 0, 0, 54064, 56, 57507
1387, 3223, 0, 0, 54229, 55, 57507
1393, 3173, 0, 0, 54278, 56, 57507
1399, 3156, 0, 0, 54291, 60, 57507
1405, 3371, 0, 0, 54077, 59, 57507
1411, 3320, 0, 0, 53978, 209, 57507
1417, 3419, 0, 0, 53670, 418, 57507
1423, 3595, 0, 0, 53757, 155, 57507
1429, 3607, 0, 0, 53034, 866, 57507
1435, 3645, 0, 0, 53622, 240, 57507
1441, 3663, 0, 0, 53743, 101, 57507
1447, 3581, 0, 0, 53711, 215, 57507
1453, 3491, 0, 0, 53956, 60, 57507
1459, 3472, 0, 0, 53976, 59, 57507
1465, 3435, 0, 0, 54014, 58, 57507
1471, 3418, 0, 0, 54028, 61, 57507
1477, 3331, 0, 0, 54115, 61, 57507
1483, 3316, 0, 0, 54133, 58, 57507
1489, 3338, 0, 0, 54111, 58, 57507
1495, 3174, 0, 0, 54273, 60, 57507
1501, 3298, 0, 0, 54149, 60, 57507
1507, 3165, 0, 0, 54282, 60, 57507
1513, 3146, 0, 0, 54299, 62, 57507
1519, 3106, 0, 0, 54341, 60, 57507
1525, 3079, 0, 0, 54366, 62, 57507
1531, 3125, 0, 0, 54318, 64, 57507
1537, 2970, 0, 0, 54473, 64, 57507
1543, 3342, 0, 0, 54100, 65, 57507
1549, 3323, 0, 0, 54091, 93, 57507
1555, 3507, 0, 0, 53901, 99, 57507
1561, 3566, 0, 0, 53846, 95, 57507
1567, 3410, 0, 0, 54013, 84, 57507
1573, 3314, 0, 0, 54117, 76, 57507
1579, 3380, 0, 0, 54076, 51, 57507
1585, 3068, 0, 0, 54389, 50, 57507
1591, 2971, 0, 0, 54487, 49, 57507
1597, 3083, 0, 0, 54370, 54, 57507
1603, 3106, 0, 0, 54352, 49, 57507
1609, 3296, 0, 0, 54159, 52, 57507
1615, 3236, 0, 0, 54220, 51, 57507
1621, 3242, 0, 0, 54213, 52, 57507
1627, 3360, 0, 0, 54094, 53, 57507
1633, 3426, 0, 0, 54027, 54, 57507
1639, 3553, 0, 0, 53902, 52, 57507
1645, 3503, 0, 0, 53950, 54, 57507
1651, 3555, 0, 0, 53898, 54, 57507
1657, 3623, 0, 0, 53828, 56, 57507
1663, 3574, 0, 0, 53876, 57, 57507
1669, 3672, 0, 0, 53777, 58, 57507
1675, 3527, 0, 0, 53923, 57, 57507
1681, 3546, 0, 0, 53902, 59, 57507
1687, 3640, 0, 0, 53808, 59, 57507
