ts, default broker, CrocodileAgent, COLDPower18, EWIIS3, AgentUDE, total
1423, 6961, 36045, 0, 247, 14256, 57509
1429, 6859, 37679, 0, 243, 12728, 57509
1435, 6808, 39181, 0, 225, 11295, 57509
1441, 6804, 41425, 0, 226, 9054, 57509
1447, 6862, 43986, 0, 225, 6436, 57509
1453, 6863, 50347, 0, 231, 68, 57509
1459, 6851, 50357, 0, 232, 69, 57509
1465, 6861, 50349, 0, 229, 70, 57509
1471, 6921, 50288, 0, 227, 73, 57509
1477, 6949, 50222, 0, 234, 104, 57509
1483, 6948, 49166, 0, 226, 1169, 57509
1489, 6930, 46182, 0, 231, 4166, 57509
1495, 6855, 44785, 0, 270, 5599, 57509
1501, 6872, 40311, 0, 270, 10056, 57509
1507, 6861, 35099, 0, 271, 15278, 57509
1513, 6926, 31009, 0, 238, 19336, 57509
1519, 6927, 27446, 0, 303, 22833, 57509
1525, 6805, 23597, 0, 296, 26811, 57509
1531, 6850, 21626, 0, 294, 28739, 57509
1537, 6832, 16633, 0, 346, 33698, 57509
1543, 6822, 10709, 0, 359, 39619, 57509
1549, 6942, 8591, 0, 381, 41595, 57509
1555, 6943, 6904, 0, 350, 43312, 57509
1561, 6917, 5779, 0, 333, 44480, 57509
1567, 6951, 4915, 0, 303, 45340, 57509
1573, 6951, 4909, 0, 302, 45347, 57509
1579, 6866, 22263, 0, 301, 28079, 57509
1585, 6873, 24454, 0, 301, 25881, 57509
1591, 6841, 24568, 0, 280, 25820, 57509
1597, 6956, 24479, 0, 260, 25814, 57509
1603, 6978, 24493, 0, 222, 25816, 57509
1609, 6938, 24535, 0, 220, 25816, 57509
1615, 6920, 24614, 0, 213, 25762, 57509
1621, 6876, 50333, 0, 216, 84, 57509
1627, 6802, 50403, 0, 213, 91, 57509
1633, 6819, 50382, 0, 211, 97, 57509
1639, 6868, 50303, 0, 212, 126, 57509
1645, 6814, 50355, 0, 209, 131, 57509
1651, 6919, 49674, 0, 213, 703, 57509
1657, 6921, 48390, 0, 221, 1977, 57509
1663, 6868, 37335, 0, 237, 13069, 57509
1669, 6857, 29950, 0, 241, 20461, 57509
1675, 6888, 26801, 0, 239, 23581, 57509
1681, 6841, 26174, 0, 232, 24262, 57509
1687, 6823, 26053, 0, 231, 24402, 57509
1693, 6738, 4917, 0, 310, 45544, 57509
1699, 6681, 1399, 0, 233, 49196, 57509
1705, 6723, 2983, 0, 256, 47547, 57509
1711, 6748, 2758, 0, 253, 47750, 57509
1717, 6687, 2683, 0, 250, 47889, 57509
1723, 6735, 2576, 0, 247, 47951, 57509
1729, 6811, 2449, 0, 248, 48001, 57509
1735, 6789, 2471, 0, 245, 48004, 57509
1741, 6849, 2411, 0, 246, 48003, 57509
1747, 6914, 37338, 0, 247, 13010, 57509
1753, 6983, 37240, 0, 242, 13044, 57509
1759, 6984, 37240, 0, 241, 13044, 57509
1765, 7020, 37219, 0, 232, 13038, 57509
1771, 6898, 37350, 0, 228, 13033, 57509
1777, 6905, 37351, 0, 222, 13031, 57509
1783, 6861, 37395, 0, 219, 13034, 57509
1789, 6752, 50493, 0, 216, 48, 57509
