ts, default broker, SPOT, COLDPower18, VidyutVanika, Bunnie, total
757, 3, 5, 0, 21925, 35574, 57507
763, 4, 4, 0, 21772, 35727, 57507
769, 4, 4, 0, 21700, 35799, 57507
775, 3, 6, 0, 21488, 36010, 57507
781, 2, 8, 0, 20943, 36554, 57507
787, 2, 7, 0, 19355, 38143, 57507
793, 2, 8, 0, 19065, 38432, 57507
799, 2, 9, 0, 17697, 39799, 57507
805, 2, 7, 0, 16301, 41197, 57507
811, 4, 5, 0, 13970, 43528, 57507
817, 3, 6, 0, 11332, 46166, 57507
823, 5, 5, 0, 10735, 46762, 57507
829, 7, 4, 0, 9258, 48238, 57507
835, 6, 5, 0, 8934, 48562, 57507
841, 6, 4, 0, 8678, 48819, 57507
847, 7, 5, 0, 8382, 49113, 57507
853, 6, 4, 0, 7908, 49589, 57507
859, 7, 5, 0, 7788, 49707, 57507
865, 6, 4, 0, 19841, 37656, 57507
871, 7, 4, 0, 28719, 28777, 57507
877, 7, 4, 0, 35313, 22183, 57507
883, 7, 5, 0, 40460, 17035, 57507
889, 2315, 96, 0, 36507, 18589, 57507
895, 2322, 96, 0, 18620, 36469, 57507
901, 2457, 95, 0, 20339, 34616, 57507
907, 2727, 95, 0, 25309, 29376, 57507
913, 2840, 95, 0, 27516, 27056, 57507
919, 2923, 97, 0, 30102, 24385, 57507
925, 3173, 97, 0, 31678, 22559, 57507
931, 3351, 96, 0, 33005, 21055, 57507
937, 3537, 95, 0, 33357, 20518, 57507
943, 3296, 94, 0, 20534, 33583, 57507
949, 3288, 94, 0, 22408, 31717, 57507
955, 3344, 94, 0, 26755, 27314, 57507
961, 3553, 94, 0, 28776, 25084, 57507
967, 3479, 94, 0, 30703, 23231, 57507
973, 3542, 94, 0, 32676, 21195, 57507
979, 3382, 94, 0, 35395, 18636, 57507
985, 3355, 94, 0, 34102, 19956, 57507
991, 3136, 94, 0, 33275, 21002, 57507
997, 3209, 94, 0, 34723, 19481, 57507
1003, 3193, 94, 0, 35728, 18492, 57507
1009, 3332, 93, 0, 33123, 20959, 57507
1015, 3404, 94, 0, 5329, 48680, 57507
1021, 3364, 94, 0, 8390, 45659, 57507
1027, 3363, 93, 0, 11034, 43017, 57507
1033, 3227, 95, 0, 16576, 37609, 57507
1039, 3255, 95, 0, 19672, 34485, 57507
1045, 3328, 96, 0, 23812, 30271, 57507
1051, 3281, 96, 0, 25802, 28328, 57507
1057, 3316, 96, 0, 26109, 27986, 57507
1063, 3401, 96, 0, 27693, 26317, 57507
1069, 3476, 96, 0, 29392, 24543, 57507
1075, 3550, 95, 0, 33193, 20669, 57507
1081, 3532, 96, 0, 33212, 20667, 57507
1087, 3571, 95, 0, 33884, 19957, 57507
1093, 3536, 94, 0, 35284, 18593, 57507
1099, 3666, 94, 0, 35851, 17896, 57507
1105, 3734, 95, 0, 35262, 18416, 57507
1111, 3673, 95, 0, 16201, 37538, 57507
1117, 3586, 97, 0, 15931, 37893, 57507
1123, 3620, 97, 0, 21488, 32302, 57507
1129, 3642, 96, 0, 24405, 29364, 57507
1135, 3576, 96, 0, 25836, 27999, 57507
1141, 3557, 95, 0, 27021, 26834, 57507
1147, 3673, 95, 0, 29326, 24413, 57507
1153, 3588, 94, 0, 27756, 26069, 57507
1159, 3674, 94, 0, 28444, 25295, 57507
1165, 3727, 94, 0, 30547, 23139, 57507
1171, 3762, 95, 0, 33510, 20140, 57507
1177, 3572, 93, 0, 31337, 22505, 57507
1183, 3587, 93, 0, 5399, 48428, 57507
1189, 3717, 93, 0, 9586, 44111, 57507
1195, 3753, 93, 0, 13885, 39776, 57507
1201, 3632, 94, 0, 16244, 37537, 57507
1207, 3467, 94, 0, 5019, 48927, 57507
1213, 3481, 94, 0, 10055, 43877, 57507
1219, 3409, 94, 0, 17289, 36715, 57507
1225, 3615, 95, 0, 18013, 35784, 57507
1231, 3501, 94, 0, 23397, 30515, 57507
1237, 3447, 95, 0, 30072, 23893, 57507
1243, 3390, 96, 0, 33047, 20974, 57507
1249, 3324, 96, 0, 31656, 22431, 57507
1255, 3211, 97, 0, 32563, 21636, 57507
1261, 3219, 96, 0, 32793, 21399, 57507
1267, 3518, 98, 0, 34736, 19155, 57507
1273, 3375, 100, 0, 32116, 21916, 57507
1279, 3474, 100, 0, 15763, 38170, 57507
1285, 3643, 101, 0, 19790, 33973, 57507
1291, 3659, 98, 0, 24864, 28886, 57507
1297, 3455, 96, 0, 27997, 25959, 57507
1303, 3422, 94, 0, 28856, 25135, 57507
1309, 3449, 95, 0, 30446, 23517, 57507
1315, 3415, 95, 0, 34215, 19782, 57507
1321, 3406, 94, 0, 31742, 22265, 57507
1327, 3351, 94, 0, 31193, 22869, 57507
1333, 3460, 95, 0, 33829, 20123, 57507
1339, 3602, 96, 0, 34460, 19349, 57507
1345, 3559, 96, 0, 32176, 21676, 57507
1351, 3574, 97, 0, 5222, 48614, 57507
1357, 3762, 96, 0, 8110, 45539, 57507
1363, 3703, 96, 0, 15523, 38185, 57507
1369, 3687, 96, 0, 14995, 38729, 57507
1375, 3556, 96, 0, 4991, 48864, 57507
1381, 3528, 95, 0, 8216, 45668, 57507
1387, 3587, 94, 0, 15923, 37903, 57507
1393, 3628, 94, 0, 20486, 33299, 57507
1399, 3431, 95, 0, 22226, 31755, 57507
1405, 3615, 95, 0, 26127, 27670, 57507
1411, 3555, 95, 0, 27849, 26008, 57507
1417, 3491, 93, 0, 31043, 22880, 57507
1423, 3639, 93, 0, 31665, 22110, 57507
1429, 3398, 94, 0, 33735, 20280, 57507
1435, 3347, 95, 0, 35342, 18723, 57507
1441, 3473, 95, 0, 34025, 19914, 57507
1447, 3374, 95, 0, 13909, 40129, 57507
1453, 3343, 96, 0, 17568, 36500, 57507
1459, 3286, 96, 0, 20939, 33186, 57507
1465, 3291, 96, 0, 22252, 31868, 57507
1471, 3469, 96, 0, 23672, 30270, 57507
1477, 3260, 95, 0, 26910, 27242, 57507
1483, 3213, 94, 0, 29134, 25066, 57507
1489, 3328, 93, 0, 29647, 24439, 57507
1495, 3384, 94, 0, 30222, 23807, 57507
1501, 3397, 96, 0, 31594, 22420, 57507
1507, 3178, 95, 0, 32612, 21622, 57507
1513, 3194, 94, 0, 29758, 24461, 57507
1519, 3371, 95, 0, 4879, 49162, 57507
1525, 3388, 95, 0, 7874, 46150, 57507
1531, 3401, 95, 0, 13088, 40923, 57507
1537, 3466, 96, 0, 17415, 36530, 57507
1543, 3443, 95, 0, 21565, 32404, 57507
1549, 3444, 96, 0, 26163, 27804, 57507
1555, 3463, 95, 0, 29283, 24666, 57507
1561, 3528, 95, 0, 30850, 23034, 57507
1567, 3515, 96, 0, 31880, 22016, 57507
1573, 3395, 96, 0, 33939, 20077, 57507
1579, 3302, 96, 0, 34234, 19875, 57507
1585, 3275, 96, 0, 34386, 19750, 57507
1591, 3079, 95, 0, 34411, 19922, 57507
1597, 3146, 96, 0, 34884, 19381, 57507
1603, 3243, 96, 0, 36189, 17979, 57507
1609, 3453, 95, 0, 36605, 17354, 57507
1615, 3499, 96, 0, 13226, 40686, 57507
1621, 3506, 96, 0, 16923, 36982, 57507
1627, 3414, 96, 0, 22833, 31164, 57507
1633, 3423, 97, 0, 24789, 29198, 57507
1639, 3501, 96, 0, 27873, 26037, 57507
1645, 3467, 96, 0, 9807, 44137, 57507
1651, 3549, 95, 0, 12147, 41716, 57507
1657, 3530, 95, 0, 16442, 37440, 57507
1663, 3306, 95, 0, 20562, 33544, 57507
1669, 3514, 95, 0, 25237, 28661, 57507
1675, 3552, 95, 0, 27434, 26426, 57507
1681, 3483, 95, 0, 27271, 26658, 57507
1687, 3496, 95, 0, 5078, 48838, 57507
1693, 3527, 94, 0, 10430, 43456, 57507
1699, 3543, 95, 0, 11950, 41919, 57507
1705, 3453, 95, 0, 17602, 36357, 57507
1711, 3533, 95, 0, 20836, 33043, 57507
1717, 3778, 94, 0, 25649, 27986, 57507
1723, 3474, 95, 0, 26981, 26957, 57507
1729, 3510, 97, 0, 29706, 24194, 57507
1735, 3532, 96, 0, 30698, 23181, 57507
1741, 3284, 95, 0, 32277, 21851, 57507
1747, 3362, 95, 0, 32942, 21108, 57507
1753, 3392, 94, 0, 31849, 22172, 57507
1759, 3452, 94, 0, 32893, 21068, 57507
1765, 3340, 93, 0, 34815, 19259, 57507
1771, 3525, 94, 0, 35326, 18562, 57507
1777, 3398, 94, 0, 35002, 19013, 57507
