ts, default broker, CrocodileAgent, SPOT, EWIIS3, Bunnie, total
793, 6590, 6053, 124, 22, 44723, 57512
799, 6633, 5609, 123, 20, 45127, 57512
805, 6533, 4560, 94, 17, 46308, 57512
811, 6638, 3880, 95, 18, 46881, 57512
817, 6619, 3323, 94, 21, 47455, 57512
823, 6741, 1806, 93, 18, 48854, 57512
829, 6785, 1365, 93, 20, 49249, 57512
835, 6778, 882, 94, 20, 49738, 57512
841, 6683, 794, 93, 20, 49922, 57512
847, 6767, 561, 93, 23, 50068, 57512
853, 6530, 585, 95, 20, 50282, 57512
859, 6516, 514, 96, 19, 50367, 57512
865, 6547, 447, 95, 18, 50405, 57512
871, 6582, 473, 94, 20, 50343, 57512
877, 6727, 513, 96, 18, 50158, 57512
883, 6711, 803, 94, 17, 49887, 57512
889, 6700, 2502, 95, 16, 48199, 57512
895, 6628, 3320, 94, 15, 47455, 57512
901, 5897, 4563, 94, 17, 46941, 57512
907, 5694, 5176, 94, 19, 46529, 57512
913, 5967, 5642, 50, 18, 45835, 57512
919, 6174, 5628, 44, 22, 45644, 57512
925, 6440, 5632, 41, 19, 45380, 57512
931, 6577, 5481, 41, 19, 45394, 57512
937, 6551, 5505, 40, 17, 45399, 57512
943, 6634, 5313, 36, 22, 45507, 57512
949, 6674, 5203, 38, 15, 45582, 57512
955, 6692, 4700, 39, 16, 46065, 57512
961, 6691, 4077, 42, 15, 46687, 57512
967, 6662, 3297, 49, 16, 47488, 57512
973, 6692, 2760, 41, 17, 48002, 57512
979, 6789, 2096, 39, 18, 48570, 57512
985, 6797, 1560, 42, 20, 49093, 57512
991, 6764, 1253, 63, 19, 49413, 57512
997, 6838, 847, 64, 19, 49744, 57512
1003, 6793, 704, 78, 18, 49919, 57512
1009, 6797, 649, 88, 15, 49963, 57512
1015, 6677, 543, 91, 21, 50180, 57512
1021, 6691, 504, 94, 20, 50203, 57512
1027, 6602, 500, 94, 20, 50296, 57512
1033, 6569, 532, 93, 20, 50298, 57512
1039, 6665, 442, 93, 19, 50293, 57512
1045, 6707, 1086, 94, 15, 49610, 57512
1051, 6702, 1549, 94, 15, 49152, 57512
1057, 6757, 3039, 95, 16, 47605, 57512
1063, 6695, 3843, 93, 19, 46862, 57512
1069, 6625, 5305, 93, 19, 45470, 57512
1075, 6664, 6126, 93, 19, 44610, 57512
1081, 6640, 6856, 94, 18, 43904, 57512
1087, 6693, 6907, 96, 19, 43797, 57512
1093, 6717, 6795, 94, 20, 43886, 57512
1099, 6540, 6802, 95, 16, 44059, 57512
1105, 6513, 6813, 94, 22, 44070, 57512
1111, 6548, 6767, 94, 19, 44084, 57512
1117, 6340, 6414, 93, 23, 44642, 57512
1123, 6447, 6077, 93, 22, 44873, 57512
1129, 6492, 5393, 93, 18, 45516, 57512
1135, 6489, 4851, 95, 11, 46066, 57512
1141, 5796, 4501, 93, 15, 47107, 57512
1147, 5748, 3699, 94, 16, 47955, 57512
1153, 6091, 3020, 94, 17, 48290, 57512
1159, 6185, 2132, 93, 19, 49083, 57512
1165, 6453, 1684, 123, 21, 49231, 57512
1171, 6448, 1490, 123, 21, 49430, 57512
1177, 6377, 1442, 125, 19, 49549, 57512
1183, 6488, 1249, 123, 21, 49631, 57512
1189, 6596, 964, 124, 20, 49808, 57512
1195, 6577, 941, 124, 19, 49851, 57512
1201, 6561, 915, 124, 18, 49894, 57512
1207, 6584, 830, 94, 16, 49988, 57512
1213, 6499, 831, 93, 18, 50071, 57512
1219, 6589, 891, 93, 18, 49921, 57512
1225, 6559, 2381, 94, 15, 48463, 57512
1231, 6539, 3045, 93, 16, 47819, 57512
1237, 6287, 4347, 93, 15, 46770, 57512
1243, 6101, 4560, 93, 16, 46742, 57512
1249, 6193, 5816, 93, 15, 45395, 57512
1255, 6452, 6030, 48, 16, 44966, 57512
1261, 6541, 5964, 48, 15, 44944, 57512
1267, 6612, 5875, 49, 18, 44958, 57512
1273, 6576, 5987, 35, 13, 44901, 57512
1279, 6614, 5714, 81, 12, 45091, 57512
1285, 6719, 5476, 88, 13, 45216, 57512
1291, 6699, 5025, 92, 14, 45682, 57512
1297, 6718, 4753, 92, 14, 45935, 57512
1303, 6782, 3775, 93, 13, 46849, 57512
1309, 6729, 3316, 93, 14, 47360, 57512
1315, 6674, 2945, 95, 14, 47784, 57512
1321, 6499, 2289, 94, 13, 48617, 57512
1327, 6541, 1916, 93, 14, 48948, 57512
1333, 6682, 1561, 93, 14, 49162, 57512
1339, 6574, 1305, 93, 15, 49525, 57512
1345, 6577, 1123, 93, 14, 49705, 57512
1351, 6610, 1065, 93, 13, 49731, 57512
1357, 6536, 868, 93, 14, 50001, 57512
1363, 6562, 789, 93, 16, 50052, 57512
1369, 6551, 689, 94, 16, 50162, 57512
1375, 6530, 779, 94, 17, 50092, 57512
1381, 6594, 793, 94, 17, 50014, 57512
1387, 6591, 640, 94, 14, 50173, 57512
1393, 6607, 1512, 93, 15, 49285, 57512
1399, 6635, 2636, 93, 17, 48131, 57512
1405, 6768, 4950, 93, 17, 45684, 57512
1411, 6805, 5267, 93, 16, 45331, 57512
1417, 6827, 6352, 93, 16, 44224, 57512
1423, 6854, 6432, 94, 16, 44116, 57512
1429, 6634, 6539, 94, 17, 44228, 57512
1435, 6706, 6415, 94, 17, 44280, 57512
1441, 6687, 6396, 94, 19, 44316, 57512
1447, 6650, 6406, 94, 18, 44344, 57512
1453, 6483, 6512, 94, 18, 44405, 57512
1459, 6482, 6477, 94, 19, 44440, 57512
1465, 6487, 6124, 94, 19, 44788, 57512
1471, 6464, 5858, 94, 19, 45077, 57512
1477, 6341, 4904, 94, 20, 46153, 57512
1483, 6421, 3801, 93, 21, 47176, 57512
1489, 6530, 2665, 93, 20, 48204, 57512
1495, 6568, 2007, 93, 21, 48823, 57512
1501, 6666, 1452, 93, 20, 49281, 57512
1507, 6618, 1025, 94, 20, 49755, 57512
1513, 6695, 669, 96, 17, 50035, 57512
1519, 6612, 689, 96, 17, 50098, 57512
1525, 6600, 530, 96, 15, 50271, 57512
1531, 6526, 442, 96, 16, 50432, 57512
1537, 6532, 469, 96, 16, 50399, 57512
1543, 6488, 483, 95, 14, 50432, 57512
1549, 6454, 662, 95, 13, 50288, 57512
1555, 6514, 1105, 94, 17, 49782, 57512
1561, 6502, 2796, 94, 17, 48103, 57512
1567, 6505, 3870, 93, 15, 47029, 57512
1573, 6552, 5048, 94, 17, 45801, 57512
1579, 6644, 5826, 95, 15, 44932, 57512
1585, 6629, 6517, 94, 19, 44253, 57512
1591, 6592, 6720, 93, 18, 44089, 57512
1597, 6623, 6789, 94, 13, 43993, 57512
1603, 6632, 6761, 95, 16, 44008, 57512
1609, 6606, 6795, 93, 17, 44001, 57512
1615, 6675, 6732, 94, 17, 43994, 57512
1621, 6780, 6631, 94, 18, 43989, 57512
1627, 6717, 6526, 94, 19, 44156, 57512
1633, 6674, 5884, 94, 17, 44843, 57512
1639, 6539, 5301, 95, 16, 45561, 57512
1645, 6646, 4620, 95, 17, 46134, 57512
1651, 6589, 3867, 95, 19, 46942, 57512
1657, 6571, 3067, 96, 18, 47760, 57512
1663, 6514, 2715, 95, 18, 48170, 57512
1669, 6505, 1965, 94, 18, 48930, 57512
1675, 6540, 1354, 93, 17, 49508, 57512
1681, 6482, 1300, 93, 17, 49620, 57512
1687, 6505, 1130, 93, 17, 49767, 57512
1693, 6359, 1141, 94, 15, 49903, 57512
1699, 6244, 1005, 94, 16, 50153, 57512
1705, 6271, 850, 94, 15, 50282, 57512
1711, 6300, 771, 95, 13, 50333, 57512
1717, 6418, 655, 95, 14, 50330, 57512
1723, 6454, 1258, 95, 15, 49690, 57512
1729, 6484, 2902, 96, 11, 48019, 57512
1735, 6578, 3260, 95, 11, 47568, 57512
1741, 6619, 5425, 94, 13, 45361, 57512
1747, 6731, 6801, 94, 12, 43874, 57512
1753, 6711, 7860, 94, 12, 42835, 57512
1759, 6670, 8071, 94, 11, 42666, 57512
1765, 6667, 8003, 94, 11, 42737, 57512
1771, 6692, 7956, 95, 11, 42758, 57512
1777, 6684, 7926, 96, 12, 42794, 57512
1783, 6627, 7983, 96, 13, 42793, 57512
1789, 6646, 8005, 97, 13, 42751, 57512
1795, 6636, 7582, 95, 12, 43187, 57512
