ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, total
1207, 6960, 48867, 0, 0, 1695, 57522
1213, 6967, 48769, 0, 0, 1786, 57522
1219, 6947, 48342, 0, 0, 2233, 57522
1225, 6827, 48376, 0, 0, 2319, 57522
1231, 6863, 47805, 0, 0, 2854, 57522
1237, 6768, 47993, 0, 0, 2761, 57522
1243, 6663, 47861, 0, 0, 2998, 57522
1249, 6799, 48172, 0, 0, 2551, 57522
1255, 6711, 48431, 0, 0, 2380, 57522
1261, 6311, 48758, 0, 0, 2453, 57522
1267, 6384, 47390, 0, 0, 3748, 57522
1273, 6538, 47825, 0, 0, 3159, 57522
1279, 6671, 48346, 0, 0, 2505, 57522
1285, 6812, 48299, 0, 0, 2411, 57522
1291, 6876, 48470, 0, 0, 2176, 57522
1297, 6889, 48570, 0, 0, 2063, 57522
1303, 6916, 48697, 0, 0, 1909, 57522
1309, 6795, 48934, 0, 0, 1793, 57522
1315, 6829, 48975, 0, 0, 1718, 57522
1321, 6854, 48986, 0, 0, 1682, 57522
1327, 6944, 48924, 0, 0, 1654, 57522
1333, 6851, 49070, 0, 0, 1601, 57522
1339, 6872, 49119, 0, 0, 1531, 57522
1345, 6869, 49243, 0, 0, 1410, 57522
1351, 6886, 49230, 0, 0, 1406, 57522
1357, 6957, 49027, 0, 0, 1538, 57522
1363, 6973, 48916, 0, 0, 1633, 57522
1369, 6986, 48751, 0, 0, 1785, 57522
1375, 6984, 48189, 0, 0, 2349, 57522
1381, 6995, 48177, 0, 0, 2350, 57522
1387, 7025, 47676, 0, 0, 2821, 57522
1393, 7050, 45571, 0, 0, 4901, 57522
1399, 7030, 44241, 0, 0, 6251, 57522
1405, 7052, 42297, 0, 0, 8173, 57522
1411, 7039, 41175, 0, 0, 9308, 57522
1417, 7030, 41328, 0, 0, 9164, 57522
1423, 7072, 39954, 0, 0, 10496, 57522
1429, 6970, 40458, 0, 0, 10094, 57522
1435, 6971, 39859, 0, 0, 10692, 57522
1441, 7020, 41741, 0, 0, 8761, 57522
1447, 6999, 42459, 0, 0, 8064, 57522
1453, 7046, 44541, 0, 0, 5935, 57522
1459, 7048, 45942, 0, 0, 4532, 57522
1465, 6978, 46441, 0, 0, 4103, 57522
1471, 7011, 47230, 0, 0, 3281, 57522
1477, 6864, 47992, 0, 0, 2666, 57522
1483, 6915, 48163, 0, 0, 2444, 57522
1489, 6896, 48736, 0, 0, 1890, 57522
1495, 6908, 49083, 0, 0, 1531, 57522
1501, 6737, 49478, 0, 0, 1307, 57522
1507, 6796, 49657, 0, 0, 1069, 57522
1513, 6753, 49759, 0, 0, 1010, 57522
1519, 6746, 49886, 0, 0, 890, 57522
1525, 6744, 49891, 0, 0, 887, 57522
1531, 6693, 49936, 0, 0, 893, 57522
1537, 6742, 49736, 0, 0, 1044, 57522
1543, 6854, 49646, 0, 0, 1022, 57522
1549, 6714, 49660, 0, 0, 1148, 57522
1555, 6672, 48986, 0, 0, 1864, 57522
1561, 6747, 48625, 0, 0, 2150, 57522
1567, 6765, 48256, 0, 0, 2501, 57522
1573, 6895, 48215, 0, 0, 2412, 57522
1579, 6838, 47217, 0, 0, 3467, 57522
1585, 6813, 47487, 0, 0, 3222, 57522
1591, 6778, 47861, 0, 0, 2883, 57522
1597, 6900, 46890, 0, 0, 3732, 57522
1603, 6836, 45183, 0, 0, 5503, 57522
1609, 6833, 45847, 0, 0, 4842, 57522
1615, 6830, 46267, 0, 0, 4425, 57522
1621, 6723, 46895, 0, 0, 3904, 57522
1627, 6769, 47875, 0, 0, 2878, 57522
1633, 6777, 48225, 0, 0, 2520, 57522
1639, 6745, 48928, 0, 0, 1849, 57522
1645, 6630, 49261, 0, 0, 1631, 57522
1651, 6434, 49595, 0, 0, 1493, 57522
1657, 6495, 49599, 0, 0, 1428, 57522
1663, 6622, 49753, 0, 0, 1147, 57522
1669, 6796, 49646, 0, 0, 1080, 57522
1675, 6851, 49672, 0, 0, 999, 57522
1681, 6880, 49704, 0, 0, 938, 57522
1687, 6907, 49677, 0, 0, 938, 57522
1693, 6968, 49664, 0, 0, 890, 57522
1699, 6963, 49508, 0, 0, 1051, 57522
1705, 6957, 49463, 0, 0, 1102, 57522
1711, 6903, 49337, 0, 0, 1282, 57522
1717, 6933, 49183, 0, 0, 1406, 57522
1723, 6784, 48344, 0, 0, 2394, 57522
