ts, default broker, COLDPower18, Bunnie, total
1033, 6976, 0, 50536, 57512
1039, 6873, 0, 50639, 57512
1045, 6697, 0, 50815, 57512
1051, 6659, 0, 50853, 57512
1057, 6722, 0, 50790, 57512
1063, 6796, 0, 50716, 57512
1069, 6870, 0, 50642, 57512
1075, 6850, 0, 50662, 57512
1081, 6853, 0, 50659, 57512
1087, 6879, 0, 50633, 57512
1093, 6823, 0, 50689, 57512
1099, 6839, 0, 50673, 57512
1105, 6930, 0, 50582, 57512
1111, 6862, 0, 50650, 57512
1117, 6835, 0, 50677, 57512
1123, 6787, 0, 50725, 57512
1129, 6752, 0, 50760, 57512
1135, 6860, 0, 50652, 57512
1141, 6876, 0, 50636, 57512
1147, 6946, 0, 50566, 57512
1153, 6962, 0, 50550, 57512
1159, 6881, 0, 50631, 57512
1165, 6867, 0, 50645, 57512
1171, 6885, 0, 50627, 57512
1177, 6874, 0, 50638, 57512
1183, 6889, 0, 50623, 57512
1189, 6809, 0, 50703, 57512
1195, 6851, 0, 50661, 57512
1201, 6890, 0, 50622, 57512
1207, 6880, 0, 50632, 57512
1213, 6802, 0, 50710, 57512
1219, 6383, 0, 51129, 57512
1225, 6499, 0, 51013, 57512
1231, 6642, 0, 50870, 57512
1237, 6808, 0, 50704, 57512
1243, 6830, 0, 50682, 57512
1249, 6765, 0, 50747, 57512
1255, 6754, 0, 50758, 57512
1261, 6729, 0, 50783, 57512
1267, 6732, 0, 50780, 57512
1273, 6707, 0, 50805, 57512
1279, 6748, 0, 50764, 57512
1285, 6840, 0, 50672, 57512
1291, 6901, 0, 50611, 57512
1297, 6866, 0, 50646, 57512
1303, 6881, 0, 50631, 57512
1309, 6905, 0, 50607, 57512
1315, 6915, 0, 50597, 57512
1321, 6889, 0, 50623, 57512
1327, 6927, 0, 50585, 57512
1333, 6768, 0, 50744, 57512
1339, 6777, 0, 50735, 57512
1345, 6869, 0, 50643, 57512
1351, 6883, 0, 50629, 57512
1357, 6937, 0, 50575, 57512
1363, 6910, 0, 50602, 57512
1369, 6984, 0, 50528, 57512
1375, 6902, 0, 50610, 57512
1381, 6951, 0, 50561, 57512
1387, 6878, 0, 50634, 57512
1393, 6926, 0, 50586, 57512
1399, 6852, 0, 50660, 57512
1405, 6748, 0, 50764, 57512
1411, 6783, 0, 50729, 57512
1417, 6769, 0, 50743, 57512
1423, 6893, 0, 50619, 57512
1429, 6900, 0, 50612, 57512
1435, 6908, 0, 50604, 57512
1441, 6906, 0, 50606, 57512
1447, 6893, 0, 50619, 57512
1453, 6859, 0, 50653, 57512
1459, 6936, 0, 50576, 57512
1465, 6908, 0, 50604, 57512
1471, 6863, 0, 50649, 57512
1477, 6888, 0, 50624, 57512
1483, 6916, 0, 50596, 57512
1489, 6883, 0, 50629, 57512
1495, 6909, 0, 50603, 57512
1501, 6869, 0, 50643, 57512
1507, 6898, 0, 50614, 57512
1513, 6968, 0, 50544, 57512
1519, 6882, 0, 50630, 57512
1525, 6995, 0, 50517, 57512
1531, 6999, 0, 50513, 57512
1537, 6882, 0, 50630, 57512
1543, 6884, 0, 50628, 57512
1549, 6738, 0, 50774, 57512
1555, 6767, 0, 50745, 57512
1561, 6815, 0, 50697, 57512
1567, 6820, 0, 50692, 57512
1573, 6904, 0, 50608, 57512
1579, 6962, 0, 50550, 57512
1585, 6985, 0, 50527, 57512
1591, 6901, 0, 50611, 57512
1597, 6898, 0, 50614, 57512
1603, 6894, 0, 50618, 57512
1609, 6893, 0, 50619, 57512
1615, 6878, 0, 50634, 57512
1621, 6927, 0, 50585, 57512
1627, 6957, 0, 50555, 57512
1633, 6992, 0, 50520, 57512
1639, 6947, 0, 50565, 57512
1645, 6947, 0, 50565, 57512
1651, 6965, 0, 50547, 57512
1657, 6990, 0, 50522, 57512
1663, 6960, 0, 50552, 57512
1669, 6946, 0, 50566, 57512
1675, 6939, 0, 50573, 57512
1681, 6971, 0, 50541, 57512
1687, 6977, 0, 50535, 57512
