ts, default broker, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
781, 2, 18, 21829, 21, 35649, 57519
787, 1, 19, 24360, 21, 33118, 57519
793, 1, 18, 25828, 54, 31618, 57519
799, 1, 18, 26441, 132, 30927, 57519
805, 2, 16, 26231, 138, 31132, 57519
811, 2, 18, 26085, 225, 31189, 57519
817, 2, 17, 25905, 215, 31380, 57519
823, 2, 16, 25725, 33, 31743, 57519
829, 2, 16, 24922, 109, 32470, 57519
835, 1, 17, 23890, 112, 33499, 57519
841, 2, 16, 22010, 122, 35369, 57519
847, 1, 15, 19897, 165, 37441, 57519
853, 1, 14, 18059, 167, 39278, 57519
859, 1, 14, 15259, 304, 41941, 57519
865, 2, 14, 26074, 3, 31426, 57519
871, 3, 14, 11417, 65, 46020, 57519
877, 4, 14, 17213, 53, 40235, 57519
883, 4, 12, 23811, 55, 33637, 57519
889, 3, 13, 27025, 56, 30422, 57519
895, 4, 14, 31479, 55, 25967, 57519
901, 4, 16, 35025, 52, 22422, 57519
907, 3, 15, 38769, 6, 18726, 57519
913, 2, 16, 41528, 8, 15965, 57519
919, 2, 16, 43611, 7, 13883, 57519
925, 2, 25, 21019, 53, 36420, 57519
931, 2, 16, 23456, 39, 34006, 57519
937, 1, 18, 32744, 37, 24719, 57519
943, 2, 17, 37219, 32, 20249, 57519
949, 3, 16, 41896, 4, 15600, 57519
955, 1, 18, 43909, 44, 13547, 57519
961, 1, 17, 44190, 49, 13262, 57519
967, 3, 15, 45693, 51, 11757, 57519
973, 2, 16, 47648, 52, 9801, 57519
979, 3, 16, 48450, 54, 8996, 57519
985, 2, 16, 49754, 57, 7690, 57519
991, 2, 17, 23597, 151, 33752, 57519
997, 4, 14, 24072, 143, 33286, 57519
1003, 4, 14, 30582, 167, 26752, 57519
1009, 5, 13, 32892, 166, 24443, 57519
1015, 4, 14, 38037, 165, 19299, 57519
1021, 4, 13, 41349, 169, 15984, 57519
1027, 4, 13, 43263, 158, 14081, 57519
1033, 5, 13, 43831, 7, 13663, 57519
1039, 3, 15, 11788, 144, 45569, 57519
1045, 1, 16, 15714, 125, 41663, 57519
1051, 1, 17, 17344, 106, 40051, 57519
1057, 1, 17, 28271, 100, 29130, 57519
1063, 1, 17, 30013, 97, 27391, 57519
1069, 0, 17, 34256, 108, 23138, 57519
1075, 0, 16, 49918, 27, 7558, 57519
1081, 1, 17, 53550, 31, 3920, 57519
1087, 1, 18, 52456, 32, 5012, 57519
1093, 1, 18, 24713, 75, 32712, 57519
1099, 1, 18, 27876, 76, 29548, 57519
1105, 1, 18, 49263, 67, 8170, 57519
1111, 1, 17, 51747, 54, 5700, 57519
1117, 1, 16, 52964, 5, 4533, 57519
1123, 1, 15, 53732, 6, 3765, 57519
1129, 1, 18, 52994, 6, 4500, 57519
1135, 1, 18, 52857, 6, 4637, 57519
1141, 1, 18, 53644, 6, 3850, 57519
1147, 1, 18, 54196, 9, 3295, 57519
1153, 1, 18, 53299, 10, 4191, 57519
1159, 1, 18, 27352, 15, 30133, 57519
1165, 1, 19, 28067, 10, 29422, 57519
1171, 1, 19, 34188, 8, 23303, 57519
1177, 1, 17, 38131, 8, 19362, 57519
1183, 3, 16, 40894, 11, 16595, 57519
1189, 4, 16, 42549, 10, 14940, 57519
1195, 3, 17, 45867, 8, 11624, 57519
1201, 3, 16, 46469, 6, 11025, 57519
1207, 2, 16, 10446, 18, 47037, 57519
1213, 2, 16, 9723, 18, 47760, 57519
1219, 2, 16, 15689, 14, 41798, 57519
1225, 2, 16, 28811, 14, 28676, 57519
1231, 3, 15, 32569, 13, 24919, 57519
1237, 2, 16, 37461, 12, 20028, 57519
1243, 2, 17, 39760, 6, 17734, 57519
1249, 2, 17, 42500, 7, 14993, 57519
1255, 2, 16, 45788, 8, 11705, 57519
1261, 2, 14, 46478, 9, 11016, 57519
1267, 2, 14, 47514, 10, 9979, 57519
1273, 2, 15, 47020, 10, 10472, 57519
1279, 3, 12, 47290, 14, 10200, 57519
1285, 4, 14, 48398, 5, 9098, 57519
1291, 3, 15, 49876, 8, 7617, 57519
1297, 17, 14, 49847, 10, 7631, 57519
1303, 21, 14, 51058, 34, 6392, 57519
1309, 21, 15, 51250, 33, 6200, 57519
1315, 20, 16, 51923, 45, 5515, 57519
1321, 21, 16, 49822, 62, 7598, 57519
1327, 24, 15, 14266, 69, 43145, 57519
1333, 21, 15, 15665, 59, 41759, 57519
1339, 17, 16, 25523, 62, 31901, 57519
1345, 16, 16, 27362, 61, 30064, 57519
1351, 20, 16, 34095, 50, 23338, 57519
1357, 24, 17, 38776, 39, 18663, 57519
1363, 22, 16, 40723, 41, 16717, 57519
1369, 21, 18, 42572, 43, 14865, 57519
1375, 14, 18, 11601, 408, 45478, 57519
1381, 9, 18, 9654, 427, 47411, 57519
1387, 5, 18, 24179, 386, 32931, 57519
1393, 1, 19, 27843, 376, 29280, 57519
1399, 0, 18, 33040, 365, 24096, 57519
1405, 1, 17, 37783, 353, 19365, 57519
1411, 1, 18, 41041, 51, 16408, 57519
1417, 2, 17, 43277, 9, 14214, 57519
1423, 1, 18, 46298, 7, 11195, 57519
1429, 2, 13, 47428, 6, 10070, 57519
1435, 2, 12, 47719, 4, 9782, 57519
1441, 1, 14, 49190, 10, 8304, 57519
1447, 1, 14, 49631, 10, 7863, 57519
1453, 1, 15, 50689, 6, 6808, 57519
1459, 2, 14, 51544, 7, 5952, 57519
1465, 2, 13, 50332, 21, 7151, 57519
1471, 2, 12, 50696, 17, 6792, 57519
1477, 2, 11, 51450, 17, 6039, 57519
1483, 2, 11, 52267, 17, 5222, 57519
1489, 2, 12, 51320, 17, 6168, 57519
1495, 3, 9, 11533, 175, 45799, 57519
1501, 2, 9, 12887, 148, 44473, 57519
1507, 2, 9, 18373, 232, 38903, 57519
1513, 2, 10, 22556, 232, 34719, 57519
1519, 1, 9, 26099, 219, 31191, 57519
1525, 2, 8, 32135, 292, 25082, 57519
1531, 2, 8, 38227, 287, 18995, 57519
1537, 1, 11, 40758, 7, 16742, 57519
1543, 1, 12, 9137, 55, 48314, 57519
1549, 1, 12, 8697, 60, 48749, 57519
1555, 1, 12, 21663, 57, 35786, 57519
1561, 1, 12, 30646, 26, 26834, 57519
1567, 1, 12, 36776, 11, 20719, 57519
1573, 1, 11, 39482, 13, 18012, 57519
1579, 2, 11, 50822, 6, 6678, 57519
1585, 1, 11, 52612, 6, 4889, 57519
1591, 1, 12, 52690, 4, 4812, 57519
1597, 1, 12, 52687, 5, 4814, 57519
1603, 2, 10, 52742, 7, 4758, 57519
1609, 1, 14, 52558, 18, 4928, 57519
1615, 0, 14, 52417, 19, 5069, 57519
1621, 1, 11, 53640, 4, 3863, 57519
1627, 1, 10, 53686, 4, 3818, 57519
1633, 1, 12, 53625, 5, 3876, 57519
1639, 22, 12, 53335, 6, 4144, 57519
1645, 13, 13, 53407, 43, 4043, 57519
1651, 27, 11, 53583, 38, 3860, 57519
1657, 27, 10, 52327, 38, 5117, 57519
1663, 9, 13, 13755, 259, 43483, 57519
1669, 4, 13, 15435, 271, 41796, 57519
1675, 4, 13, 27677, 263, 29562, 57519
1681, 2, 13, 32649, 263, 24592, 57519
