ts, default broker, CrocodileAgent, EWIIS3, VidyutVanika, Bunnie, total
847, 2, 1378, 32, 10403, 45689, 57504
853, 3, 857, 32, 9372, 47240, 57504
859, 2, 535, 32, 9024, 47911, 57504
865, 1, 435, 32, 22533, 34503, 57504
871, 1, 316, 34, 8130, 49023, 57504
877, 1524, 685, 33, 11483, 43779, 57504
883, 1827, 750, 32, 16409, 38486, 57504
889, 2306, 671, 32, 19220, 35275, 57504
895, 2677, 502, 32, 22439, 31854, 57504
901, 2890, 533, 32, 11173, 42876, 57504
907, 3192, 598, 33, 15569, 38112, 57504
913, 3241, 1056, 35, 18879, 34293, 57504
919, 3162, 1252, 34, 20905, 32151, 57504
925, 3141, 1529, 33, 24950, 27851, 57504
931, 3196, 1637, 32, 28541, 24098, 57504
937, 3207, 2077, 32, 29450, 22738, 57504
943, 3166, 2261, 30, 31285, 20762, 57504
949, 3255, 2301, 20, 33598, 18330, 57504
955, 3327, 2256, 21, 35421, 16479, 57504
961, 3608, 2123, 22, 34559, 17192, 57504
967, 3662, 2075, 22, 16919, 34826, 57504
973, 3374, 2151, 22, 19260, 32697, 57504
979, 3358, 2075, 23, 21754, 30294, 57504
985, 3509, 1860, 22, 23881, 28232, 57504
991, 3279, 1756, 22, 25068, 27379, 57504
997, 3342, 1560, 21, 28073, 24508, 57504
1003, 3044, 1263, 21, 30717, 22459, 57504
1009, 2861, 1023, 21, 28971, 24628, 57504
1015, 2985, 772, 22, 29765, 23960, 57504
1021, 3188, 532, 21, 31927, 21836, 57504
1027, 3302, 472, 20, 32690, 21020, 57504
1033, 3186, 410, 12, 31986, 21910, 57504
1039, 3328, 385, 11, 4639, 49141, 57504
1045, 3334, 359, 12, 7180, 46619, 57504
1051, 3416, 288, 11, 12247, 41542, 57504
1057, 3670, 296, 11, 15097, 38430, 57504
1063, 3698, 248, 11, 18217, 35330, 57504
1069, 3591, 596, 14, 9969, 43334, 57504
1075, 3515, 846, 15, 16762, 36366, 57504
1081, 3648, 1371, 14, 21403, 31068, 57504
1087, 3540, 1741, 14, 25637, 26572, 57504
1093, 3592, 2452, 13, 28558, 22889, 57504
1099, 3543, 2765, 13, 31827, 19356, 57504
1105, 3600, 3139, 13, 31765, 18987, 57504
1111, 3769, 3114, 14, 31563, 19044, 57504
1117, 3717, 3087, 13, 33121, 17566, 57504
1123, 3805, 3076, 12, 34912, 15699, 57504
1129, 3649, 3120, 12, 33534, 17189, 57504
1135, 3317, 3115, 11, 19795, 31266, 57504
1141, 3272, 3053, 11, 21685, 29483, 57504
1147, 3257, 2958, 12, 24590, 26687, 57504
1153, 3057, 2314, 11, 29127, 22995, 57504
1159, 3342, 2080, 10, 29261, 22811, 57504
1165, 3392, 1701, 11, 32228, 20172, 57504
1171, 3361, 1348, 12, 33932, 18851, 57504
1177, 3310, 1072, 12, 31648, 21462, 57504
1183, 3329, 752, 12, 30005, 23406, 57504
1189, 3305, 656, 12, 29990, 23541, 57504
1195, 3306, 490, 13, 30476, 23219, 57504
1201, 3450, 419, 11, 30361, 23263, 57504
1207, 3418, 363, 11, 31414, 22298, 57504
1213, 3375, 190, 11, 33156, 20772, 57504
1219, 3536, 178, 12, 33349, 20429, 57504
1225, 3468, 193, 12, 32507, 21324, 57504
1231, 3372, 177, 13, 5732, 48210, 57504
1237, 3440, 457, 13, 6111, 47483, 57504
1243, 3506, 898, 13, 11872, 41215, 57504
1249, 3616, 1397, 12, 14275, 38204, 57504
1255, 3397, 1987, 14, 19872, 32234, 57504
1261, 3507, 2557, 12, 25140, 26288, 57504
1267, 3383, 2940, 12, 30517, 20652, 57504
1273, 3442, 3482, 13, 30494, 20073, 57504
1279, 3638, 3704, 14, 31382, 18766, 57504
1285, 3570, 3730, 13, 33167, 17024, 57504
1291, 3753, 3715, 13, 34273, 15750, 57504
1297, 3788, 3734, 13, 32584, 17385, 57504
1303, 3577, 3684, 13, 15118, 35112, 57504
1309, 3579, 3529, 15, 18124, 32257, 57504
1315, 3575, 3376, 14, 22891, 27648, 57504
1321, 3481, 2934, 12, 26092, 24985, 57504
1327, 3490, 2370, 12, 28593, 23039, 57504
1333, 3487, 2043, 10, 30224, 21740, 57504
1339, 3321, 1945, 10, 31621, 20607, 57504
1345, 3208, 1324, 10, 29668, 23294, 57504
1351, 3202, 729, 8, 29837, 23728, 57504
1357, 3437, 554, 10, 31761, 21742, 57504
1363, 3245, 476, 10, 32609, 21164, 57504
1369, 3185, 431, 8, 30256, 23624, 57504
1375, 3268, 503, 8, 31417, 22308, 57504
1381, 3087, 422, 9, 32960, 21026, 57504
1387, 3153, 320, 9, 33670, 20352, 57504
1393, 3161, 360, 9, 31082, 22892, 57504
1399, 3176, 313, 9, 31223, 22783, 57504
1405, 3102, 621, 11, 16318, 37452, 57504
1411, 3245, 722, 9, 19551, 33977, 57504
1417, 3393, 1106, 9, 21111, 31885, 57504
1423, 3340, 1621, 10, 22249, 30284, 57504
1429, 3205, 2100, 10, 24594, 27595, 57504
1435, 3164, 2415, 9, 30350, 21566, 57504
1441, 3246, 2538, 10, 29584, 22126, 57504
1447, 3461, 2666, 12, 30579, 20786, 57504
1453, 3565, 2663, 12, 33311, 17953, 57504
1459, 3516, 2668, 12, 34952, 16356, 57504
1465, 3524, 2662, 11, 35743, 15564, 57504
1471, 3547, 2717, 13, 19568, 31659, 57504
1477, 3475, 2587, 14, 16408, 35020, 57504
1483, 3474, 2571, 12, 19063, 32384, 57504
1489, 3383, 2175, 12, 20110, 31824, 57504
1495, 3404, 1866, 12, 20169, 32053, 57504
1501, 3669, 1691, 12, 23476, 28656, 57504
1507, 3563, 1416, 11, 24824, 27690, 57504
1513, 3531, 1017, 11, 24549, 28396, 57504
1519, 3571, 747, 12, 26198, 26976, 57504
1525, 3558, 533, 11, 29663, 23739, 57504
1531, 3667, 385, 12, 30573, 22867, 57504
1537, 3747, 454, 12, 27010, 26281, 57504
1543, 3804, 387, 12, 27207, 26094, 57504
1549, 3664, 428, 11, 29112, 24289, 57504
1555, 3649, 392, 10, 31566, 21887, 57504
1561, 3852, 258, 10, 27318, 26066, 57504
1567, 3642, 188, 8, 27802, 25864, 57504
1573, 3589, 614, 10, 12499, 40792, 57504
1579, 3431, 743, 13, 14827, 38490, 57504
1585, 3442, 1198, 15, 18868, 33981, 57504
1591, 3522, 1948, 13, 22354, 29667, 57504
1597, 3322, 2567, 12, 24779, 26824, 57504
1603, 3297, 2931, 9, 26742, 24525, 57504
1609, 3392, 3010, 12, 26791, 24299, 57504
1615, 3265, 3039, 11, 27158, 24031, 57504
1621, 3534, 3007, 9, 30184, 20770, 57504
1627, 3354, 2996, 10, 32667, 18477, 57504
1633, 3150, 2929, 9, 30995, 20421, 57504
1639, 3122, 2939, 9, 16824, 34610, 57504
1645, 3082, 2736, 10, 13713, 37963, 57504
1651, 2957, 2689, 11, 17687, 34160, 57504
1657, 3053, 2480, 9, 18942, 33020, 57504
1663, 3061, 2300, 9, 19790, 32344, 57504
1669, 3117, 1754, 9, 22036, 30588, 57504
1675, 3371, 1258, 9, 25619, 27247, 57504
1681, 3340, 893, 9, 25261, 28001, 57504
1687, 3320, 635, 8, 26792, 26749, 57504
1693, 3274, 589, 9, 29317, 24315, 57504
1699, 3376, 439, 10, 32333, 21346, 57504
1705, 3326, 339, 11, 31022, 22806, 57504
1711, 3311, 288, 12, 31867, 22026, 57504
1717, 3332, 273, 12, 33355, 20532, 57504
1723, 3213, 267, 10, 33540, 20474, 57504
1729, 3230, 271, 11, 32284, 21708, 57504
1735, 3144, 246, 11, 33904, 20199, 57504
1741, 3210, 694, 13, 15335, 38252, 57504
1747, 3244, 628, 13, 17768, 35851, 57504
1753, 3430, 915, 14, 20444, 32701, 57504
1759, 3210, 1476, 11, 19261, 33546, 57504
1765, 3290, 1971, 10, 29428, 22805, 57504
1771, 3296, 2368, 9, 31199, 20632, 57504
1777, 3251, 2880, 10, 31918, 19445, 57504
1783, 3386, 3060, 9, 34047, 17002, 57504
1789, 3333, 3057, 9, 36084, 15021, 57504
1795, 3443, 3027, 11, 37456, 13567, 57504
1801, 3286, 3128, 9, 36683, 14398, 57504
1807, 3457, 3065, 9, 22897, 28076, 57504
1813, 3490, 2778, 8, 24212, 27016, 57504
