ts, default broker, SPOT, COLDPower18, EWIIS3, AgentUDE, total
1123, 7107, 0, 0, 25349, 25058, 57514
1129, 7106, 0, 0, 24920, 25488, 57514
1135, 7102, 0, 0, 24505, 25907, 57514
1141, 7099, 0, 0, 24245, 26170, 57514
1147, 7097, 0, 0, 23698, 26719, 57514
1153, 7096, 0, 0, 23451, 26967, 57514
1159, 7114, 0, 0, 25906, 24494, 57514
1165, 7114, 0, 0, 25197, 25203, 57514
1171, 7114, 0, 0, 24875, 25525, 57514
1177, 7111, 0, 0, 24224, 26179, 57514
1183, 7111, 0, 0, 24091, 26312, 57514
1189, 7111, 0, 0, 23910, 26493, 57514
1195, 7111, 0, 0, 23620, 26783, 57514
1201, 7120, 0, 0, 35205, 15189, 57514
1207, 7120, 0, 0, 34715, 15679, 57514
1213, 7120, 0, 0, 33546, 16848, 57514
1219, 7120, 0, 0, 32747, 17647, 57514
1225, 7121, 0, 0, 31379, 19014, 57514
1231, 7120, 0, 0, 30723, 19671, 57514
1237, 7120, 0, 0, 30030, 20364, 57514
1243, 7121, 0, 0, 36666, 13727, 57514
1249, 7121, 0, 0, 34845, 15548, 57514
1255, 7121, 0, 0, 34005, 16388, 57514
1261, 7121, 0, 0, 33342, 17051, 57514
1267, 7120, 0, 0, 30630, 19764, 57514
1273, 7120, 0, 0, 29546, 20848, 57514
1279, 7120, 0, 0, 29036, 21358, 57514
1285, 7121, 0, 0, 25988, 24405, 57514
1291, 7120, 0, 0, 23088, 27306, 57514
1297, 7117, 0, 0, 22837, 27560, 57514
1303, 7117, 0, 0, 22798, 27599, 57514
1309, 7115, 0, 0, 22677, 27722, 57514
1315, 7112, 0, 0, 22676, 27726, 57514
1321, 7112, 0, 0, 22670, 27732, 57514
1327, 7121, 0, 0, 37007, 13386, 57514
1333, 7119, 0, 0, 34847, 15548, 57514
1339, 7121, 0, 0, 32439, 17954, 57514
1345, 7118, 0, 0, 30220, 20176, 57514
1351, 7117, 0, 0, 28983, 21414, 57514
1357, 7117, 0, 0, 27082, 23315, 57514
1363, 7115, 0, 0, 26613, 23786, 57514
1369, 7112, 0, 0, 27733, 22669, 57514
1375, 7109, 0, 0, 26987, 23418, 57514
1381, 7105, 0, 0, 26654, 23755, 57514
1387, 7106, 0, 0, 25789, 24619, 57514
1393, 7103, 0, 0, 25080, 25331, 57514
1399, 7103, 0, 0, 24810, 25601, 57514
1405, 7102, 0, 0, 24359, 26053, 57514
1411, 7099, 0, 0, 29115, 21300, 57514
1417, 7099, 0, 0, 27076, 23339, 57514
1423, 7099, 0, 0, 26554, 23861, 57514
1429, 7099, 0, 0, 24647, 25768, 57514
1435, 7099, 0, 0, 23884, 26531, 57514
1441, 7099, 0, 0, 23867, 26548, 57514
1447, 7100, 0, 0, 23515, 26899, 57514
1453, 7107, 0, 0, 25280, 25127, 57514
1459, 7107, 0, 0, 25089, 25318, 57514
1465, 7107, 0, 0, 24667, 25740, 57514
1471, 7106, 0, 0, 24439, 25969, 57514
1477, 7106, 0, 0, 24246, 26162, 57514
1483, 7106, 0, 0, 23979, 26429, 57514
1489, 7105, 0, 0, 23626, 26783, 57514
1495, 7106, 0, 0, 28269, 22139, 57514
1501, 7106, 0, 0, 26061, 24347, 57514
1507, 7106, 0, 0, 25470, 24938, 57514
1513, 7106, 0, 0, 24442, 25966, 57514
1519, 7106, 0, 0, 24082, 26326, 57514
1525, 7106, 0, 0, 23933, 26475, 57514
1531, 7104, 0, 0, 23271, 27139, 57514
1537, 7103, 0, 0, 23874, 26537, 57514
1543, 7103, 0, 0, 25058, 25353, 57514
1549, 7103, 0, 0, 24955, 25456, 57514
1555, 7100, 0, 0, 24435, 25979, 57514
1561, 7099, 0, 0, 24361, 26054, 57514
1567, 7098, 0, 0, 27223, 23193, 57514
1573, 7058, 0, 0, 26994, 23462, 57514
1579, 7039, 0, 0, 26386, 24089, 57514
1585, 7038, 0, 0, 25021, 25455, 57514
1591, 7036, 0, 0, 25557, 24921, 57514
1597, 7051, 0, 0, 25566, 24897, 57514
1603, 7067, 0, 0, 25117, 25330, 57514
1609, 7076, 0, 0, 24891, 25547, 57514
1615, 7078, 0, 0, 24798, 25638, 57514
1621, 7076, 0, 0, 23371, 27067, 57514
1627, 7080, 0, 0, 22704, 27730, 57514
1633, 7083, 0, 0, 22674, 27757, 57514
1639, 7084, 0, 0, 23205, 27225, 57514
1645, 7085, 0, 0, 23241, 27188, 57514
1651, 7086, 0, 0, 23098, 27330, 57514
1657, 7090, 0, 0, 23139, 27285, 57514
1663, 7097, 0, 0, 27094, 23323, 57514
1669, 7094, 0, 0, 25421, 24999, 57514
1675, 7094, 0, 0, 24539, 25881, 57514
1681, 7092, 0, 0, 23668, 26754, 57514
1687, 7092, 0, 0, 23566, 26856, 57514
1693, 7093, 0, 0, 23267, 27154, 57514
1699, 7095, 0, 0, 23088, 27331, 57514
1705, 7115, 0, 0, 28495, 21904, 57514
1711, 7116, 0, 0, 27768, 22630, 57514
1717, 7117, 0, 0, 26997, 23400, 57514
1723, 7117, 0, 0, 26097, 24300, 57514
1729, 7117, 0, 0, 25887, 24510, 57514
1735, 7118, 0, 0, 25615, 24781, 57514
1741, 7118, 0, 0, 24804, 25592, 57514
1747, 7117, 0, 0, 27188, 23209, 57514
1753, 7116, 0, 0, 25294, 25104, 57514
1759, 7116, 0, 0, 24812, 25586, 57514
1765, 7115, 0, 0, 24423, 25976, 57514
1771, 7113, 0, 0, 24162, 26239, 57514
1777, 7114, 0, 0, 24017, 26383, 57514
1783, 7113, 0, 0, 23655, 26746, 57514
1789, 7123, 0, 0, 32159, 18232, 57514
1795, 7122, 0, 0, 30347, 20045, 57514
1801, 7121, 0, 0, 28872, 21521, 57514
1807, 7121, 0, 0, 28430, 21963, 57514
1813, 7119, 0, 0, 27852, 22543, 57514
1819, 7120, 0, 0, 26972, 23422, 57514
1825, 7120, 0, 0, 26627, 23767, 57514
