ts, default broker, COLDPower18, EWIIS3, AgentUDE, Bunnie, total
793, 6937, 0, 20, 28148, 22407, 57512
799, 6903, 0, 21, 28772, 21816, 57512
805, 6837, 0, 20, 31961, 18694, 57512
811, 6914, 0, 21, 32765, 17812, 57512
817, 6924, 0, 15, 34029, 16544, 57512
823, 6941, 0, 15, 10022, 40534, 57512
829, 6798, 0, 15, 10744, 39955, 57512
835, 6865, 0, 14, 13132, 37501, 57512
841, 6895, 0, 15, 14934, 35668, 57512
847, 6887, 0, 15, 16054, 34556, 57512
853, 6924, 0, 14, 18445, 32129, 57512
859, 6948, 0, 13, 21106, 29445, 57512
865, 6941, 0, 13, 17305, 33253, 57512
871, 6884, 0, 13, 18307, 32308, 57512
877, 6886, 0, 11, 21704, 28911, 57512
883, 6928, 0, 11, 23299, 27274, 57512
889, 6931, 0, 11, 27383, 23187, 57512
895, 6938, 0, 11, 28291, 22272, 57512
901, 6895, 0, 12, 29631, 20974, 57512
907, 6935, 0, 12, 7258, 43307, 57512
913, 6922, 0, 13, 7854, 42723, 57512
919, 6881, 0, 14, 8064, 42553, 57512
925, 6798, 0, 14, 9076, 41624, 57512
931, 6821, 0, 15, 9375, 41301, 57512
937, 6810, 0, 14, 10890, 39798, 57512
943, 6828, 0, 14, 11320, 39350, 57512
949, 6888, 0, 13, 6745, 43866, 57512
955, 6825, 0, 13, 7443, 43231, 57512
961, 6881, 0, 13, 8618, 42000, 57512
967, 6949, 0, 13, 10435, 40115, 57512
973, 6702, 0, 13, 11542, 39255, 57512
979, 6755, 0, 13, 13756, 36988, 57512
985, 6817, 0, 13, 15821, 34861, 57512
991, 6766, 0, 12, 2496, 48238, 57512
997, 6740, 0, 13, 3572, 47187, 57512
1003, 6638, 0, 14, 4376, 46484, 57512
1009, 6760, 0, 13, 6475, 44264, 57512
1015, 6761, 0, 13, 6984, 43754, 57512
1021, 6816, 0, 14, 7981, 42701, 57512
1027, 6841, 0, 15, 8382, 42274, 57512
1033, 6916, 0, 15, 4577, 46004, 57512
1039, 6858, 0, 15, 5559, 45080, 57512
1045, 6860, 0, 14, 7968, 42670, 57512
1051, 6933, 0, 15, 8530, 42034, 57512
1057, 6951, 0, 14, 10004, 40543, 57512
1063, 6978, 0, 16, 10009, 40509, 57512
1069, 6983, 0, 16, 11163, 39350, 57512
1075, 6982, 0, 16, 3696, 46818, 57512
1081, 6919, 0, 15, 4842, 45736, 57512
1087, 6831, 0, 15, 5103, 45563, 57512
1093, 6759, 0, 14, 6454, 44285, 57512
1099, 6821, 0, 13, 7516, 43162, 57512
1105, 6862, 0, 14, 8308, 42328, 57512
1111, 6858, 0, 13, 9057, 41584, 57512
1117, 6911, 0, 14, 2796, 47791, 57512
1123, 6844, 0, 13, 3436, 47219, 57512
1129, 6899, 0, 13, 4512, 46088, 57512
1135, 6925, 0, 12, 4919, 45656, 57512
1141, 6953, 0, 13, 5766, 44780, 57512
1147, 6952, 0, 14, 6027, 44519, 57512
1153, 6949, 0, 14, 6647, 43902, 57512
1159, 6842, 0, 12, 1590, 49068, 57512
1165, 6694, 0, 13, 3778, 47027, 57512
1171, 6585, 0, 13, 4805, 46109, 57512
1177, 6633, 0, 14, 6475, 44390, 57512
1183, 6739, 0, 14, 8859, 41900, 57512
1189, 6780, 0, 13, 11706, 39013, 57512
1195, 6897, 0, 15, 14346, 36254, 57512
1201, 6930, 0, 16, 4555, 46011, 57512
1207, 6934, 0, 16, 5370, 45192, 57512
1213, 6986, 0, 17, 7400, 43109, 57512
1219, 6970, 0, 17, 9276, 41249, 57512
1225, 6991, 0, 16, 11342, 39163, 57512
1231, 7009, 0, 17, 12526, 37960, 57512
1237, 6977, 0, 16, 14811, 35708, 57512
1243, 6968, 0, 15, 6043, 44486, 57512
1249, 6991, 0, 15, 6653, 43853, 57512
1255, 6821, 0, 13, 6937, 43741, 57512
1261, 6788, 0, 13, 9026, 41685, 57512
1267, 6790, 0, 12, 9881, 40829, 57512
1273, 6818, 0, 11, 11544, 39139, 57512
1279, 6868, 0, 13, 12800, 37831, 57512
1285, 6793, 0, 13, 4077, 46629, 57512
1291, 6833, 0, 14, 5093, 45572, 57512
1297, 6820, 0, 16, 6351, 44325, 57512
1303, 6839, 0, 15, 6894, 43764, 57512
1309, 6877, 0, 14, 7516, 43105, 57512
1315, 6938, 0, 14, 8094, 42466, 57512
1321, 6969, 0, 14, 8823, 41706, 57512
1327, 6926, 0, 14, 4116, 46456, 57512
1333, 6968, 0, 14, 6127, 44403, 57512
1339, 7006, 0, 13, 7201, 43292, 57512
1345, 6927, 0, 12, 8379, 42194, 57512
1351, 6931, 0, 13, 9750, 40818, 57512
1357, 7003, 0, 14, 11963, 38532, 57512
1363, 6979, 0, 11, 12843, 37679, 57512
1369, 6980, 0, 11, 3085, 47436, 57512
1375, 6974, 0, 10, 3273, 47255, 57512
1381, 6908, 0, 11, 3978, 46615, 57512
1387, 6921, 0, 12, 4360, 46219, 57512
1393, 6936, 0, 13, 5362, 45201, 57512
1399, 6887, 0, 15, 5547, 45063, 57512
1405, 6916, 0, 15, 6258, 44323, 57512
1411, 6932, 0, 13, 1422, 49145, 57512
1417, 6895, 0, 13, 1722, 48882, 57512
1423, 6863, 0, 16, 2107, 48526, 57512
1429, 6926, 0, 15, 2311, 48260, 57512
1435, 6939, 0, 14, 2598, 47961, 57512
1441, 6955, 0, 12, 2937, 47608, 57512
1447, 6956, 0, 10, 3511, 47035, 57512
1453, 6880, 0, 9, 1747, 48876, 57512
1459, 6879, 0, 10, 2228, 48395, 57512
1465, 6907, 0, 9, 3757, 46839, 57512
1471, 6939, 0, 9, 3900, 46664, 57512
1477, 6899, 0, 9, 4650, 45954, 57512
1483, 6885, 0, 12, 5373, 45242, 57512
1489, 6863, 0, 12, 6580, 44057, 57512
1495, 6839, 0, 12, 1692, 48969, 57512
1501, 6790, 0, 14, 2514, 48194, 57512
1507, 6776, 0, 14, 3559, 47163, 57512
1513, 6829, 0, 15, 4529, 46139, 57512
1519, 6890, 0, 15, 5255, 45352, 57512
1525, 6890, 0, 16, 6019, 44587, 57512
1531, 6924, 0, 16, 6941, 43631, 57512
1537, 6887, 0, 17, 3027, 47581, 57512
1543, 6899, 0, 16, 4276, 46321, 57512
1549, 6906, 0, 16, 5564, 45026, 57512
1555, 6926, 0, 14, 6635, 43937, 57512
1561, 6893, 0, 16, 7973, 42630, 57512
1567, 6850, 0, 15, 8611, 42036, 57512
1573, 6798, 0, 14, 9643, 41057, 57512
1579, 6826, 0, 15, 1262, 49409, 57512
1585, 6928, 0, 15, 1739, 48830, 57512
1591, 6907, 0, 15, 1894, 48696, 57512
1597, 6912, 0, 16, 1883, 48701, 57512
1603, 6931, 0, 15, 2217, 48349, 57512
1609, 6928, 0, 15, 2596, 47973, 57512
1615, 6891, 0, 14, 2884, 47723, 57512
1621, 6869, 0, 16, 617, 50010, 57512
1627, 6879, 0, 14, 814, 49805, 57512
1633, 6836, 0, 16, 2045, 48615, 57512
1639, 6855, 0, 15, 2333, 48309, 57512
1645, 6587, 0, 15, 3707, 47203, 57512
1651, 6607, 0, 16, 4904, 45985, 57512
1657, 6796, 0, 16, 6106, 44594, 57512
1663, 6821, 0, 15, 2843, 47833, 57512
1669, 6872, 0, 15, 4719, 45906, 57512
1675, 6935, 0, 15, 7583, 42979, 57512
1681, 6886, 0, 14, 8688, 41924, 57512
1687, 6982, 0, 10, 9644, 40876, 57512
1693, 6947, 0, 11, 11618, 38936, 57512
1699, 6961, 0, 10, 12434, 38107, 57512
1705, 6936, 0, 11, 2711, 47854, 57512
1711, 6940, 0, 12, 3086, 47474, 57512
1717, 6912, 0, 13, 3810, 46777, 57512
1723, 6949, 0, 13, 4790, 45760, 57512
1729, 6899, 0, 13, 5189, 45411, 57512
1735, 6886, 0, 13, 5564, 45049, 57512
1741, 6938, 0, 11, 7035, 43528, 57512
1747, 6958, 0, 12, 3222, 47320, 57512
1753, 6945, 0, 12, 5279, 45276, 57512
1759, 6892, 0, 11, 6092, 44517, 57512
1765, 6944, 0, 11, 7358, 43199, 57512
1771, 6934, 0, 10, 8608, 41960, 57512
1777, 6960, 0, 10, 9490, 41052, 57512
1783, 6909, 0, 13, 9883, 40707, 57512
1789, 6780, 0, 14, 3174, 47544, 57512
1795, 6839, 0, 15, 3655, 47003, 57512
1801, 6903, 0, 16, 4035, 46558, 57512
1807, 6926, 0, 14, 5219, 45353, 57512
1813, 6990, 0, 16, 7174, 43332, 57512
1819, 7022, 0, 16, 7178, 43296, 57512
1825, 6996, 0, 15, 7872, 42629, 57512
1831, 6986, 0, 15, 4099, 46412, 57512
1837, 6973, 0, 16, 6605, 43918, 57512
1843, 6986, 0, 16, 9266, 41244, 57512
1849, 6981, 0, 17, 10324, 40190, 57512
