ts, default broker, CrocodileAgent, COLDPower18, AgentUDE, Bunnie, total
739, 6444, 22999, 0, 6, 28057, 57506
745, 6413, 20166, 0, 7, 30920, 57506
751, 6332, 17566, 0, 8, 33600, 57506
757, 5885, 14872, 0, 6, 36743, 57506
763, 6108, 10770, 0, 5, 40623, 57506
769, 6281, 7900, 0, 7, 43318, 57506
775, 6434, 6165, 0, 5, 44902, 57506
781, 6677, 4081, 0, 8, 46740, 57506
787, 6689, 2981, 0, 8, 47828, 57506
793, 6781, 2454, 0, 6, 48265, 57506
799, 6731, 1849, 0, 6, 48920, 57506
805, 6553, 1413, 0, 8, 49532, 57506
811, 6547, 1140, 0, 9, 49810, 57506
817, 6610, 676, 0, 6, 50214, 57506
823, 6640, 581, 0, 4, 50281, 57506
829, 6704, 509, 0, 4, 50289, 57506
835, 6710, 524, 0, 6, 50266, 57506
841, 6766, 2598, 0, 4, 48138, 57506
847, 6743, 4068, 0, 6, 46689, 57506
853, 6781, 5489, 0, 6, 45230, 57506
859, 6766, 6891, 0, 5, 43844, 57506
865, 6783, 7706, 0, 4, 43013, 57506
871, 6639, 8186, 0, 4, 42677, 57506
877, 6738, 8074, 0, 8, 42686, 57506
883, 6819, 7841, 0, 6, 42840, 57506
889, 6815, 7704, 0, 5, 42982, 57506
895, 6686, 7521, 0, 6, 43293, 57506
901, 6695, 7201, 0, 4, 43606, 57506
907, 6595, 6569, 0, 21, 44321, 57506
913, 6676, 5109, 0, 12, 45709, 57506
919, 6658, 4450, 0, 5, 46393, 57506
925, 6689, 4167, 0, 7, 46643, 57506
931, 6672, 3283, 0, 7, 47544, 57506
937, 6694, 2671, 0, 4, 48137, 57506
943, 6715, 1904, 0, 5, 48882, 57506
949, 6486, 1651, 0, 7, 49362, 57506
955, 6538, 1463, 0, 8, 49497, 57506
961, 6524, 1231, 0, 7, 49744, 57506
967, 6511, 989, 0, 4, 50002, 57506
973, 6483, 846, 0, 152, 50025, 57506
979, 6466, 612, 0, 153, 50275, 57506
985, 6450, 548, 0, 154, 50354, 57506
991, 6433, 488, 0, 153, 50432, 57506
997, 6507, 646, 0, 157, 50196, 57506
1003, 6613, 1840, 0, 155, 48898, 57506
1009, 6675, 2381, 0, 156, 48294, 57506
1015, 6677, 3045, 0, 150, 47634, 57506
1021, 6770, 4867, 0, 96, 45773, 57506
1027, 6772, 6716, 0, 34, 43984, 57506
1033, 6623, 7724, 0, 6, 43153, 57506
1039, 6579, 7966, 0, 6, 42955, 57506
1045, 6606, 8055, 0, 5, 42840, 57506
1051, 6615, 8069, 0, 9, 42813, 57506
1057, 6621, 8081, 0, 6, 42798, 57506
1063, 6623, 8044, 0, 4, 42835, 57506
1069, 6568, 8048, 0, 3, 42887, 57506
1075, 6566, 7670, 0, 6, 43264, 57506
1081, 6507, 7056, 0, 8, 43935, 57506
1087, 6500, 6245, 0, 4, 44757, 57506
1093, 6348, 5633, 0, 3, 45522, 57506
1099, 6270, 4450, 0, 5, 46781, 57506
1105, 6314, 2896, 0, 6, 48290, 57506
1111, 6292, 2051, 0, 7, 49156, 57506
1117, 6030, 1850, 0, 6, 49620, 57506
1123, 6105, 1425, 0, 7, 49969, 57506
1129, 6245, 957, 0, 5, 50299, 57506
1135, 6395, 785, 0, 4, 50322, 57506
1141, 6490, 630, 0, 4, 50382, 57506
1147, 6530, 519, 0, 5, 50452, 57506
1153, 6578, 394, 0, 7, 50527, 57506
1159, 6598, 279, 0, 9, 50620, 57506
1165, 6532, 705, 0, 6, 50263, 57506
1171, 6547, 2795, 0, 9, 48155, 57506
1177, 6575, 7602, 0, 7, 43322, 57506
1183, 6644, 11556, 0, 6, 39300, 57506
1189, 6620, 16008, 0, 9, 34869, 57506
1195, 6647, 20125, 0, 7, 30727, 57506
1201, 6622, 20326, 0, 8, 30550, 57506
1207, 6709, 20241, 0, 10, 30546, 57506
1213, 6735, 20237, 0, 10, 30524, 57506
1219, 6727, 20232, 0, 11, 30536, 57506
1225, 6611, 20171, 0, 9, 30715, 57506
1231, 6632, 19865, 0, 5, 31004, 57506
1237, 6752, 19437, 0, 80, 31237, 57506
1243, 6758, 18170, 0, 152, 32426, 57506
1249, 6798, 15153, 0, 154, 35401, 57506
1255, 6765, 13346, 0, 156, 37239, 57506
1261, 6754, 10459, 0, 128, 40165, 57506
1267, 6798, 9492, 0, 101, 41115, 57506
1273, 6739, 5788, 0, 108, 44871, 57506
1279, 6691, 3511, 0, 192, 47112, 57506
1285, 6692, 2785, 0, 34, 47995, 57506
1291, 6733, 2522, 0, 28, 48223, 57506
1297, 6787, 2048, 0, 168, 48503, 57506
1303, 6751, 1304, 0, 290, 49161, 57506
1309, 6801, 825, 0, 262, 49618, 57506
1315, 6693, 719, 0, 231, 49863, 57506
1321, 6773, 676, 0, 233, 49824, 57506
1327, 6892, 630, 0, 39, 49945, 57506
1333, 6868, 996, 0, 6, 49636, 57506
1339, 6865, 1899, 0, 9, 48733, 57506
1345, 6820, 3594, 0, 7, 47085, 57506
1351, 6861, 4661, 0, 5, 45979, 57506
1357, 6638, 6432, 0, 4, 44432, 57506
1363, 6727, 7196, 0, 6, 43577, 57506
1369, 6724, 11200, 0, 7, 39575, 57506
1375, 6818, 12362, 0, 8, 38318, 57506
1381, 6811, 12098, 0, 9, 38588, 57506
1387, 6783, 11772, 0, 7, 38944, 57506
1393, 6699, 11531, 0, 3, 39273, 57506
1399, 6728, 10956, 0, 8, 39814, 57506
1405, 6548, 10338, 0, 11, 40609, 57506
1411, 6554, 9649, 0, 10, 41293, 57506
1417, 6572, 8992, 0, 5, 41937, 57506
1423, 6625, 8231, 0, 6, 42644, 57506
1429, 6761, 6866, 0, 10, 43869, 57506
1435, 6738, 5360, 0, 7, 45401, 57506
1441, 6746, 4125, 0, 7, 46628, 57506
1447, 6703, 3480, 0, 5, 47318, 57506
1453, 6724, 519, 0, 144, 50119, 57506
1459, 6731, 240, 0, 140, 50395, 57506
1465, 6765, 205, 0, 437, 50099, 57506
1471, 6704, 237, 0, 436, 50129, 57506
1477, 6663, 221, 0, 520, 50102, 57506
1483, 6606, 234, 0, 493, 50173, 57506
1489, 6713, 194, 0, 605, 49994, 57506
1495, 6667, 224, 0, 82, 50533, 57506
1501, 6472, 358, 0, 18, 50658, 57506
1507, 6652, 263, 0, 12, 50579, 57506
1513, 6640, 2333, 0, 8, 48525, 57506
1519, 6698, 4072, 0, 6, 46730, 57506
1525, 6681, 5825, 0, 6, 44994, 57506
1531, 6653, 7420, 0, 9, 43424, 57506
1537, 6554, 9619, 0, 6, 41327, 57506
1543, 6653, 9780, 0, 7, 41066, 57506
1549, 6741, 9844, 0, 6, 40915, 57506
1555, 6759, 9741, 0, 4, 41002, 57506
1561, 6820, 9543, 0, 6, 41137, 57506
1567, 6842, 9489, 0, 6, 41169, 57506
1573, 6518, 9636, 0, 7, 41345, 57506
1579, 6487, 9281, 0, 19, 41719, 57506
1585, 6581, 8956, 0, 20, 41949, 57506
1591, 6575, 7465, 0, 21, 43445, 57506
1597, 6630, 6620, 0, 25, 44231, 57506
1603, 6668, 5423, 0, 25, 45390, 57506
1609, 6681, 3976, 0, 150, 46699, 57506
1615, 6676, 3065, 0, 153, 47612, 57506
1621, 6674, 2509, 0, 9, 48314, 57506
1627, 6700, 1630, 0, 8, 49168, 57506
1633, 6791, 1208, 0, 146, 49361, 57506
1639, 6844, 928, 0, 147, 49587, 57506
1645, 6737, 835, 0, 145, 49789, 57506
1651, 6796, 485, 0, 144, 50081, 57506
1657, 6815, 419, 0, 149, 50123, 57506
1663, 6666, 417, 0, 50, 50373, 57506
1669, 6724, 500, 0, 168, 50114, 57506
1675, 6662, 1480, 0, 171, 49193, 57506
1681, 6590, 3084, 0, 180, 47652, 57506
1687, 6527, 4351, 0, 173, 46455, 57506
1693, 6223, 5454, 0, 295, 45534, 57506
1699, 6135, 6584, 0, 288, 44499, 57506
1705, 6224, 7411, 0, 44, 43827, 57506
1711, 6412, 7726, 0, 155, 43213, 57506
1717, 6681, 7548, 0, 157, 43120, 57506
1723, 6620, 7585, 0, 159, 43142, 57506
1729, 6477, 7506, 0, 169, 43354, 57506
1735, 6558, 7546, 0, 166, 43236, 57506
1741, 6453, 7525, 0, 170, 43358, 57506
1747, 6575, 6550, 0, 30, 44351, 57506
1753, 6596, 5363, 0, 16, 45531, 57506
1759, 6611, 4610, 0, 14, 46271, 57506
1765, 6720, 4067, 0, 9, 46710, 57506
1771, 6663, 3692, 0, 11, 47140, 57506
1777, 6658, 2984, 0, 12, 47852, 57506
1783, 6670, 2188, 0, 30, 48618, 57506
1789, 6671, 392, 0, 33, 50410, 57506
1795, 6710, 256, 0, 42, 50498, 57506
1801, 6753, 230, 0, 171, 50352, 57506
1807, 6771, 222, 0, 171, 50342, 57506
1813, 6703, 281, 0, 171, 50351, 57506
1819, 6663, 199, 0, 170, 50474, 57506
1825, 6646, 224, 0, 174, 50462, 57506
1831, 6571, 297, 0, 216, 50422, 57506
1837, 6563, 623, 0, 195, 50125, 57506
