ts, default broker, CrocodileAgent, SPOT, COLDPower18, Bunnie, total
943, 6623, 369, 94, 0, 50430, 57516
949, 6719, 696, 95, 0, 50006, 57516
955, 6731, 1934, 96, 0, 48755, 57516
961, 6586, 2752, 96, 0, 48082, 57516
967, 6645, 4110, 96, 0, 46665, 57516
973, 6703, 4917, 96, 0, 45800, 57516
979, 6628, 6033, 95, 0, 44760, 57516
985, 6648, 6776, 95, 0, 43997, 57516
991, 6648, 6951, 95, 0, 43822, 57516
997, 6265, 7267, 94, 0, 43890, 57516
1003, 6133, 7267, 211, 0, 43905, 57516
1009, 6274, 7178, 211, 0, 43853, 57516
1015, 6298, 7107, 213, 0, 43898, 57516
1021, 6266, 7029, 211, 0, 44010, 57516
1027, 6383, 6321, 211, 0, 44601, 57516
1033, 6334, 5485, 211, 0, 45486, 57516
1039, 6452, 4774, 212, 0, 46078, 57516
1045, 6577, 4057, 184, 0, 46698, 57516
1051, 6633, 3078, 156, 0, 47649, 57516
1057, 6658, 2082, 157, 0, 48619, 57516
1063, 6761, 1693, 125, 0, 48937, 57516
1069, 6791, 1303, 126, 0, 49296, 57516
1075, 6811, 871, 96, 0, 49738, 57516
1081, 6763, 789, 94, 0, 49870, 57516
1087, 6600, 704, 94, 0, 50118, 57516
1093, 6637, 492, 95, 0, 50292, 57516
1099, 6650, 388, 242, 0, 50236, 57516
1105, 6722, 286, 242, 0, 50266, 57516
1111, 6711, 294, 243, 0, 50268, 57516
1117, 6781, 210, 243, 0, 50282, 57516
1123, 6669, 1299, 243, 0, 49305, 57516
1129, 6627, 3700, 244, 0, 46945, 57516
1135, 6646, 4723, 243, 0, 45904, 57516
1141, 6544, 7110, 182, 0, 43680, 57516
1147, 6503, 7747, 155, 0, 43111, 57516
1153, 6580, 9997, 134, 0, 40805, 57516
1159, 6592, 10419, 124, 0, 40381, 57516
1165, 6253, 10483, 125, 0, 40655, 57516
1171, 6268, 10499, 95, 0, 40654, 57516
1177, 6430, 10476, 96, 0, 40514, 57516
1183, 6474, 10389, 95, 0, 40558, 57516
1189, 6596, 10325, 96, 0, 40499, 57516
1195, 6645, 9816, 97, 0, 40958, 57516
1201, 6557, 8340, 95, 0, 42524, 57516
1207, 6566, 7061, 96, 0, 43793, 57516
1213, 6657, 5736, 95, 0, 45028, 57516
1219, 6711, 4230, 96, 0, 46479, 57516
1225, 6575, 3250, 95, 0, 47596, 57516
1231, 6648, 2536, 95, 0, 48237, 57516
1237, 6732, 1563, 95, 0, 49126, 57516
1243, 6744, 1296, 237, 0, 49239, 57516
1249, 6686, 959, 235, 0, 49636, 57516
1255, 6625, 709, 235, 0, 49947, 57516
1261, 6599, 651, 256, 0, 50010, 57516
1267, 6627, 573, 256, 0, 50060, 57516
1273, 6661, 503, 256, 0, 50096, 57516
1279, 6740, 366, 256, 0, 50154, 57516
1285, 6765, 1973, 176, 0, 48602, 57516
1291, 6793, 2310, 127, 0, 48286, 57516
1297, 6747, 4057, 127, 0, 46585, 57516
1303, 6821, 4849, 125, 0, 45721, 57516
1309, 6762, 6556, 94, 0, 44104, 57516
1315, 6758, 7050, 93, 0, 43615, 57516
1321, 6770, 7457, 94, 0, 43195, 57516
1327, 6775, 7693, 94, 0, 42954, 57516
1333, 6704, 7846, 94, 0, 42872, 57516
1339, 6623, 7887, 94, 0, 42912, 57516
1345, 6566, 7874, 94, 0, 42982, 57516
1351, 6565, 7785, 95, 0, 43071, 57516
1357, 6591, 7316, 95, 0, 43514, 57516
1363, 6556, 6408, 94, 0, 44458, 57516
1369, 6541, 6118, 94, 0, 44763, 57516
1375, 6569, 5128, 95, 0, 45724, 57516
1381, 6514, 3781, 96, 0, 47125, 57516
1387, 6512, 2813, 98, 0, 48093, 57516
1393, 6518, 2320, 97, 0, 48581, 57516
1399, 6536, 2070, 95, 0, 48815, 57516
1405, 6602, 1684, 94, 0, 49136, 57516
1411, 6645, 1113, 95, 0, 49663, 57516
1417, 6693, 825, 93, 0, 49905, 57516
1423, 6599, 603, 95, 0, 50219, 57516
1429, 6649, 453, 95, 0, 50319, 57516
1435, 6719, 359, 96, 0, 50342, 57516
1441, 6721, 251, 94, 0, 50450, 57516
1447, 6791, 135, 104, 0, 50486, 57516
1453, 6702, 313, 94, 0, 50407, 57516
1459, 6639, 845, 94, 0, 49938, 57516
1465, 6724, 1667, 95, 0, 49030, 57516
1471, 6777, 2506, 42, 0, 48191, 57516
1477, 6743, 4409, 44, 0, 46320, 57516
1483, 6667, 5885, 45, 0, 44919, 57516
1489, 6415, 7455, 66, 0, 43580, 57516
1495, 6461, 7534, 89, 0, 43432, 57516
1501, 6419, 7660, 94, 0, 43343, 57516
1507, 6475, 7708, 94, 0, 43239, 57516
1513, 6509, 7689, 98, 0, 43220, 57516
1519, 6510, 7651, 98, 0, 43257, 57516
1525, 6542, 7556, 96, 0, 43322, 57516
1531, 6561, 7348, 96, 0, 43511, 57516
1537, 6672, 6808, 94, 0, 43942, 57516
1543, 6607, 6511, 95, 0, 44303, 57516
1549, 6550, 5878, 95, 0, 44993, 57516
1555, 6430, 5042, 95, 0, 45949, 57516
1561, 6288, 4045, 95, 0, 47088, 57516
1567, 6337, 2936, 95, 0, 48148, 57516
1573, 6222, 2142, 95, 0, 49057, 57516
1579, 6338, 1373, 94, 0, 49711, 57516
1585, 6368, 1127, 94, 0, 49927, 57516
1591, 6481, 764, 94, 0, 50177, 57516
1597, 6723, 424, 95, 0, 50274, 57516
1603, 6756, 368, 94, 0, 50298, 57516
1609, 6713, 347, 242, 0, 50214, 57516
1615, 6682, 312, 243, 0, 50279, 57516
1621, 6417, 717, 242, 0, 50140, 57516
1627, 6368, 1983, 243, 0, 48922, 57516
1633, 6507, 3965, 245, 0, 46799, 57516
1639, 6620, 4841, 380, 0, 45675, 57516
1645, 6653, 6053, 381, 0, 44429, 57516
1651, 6698, 7582, 350, 0, 42886, 57516
1657, 6671, 8815, 349, 0, 41681, 57516
1663, 6579, 9646, 259, 0, 41032, 57516
1669, 6551, 9750, 233, 0, 40982, 57516
1675, 6661, 9613, 232, 0, 41010, 57516
1681, 6757, 9496, 94, 0, 41169, 57516
1687, 6765, 9410, 94, 0, 41247, 57516
1693, 6817, 9153, 94, 0, 41452, 57516
1699, 6866, 8452, 95, 0, 42103, 57516
1705, 6779, 8026, 209, 0, 42502, 57516
1711, 6876, 6895, 210, 0, 43535, 57516
1717, 6830, 6290, 210, 0, 44186, 57516
1723, 6751, 4546, 332, 0, 45887, 57516
1729, 6656, 3537, 330, 0, 46993, 57516
1735, 6607, 2687, 330, 0, 47892, 57516
1741, 6511, 1971, 329, 0, 48705, 57516
1747, 6528, 1320, 332, 0, 49336, 57516
1753, 6594, 1110, 332, 0, 49480, 57516
1759, 6625, 723, 273, 0, 49895, 57516
1765, 6659, 619, 184, 0, 50054, 57516
1771, 6605, 523, 127, 0, 50261, 57516
1777, 6580, 470, 96, 0, 50370, 57516
1783, 6591, 535, 96, 0, 50294, 57516
1789, 6667, 442, 96, 0, 50311, 57516
1795, 6632, 1246, 98, 0, 49540, 57516
1801, 6574, 3713, 98, 0, 47131, 57516
1807, 6586, 4315, 97, 0, 46518, 57516
1813, 6567, 7390, 96, 0, 43463, 57516
1819, 6383, 8121, 96, 0, 42916, 57516
1825, 6493, 9673, 95, 0, 41255, 57516
1831, 6494, 9988, 96, 0, 40938, 57516
1837, 6581, 9924, 55, 0, 40956, 57516
1843, 6669, 9808, 42, 0, 40997, 57516
1849, 6731, 9768, 44, 0, 40973, 57516
1855, 6729, 9566, 63, 0, 41158, 57516
1861, 6153, 9794, 68, 0, 41501, 57516
