ts, default broker, CrocodileAgent, EWIIS3, AgentUDE, Bunnie, total
1099, 6586, 7680, 17, 28, 43199, 57510
1105, 6633, 6753, 17, 148, 43959, 57510
1111, 6644, 5962, 18, 119, 44767, 57510
1117, 6614, 5070, 19, 14, 45793, 57510
1123, 6675, 3987, 18, 13, 46817, 57510
1129, 6709, 2295, 9, 14, 48483, 57510
1135, 6663, 1632, 9, 15, 49191, 57510
1141, 6791, 912, 8, 16, 49783, 57510
1147, 6705, 888, 9, 16, 49892, 57510
1153, 6670, 649, 8, 17, 50166, 57510
1159, 6694, 606, 10, 4, 50196, 57510
1165, 6737, 548, 10, 4, 50211, 57510
1171, 6698, 383, 11, 4, 50414, 57510
1177, 6500, 410, 10, 4, 50586, 57510
1183, 6481, 429, 10, 4, 50586, 57510
1189, 6297, 579, 12, 4, 50618, 57510
1195, 6289, 948, 11, 4, 50258, 57510
1201, 6425, 2314, 11, 4, 48756, 57510
1207, 6505, 3858, 9, 4, 47134, 57510
1213, 6720, 5665, 10, 4, 45111, 57510
1219, 6771, 6410, 10, 3, 44316, 57510
1225, 6726, 8045, 10, 3, 42726, 57510
1231, 6660, 8079, 9, 3, 42759, 57510
1237, 6572, 8144, 9, 3, 42782, 57510
1243, 6572, 8124, 9, 3, 42802, 57510
1249, 6608, 8087, 9, 3, 42803, 57510
1255, 6459, 8214, 9, 3, 42825, 57510
1261, 6530, 8149, 9, 3, 42819, 57510
1267, 6605, 7921, 10, 3, 42971, 57510
1273, 6584, 7546, 9, 3, 43368, 57510
1279, 6537, 6971, 8, 4, 43990, 57510
1285, 6429, 5649, 8, 4, 45420, 57510
1291, 6539, 4422, 8, 4, 46537, 57510
1297, 6638, 3216, 8, 4, 47644, 57510
1303, 6746, 2205, 8, 4, 48547, 57510
1309, 6799, 2072, 10, 3, 48626, 57510
1315, 6804, 1614, 8, 3, 49081, 57510
1321, 6749, 1330, 7, 3, 49421, 57510
1327, 6816, 938, 7, 3, 49746, 57510
1333, 6730, 865, 8, 3, 49904, 57510
1339, 6661, 670, 8, 3, 50168, 57510
1345, 6712, 586, 8, 4, 50200, 57510
1351, 6753, 484, 7, 4, 50262, 57510
1357, 6797, 774, 6, 5, 49928, 57510
1363, 6858, 1376, 8, 5, 49263, 57510
1369, 6704, 3013, 8, 8, 47777, 57510
1375, 6698, 3674, 8, 10, 47120, 57510
1381, 6672, 5025, 9, 12, 45792, 57510
1387, 6647, 5985, 9, 13, 44856, 57510
1393, 6734, 6615, 10, 13, 44138, 57510
1399, 6604, 7081, 10, 12, 43803, 57510
1405, 6520, 7123, 10, 13, 43844, 57510
1411, 6582, 7055, 8, 4, 43861, 57510
1417, 6633, 6964, 8, 3, 43902, 57510
1423, 6731, 6910, 8, 3, 43858, 57510
1429, 6677, 6790, 8, 3, 44032, 57510
1435, 6538, 6563, 8, 3, 44398, 57510
1441, 6517, 6267, 9, 3, 44714, 57510
1447, 6533, 5699, 9, 3, 45266, 57510
1453, 6232, 4746, 8, 3, 46521, 57510
1459, 6421, 3466, 8, 3, 47612, 57510
1465, 6373, 2795, 7, 3, 48332, 57510
1471, 6470, 2160, 7, 3, 48870, 57510
1477, 6530, 1841, 8, 4, 49127, 57510
1483, 6574, 1427, 9, 4, 49496, 57510
1489, 6604, 1312, 7, 5, 49582, 57510
1495, 6575, 1206, 8, 6, 49715, 57510
1501, 6528, 924, 10, 10, 50038, 57510
1507, 6469, 873, 10, 9, 50149, 57510
1513, 6548, 831, 8, 12, 50111, 57510
1519, 6624, 708, 7, 14, 50157, 57510
1525, 6731, 770, 7, 14, 49988, 57510
1531, 6647, 966, 8, 18, 49871, 57510
1537, 6572, 2330, 10, 3, 48595, 57510
1543, 6598, 3199, 10, 4, 47699, 57510
1549, 6321, 4574, 9, 4, 46602, 57510
1555, 6306, 5015, 9, 4, 46176, 57510
1561, 6505, 6045, 8, 4, 44948, 57510
1567, 6509, 6136, 9, 3, 44853, 57510
1573, 6681, 5849, 9, 4, 44967, 57510
1579, 6711, 5835, 7, 4, 44953, 57510
1585, 6603, 5846, 8, 4, 45049, 57510
1591, 6707, 5761, 8, 4, 45030, 57510
1597, 6801, 5639, 18, 4, 45048, 57510
1603, 6769, 5582, 11, 3, 45145, 57510
1609, 6702, 5216, 11, 4, 45577, 57510
1615, 6645, 4453, 10, 4, 46398, 57510
1621, 6561, 2284, 9, 3, 48653, 57510
1627, 6627, 1548, 10, 4, 49321, 57510
1633, 6562, 423, 9, 4, 50512, 57510
1639, 6537, 487, 8, 5, 50473, 57510
1645, 6573, 385, 8, 5, 50539, 57510
1651, 6658, 381, 9, 5, 50457, 57510
1657, 6572, 387, 10, 4, 50537, 57510
1663, 6552, 349, 12, 5, 50592, 57510
1669, 6626, 325, 10, 8, 50541, 57510
1675, 6624, 331, 11, 9, 50535, 57510
1681, 6604, 340, 10, 9, 50547, 57510
1687, 6668, 301, 10, 9, 50522, 57510
1693, 6771, 525, 11, 9, 50194, 57510
1699, 6689, 763, 11, 10, 50037, 57510
1705, 6597, 1054, 13, 12, 49834, 57510
1711, 6574, 3024, 11, 17, 47884, 57510
1717, 6126, 6819, 10, 158, 44397, 57510
1723, 6072, 7172, 10, 160, 44096, 57510
1729, 6327, 7861, 9, 161, 43152, 57510
1735, 6296, 7868, 8, 164, 43174, 57510
1741, 6333, 7851, 7, 166, 43153, 57510
1747, 6494, 7686, 10, 28, 43292, 57510
1753, 6500, 7729, 11, 160, 43110, 57510
1759, 6519, 7713, 9, 159, 43110, 57510
1765, 6647, 7578, 9, 164, 43112, 57510
1771, 6718, 7331, 9, 165, 43287, 57510
1777, 6707, 7175, 9, 168, 43451, 57510
1783, 6708, 6416, 8, 171, 44207, 57510
1789, 6783, 4693, 9, 156, 45869, 57510
1795, 6855, 3893, 8, 146, 46608, 57510
1801, 6773, 2859, 8, 146, 47724, 57510
1807, 6767, 1865, 8, 146, 48724, 57510
1813, 6762, 1390, 8, 147, 49203, 57510
1819, 6649, 1064, 9, 147, 49641, 57510
1825, 6696, 833, 9, 147, 49825, 57510
1831, 6749, 739, 9, 21, 49992, 57510
1837, 6425, 764, 8, 21, 50292, 57510
1843, 6459, 663, 9, 21, 50358, 57510
1849, 6561, 597, 9, 22, 50321, 57510
1855, 6635, 411, 9, 22, 50433, 57510
1861, 6683, 500, 9, 22, 50296, 57510
1867, 6690, 839, 10, 23, 49948, 57510
1873, 6742, 1746, 11, 19, 48992, 57510
1879, 6741, 2744, 11, 21, 47993, 57510
1885, 6451, 5205, 9, 23, 45822, 57510
