ts, default broker, CrocodileAgent, COLDPower18, VidyutVanika, Bunnie, total
649, 2, 372, 0, 8484, 48643, 57501
655, 0, 274, 0, 8248, 48979, 57501
661, 0, 166, 0, 7967, 49368, 57501
667, 1, 124, 0, 7661, 49715, 57501
673, 1, 264, 0, 7550, 49686, 57501
679, 1, 246, 0, 7848, 49406, 57501
685, 2, 498, 0, 10632, 46369, 57501
691, 2, 1323, 0, 12768, 43408, 57501
697, 3, 1914, 0, 17253, 38331, 57501
703, 3, 2925, 0, 18806, 35767, 57501
709, 4, 3816, 0, 20140, 33541, 57501
715, 4, 4557, 0, 21996, 30944, 57501
721, 4, 5134, 0, 23409, 28954, 57501
727, 4, 5503, 0, 23920, 28074, 57501
733, 5, 5480, 0, 23976, 28040, 57501
739, 6, 5457, 0, 23821, 28217, 57501
745, 5, 5431, 0, 23820, 28245, 57501
751, 6, 5343, 0, 23646, 28506, 57501
757, 5, 5284, 0, 22896, 29316, 57501
763, 5, 4893, 0, 22094, 30509, 57501
769, 5, 4674, 0, 20524, 32298, 57501
775, 3, 4162, 0, 18577, 34759, 57501
781, 4, 3382, 0, 15707, 38408, 57501
787, 5, 2636, 0, 14056, 40804, 57501
793, 2, 2069, 0, 12562, 42868, 57501
799, 2, 1800, 0, 11450, 44249, 57501
805, 3, 1260, 0, 10670, 45568, 57501
811, 3, 1019, 0, 10593, 45886, 57501
817, 3, 879, 0, 10103, 46516, 57501
823, 3, 494, 0, 9447, 47557, 57501
829, 7, 343, 0, 9116, 48035, 57501
835, 5, 265, 0, 8825, 48406, 57501
841, 1, 165, 0, 8427, 48908, 57501
847, 20, 268, 0, 8971, 48242, 57501
853, 31, 569, 0, 10767, 46134, 57501
859, 29, 757, 0, 11799, 44916, 57501
865, 25, 2138, 0, 14347, 40991, 57501
871, 20, 2375, 0, 27068, 28038, 57501
877, 7, 2665, 0, 31799, 23030, 57501
883, 7, 2713, 0, 34247, 20534, 57501
889, 2224, 4035, 0, 29360, 21882, 57501
895, 2583, 4304, 0, 31826, 18788, 57501
901, 2688, 4331, 0, 33238, 17244, 57501
907, 3089, 4239, 0, 34381, 15792, 57501
913, 3174, 4255, 0, 30202, 19870, 57501
919, 3413, 4269, 0, 14378, 35441, 57501
925, 3373, 4206, 0, 16403, 33519, 57501
931, 3391, 4025, 0, 21898, 28187, 57501
937, 3432, 3718, 0, 22362, 27989, 57501
943, 3635, 3548, 0, 23227, 27091, 57501
949, 3427, 2850, 0, 25844, 25380, 57501
955, 3584, 2418, 0, 29789, 21710, 57501
961, 3507, 1642, 0, 26882, 25470, 57501
967, 3439, 1548, 0, 27041, 25473, 57501
973, 3127, 1156, 0, 30620, 22598, 57501
979, 2956, 997, 0, 32069, 21479, 57501
985, 3091, 892, 0, 29074, 24444, 57501
991, 3195, 675, 0, 29154, 24477, 57501
997, 3117, 523, 0, 31975, 21886, 57501
1003, 3055, 438, 0, 33372, 20636, 57501
1009, 3168, 392, 0, 29773, 24168, 57501
1015, 3222, 287, 0, 28709, 25283, 57501
1021, 3604, 273, 0, 31461, 22163, 57501
1027, 3650, 381, 0, 33816, 19654, 57501
1033, 3451, 1464, 0, 33412, 19174, 57501
1039, 3338, 2811, 0, 32411, 18941, 57501
1045, 3435, 3103, 0, 34270, 16693, 57501
1051, 3573, 3431, 0, 37530, 12967, 57501
1057, 3422, 3736, 0, 37521, 12822, 57501
1063, 3124, 3862, 0, 37766, 12749, 57501
1069, 3106, 3908, 0, 37794, 12693, 57501
1075, 3006, 3960, 0, 38263, 12272, 57501
1081, 3061, 3868, 0, 36661, 13911, 57501
1087, 3167, 3768, 0, 19656, 30910, 57501
1093, 3275, 3671, 0, 21946, 28609, 57501
1099, 3179, 3541, 0, 24406, 26375, 57501
1105, 3269, 2920, 0, 27018, 24294, 57501
1111, 3166, 2674, 0, 27706, 23955, 57501
1117, 3340, 2302, 0, 28852, 23007, 57501
1123, 3389, 1624, 0, 28732, 23756, 57501
1129, 3572, 1222, 0, 29761, 22946, 57501
1135, 3420, 905, 0, 30390, 22786, 57501
1141, 3361, 723, 0, 32686, 20731, 57501
1147, 3421, 618, 0, 34748, 18714, 57501
1153, 3402, 511, 0, 31591, 21997, 57501
1159, 3177, 441, 0, 32111, 21772, 57501
1165, 3306, 293, 0, 33145, 20757, 57501
1171, 3674, 216, 0, 34117, 19494, 57501
1177, 3597, 237, 0, 34679, 18988, 57501
1183, 3494, 218, 0, 36341, 17448, 57501
1189, 3437, 386, 0, 18399, 35279, 57501
1195, 3303, 534, 0, 20878, 32786, 57501
1201, 3075, 2425, 0, 23128, 28873, 57501
1207, 3139, 2875, 0, 24440, 27047, 57501
1213, 3008, 4555, 0, 28231, 21707, 57501
1219, 3030, 5052, 0, 28916, 20503, 57501
1225, 3103, 5364, 0, 29902, 19132, 57501
1231, 3095, 5438, 0, 30058, 18910, 57501
1237, 3138, 5347, 0, 29880, 19136, 57501
1243, 3283, 5313, 0, 29574, 19331, 57501
1249, 3183, 5316, 0, 29565, 19437, 57501
1255, 3241, 5330, 0, 29425, 19505, 57501
1261, 3428, 5201, 0, 26880, 21992, 57501
1267, 3486, 5010, 0, 23897, 25108, 57501
1273, 3424, 4364, 0, 20934, 28779, 57501
1279, 3256, 3687, 0, 18342, 32216, 57501
1285, 3117, 3084, 0, 16233, 35067, 57501
1291, 3295, 2213, 0, 13216, 38777, 57501
1297, 3281, 1484, 0, 10227, 42509, 57501
1303, 3093, 1226, 0, 8980, 44202, 57501
1309, 3304, 1114, 0, 7724, 45359, 57501
1315, 3253, 540, 0, 6398, 47310, 57501
1321, 3340, 330, 0, 5685, 48146, 57501
1327, 3213, 281, 0, 5792, 48215, 57501
1333, 3424, 242, 0, 4754, 49081, 57501
1339, 3429, 215, 0, 5147, 48710, 57501
1345, 3405, 272, 0, 5273, 48551, 57501
1351, 3367, 198, 0, 5034, 48902, 57501
1357, 3367, 540, 0, 6644, 46950, 57501
1363, 3436, 692, 0, 8502, 44871, 57501
1369, 3547, 1749, 0, 9844, 42361, 57501
1375, 3411, 2224, 0, 11814, 40052, 57501
1381, 3357, 2981, 0, 14369, 36794, 57501
1387, 3449, 3987, 0, 15473, 34592, 57501
1393, 3512, 4555, 0, 15639, 33795, 57501
1399, 3534, 5104, 0, 16118, 32745, 57501
1405, 3479, 5551, 0, 15956, 32515, 57501
1411, 3307, 5706, 0, 15571, 32917, 57501
1417, 3277, 5594, 0, 15507, 33123, 57501
1423, 3346, 5578, 0, 15299, 33278, 57501
1429, 3309, 5409, 0, 14447, 34336, 57501
1435, 3197, 5180, 0, 13961, 35163, 57501
1441, 3190, 4652, 0, 13131, 36528, 57501
1447, 3325, 4496, 0, 12574, 37106, 57501
1453, 3601, 3582, 0, 10188, 40130, 57501
1459, 3542, 2581, 0, 8718, 42660, 57501
1465, 3409, 2112, 0, 8065, 43915, 57501
1471, 3283, 1594, 0, 7211, 45413, 57501
1477, 3493, 1272, 0, 6434, 46302, 57501
1483, 3399, 906, 0, 5589, 47607, 57501
1489, 3380, 823, 0, 5187, 48111, 57501
1495, 3368, 669, 0, 5295, 48169, 57501
1501, 3247, 725, 0, 5154, 48375, 57501
1507, 3309, 579, 0, 4919, 48694, 57501
1513, 3535, 498, 0, 4623, 48845, 57501
1519, 3544, 433, 0, 4911, 48613, 57501
1525, 3699, 493, 0, 7317, 45992, 57501
1531, 3581, 646, 0, 9434, 43840, 57501
1537, 3518, 1854, 0, 11917, 40212, 57501
1543, 3394, 2781, 0, 13728, 37598, 57501
1549, 3344, 4124, 0, 16972, 33061, 57501
1555, 3637, 5202, 0, 19214, 29448, 57501
1561, 3564, 5658, 0, 20622, 27657, 57501
1567, 3533, 5836, 0, 20646, 27486, 57501
1573, 3494, 5944, 0, 20051, 28012, 57501
1579, 3469, 5806, 0, 19855, 28371, 57501
1585, 3556, 5733, 0, 19638, 28574, 57501
1591, 3611, 5718, 0, 19435, 28737, 57501
1597, 3581, 5638, 0, 18939, 29343, 57501
1603, 3730, 5359, 0, 17792, 30620, 57501
1609, 3875, 4927, 0, 16248, 32451, 57501
1615, 3604, 4230, 0, 15264, 34403, 57501
1621, 3450, 3893, 0, 14016, 36142, 57501
1627, 3475, 3008, 0, 11975, 39043, 57501
1633, 3522, 1932, 0, 8809, 43238, 57501
1639, 3425, 1184, 0, 7961, 44931, 57501
1645, 3408, 770, 0, 7281, 46042, 57501
1651, 3404, 577, 0, 6468, 47052, 57501
1657, 3536, 329, 0, 5800, 47836, 57501
1663, 3549, 335, 0, 5463, 48154, 57501
1669, 3419, 320, 0, 5118, 48644, 57501
1675, 3469, 291, 0, 4718, 49023, 57501
1681, 3550, 259, 0, 4264, 49428, 57501
1687, 3520, 212, 0, 4105, 49664, 57501
