ts, default broker, SPOT, VidyutVanika, total
1207, 42, 0, 57473, 57515
1213, 45, 0, 57470, 57515
1219, 44, 0, 57471, 57515
1225, 45, 0, 57470, 57515
1231, 43, 0, 57472, 57515
1237, 40, 0, 57475, 57515
1243, 40, 0, 57475, 57515
1249, 44, 0, 57471, 57515
1255, 43, 0, 57472, 57515
1261, 57, 0, 57458, 57515
1267, 50, 0, 57465, 57515
1273, 48, 0, 57467, 57515
1279, 47, 0, 57468, 57515
1285, 45, 0, 57470, 57515
1291, 43, 0, 57472, 57515
1297, 42, 0, 57473, 57515
1303, 41, 0, 57474, 57515
1309, 38, 0, 57477, 57515
1315, 39, 0, 57476, 57515
1321, 40, 0, 57475, 57515
1327, 40, 0, 57475, 57515
1333, 41, 0, 57474, 57515
1339, 41, 0, 57474, 57515
1345, 41, 0, 57474, 57515
1351, 55, 0, 57460, 57515
1357, 52, 0, 57463, 57515
1363, 49, 0, 57466, 57515
1369, 45, 0, 57470, 57515
1375, 42, 0, 57473, 57515
1381, 42, 0, 57473, 57515
1387, 44, 0, 57471, 57515
1393, 41, 0, 57474, 57515
1399, 41, 0, 57474, 57515
1405, 41, 0, 57474, 57515
1411, 41, 0, 57474, 57515
1417, 44, 0, 57471, 57515
1423, 42, 0, 57473, 57515
1429, 55, 0, 57460, 57515
1435, 52, 0, 57463, 57515
1441, 50, 0, 57465, 57515
1447, 47, 0, 57468, 57515
1453, 45, 0, 57470, 57515
1459, 44, 0, 57471, 57515
1465, 46, 0, 57469, 57515
1471, 43, 0, 57472, 57515
1477, 40, 0, 57475, 57515
1483, 40, 0, 57475, 57515
1489, 42, 0, 57473, 57515
1495, 40, 0, 57475, 57515
1501, 41, 0, 57474, 57515
1507, 40, 0, 57475, 57515
1513, 40, 0, 57475, 57515
1519, 52, 0, 57463, 57515
1525, 50, 0, 57465, 57515
1531, 46, 0, 57469, 57515
1537, 52, 0, 57463, 57515
1543, 53, 0, 57462, 57515
1549, 53, 0, 57462, 57515
1555, 51, 0, 57464, 57515
1561, 50, 0, 57465, 57515
1567, 49, 0, 57466, 57515
1573, 50, 0, 57465, 57515
1579, 49, 0, 57466, 57515
1585, 50, 0, 57465, 57515
1591, 49, 0, 57466, 57515
1597, 50, 0, 57465, 57515
1603, 49, 0, 57466, 57515
1609, 51, 0, 57464, 57515
1615, 54, 0, 57461, 57515
1621, 53, 0, 57462, 57515
1627, 52, 0, 57463, 57515
1633, 54, 0, 57461, 57515
1639, 52, 0, 57463, 57515
1645, 53, 0, 57462, 57515
1651, 52, 0, 57463, 57515
1657, 51, 0, 57464, 57515
1663, 51, 0, 57464, 57515
1669, 51, 0, 57464, 57515
1675, 52, 0, 57463, 57515
1681, 52, 0, 57463, 57515
1687, 51, 0, 57464, 57515
1693, 52, 0, 57463, 57515
1699, 52, 0, 57463, 57515
1705, 51, 0, 57464, 57515
1711, 50, 0, 57465, 57515
1717, 51, 0, 57464, 57515
1723, 52, 0, 57463, 57515
1729, 54, 0, 57461, 57515
1735, 54, 0, 57461, 57515
1741, 54, 0, 57461, 57515
