ts, default broker, SPOT, COLDPower18, VidyutVanika, AgentUDE, total
985, 3464, 0, 0, 50470, 3581, 57515
991, 3415, 0, 0, 52708, 1392, 57515
997, 3230, 0, 0, 52691, 1594, 57515
1003, 3256, 0, 0, 52508, 1751, 57515
1009, 3340, 0, 0, 51841, 2334, 57515
1015, 3287, 0, 0, 51073, 3155, 57515
1021, 3245, 0, 0, 50232, 4038, 57515
1027, 3311, 0, 0, 50050, 4154, 57515
1033, 3532, 0, 0, 53157, 826, 57515
1039, 3366, 0, 0, 53653, 496, 57515
1045, 3249, 0, 0, 53145, 1121, 57515
1051, 3465, 0, 0, 52674, 1376, 57515
1057, 3512, 0, 0, 52531, 1472, 57515
1063, 3461, 0, 0, 52582, 1472, 57515
1069, 3533, 0, 0, 52510, 1472, 57515
1075, 3724, 0, 0, 53629, 162, 57515
1081, 3677, 0, 0, 53765, 73, 57515
1087, 3644, 0, 0, 53678, 193, 57515
1093, 3448, 0, 0, 53875, 192, 57515
1099, 3683, 0, 0, 53639, 193, 57515
1105, 3707, 0, 0, 53644, 164, 57515
1111, 3664, 0, 0, 53686, 165, 57515
1117, 3695, 0, 0, 53750, 70, 57515
1123, 3656, 0, 0, 53529, 330, 57515
1129, 3627, 0, 0, 53285, 603, 57515
1135, 3697, 0, 0, 53048, 770, 57515
1141, 3740, 0, 0, 51673, 2102, 57515
1147, 3632, 0, 0, 51685, 2198, 57515
1153, 3652, 0, 0, 51666, 2197, 57515
1159, 3549, 0, 0, 53381, 585, 57515
1165, 3669, 0, 0, 52960, 886, 57515
1171, 3745, 0, 0, 52881, 889, 57515
1177, 3586, 0, 0, 52879, 1050, 57515
1183, 3509, 0, 0, 52939, 1067, 57515
1189, 3444, 0, 0, 52476, 1595, 57515
1195, 3430, 0, 0, 52490, 1595, 57515
1201, 3324, 0, 0, 54069, 122, 57515
1207, 3423, 0, 0, 53991, 101, 57515
1213, 3498, 0, 0, 53888, 129, 57515
1219, 3551, 0, 0, 53836, 128, 57515
1225, 3480, 0, 0, 53842, 193, 57515
1231, 3512, 0, 0, 53809, 194, 57515
1237, 3508, 0, 0, 53812, 195, 57515
1243, 3490, 0, 0, 53954, 71, 57515
1249, 3337, 0, 0, 54101, 77, 57515
1255, 3651, 0, 0, 53786, 78, 57515
1261, 3590, 0, 0, 53845, 80, 57515
1267, 3623, 0, 0, 53807, 85, 57515
1273, 3605, 0, 0, 53822, 88, 57515
1279, 3580, 0, 0, 53850, 85, 57515
1285, 3383, 0, 0, 54078, 54, 57515
1291, 3492, 0, 0, 53837, 186, 57515
1297, 3792, 0, 0, 52795, 928, 57515
1303, 3669, 0, 0, 52043, 1803, 57515
1309, 3544, 0, 0, 51080, 2891, 57515
1315, 3428, 0, 0, 50432, 3655, 57515
1321, 3446, 0, 0, 50293, 3776, 57515
1327, 3447, 0, 0, 53519, 549, 57515
1333, 3691, 0, 0, 53243, 581, 57515
1339, 3553, 0, 0, 53381, 581, 57515
1345, 3456, 0, 0, 53417, 642, 57515
1351, 3623, 0, 0, 53126, 766, 57515
1357, 3534, 0, 0, 52951, 1030, 57515
1363, 3619, 0, 0, 52870, 1026, 57515
1369, 3430, 0, 0, 54018, 67, 57515
1375, 3448, 0, 0, 53996, 71, 57515
1381, 3589, 0, 0, 53853, 73, 57515
1387, 3644, 0, 0, 53799, 72, 57515
1393, 3604, 0, 0, 53839, 72, 57515
1399, 3697, 0, 0, 53618, 200, 57515
1405, 3555, 0, 0, 53759, 201, 57515
1411, 3609, 0, 0, 53868, 38, 57515
1417, 3549, 0, 0, 53927, 39, 57515
1423, 3464, 0, 0, 54011, 40, 57515
1429, 3567, 0, 0, 53910, 38, 57515
1435, 3608, 0, 0, 53868, 39, 57515
1441, 3754, 0, 0, 53723, 38, 57515
1447, 3789, 0, 0, 53689, 37, 57515
1453, 3684, 0, 0, 53794, 37, 57515
1459, 3458, 0, 0, 54019, 38, 57515
1465, 3471, 0, 0, 54003, 41, 57515
1471, 3587, 0, 0, 53684, 244, 57515
1477, 3508, 0, 0, 53476, 531, 57515
1483, 3604, 0, 0, 53379, 532, 57515
1489, 3465, 0, 0, 53488, 562, 57515
1495, 3398, 0, 0, 53381, 736, 57515
1501, 3355, 0, 0, 53149, 1011, 57515
1507, 3509, 0, 0, 52857, 1149, 57515
1513, 3493, 0, 0, 52773, 1249, 57515
1519, 3510, 0, 0, 52088, 1917, 57515
1525, 3433, 0, 0, 52129, 1953, 57515
1531, 3392, 0, 0, 51909, 2214, 57515
1537, 3481, 0, 0, 53597, 437, 57515
1543, 3542, 0, 0, 53453, 520, 57515
1549, 3457, 0, 0, 53436, 622, 57515
1555, 3744, 0, 0, 53151, 620, 57515
1561, 3734, 0, 0, 53158, 623, 57515
1567, 3666, 0, 0, 53099, 750, 57515
1573, 3538, 0, 0, 53227, 750, 57515
1579, 3450, 0, 0, 53932, 133, 57515
1585, 3527, 0, 0, 53945, 43, 57515
1591, 3709, 0, 0, 53764, 42, 57515
1597, 3805, 0, 0, 53670, 40, 57515
1603, 3605, 0, 0, 53870, 40, 57515
1609, 3421, 0, 0, 54054, 40, 57515
1615, 3458, 0, 0, 54018, 39, 57515
1621, 3274, 0, 0, 54204, 37, 57515
1627, 3517, 0, 0, 53961, 37, 57515
1633, 3638, 0, 0, 53696, 181, 57515
1639, 3669, 0, 0, 53462, 384, 57515
1645, 3652, 0, 0, 51621, 2242, 57515
1651, 3478, 0, 0, 51660, 2377, 57515
1657, 3650, 0, 0, 51358, 2507, 57515
1663, 3582, 0, 0, 53235, 698, 57515
1669, 3534, 0, 0, 53017, 964, 57515
1675, 3600, 0, 0, 52951, 964, 57515
1681, 3736, 0, 0, 51765, 2014, 57515
1687, 3576, 0, 0, 51924, 2015, 57515
1693, 3627, 0, 0, 51523, 2365, 57515
1699, 3572, 0, 0, 51545, 2398, 57515
1705, 3659, 0, 0, 53575, 281, 57515
1711, 3630, 0, 0, 53606, 279, 57515
1717, 3640, 0, 0, 53596, 279, 57515
1723, 3631, 0, 0, 53604, 280, 57515
1729, 3580, 0, 0, 53532, 403, 57515
1735, 3731, 0, 0, 53380, 404, 57515
1741, 3924, 0, 0, 53191, 400, 57515
1747, 3807, 0, 0, 53672, 36, 57515
1753, 3694, 0, 0, 53783, 38, 57515
1759, 3515, 0, 0, 53959, 41, 57515
1765, 3550, 0, 0, 53925, 40, 57515
1771, 3632, 0, 0, 53843, 40, 57515
1777, 3720, 0, 0, 53754, 41, 57515
1783, 3748, 0, 0, 53725, 42, 57515
1789, 3762, 0, 0, 53714, 39, 57515
1795, 3724, 0, 0, 53750, 41, 57515
1801, 3608, 0, 0, 53825, 82, 57515
1807, 3444, 0, 0, 53985, 86, 57515
1813, 3383, 0, 0, 53867, 265, 57515
1819, 3270, 0, 0, 53980, 265, 57515
1825, 3237, 0, 0, 53983, 295, 57515
1831, 3263, 0, 0, 54015, 237, 57515
1837, 3348, 0, 0, 53418, 749, 57515
1843, 3417, 0, 0, 53347, 751, 57515
1849, 3423, 0, 0, 52269, 1823, 57515
1855, 3330, 0, 0, 52361, 1824, 57515
1861, 3308, 0, 0, 51814, 2393, 57515
1867, 3322, 0, 0, 51802, 2391, 57515
1873, 3490, 0, 0, 53449, 576, 57515
1879, 3372, 0, 0, 53796, 347, 57515
1885, 3591, 0, 0, 53607, 317, 57515
1891, 3473, 0, 0, 53725, 317, 57515
1897, 3442, 0, 0, 53699, 374, 57515
1903, 3616, 0, 0, 53523, 376, 57515
1909, 3405, 0, 0, 53733, 377, 57515
1915, 3542, 0, 0, 53867, 106, 57515
1921, 3495, 0, 0, 53982, 38, 57515
1927, 3483, 0, 0, 53991, 41, 57515
1933, 3559, 0, 0, 53917, 39, 57515
1939, 3541, 0, 0, 53934, 40, 57515
1945, 3476, 0, 0, 53998, 41, 57515
1951, 3644, 0, 0, 53832, 39, 57515
1957, 3625, 0, 0, 53854, 36, 57515
1963, 3606, 0, 0, 53872, 37, 57515
1969, 3561, 0, 0, 53743, 211, 57515
1975, 3571, 0, 0, 53729, 215, 57515
1981, 3591, 0, 0, 52660, 1264, 57515
1987, 3797, 0, 0, 52003, 1715, 57515
1993, 3589, 0, 0, 52055, 1871, 57515
1999, 3408, 0, 0, 53558, 549, 57515
2005, 3353, 0, 0, 53747, 415, 57515
2011, 3400, 0, 0, 53697, 418, 57515
2017, 3445, 0, 0, 53656, 414, 57515
2023, 3335, 0, 0, 53767, 413, 57515
2029, 3355, 0, 0, 53621, 539, 57515
2035, 3363, 0, 0, 53614, 538, 57515
