ts, default broker, CrocodileAgent, SPOT, VidyutVanika, Bunnie, total
613, 8, 6343, 0, 32891, 18266, 57508
619, 6, 6111, 0, 27697, 23694, 57508
625, 5, 5086, 0, 20097, 32320, 57508
631, 6, 4474, 0, 16785, 36243, 57508
637, 11, 3299, 0, 12062, 42136, 57508
643, 7, 2709, 0, 9543, 45249, 57508
649, 9, 2032, 0, 7560, 47907, 57508
655, 3, 1500, 0, 7354, 48651, 57508
661, 4, 1030, 0, 7529, 48945, 57508
667, 6, 790, 0, 7832, 48880, 57508
673, 5, 638, 0, 7866, 48999, 57508
679, 9, 400, 0, 7895, 49204, 57508
685, 8, 348, 0, 8052, 49100, 57508
691, 6, 300, 0, 8077, 49125, 57508
697, 6, 266, 0, 8531, 48705, 57508
703, 8, 188, 0, 9640, 47672, 57508
709, 4, 1155, 0, 16098, 40251, 57508
715, 7, 1738, 0, 21843, 33920, 57508
721, 5, 4566, 0, 28024, 24913, 57508
727, 5, 6005, 0, 32570, 18928, 57508
733, 5, 7454, 0, 36839, 13210, 57508
739, 6, 8285, 0, 38803, 10414, 57508
745, 6, 8729, 0, 40099, 8674, 57508
751, 4, 9017, 0, 40110, 8377, 57508
757, 6, 9048, 0, 39676, 8778, 57508
763, 5, 8991, 0, 39318, 9194, 57508
769, 4, 8993, 0, 38918, 9593, 57508
775, 7, 8957, 0, 37823, 10721, 57508
781, 7, 8440, 0, 31819, 17242, 57508
787, 7, 8083, 0, 25963, 23455, 57508
793, 7, 7479, 0, 20452, 29570, 57508
799, 5, 6469, 0, 15478, 35556, 57508
805, 11, 4913, 0, 11352, 41232, 57508
811, 9, 3573, 0, 8950, 44976, 57508
817, 9, 2147, 0, 7598, 47754, 57508
823, 6, 1644, 0, 7228, 48630, 57508
829, 3, 1279, 0, 7602, 48624, 57508
835, 4, 998, 0, 7570, 48936, 57508
841, 6, 691, 0, 7879, 48932, 57508
847, 9, 526, 0, 8168, 48805, 57508
853, 3, 478, 0, 8167, 48860, 57508
859, 3, 352, 0, 8588, 48565, 57508
865, 4, 233, 0, 50681, 6590, 57508
871, 5, 380, 0, 15838, 41285, 57508
877, 6, 349, 0, 16755, 40398, 57508
883, 3, 542, 0, 23026, 33937, 57508
889, 2257, 2517, 0, 36407, 16327, 57508
895, 2684, 3955, 0, 39618, 11251, 57508
901, 2835, 5133, 0, 42795, 6745, 57508
907, 2905, 5700, 0, 42906, 5997, 57508
913, 3043, 6238, 0, 42161, 6066, 57508
919, 2917, 6447, 0, 40529, 7615, 57508
925, 3039, 6449, 0, 40168, 7852, 57508
931, 3176, 6412, 0, 40520, 7400, 57508
937, 3356, 6407, 0, 41272, 6473, 57508
943, 3411, 6289, 0, 37725, 10083, 57508
949, 3448, 6414, 0, 37189, 10457, 57508
955, 3495, 6435, 0, 38093, 9485, 57508
961, 3666, 6062, 0, 36839, 10941, 57508
967, 3454, 4980, 0, 33801, 15273, 57508
973, 3172, 3932, 0, 34456, 15948, 57508
979, 3183, 3410, 0, 29638, 21277, 57508
985, 3139, 2323, 0, 31891, 20155, 57508
991, 3236, 1836, 0, 6520, 45916, 57508
997, 3488, 1424, 0, 17557, 35039, 57508
1003, 3521, 1096, 0, 29801, 23090, 57508
1009, 3397, 698, 0, 40743, 12670, 57508
1015, 3412, 663, 0, 6312, 47121, 57508
1021, 3437, 569, 0, 12644, 40858, 57508
1027, 3465, 474, 0, 26078, 27491, 57508
1033, 3435, 471, 0, 37128, 16474, 57508
1039, 3433, 366, 0, 8084, 45625, 57508
1045, 3415, 365, 0, 11961, 41767, 57508
1051, 3229, 557, 0, 19053, 34669, 57508
1057, 3193, 1386, 0, 22476, 30453, 57508
1063, 3173, 1970, 0, 24744, 27621, 57508
1069, 3173, 3422, 0, 25626, 25287, 57508
1075, 3238, 3694, 0, 27604, 22972, 57508
1081, 3311, 3957, 0, 31023, 19217, 57508
1087, 3280, 4189, 0, 29696, 20343, 57508
1093, 3283, 4135, 0, 29882, 20208, 57508
1099, 3364, 4107, 0, 29075, 20962, 57508
1105, 3273, 4056, 0, 37377, 12802, 57508
1111, 3437, 3998, 0, 35356, 14717, 57508
1117, 3349, 3982, 0, 39820, 10357, 57508
1123, 3456, 3916, 0, 40983, 9153, 57508
1129, 3348, 3714, 0, 41720, 8726, 57508
1135, 3412, 3015, 0, 36793, 14288, 57508
1141, 3383, 2458, 0, 37982, 13685, 57508
1147, 3317, 2005, 0, 37427, 14759, 57508
1153, 3332, 1487, 0, 37363, 15326, 57508
1159, 3313, 1412, 0, 6708, 46075, 57508
1165, 3337, 947, 0, 9283, 43941, 57508
1171, 3273, 928, 0, 9757, 43550, 57508
1177, 3140, 724, 0, 32544, 21100, 57508
1183, 3242, 454, 0, 6558, 47254, 57508
1189, 3104, 339, 0, 9832, 44233, 57508
1195, 3085, 263, 0, 14409, 39751, 57508
1201, 3096, 237, 0, 15618, 38557, 57508
1207, 3072, 168, 0, 6902, 47366, 57508
1213, 2913, 410, 0, 10716, 43469, 57508
1219, 3070, 1251, 0, 33890, 19297, 57508
1225, 3075, 2128, 0, 40152, 12153, 57508
1231, 3202, 3308, 0, 39699, 11299, 57508
1237, 3049, 4884, 0, 40897, 8678, 57508
1243, 3135, 5395, 0, 42033, 6945, 57508
1249, 3266, 5815, 0, 43000, 5427, 57508
1255, 3259, 5982, 0, 41848, 6419, 57508
1261, 3286, 5963, 0, 42262, 5997, 57508
1267, 3476, 5987, 0, 42596, 5449, 57508
1273, 3386, 5953, 0, 42890, 5279, 57508
1279, 3323, 5935, 0, 40056, 8194, 57508
1285, 3302, 5789, 0, 37871, 10546, 57508
1291, 3541, 5551, 0, 38572, 9844, 57508
1297, 3524, 5031, 0, 37280, 11673, 57508
1303, 3680, 4290, 0, 32116, 17422, 57508
1309, 3626, 3390, 0, 31354, 19138, 57508
1315, 3556, 2707, 0, 29409, 21836, 57508
1321, 3715, 2156, 0, 36347, 15290, 57508
1327, 3616, 1474, 0, 6267, 46151, 57508
1333, 3644, 1072, 0, 7948, 44844, 57508
1339, 3434, 861, 0, 15240, 37973, 57508
1345, 3442, 776, 0, 28292, 24998, 57508
1351, 3205, 628, 0, 30349, 23326, 57508
1357, 3124, 566, 0, 39049, 14769, 57508
1363, 3295, 493, 0, 39266, 14454, 57508
1369, 3154, 340, 0, 42840, 11174, 57508
1375, 3251, 231, 0, 8268, 45758, 57508
1381, 3134, 339, 0, 9731, 44304, 57508
1387, 3141, 763, 0, 13598, 40006, 57508
1393, 3154, 1202, 0, 17454, 35698, 57508
1399, 3174, 1863, 0, 21502, 30969, 57508
1405, 3201, 3212, 0, 24944, 26151, 57508
1411, 3363, 3773, 0, 29193, 21179, 57508
1417, 3283, 4009, 0, 29571, 20645, 57508
1423, 3245, 4271, 0, 29140, 20852, 57508
1429, 3338, 4294, 0, 27286, 22590, 57508
1435, 3229, 4349, 0, 27955, 21975, 57508
1441, 3429, 4358, 0, 29291, 20430, 57508
1447, 3467, 4359, 0, 27553, 22129, 57508
1453, 3283, 4373, 0, 29424, 20428, 57508
1459, 3326, 4156, 0, 29836, 20190, 57508
1465, 3133, 3856, 0, 36154, 14365, 57508
1471, 3292, 3350, 0, 36977, 13889, 57508
1477, 3241, 2815, 0, 38077, 13375, 57508
1483, 3167, 2437, 0, 39928, 11976, 57508
1489, 3353, 1979, 0, 33969, 18207, 57508
1495, 3366, 1462, 0, 6664, 46016, 57508
1501, 3277, 1300, 0, 9459, 43472, 57508
1507, 3388, 1020, 0, 12780, 40320, 57508
1513, 3437, 850, 0, 34534, 18687, 57508
1519, 3673, 718, 0, 5558, 47559, 57508
1525, 3693, 634, 0, 9174, 44007, 57508
1531, 3555, 482, 0, 9663, 43808, 57508
1537, 3438, 451, 0, 17297, 36322, 57508
1543, 3422, 403, 0, 6938, 46745, 57508
1549, 3435, 776, 0, 13607, 39690, 57508
1555, 3576, 1228, 0, 35825, 16879, 57508
1561, 3569, 2423, 0, 41694, 9822, 57508
1567, 3519, 3391, 0, 41256, 9342, 57508
1573, 3553, 4479, 0, 44257, 5219, 57508
1579, 3569, 5086, 0, 42891, 5962, 57508
1585, 3585, 5652, 0, 43581, 4690, 57508
1591, 3408, 5672, 0, 42876, 5552, 57508
1597, 3326, 5786, 0, 43190, 5206, 57508
1603, 3319, 5743, 0, 43343, 5103, 57508
1609, 3279, 5736, 0, 43587, 4906, 57508
1615, 3355, 5642, 0, 41977, 6534, 57508
1621, 3242, 5452, 0, 38228, 10586, 57508
1627, 3310, 5245, 0, 38168, 10785, 57508
1633, 3365, 4733, 0, 37244, 12166, 57508
1639, 3420, 4108, 0, 35993, 13987, 57508
1645, 3377, 3519, 0, 35824, 14788, 57508
1651, 3356, 2876, 0, 38563, 12713, 57508
1657, 3450, 2015, 0, 38955, 13088, 57508
1663, 3599, 1411, 0, 6954, 45544, 57508
1669, 3675, 1057, 0, 11697, 41079, 57508
1675, 3645, 872, 0, 30477, 22514, 57508
1681, 3551, 560, 0, 36421, 16976, 57508
1687, 3568, 435, 0, 36429, 17076, 57508
1693, 3579, 463, 0, 41994, 11472, 57508
1699, 3572, 389, 0, 40696, 12851, 57508
1705, 3607, 421, 0, 36781, 16699, 57508
1711, 3826, 337, 0, 8416, 44929, 57508
1717, 3733, 438, 0, 8724, 44613, 57508
1723, 3515, 1038, 0, 17172, 35783, 57508
1729, 3426, 2276, 0, 34451, 17355, 57508
1735, 3331, 3428, 0, 39020, 11729, 57508
1741, 3315, 5292, 0, 41629, 7272, 57508
1747, 3303, 5656, 0, 43545, 5004, 57508
1753, 3370, 6160, 0, 41804, 6174, 57508
1759, 3434, 6429, 0, 39043, 8602, 57508
1765, 3563, 6380, 0, 39736, 7829, 57508
1771, 3537, 6438, 0, 40084, 7449, 57508
1777, 3610, 6413, 0, 42727, 4758, 57508
1783, 3563, 6346, 0, 38941, 8658, 57508
1789, 3497, 6237, 0, 37293, 10481, 57508
1795, 3375, 6184, 0, 38410, 9539, 57508
1801, 3577, 5532, 0, 36566, 11833, 57508
1807, 3569, 4756, 0, 32748, 16435, 57508
1813, 3379, 4178, 0, 30018, 19933, 57508
1819, 3423, 3133, 0, 29593, 21359, 57508
1825, 3391, 2043, 0, 31218, 20856, 57508
1831, 3150, 1528, 0, 6981, 45849, 57508
1837, 3240, 1274, 0, 10108, 42886, 57508
1843, 3421, 975, 0, 13964, 39148, 57508
1849, 3346, 798, 0, 18244, 35120, 57508
1855, 3297, 578, 0, 18292, 35341, 57508
1861, 3247, 516, 0, 17288, 36457, 57508
1867, 3329, 424, 0, 18945, 34810, 57508
1873, 3203, 451, 0, 33323, 20531, 57508
1879, 3518, 514, 0, 7262, 46214, 57508
1885, 3583, 783, 0, 8409, 44733, 57508
1891, 3422, 1706, 0, 36817, 15563, 57508
1897, 3437, 2527, 0, 34910, 16634, 57508
1903, 3497, 3814, 0, 31844, 18353, 57508
1909, 3416, 4599, 0, 32488, 17005, 57508
1915, 3399, 4913, 0, 32151, 17045, 57508
1921, 3363, 5154, 0, 32297, 16694, 57508
1927, 3249, 5156, 0, 32198, 16905, 57508
1933, 3501, 5089, 0, 32895, 16023, 57508
1939, 3498, 5086, 0, 32401, 16523, 57508
1945, 3518, 5027, 0, 38013, 10950, 57508
1951, 3281, 4958, 0, 37823, 11446, 57508
1957, 3408, 4604, 0, 39083, 10413, 57508
1963, 3666, 4226, 0, 39946, 9670, 57508
1969, 3557, 3434, 0, 40337, 10180, 57508
1975, 3564, 3044, 0, 36967, 13933, 57508
1981, 3392, 2582, 0, 37105, 14429, 57508
1987, 3172, 1872, 0, 39572, 12892, 57508
1993, 3237, 1372, 0, 35783, 17116, 57508
1999, 3320, 1035, 0, 6620, 46533, 57508
2005, 3272, 935, 0, 15673, 37628, 57508
2011, 3142, 794, 0, 29561, 24011, 57508
2017, 3294, 642, 0, 29332, 24240, 57508
2023, 3383, 439, 0, 24228, 29458, 57508
2029, 3306, 473, 0, 24895, 28834, 57508
2035, 3353, 457, 0, 28053, 25645, 57508
2041, 3257, 355, 0, 30179, 23717, 57508
2047, 3247, 298, 0, 7657, 46306, 57508
2053, 3430, 419, 0, 10107, 43552, 57508
2059, 3513, 1246, 0, 32842, 19907, 57508
2065, 3406, 3209, 0, 40806, 10087, 57508
2071, 3427, 4265, 0, 41005, 8811, 57508
2077, 3503, 5482, 0, 42362, 6161, 57508
2083, 3464, 6091, 0, 43682, 4271, 57508
2089, 3383, 6549, 0, 42725, 4851, 57508
2095, 3349, 6760, 0, 41149, 6250, 57508
2101, 3165, 6901, 0, 41112, 6330, 57508
2107, 3369, 6847, 0, 42047, 5245, 57508
2113, 3536, 6736, 0, 41492, 5744, 57508
2119, 3617, 6747, 0, 39105, 8039, 57508
2125, 3588, 6654, 0, 37589, 9677, 57508
2131, 3612, 6164, 0, 37013, 10719, 57508
2137, 3602, 5469, 0, 37171, 11266, 57508
2143, 3568, 4678, 0, 33627, 15635, 57508
2149, 3645, 3878, 0, 34293, 15692, 57508
2155, 3747, 3181, 0, 33990, 16590, 57508
2161, 3617, 2376, 0, 37023, 14492, 57508
2167, 3603, 1869, 0, 6303, 45733, 57508
2173, 3541, 1592, 0, 13269, 39106, 57508
2179, 3561, 1354, 0, 28281, 24312, 57508
2185, 3603, 1014, 0, 30444, 22447, 57508
2191, 3536, 880, 0, 25484, 27608, 57508
2197, 3483, 612, 0, 26399, 27014, 57508
2203, 3614, 595, 0, 23270, 30029, 57508
2209, 3690, 468, 0, 33746, 19604, 57508
2215, 3572, 526, 0, 8986, 44424, 57508
2221, 3581, 968, 0, 10835, 42124, 57508
2227, 3484, 1244, 0, 34245, 18535, 57508
2233, 3305, 2393, 0, 42942, 8868, 57508
2239, 3200, 3291, 0, 42495, 8522, 57508
