ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, total
1099, 6923, 49304, 0, 0, 1283, 57510
1105, 6889, 49367, 0, 0, 1254, 57510
1111, 6932, 49457, 0, 0, 1121, 57510
1117, 6878, 49735, 0, 0, 897, 57510
1123, 6816, 49955, 0, 0, 739, 57510
1129, 6909, 49937, 0, 0, 664, 57510
1135, 6967, 49998, 0, 0, 545, 57510
1141, 7015, 49969, 0, 0, 526, 57510
1147, 7028, 49985, 0, 0, 497, 57510
1153, 6966, 50065, 0, 0, 479, 57510
1159, 6979, 49903, 0, 0, 628, 57510
1165, 6979, 49883, 0, 0, 648, 57510
1171, 6946, 49253, 0, 0, 1311, 57510
1177, 6958, 49336, 0, 0, 1216, 57510
1183, 6952, 49382, 0, 0, 1176, 57510
1189, 6940, 49305, 0, 0, 1265, 57510
1195, 6972, 48916, 0, 0, 1622, 57510
1201, 6897, 49158, 0, 0, 1455, 57510
1207, 6820, 49181, 0, 0, 1509, 57510
1213, 6815, 49088, 0, 0, 1607, 57510
1219, 6778, 48814, 0, 0, 1918, 57510
1225, 6812, 49062, 0, 0, 1636, 57510
1231, 6839, 48817, 0, 0, 1854, 57510
1237, 6901, 48972, 0, 0, 1637, 57510
1243, 6936, 49263, 0, 0, 1311, 57510
1249, 6962, 49437, 0, 0, 1111, 57510
1255, 6840, 49683, 0, 0, 987, 57510
1261, 6822, 49795, 0, 0, 893, 57510
1267, 6842, 49863, 0, 0, 805, 57510
1273, 6795, 50035, 0, 0, 680, 57510
1279, 6828, 50006, 0, 0, 676, 57510
1285, 6894, 49970, 0, 0, 646, 57510
1291, 6891, 50033, 0, 0, 586, 57510
1297, 6893, 50132, 0, 0, 485, 57510
1303, 6878, 50190, 0, 0, 442, 57510
1309, 6786, 50316, 0, 0, 408, 57510
1315, 6651, 50454, 0, 0, 405, 57510
1321, 6696, 50423, 0, 0, 391, 57510
1327, 6754, 50363, 0, 0, 393, 57510
1333, 6723, 50089, 0, 0, 698, 57510
1339, 6710, 48646, 0, 0, 2154, 57510
1345, 6714, 48269, 0, 0, 2527, 57510
1351, 6691, 46695, 0, 0, 4124, 57510
1357, 6694, 46848, 0, 0, 3968, 57510
1363, 6870, 45892, 0, 0, 4748, 57510
1369, 6877, 45790, 0, 0, 4843, 57510
1375, 6898, 44106, 0, 0, 6506, 57510
1381, 6904, 44401, 0, 0, 6205, 57510
1387, 6937, 45466, 0, 0, 5107, 57510
1393, 6839, 46568, 0, 0, 4103, 57510
1399, 6850, 46310, 0, 0, 4350, 57510
1405, 6802, 47486, 0, 0, 3222, 57510
1411, 6816, 48524, 0, 0, 2170, 57510
1417, 6885, 48700, 0, 0, 1925, 57510
1423, 6831, 49319, 0, 0, 1360, 57510
1429, 6813, 49564, 0, 0, 1133, 57510
1435, 6811, 49720, 0, 0, 979, 57510
1441, 6809, 49900, 0, 0, 801, 57510
1447, 6816, 50054, 0, 0, 640, 57510
1453, 6638, 50295, 0, 0, 577, 57510
1459, 6554, 50413, 0, 0, 543, 57510
1465, 6585, 50443, 0, 0, 482, 57510
1471, 6671, 50425, 0, 0, 414, 57510
1477, 6676, 50448, 0, 0, 386, 57510
1483, 6594, 50553, 0, 0, 363, 57510
1489, 6646, 50397, 0, 0, 467, 57510
1495, 6715, 50204, 0, 0, 591, 57510
1501, 6692, 49877, 0, 0, 941, 57510
1507, 6745, 48107, 0, 0, 2658, 57510
1513, 6777, 47098, 0, 0, 3635, 57510
1519, 6773, 45709, 0, 0, 5028, 57510
1525, 6873, 45410, 0, 0, 5227, 57510
1531, 6979, 44162, 0, 0, 6369, 57510
1537, 6980, 43755, 0, 0, 6775, 57510
1543, 6941, 43610, 0, 0, 6959, 57510
1549, 6940, 44127, 0, 0, 6443, 57510
1555, 6916, 43255, 0, 0, 7339, 57510
1561, 6907, 45022, 0, 0, 5581, 57510
1567, 6907, 46513, 0, 0, 4090, 57510
1573, 7017, 47433, 0, 0, 3060, 57510
1579, 7014, 47983, 0, 0, 2513, 57510
1585, 6958, 48620, 0, 0, 1932, 57510
1591, 6927, 49110, 0, 0, 1473, 57510
1597, 6955, 49418, 0, 0, 1137, 57510
1603, 6952, 49811, 0, 0, 747, 57510
1609, 6882, 49939, 0, 0, 689, 57510
1615, 6828, 50114, 0, 0, 568, 57510
1621, 6872, 50074, 0, 0, 564, 57510
1627, 6741, 50245, 0, 0, 524, 57510
1633, 6698, 50308, 0, 0, 504, 57510
1639, 6780, 50267, 0, 0, 463, 57510
1645, 6810, 50317, 0, 0, 383, 57510
1651, 6840, 50306, 0, 0, 364, 57510
1657, 6845, 50303, 0, 0, 362, 57510
1663, 6922, 49801, 0, 0, 787, 57510
1669, 6936, 49600, 0, 0, 974, 57510
1675, 6961, 47822, 0, 0, 2727, 57510
1681, 6787, 47787, 0, 0, 2936, 57510
1687, 6861, 46576, 0, 0, 4073, 57510
1693, 6740, 46080, 0, 0, 4690, 57510
1699, 6816, 45692, 0, 0, 5002, 57510
1705, 6863, 46312, 0, 0, 4335, 57510
1711, 6867, 46199, 0, 0, 4444, 57510
1717, 6981, 46851, 0, 0, 3678, 57510
1723, 6936, 45600, 0, 0, 4974, 57510
1729, 6976, 46065, 0, 0, 4469, 57510
1735, 6976, 46763, 0, 0, 3771, 57510
1741, 6996, 47832, 0, 0, 2682, 57510
1747, 7017, 48294, 0, 0, 2199, 57510
1753, 6951, 49072, 0, 0, 1487, 57510
1759, 6926, 49397, 0, 0, 1187, 57510
1765, 6918, 49602, 0, 0, 990, 57510
1771, 6811, 49891, 0, 0, 808, 57510
1777, 6809, 50078, 0, 0, 623, 57510
1783, 6720, 50242, 0, 0, 548, 57510
1789, 6737, 50288, 0, 0, 485, 57510
1795, 6674, 50421, 0, 0, 415, 57510
1801, 6760, 50385, 0, 0, 365, 57510
1807, 6810, 50385, 0, 0, 315, 57510
1813, 6800, 50391, 0, 0, 319, 57510
1819, 6873, 50168, 0, 0, 469, 57510
1825, 6879, 49955, 0, 0, 676, 57510
1831, 6913, 49420, 0, 0, 1177, 57510
1837, 6932, 49100, 0, 0, 1478, 57510
1843, 6978, 47838, 0, 0, 2694, 57510
1849, 6959, 47711, 0, 0, 2840, 57510
1855, 6907, 46860, 0, 0, 3743, 57510
1861, 6766, 47349, 0, 0, 3395, 57510
1867, 6779, 45995, 0, 0, 4736, 57510
1873, 6807, 46107, 0, 0, 4596, 57510
1879, 6847, 43745, 0, 0, 6918, 57510
1885, 6558, 44110, 0, 0, 6842, 57510
1891, 6503, 43911, 0, 0, 7096, 57510
1897, 6599, 44938, 0, 0, 5973, 57510
1903, 6701, 45913, 0, 0, 4896, 57510
1909, 6777, 46918, 0, 0, 3815, 57510
1915, 6880, 47831, 0, 0, 2799, 57510
1921, 6903, 48133, 0, 0, 2474, 57510
1927, 6926, 48528, 0, 0, 2056, 57510
1933, 6933, 48953, 0, 0, 1624, 57510
1939, 6948, 49122, 0, 0, 1440, 57510
1945, 6950, 49402, 0, 0, 1158, 57510
1951, 6947, 49619, 0, 0, 944, 57510
1957, 6778, 49881, 0, 0, 851, 57510
1963, 6777, 50059, 0, 0, 674, 57510
1969, 6837, 50090, 0, 0, 583, 57510
1975, 6895, 50054, 0, 0, 561, 57510
1981, 6909, 50117, 0, 0, 484, 57510
1987, 6852, 50202, 0, 0, 456, 57510
1993, 6804, 50313, 0, 0, 393, 57510
1999, 6831, 50027, 0, 0, 652, 57510
2005, 6860, 49891, 0, 0, 759, 57510
2011, 6849, 47782, 0, 0, 2879, 57510
2017, 6880, 47483, 0, 0, 3147, 57510
2023, 6890, 45743, 0, 0, 4877, 57510
2029, 6922, 45597, 0, 0, 4991, 57510
2035, 6942, 45012, 0, 0, 5556, 57510
2041, 6964, 44741, 0, 0, 5805, 57510
2047, 6792, 44401, 0, 0, 6317, 57510
2053, 6619, 45207, 0, 0, 5684, 57510
2059, 6634, 44305, 0, 0, 6571, 57510
2065, 6679, 45803, 0, 0, 5028, 57510
2071, 6584, 46393, 0, 0, 4533, 57510
2077, 6661, 47321, 0, 0, 3528, 57510
2083, 6825, 47587, 0, 0, 3098, 57510
2089, 6907, 47961, 0, 0, 2642, 57510
2095, 6935, 48845, 0, 0, 1730, 57510
2101, 6903, 49333, 0, 0, 1274, 57510
2107, 6910, 49514, 0, 0, 1086, 57510
2113, 6857, 49792, 0, 0, 861, 57510
2119, 6834, 49922, 0, 0, 754, 57510
2125, 6911, 49970, 0, 0, 629, 57510
2131, 6930, 50104, 0, 0, 476, 57510
2137, 6968, 50137, 0, 0, 405, 57510
2143, 6975, 50156, 0, 0, 379, 57510
2149, 6918, 50222, 0, 0, 370, 57510
2155, 6856, 50311, 0, 0, 343, 57510
2161, 6867, 50295, 0, 0, 348, 57510
2167, 6883, 50153, 0, 0, 474, 57510
2173, 6714, 50327, 0, 0, 469, 57510
2179, 6724, 49469, 0, 0, 1317, 57510
2185, 6796, 47874, 0, 0, 2840, 57510
2191, 6831, 47501, 0, 0, 3178, 57510
2197, 6506, 46878, 0, 0, 4126, 57510
2203, 6500, 44957, 0, 0, 6053, 57510
2209, 6564, 42439, 0, 0, 8507, 57510
