ts, default broker, COLDPower18, EWIIS3, total
799, 7120, 0, 50404, 57524
805, 7118, 0, 50406, 57524
811, 7118, 0, 50406, 57524
817, 7118, 0, 50406, 57524
823, 7119, 0, 50405, 57524
829, 7118, 0, 50406, 57524
835, 7118, 0, 50406, 57524
841, 7118, 0, 50406, 57524
847, 7117, 0, 50407, 57524
853, 7118, 0, 50406, 57524
859, 7118, 0, 50406, 57524
865, 7118, 0, 50406, 57524
871, 7119, 0, 50405, 57524
877, 7119, 0, 50405, 57524
883, 7119, 0, 50405, 57524
889, 7119, 0, 50405, 57524
895, 7120, 0, 50404, 57524
901, 7118, 0, 50406, 57524
907, 7119, 0, 50405, 57524
913, 7120, 0, 50404, 57524
919, 7121, 0, 50403, 57524
925, 7119, 0, 50405, 57524
931, 7119, 0, 50405, 57524
937, 7119, 0, 50405, 57524
943, 7119, 0, 50405, 57524
949, 7120, 0, 50404, 57524
955, 7121, 0, 50403, 57524
961, 7120, 0, 50404, 57524
967, 7121, 0, 50403, 57524
973, 7121, 0, 50403, 57524
979, 7122, 0, 50402, 57524
985, 7124, 0, 50400, 57524
991, 7125, 0, 50399, 57524
997, 7125, 0, 50399, 57524
1003, 7124, 0, 50400, 57524
1009, 7124, 0, 50400, 57524
1015, 7123, 0, 50401, 57524
1021, 7122, 0, 50402, 57524
1027, 7121, 0, 50403, 57524
1033, 7120, 0, 50404, 57524
1039, 7120, 0, 50404, 57524
1045, 7120, 0, 50404, 57524
1051, 7120, 0, 50404, 57524
1057, 7119, 0, 50405, 57524
1063, 7121, 0, 50403, 57524
1069, 7122, 0, 50402, 57524
1075, 7122, 0, 50402, 57524
1081, 7123, 0, 50401, 57524
1087, 7122, 0, 50402, 57524
1093, 7122, 0, 50402, 57524
1099, 7122, 0, 50402, 57524
1105, 7121, 0, 50403, 57524
1111, 7122, 0, 50402, 57524
1117, 7122, 0, 50402, 57524
1123, 7121, 0, 50403, 57524
1129, 7122, 0, 50402, 57524
1135, 7121, 0, 50403, 57524
1141, 7122, 0, 50402, 57524
1147, 7122, 0, 50402, 57524
1153, 7120, 0, 50404, 57524
1159, 7121, 0, 50403, 57524
1165, 7120, 0, 50404, 57524
1171, 7120, 0, 50404, 57524
1177, 7120, 0, 50404, 57524
1183, 7119, 0, 50405, 57524
1189, 7120, 0, 50404, 57524
1195, 7118, 0, 50406, 57524
1201, 7117, 0, 50407, 57524
1207, 7118, 0, 50406, 57524
1213, 7118, 0, 50406, 57524
1219, 7119, 0, 50405, 57524
1225, 7119, 0, 50405, 57524
1231, 7120, 0, 50404, 57524
1237, 7119, 0, 50405, 57524
1243, 7119, 0, 50405, 57524
1249, 7119, 0, 50405, 57524
1255, 7118, 0, 50406, 57524
1261, 7118, 0, 50406, 57524
1267, 7118, 0, 50406, 57524
1273, 7120, 0, 50404, 57524
1279, 7119, 0, 50405, 57524
1285, 7119, 0, 50405, 57524
1291, 7118, 0, 50406, 57524
1297, 7119, 0, 50405, 57524
1303, 7119, 0, 50405, 57524
1309, 7119, 0, 50405, 57524
1315, 7122, 0, 50402, 57524
1321, 7121, 0, 50403, 57524
1327, 7121, 0, 50403, 57524
1333, 7119, 0, 50405, 57524
1339, 7119, 0, 50405, 57524
1345, 7118, 0, 50406, 57524
1351, 7118, 0, 50406, 57524
1357, 7119, 0, 50405, 57524
1363, 7119, 0, 50405, 57524
1369, 7117, 0, 50407, 57524
1375, 7118, 0, 50406, 57524
1381, 7118, 0, 50406, 57524
1387, 7118, 0, 50406, 57524
1393, 7119, 0, 50405, 57524
1399, 7119, 0, 50405, 57524
1405, 7119, 0, 50405, 57524
1411, 7119, 0, 50405, 57524
1417, 7120, 0, 50404, 57524
1423, 7120, 0, 50404, 57524
1429, 7119, 0, 50405, 57524
1435, 7120, 0, 50404, 57524
1441, 7120, 0, 50404, 57524
1447, 7120, 0, 50404, 57524
1453, 7120, 0, 50404, 57524
1459, 7120, 0, 50404, 57524
1465, 7120, 0, 50404, 57524
1471, 7120, 0, 50404, 57524
1477, 7119, 0, 50405, 57524
1483, 7119, 0, 50405, 57524
1489, 7120, 0, 50404, 57524
1495, 7120, 0, 50404, 57524
1501, 7120, 0, 50404, 57524
1507, 7120, 0, 50404, 57524
1513, 7120, 0, 50404, 57524
1519, 7120, 0, 50404, 57524
1525, 7120, 0, 50404, 57524
1531, 7120, 0, 50404, 57524
1537, 7121, 0, 50403, 57524
1543, 7120, 0, 50404, 57524
1549, 7120, 0, 50404, 57524
1555, 7122, 0, 50402, 57524
1561, 7119, 0, 50405, 57524
1567, 7120, 0, 50404, 57524
1573, 7119, 0, 50405, 57524
1579, 7120, 0, 50404, 57524
1585, 7119, 0, 50405, 57524
1591, 7119, 0, 50405, 57524
1597, 7117, 0, 50407, 57524
1603, 7117, 0, 50407, 57524
1609, 7117, 0, 50407, 57524
1615, 7117, 0, 50407, 57524
1621, 7117, 0, 50407, 57524
1627, 7117, 0, 50407, 57524
1633, 7119, 0, 50405, 57524
1639, 7120, 0, 50404, 57524
1645, 7119, 0, 50405, 57524
1651, 7120, 0, 50404, 57524
1657, 7120, 0, 50404, 57524
1663, 7120, 0, 50404, 57524
1669, 7119, 0, 50405, 57524
1675, 7119, 0, 50405, 57524
1681, 7119, 0, 50405, 57524
1687, 7119, 0, 50405, 57524
1693, 7119, 0, 50405, 57524
1699, 7119, 0, 50405, 57524
1705, 7119, 0, 50405, 57524
1711, 7119, 0, 50405, 57524
1717, 7119, 0, 50405, 57524
1723, 7121, 0, 50403, 57524
1729, 7121, 0, 50403, 57524
1735, 7119, 0, 50405, 57524
1741, 7119, 0, 50405, 57524
1747, 7120, 0, 50404, 57524
1753, 7119, 0, 50405, 57524
