ts, default broker, COLDPower18, VidyutVanika, AgentUDE, Bunnie, total
1123, 9, 0, 27704, 11, 29786, 57510
1129, 8, 0, 33122, 92, 24288, 57510
1135, 5, 0, 36302, 94, 21109, 57510
1141, 4, 0, 44635, 65, 12806, 57510
1147, 4, 0, 46986, 64, 10456, 57510
1153, 3, 0, 48114, 67, 9326, 57510
1159, 6, 0, 48606, 4, 8894, 57510
1165, 5, 0, 50495, 4, 7006, 57510
1171, 6, 0, 52038, 4, 5462, 57510
1177, 6, 0, 51709, 6, 5789, 57510
1183, 5, 0, 51887, 8, 5610, 57510
1189, 5, 0, 53017, 8, 4480, 57510
1195, 4, 0, 53481, 8, 4017, 57510
1201, 5, 0, 28061, 7, 29437, 57510
1207, 5, 0, 25816, 7, 31682, 57510
1213, 5, 0, 25960, 8, 31537, 57510
1219, 4, 0, 25771, 10, 31725, 57510
1225, 4, 0, 25743, 9, 31754, 57510
1231, 4, 0, 25743, 9, 31754, 57510
1237, 4, 0, 25631, 8, 31867, 57510
1243, 3, 0, 24972, 103, 32432, 57510
1249, 1, 0, 23732, 105, 33672, 57510
1255, 1, 0, 23655, 99, 33755, 57510
1261, 4, 0, 23424, 102, 33980, 57510
1267, 4, 0, 22827, 206, 34473, 57510
1273, 3, 0, 9190, 349, 47968, 57510
1279, 2, 0, 7730, 352, 49426, 57510
1285, 3, 0, 7621, 41, 49845, 57510
1291, 5, 0, 7384, 9, 50112, 57510
1297, 5, 0, 7355, 157, 49993, 57510
1303, 5, 0, 7295, 157, 50053, 57510
1309, 2, 0, 7561, 161, 49786, 57510
1315, 2, 0, 7658, 130, 49720, 57510
1321, 5, 0, 7598, 128, 49779, 57510
1327, 4, 0, 7892, 8, 49606, 57510
1333, 4, 0, 9377, 8, 48121, 57510
1339, 4, 0, 11218, 8, 46280, 57510
1345, 4, 0, 14580, 7, 42919, 57510
1351, 3, 0, 17707, 6, 39794, 57510
1357, 2, 0, 21058, 8, 36442, 57510
1363, 2, 0, 23483, 10, 34015, 57510
1369, 3, 0, 24918, 7, 32582, 57510
1375, 3, 0, 25588, 8, 31911, 57510
1381, 3, 0, 25576, 7, 31924, 57510
1387, 3, 0, 25369, 7, 32131, 57510
1393, 3, 0, 25331, 8, 32168, 57510
1399, 4, 0, 25270, 7, 32229, 57510
1405, 3, 0, 24399, 10, 33098, 57510
1411, 6, 0, 23629, 6, 33869, 57510
1417, 4, 0, 22179, 7, 35320, 57510
1423, 4, 0, 20669, 7, 36830, 57510
1429, 4, 0, 18159, 7, 39340, 57510
1435, 4, 0, 16540, 7, 40959, 57510
1441, 3, 0, 14310, 7, 43190, 57510
1447, 1, 0, 12406, 9, 45094, 57510
1453, 3, 0, 11247, 6, 46254, 57510
1459, 3, 0, 10508, 7, 46992, 57510
1465, 3, 0, 9829, 7, 47671, 57510
1471, 3, 0, 9224, 7, 48276, 57510
1477, 3, 0, 9044, 7, 48456, 57510
1483, 2, 0, 8641, 11, 48856, 57510
1489, 1, 0, 8362, 12, 49135, 57510
1495, 1, 0, 8257, 11, 49241, 57510
1501, 2, 0, 9949, 41, 47518, 57510
1507, 2, 0, 13138, 11, 44359, 57510
1513, 2, 0, 15994, 10, 41504, 57510
1519, 1, 0, 17889, 12, 39608, 57510
1525, 3, 0, 20912, 11, 36584, 57510
1531, 3, 0, 23778, 11, 33718, 57510
1537, 5, 0, 24770, 8, 32727, 57510
1543, 1, 0, 25507, 106, 31896, 57510
1549, 3, 0, 25915, 109, 31483, 57510
1555, 3, 0, 25698, 78, 31731, 57510
1561, 2, 0, 25499, 20, 31989, 57510
1567, 2, 0, 25354, 107, 32047, 57510
1573, 4, 0, 25204, 106, 32196, 57510
1579, 5, 0, 24184, 67, 33254, 57510
1585, 3, 0, 22129, 68, 35310, 57510
1591, 4, 0, 20259, 98, 37149, 57510
1597, 5, 0, 18250, 99, 39156, 57510
1603, 5, 0, 16259, 206, 41040, 57510
1609, 5, 0, 14165, 205, 43135, 57510
1615, 7, 0, 13783, 206, 43514, 57510
1621, 6, 0, 12431, 20, 45053, 57510
1627, 4, 0, 10951, 10, 46545, 57510
1633, 3, 0, 9985, 144, 47378, 57510
1639, 3, 0, 9363, 146, 47998, 57510
1645, 3, 0, 8824, 146, 48537, 57510
1651, 2, 0, 8343, 147, 49018, 57510
1657, 2, 0, 8103, 293, 49112, 57510
1663, 3, 0, 7814, 81, 49612, 57510
1669, 3, 0, 10371, 22, 47114, 57510
1675, 3, 0, 13049, 17, 44441, 57510
1681, 4, 0, 20938, 19, 36549, 57510
1687, 5, 0, 22308, 19, 35178, 57510
1693, 5, 0, 24789, 20, 32696, 57510
1699, 6, 0, 27165, 21, 30318, 57510
1705, 5, 0, 28888, 11, 28606, 57510
1711, 4, 0, 29301, 13, 28192, 57510
1717, 4, 0, 29288, 11, 28207, 57510
1723, 4, 0, 29318, 13, 28175, 57510
1729, 5, 0, 29237, 176, 28092, 57510
1735, 4, 0, 29116, 178, 28212, 57510
1741, 5, 0, 28292, 208, 29005, 57510
1747, 3, 0, 26982, 76, 30449, 57510
