ts, default broker, COLDPower18, AgentUDE, total
787, 7143, 0, 50376, 57519
793, 7112, 0, 50407, 57519
799, 7113, 0, 50406, 57519
805, 7114, 0, 50405, 57519
811, 7107, 0, 50412, 57519
817, 7106, 0, 50413, 57519
823, 7858, 0, 49661, 57519
829, 7678, 0, 49841, 57519
835, 8044, 0, 49475, 57519
841, 7929, 0, 49590, 57519
847, 7557, 0, 49962, 57519
853, 7459, 0, 50060, 57519
859, 7598, 0, 49921, 57519
865, 7377, 0, 50142, 57519
871, 7192, 0, 50327, 57519
877, 7153, 0, 50366, 57519
883, 7104, 0, 50415, 57519
889, 7106, 0, 50413, 57519
895, 7098, 0, 50421, 57519
901, 7099, 0, 50420, 57519
907, 8033, 0, 49486, 57519
913, 7358, 0, 50161, 57519
919, 7927, 0, 49592, 57519
925, 7173, 0, 50346, 57519
931, 7590, 0, 49929, 57519
937, 7168, 0, 50351, 57519
943, 7434, 0, 50085, 57519
949, 7653, 0, 49866, 57519
955, 8159, 0, 49360, 57519
961, 7582, 0, 49937, 57519
967, 9986, 0, 47533, 57519
973, 7707, 0, 49812, 57519
979, 7916, 0, 49603, 57519
985, 7628, 0, 49891, 57519
991, 15655, 0, 41864, 57519
997, 7746, 0, 49773, 57519
1003, 7449, 0, 50070, 57519
1009, 7162, 0, 50357, 57519
1015, 7160, 0, 50359, 57519
1021, 7138, 0, 50381, 57519
1027, 7138, 0, 50381, 57519
1033, 9969, 0, 47550, 57519
1039, 9776, 0, 47743, 57519
1045, 7539, 0, 49980, 57519
1051, 7202, 0, 50317, 57519
1057, 7440, 0, 50079, 57519
1063, 7756, 0, 49763, 57519
1069, 7977, 0, 49542, 57519
1075, 24980, 0, 32539, 57519
1081, 10078, 0, 47441, 57519
1087, 8336, 0, 49183, 57519
1093, 7484, 0, 50035, 57519
1099, 7385, 0, 50134, 57519
1105, 7208, 0, 50311, 57519
1111, 7210, 0, 50309, 57519
1117, 9195, 0, 48324, 57519
1123, 8640, 0, 48879, 57519
1129, 7371, 0, 50148, 57519
1135, 7218, 0, 50301, 57519
1141, 7158, 0, 50361, 57519
1147, 7154, 0, 50365, 57519
1153, 7154, 0, 50365, 57519
1159, 16453, 0, 41066, 57519
1165, 11163, 0, 46356, 57519
1171, 13038, 0, 44481, 57519
1177, 9169, 0, 48350, 57519
1183, 13065, 0, 44454, 57519
1189, 10855, 0, 46664, 57519
1195, 10900, 0, 46619, 57519
1201, 8292, 0, 49227, 57519
1207, 8147, 0, 49372, 57519
1213, 7439, 0, 50080, 57519
1219, 7239, 0, 50280, 57519
1225, 7135, 0, 50384, 57519
1231, 7124, 0, 50395, 57519
1237, 7125, 0, 50394, 57519
1243, 7454, 0, 50065, 57519
1249, 7295, 0, 50224, 57519
1255, 8134, 0, 49385, 57519
1261, 7237, 0, 50282, 57519
1267, 7940, 0, 49579, 57519
1273, 7113, 0, 50406, 57519
1279, 7565, 0, 49954, 57519
1285, 8533, 0, 48986, 57519
1291, 7882, 0, 49637, 57519
1297, 7460, 0, 50059, 57519
1303, 10256, 0, 47263, 57519
1309, 9703, 0, 47816, 57519
1315, 10195, 0, 47324, 57519
1321, 8763, 0, 48756, 57519
1327, 17362, 0, 40157, 57519
1333, 8808, 0, 48711, 57519
1339, 7350, 0, 50169, 57519
1345, 7156, 0, 50363, 57519
1351, 7119, 0, 50400, 57519
1357, 7128, 0, 50391, 57519
1363, 7122, 0, 50397, 57519
1369, 7778, 0, 49741, 57519
1375, 7935, 0, 49584, 57519
1381, 7218, 0, 50301, 57519
1387, 7125, 0, 50394, 57519
1393, 7128, 0, 50391, 57519
1399, 7972, 0, 49547, 57519
1405, 7184, 0, 50335, 57519
1411, 7949, 0, 49570, 57519
1417, 7233, 0, 50286, 57519
1423, 7115, 0, 50404, 57519
1429, 7115, 0, 50404, 57519
1435, 7117, 0, 50402, 57519
1441, 7114, 0, 50405, 57519
1447, 7100, 0, 50419, 57519
1453, 8088, 0, 49431, 57519
1459, 7290, 0, 50229, 57519
1465, 7138, 0, 50381, 57519
1471, 7116, 0, 50403, 57519
1477, 7117, 0, 50402, 57519
1483, 7117, 0, 50402, 57519
1489, 7117, 0, 50402, 57519
1495, 7836, 0, 49683, 57519
1501, 7208, 0, 50311, 57519
1507, 8167, 0, 49352, 57519
1513, 7390, 0, 50129, 57519
1519, 8162, 0, 49357, 57519
1525, 7155, 0, 50364, 57519
1531, 7134, 0, 50385, 57519
1537, 7492, 0, 50027, 57519
1543, 7465, 0, 50054, 57519
1549, 7183, 0, 50336, 57519
1555, 7174, 0, 50345, 57519
1561, 7139, 0, 50380, 57519
1567, 7140, 0, 50379, 57519
1573, 7135, 0, 50384, 57519
1579, 7402, 0, 50117, 57519
1585, 7126, 0, 50393, 57519
1591, 7111, 0, 50408, 57519
1597, 7112, 0, 50407, 57519
1603, 7112, 0, 50407, 57519
1609, 7112, 0, 50407, 57519
1615, 7111, 0, 50408, 57519
1621, 7288, 0, 50231, 57519
1627, 7308, 0, 50211, 57519
1633, 7183, 0, 50336, 57519
1639, 7144, 0, 50375, 57519
1645, 7144, 0, 50375, 57519
1651, 7131, 0, 50388, 57519
1657, 7119, 0, 50400, 57519
1663, 10927, 0, 46592, 57519
1669, 7784, 0, 49735, 57519
1675, 9152, 0, 48367, 57519
1681, 7307, 0, 50212, 57519
