ts, default broker, COLDPower18, EWIIS3, AgentUDE, Bunnie, total
607, 6921, 0, 13, 8408, 42166, 57508
613, 6912, 0, 12, 3127, 47457, 57508
619, 6917, 0, 13, 3699, 46879, 57508
625, 6878, 0, 13, 3933, 46684, 57508
631, 6883, 0, 12, 4041, 46572, 57508
637, 6758, 0, 15, 4588, 46147, 57508
643, 6796, 0, 14, 5123, 45575, 57508
649, 6861, 0, 14, 5916, 44717, 57508
655, 6844, 0, 14, 671, 49979, 57508
661, 6790, 0, 14, 864, 49840, 57508
667, 6827, 0, 14, 869, 49798, 57508
673, 6878, 0, 14, 990, 49626, 57508
679, 6889, 0, 13, 1287, 49319, 57508
685, 6910, 0, 13, 1761, 48824, 57508
691, 7003, 0, 14, 2190, 48301, 57508
697, 6892, 0, 14, 3706, 46896, 57508
703, 6927, 0, 13, 4149, 46419, 57508
709, 6893, 0, 12, 6790, 43813, 57508
715, 6872, 0, 12, 7540, 43084, 57508
721, 6847, 0, 14, 9212, 41435, 57508
727, 6822, 0, 16, 9732, 40938, 57508
733, 6764, 0, 14, 10684, 40046, 57508
739, 6792, 0, 13, 3319, 47384, 57508
745, 6788, 0, 10, 4065, 46645, 57508
751, 6803, 0, 13, 5147, 45545, 57508
757, 6824, 0, 13, 6219, 44452, 57508
763, 6877, 0, 13, 7269, 43349, 57508
769, 6838, 0, 15, 8871, 41784, 57508
775, 6828, 0, 14, 9070, 41596, 57508
781, 6682, 0, 11, 1946, 48869, 57508
787, 6635, 0, 11, 2052, 48810, 57508
793, 6661, 0, 8, 3219, 47620, 57508
799, 6743, 0, 7, 4719, 46039, 57508
805, 6578, 0, 10, 5347, 45573, 57508
811, 6713, 0, 11, 6932, 43852, 57508
817, 6732, 0, 11, 8369, 42396, 57508
823, 6778, 0, 10, 632, 50088, 57508
829, 6875, 0, 11, 1307, 49315, 57508
835, 6990, 0, 9, 1733, 48776, 57508
841, 6847, 0, 9, 1978, 48674, 57508
847, 6776, 0, 9, 2283, 48440, 57508
853, 6514, 0, 10, 3226, 47758, 57508
859, 6603, 0, 10, 3495, 47400, 57508
865, 6633, 0, 13, 594, 50268, 57508
871, 6722, 0, 11, 995, 49780, 57508
877, 6793, 0, 11, 1020, 49684, 57508
883, 6775, 0, 12, 1012, 49709, 57508
889, 6833, 0, 13, 1005, 49657, 57508
895, 6859, 0, 13, 1150, 49486, 57508
901, 6881, 0, 15, 1394, 49218, 57508
907, 6882, 0, 12, 1055, 49559, 57508
913, 6911, 0, 12, 1581, 49004, 57508
919, 6894, 0, 11, 2231, 48372, 57508
925, 6939, 0, 9, 2674, 47886, 57508
931, 6981, 0, 8, 4091, 46428, 57508
937, 6987, 0, 9, 4370, 46142, 57508
943, 6996, 0, 11, 4970, 45531, 57508
949, 6939, 0, 14, 5192, 45363, 57508
955, 6919, 0, 11, 6891, 43687, 57508
961, 6837, 0, 12, 8860, 41799, 57508
967, 6835, 0, 10, 10697, 39966, 57508
973, 6880, 0, 12, 14126, 36490, 57508
979, 6931, 0, 13, 16678, 33886, 57508
985, 6933, 0, 13, 19201, 31361, 57508
991, 6933, 0, 13, 1988, 48574, 57508
997, 6919, 0, 14, 2163, 48412, 57508
1003, 6953, 0, 15, 2914, 47626, 57508
1009, 6877, 0, 15, 4330, 46286, 57508
1015, 6915, 0, 12, 4568, 46013, 57508
1021, 6717, 0, 10, 5619, 45162, 57508
1027, 6700, 0, 12, 6224, 44572, 57508
1033, 6781, 0, 15, 308, 50404, 57508
1039, 6769, 0, 15, 309, 50415, 57508
1045, 6825, 0, 14, 472, 50197, 57508
1051, 6861, 0, 14, 593, 50040, 57508
1057, 6957, 0, 15, 741, 49795, 57508
1063, 6970, 0, 16, 743, 49779, 57508
1069, 6996, 0, 16, 1034, 49462, 57508
1075, 6925, 0, 16, 105, 50462, 57508
1081, 6815, 0, 15, 253, 50425, 57508
1087, 6757, 0, 14, 271, 50466, 57508
1093, 6777, 0, 15, 518, 50198, 57508
1099, 6795, 0, 15, 681, 50017, 57508
1105, 6869, 0, 13, 974, 49652, 57508
1111, 6868, 0, 12, 964, 49664, 57508
1117, 6860, 0, 13, 1712, 48923, 57508
1123, 6854, 0, 13, 2679, 47962, 57508
1129, 6871, 0, 9, 3620, 47008, 57508
1135, 6849, 0, 13, 3763, 46883, 57508
1141, 6719, 0, 13, 4941, 45835, 57508
1147, 6693, 0, 10, 6629, 44176, 57508
1153, 6699, 0, 11, 7153, 43645, 57508
1159, 6751, 0, 17, 207, 50533, 57508
1165, 6169, 0, 15, 823, 50501, 57508
1171, 6331, 0, 14, 924, 50239, 57508
1177, 6414, 0, 14, 928, 50152, 57508
1183, 6622, 0, 15, 1039, 49832, 57508
1189, 6753, 0, 16, 1643, 49096, 57508
1195, 6759, 0, 15, 1932, 48802, 57508
1201, 6797, 0, 15, 500, 50196, 57508
1207, 6875, 0, 12, 596, 50025, 57508
1213, 6880, 0, 11, 748, 49869, 57508
1219, 6923, 0, 12, 865, 49708, 57508
1225, 6915, 0, 13, 1254, 49326, 57508
1231, 6893, 0, 13, 1784, 48818, 57508
1237, 6827, 0, 12, 2028, 48641, 57508
1243, 6806, 0, 14, 1176, 49512, 57508
1249, 6843, 0, 15, 2746, 47904, 57508
1255, 6921, 0, 14, 3274, 47299, 57508
1261, 6967, 0, 14, 5111, 45416, 57508
1267, 6949, 0, 14, 5664, 44881, 57508
1273, 6952, 0, 13, 6885, 43658, 57508
1279, 6886, 0, 12, 7792, 42818, 57508
1285, 6737, 0, 10, 956, 49805, 57508
1291, 6796, 0, 11, 1594, 49107, 57508
1297, 6792, 0, 12, 1724, 48980, 57508
1303, 6846, 0, 11, 2003, 48648, 57508
1309, 6896, 0, 13, 2626, 47973, 57508
1315, 6968, 0, 13, 3311, 47216, 57508
1321, 6952, 0, 13, 4048, 46495, 57508
1327, 6966, 0, 15, 296, 50231, 57508
1333, 6924, 0, 15, 991, 49578, 57508
1339, 6851, 0, 14, 1159, 49484, 57508
1345, 6891, 0, 13, 1594, 49010, 57508
1351, 6761, 0, 10, 1879, 48858, 57508
1357, 6857, 0, 11, 2719, 47921, 57508
1363, 6925, 0, 11, 2856, 47716, 57508
1369, 6868, 0, 12, 69, 50559, 57508
1375, 6903, 0, 12, 69, 50524, 57508
1381, 6902, 0, 13, 175, 50418, 57508
1387, 6886, 0, 15, 200, 50407, 57508
1393, 6876, 0, 14, 397, 50221, 57508
1399, 6915, 0, 14, 399, 50180, 57508
1405, 6902, 0, 14, 548, 50044, 57508
1411, 6960, 0, 15, 280, 50253, 57508
1417, 6911, 0, 13, 731, 49853, 57508
1423, 6929, 0, 14, 1123, 49442, 57508
1429, 6923, 0, 14, 1368, 49203, 57508
1435, 6927, 0, 13, 1510, 49058, 57508
1441, 6791, 0, 16, 1508, 49193, 57508
1447, 6793, 0, 16, 1653, 49046, 57508
1453, 6631, 0, 16, 614, 50247, 57508
1459, 6654, 0, 16, 1047, 49791, 57508
1465, 6708, 0, 16, 1190, 49594, 57508
1471, 6729, 0, 16, 1212, 49551, 57508
1477, 6781, 0, 17, 1785, 48925, 57508
1483, 6771, 0, 13, 2214, 48510, 57508
1489, 6860, 0, 14, 2366, 48268, 57508
1495, 6855, 0, 17, 186, 50450, 57508
1501, 6947, 0, 15, 1030, 49516, 57508
1507, 6942, 0, 14, 1049, 49503, 57508
1513, 6986, 0, 15, 1922, 48585, 57508
1519, 6971, 0, 15, 1925, 48597, 57508
1525, 6956, 0, 15, 2230, 48307, 57508
1531, 6978, 0, 14, 2490, 48026, 57508
1537, 6979, 0, 14, 208, 50307, 57508
1543, 6995, 0, 13, 642, 49858, 57508
1549, 6778, 0, 12, 638, 50080, 57508
1555, 6757, 0, 12, 1246, 49493, 57508
1561, 6767, 0, 12, 1487, 49242, 57508
1567, 6919, 0, 11, 1727, 48851, 57508
1573, 6866, 0, 11, 1963, 48668, 57508
1579, 6907, 0, 12, 219, 50370, 57508
1585, 6898, 0, 13, 361, 50236, 57508
1591, 6907, 0, 12, 809, 49780, 57508
1597, 6946, 0, 13, 1074, 49475, 57508
1603, 6915, 0, 13, 1335, 49245, 57508
1609, 6941, 0, 13, 1577, 48977, 57508
1615, 6901, 0, 14, 1703, 48890, 57508
1621, 6926, 0, 14, 415, 50153, 57508
1627, 6838, 0, 13, 845, 49812, 57508
1633, 6786, 0, 13, 975, 49734, 57508
1639, 6911, 0, 11, 1200, 49386, 57508
1645, 6911, 0, 11, 1561, 49025, 57508
1651, 6928, 0, 12, 1501, 49067, 57508
1657, 6927, 0, 10, 1979, 48592, 57508
1663, 6925, 0, 12, 253, 50318, 57508
1669, 6951, 0, 13, 583, 49961, 57508
1675, 6896, 0, 13, 698, 49901, 57508
1681, 6908, 0, 13, 942, 49645, 57508
1687, 6991, 0, 13, 942, 49562, 57508
1693, 6976, 0, 14, 1335, 49183, 57508
1699, 7007, 0, 14, 1628, 48859, 57508
1705, 6994, 0, 10, 583, 49921, 57508
1711, 6931, 0, 9, 753, 49815, 57508
1717, 6940, 0, 13, 925, 49630, 57508
1723, 6977, 0, 11, 1230, 49290, 57508
1729, 6948, 0, 16, 2196, 48348, 57508
1735, 6934, 0, 16, 2282, 48276, 57508
1741, 6870, 0, 16, 4027, 46595, 57508
1747, 6898, 0, 15, 2905, 47690, 57508
1753, 6925, 0, 14, 4030, 46539, 57508
1759, 6922, 0, 14, 3512, 47060, 57508
1765, 6924, 0, 14, 4565, 46005, 57508
1771, 6916, 0, 14, 4588, 45990, 57508
1777, 6885, 0, 14, 5712, 44897, 57508
1783, 6827, 0, 15, 5348, 45318, 57508
1789, 6893, 0, 14, 9969, 40632, 57508
1795, 6867, 0, 15, 11338, 39288, 57508
1801, 6924, 0, 15, 13837, 36732, 57508
1807, 6909, 0, 15, 14089, 36495, 57508
1813, 6965, 0, 14, 16933, 33596, 57508
1819, 6997, 0, 13, 19136, 31362, 57508
1825, 6997, 0, 12, 20159, 30340, 57508
1831, 6981, 0, 12, 1735, 48780, 57508
1837, 6773, 0, 13, 2028, 48694, 57508
1843, 6852, 0, 13, 2332, 48311, 57508
1849, 6846, 0, 12, 2896, 47754, 57508
1855, 6863, 0, 13, 2820, 47812, 57508
1861, 6858, 0, 13, 3790, 46847, 57508
1867, 6868, 0, 14, 4011, 46615, 57508
1873, 6913, 0, 14, 1812, 48769, 57508
1879, 6960, 0, 14, 2199, 48335, 57508
1885, 6949, 0, 14, 2681, 47864, 57508
1891, 6837, 0, 14, 2133, 48524, 57508
1897, 6878, 0, 15, 2324, 48291, 57508
1903, 6865, 0, 17, 2607, 48019, 57508
1909, 6873, 0, 17, 3333, 47285, 57508
1915, 6897, 0, 16, 1159, 49436, 57508
1921, 6931, 0, 14, 1800, 48763, 57508
1927, 6849, 0, 12, 2931, 47716, 57508
1933, 6811, 0, 14, 3837, 46846, 57508
1939, 6827, 0, 12, 5238, 45431, 57508
1945, 6870, 0, 12, 6567, 44059, 57508
1951, 6979, 0, 12, 7203, 43314, 57508
1957, 6967, 0, 11, 2383, 48147, 57508
1963, 6915, 0, 16, 2465, 48112, 57508
1969, 6864, 0, 13, 3556, 47075, 57508
1975, 6891, 0, 11, 3698, 46908, 57508
1981, 6684, 0, 13, 4341, 46470, 57508
1987, 6778, 0, 12, 4838, 45880, 57508
1993, 6829, 0, 12, 5800, 44867, 57508
1999, 6864, 0, 12, 1601, 49031, 57508
2005, 6926, 0, 14, 2324, 48244, 57508
2011, 6918, 0, 14, 3371, 47205, 57508
2017, 6902, 0, 13, 4205, 46388, 57508
2023, 6814, 0, 14, 4925, 45755, 57508
2029, 6807, 0, 15, 5801, 44885, 57508
2035, 6880, 0, 14, 6438, 44176, 57508
2041, 6880, 0, 13, 3314, 47301, 57508
2047, 6956, 0, 10, 2878, 47664, 57508
2053, 7013, 0, 9, 3816, 46670, 57508
2059, 6994, 0, 11, 3708, 46795, 57508
2065, 6977, 0, 13, 4225, 46293, 57508
2071, 6988, 0, 14, 4331, 46175, 57508
2077, 6935, 0, 14, 4447, 46112, 57508
2083, 6842, 0, 14, 829, 49823, 57508
