ts, default broker, CrocodileAgent, SPOT, total
1027, 6818, 50694, 0, 57512
1033, 6881, 50631, 0, 57512
1039, 6899, 50613, 0, 57512
1045, 6948, 50564, 0, 57512
1051, 6976, 50536, 0, 57512
1057, 6964, 50548, 0, 57512
1063, 6997, 50515, 0, 57512
1069, 7013, 50499, 0, 57512
1075, 6985, 50527, 0, 57512
1081, 6944, 50568, 0, 57512
1087, 6931, 50581, 0, 57512
1093, 6942, 50570, 0, 57512
1099, 6859, 50653, 0, 57512
1105, 6851, 50661, 0, 57512
1111, 6876, 50636, 0, 57512
1117, 6892, 50620, 0, 57512
1123, 6932, 50580, 0, 57512
1129, 6979, 50533, 0, 57512
1135, 7043, 50469, 0, 57512
1141, 6874, 50638, 0, 57512
1147, 6899, 50613, 0, 57512
1153, 6967, 50545, 0, 57512
1159, 6995, 50517, 0, 57512
1165, 6806, 50706, 0, 57512
1171, 6860, 50652, 0, 57512
1177, 6898, 50614, 0, 57512
1183, 6932, 50580, 0, 57512
1189, 7018, 50494, 0, 57512
1195, 7003, 50509, 0, 57512
1201, 6962, 50550, 0, 57512
1207, 6935, 50577, 0, 57512
1213, 6794, 50718, 0, 57512
1219, 6826, 50686, 0, 57512
1225, 6779, 50733, 0, 57512
1231, 6735, 50777, 0, 57512
1237, 6694, 50818, 0, 57512
1243, 6713, 50799, 0, 57512
1249, 6781, 50731, 0, 57512
1255, 6848, 50664, 0, 57512
1261, 6885, 50627, 0, 57512
1267, 6924, 50588, 0, 57512
1273, 6888, 50624, 0, 57512
1279, 6764, 50748, 0, 57512
1285, 6849, 50663, 0, 57512
1291, 6813, 50699, 0, 57512
1297, 6838, 50674, 0, 57512
1303, 6865, 50647, 0, 57512
1309, 6859, 50653, 0, 57512
1315, 6804, 50708, 0, 57512
1321, 6859, 50653, 0, 57512
1327, 6916, 50596, 0, 57512
1333, 6818, 50694, 0, 57512
1339, 6895, 50617, 0, 57512
1345, 6921, 50591, 0, 57512
1351, 6946, 50566, 0, 57512
1357, 6968, 50544, 0, 57512
1363, 6870, 50642, 0, 57512
1369, 6946, 50566, 0, 57512
1375, 6838, 50674, 0, 57512
1381, 6849, 50663, 0, 57512
1387, 6879, 50633, 0, 57512
1393, 6844, 50668, 0, 57512
1399, 6884, 50628, 0, 57512
1405, 6904, 50608, 0, 57512
1411, 6976, 50536, 0, 57512
1417, 6917, 50595, 0, 57512
1423, 6975, 50537, 0, 57512
1429, 6887, 50625, 0, 57512
1435, 6815, 50697, 0, 57512
1441, 6844, 50668, 0, 57512
1447, 6573, 50939, 0, 57512
1453, 6616, 50896, 0, 57512
1459, 6757, 50755, 0, 57512
1465, 6800, 50712, 0, 57512
1471, 6804, 50708, 0, 57512
1477, 6760, 50752, 0, 57512
1483, 6681, 50831, 0, 57512
1489, 6714, 50798, 0, 57512
1495, 6781, 50731, 0, 57512
1501, 6730, 50782, 0, 57512
1507, 6739, 50773, 0, 57512
1513, 6807, 50705, 0, 57512
1519, 6745, 50767, 0, 57512
1525, 6454, 51058, 0, 57512
1531, 6382, 51130, 0, 57512
1537, 6549, 50963, 0, 57512
1543, 6700, 50812, 0, 57512
1549, 6868, 50644, 0, 57512
1555, 6913, 50599, 0, 57512
1561, 6839, 50673, 0, 57512
1567, 6931, 50581, 0, 57512
1573, 6877, 50635, 0, 57512
1579, 6823, 50689, 0, 57512
1585, 6864, 50648, 0, 57512
1591, 6934, 50578, 0, 57512
1597, 6927, 50585, 0, 57512
1603, 6971, 50541, 0, 57512
1609, 6896, 50616, 0, 57512
1615, 6898, 50614, 0, 57512
1621, 6912, 50600, 0, 57512
1627, 6955, 50557, 0, 57512
1633, 6983, 50529, 0, 57512
1639, 6997, 50515, 0, 57512
1645, 6909, 50603, 0, 57512
1651, 6897, 50615, 0, 57512
1657, 6906, 50606, 0, 57512
1663, 6832, 50680, 0, 57512
1669, 6901, 50611, 0, 57512
1675, 6965, 50547, 0, 57512
1681, 6987, 50525, 0, 57512
1687, 6880, 50632, 0, 57512
1693, 6838, 50674, 0, 57512
1699, 6837, 50675, 0, 57512
1705, 6870, 50642, 0, 57512
1711, 6883, 50629, 0, 57512
1717, 6916, 50596, 0, 57512
1723, 6962, 50550, 0, 57512
1729, 6962, 50550, 0, 57512
1735, 6963, 50549, 0, 57512
1741, 6917, 50595, 0, 57512
1747, 6870, 50642, 0, 57512
1753, 6919, 50593, 0, 57512
1759, 6923, 50589, 0, 57512
1765, 6929, 50583, 0, 57512
1771, 6840, 50672, 0, 57512
1777, 6882, 50630, 0, 57512
