ts, default broker, SPOT, COLDPower18, EWIIS3, AgentUDE, total
1573, 7102, 0, 0, 12093, 38318, 57513
1579, 7110, 0, 0, 15120, 35283, 57513
1585, 7110, 0, 0, 14407, 35996, 57513
1591, 7108, 0, 0, 13630, 36775, 57513
1597, 7078, 0, 0, 13253, 37182, 57513
1603, 7070, 0, 0, 12802, 37641, 57513
1609, 7065, 0, 0, 12480, 37968, 57513
1615, 7083, 0, 0, 12387, 38043, 57513
1621, 7106, 0, 0, 18071, 32336, 57513
1627, 7112, 0, 0, 17049, 33352, 57513
1633, 7116, 0, 0, 16114, 34283, 57513
1639, 7119, 0, 0, 15340, 35054, 57513
1645, 7119, 0, 0, 14615, 35779, 57513
1651, 7120, 0, 0, 14345, 36048, 57513
1657, 7120, 0, 0, 13793, 36600, 57513
1663, 7119, 0, 0, 31917, 18477, 57513
1669, 7120, 0, 0, 27275, 23118, 57513
1675, 7119, 0, 0, 23245, 27149, 57513
1681, 7119, 0, 0, 19635, 30759, 57513
1687, 7118, 0, 0, 18728, 31667, 57513
1693, 7118, 0, 0, 16744, 33651, 57513
1699, 7118, 0, 0, 16119, 34276, 57513
1705, 7120, 0, 0, 20098, 30295, 57513
1711, 7120, 0, 0, 19128, 31265, 57513
1717, 7120, 0, 0, 16046, 34347, 57513
1723, 7120, 0, 0, 15252, 35141, 57513
1729, 7121, 0, 0, 14512, 35880, 57513
1735, 7121, 0, 0, 14459, 35933, 57513
1741, 7121, 0, 0, 14316, 36076, 57513
1747, 7115, 0, 0, 14237, 36161, 57513
