ts, default broker, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, total
811, 0, 0, 147, 33676, 23689, 57512
817, 0, 0, 147, 36507, 20858, 57512
823, 1, 0, 146, 55345, 2020, 57512
829, 1, 0, 146, 56977, 388, 57512
835, 1, 0, 144, 57106, 261, 57512
841, 3, 0, 144, 57153, 212, 57512
847, 3, 0, 132, 57175, 202, 57512
853, 4, 0, 131, 57039, 338, 57512
859, 2, 0, 138, 56038, 1334, 57512
865, 15, 0, 135, 56289, 1073, 57512
871, 9, 0, 93, 56538, 872, 57512
877, 14, 0, 135, 53392, 3971, 57512
883, 12, 0, 102, 53588, 3810, 57512
889, 10, 0, 58, 53699, 3745, 57512
895, 8, 0, 58, 53723, 3723, 57512
901, 5, 0, 56, 53806, 3645, 57512
907, 3, 0, 58, 56655, 796, 57512
913, 2, 0, 59, 55272, 2179, 57512
919, 2, 0, 61, 21497, 35952, 57512
925, 2, 0, 61, 21222, 36227, 57512
931, 1, 0, 61, 21480, 35970, 57512
937, 1, 0, 61, 21763, 35687, 57512
943, 1, 0, 61, 21947, 35503, 57512
949, 2, 0, 60, 54632, 2818, 57512
955, 1, 0, 59, 56534, 918, 57512
961, 1, 0, 59, 56567, 885, 57512
967, 1, 0, 59, 56290, 1162, 57512
973, 1, 0, 59, 55772, 1680, 57512
979, 0, 0, 61, 55112, 2339, 57512
985, 0, 0, 58, 54370, 3084, 57512
991, 0, 0, 54, 54793, 2665, 57512
997, 0, 0, 54, 52645, 4813, 57512
1003, 1, 0, 53, 51101, 6357, 57512
1009, 0, 0, 51, 49891, 7570, 57512
1015, 2, 0, 50, 49014, 8446, 57512
1021, 3, 0, 46, 48276, 9187, 57512
1027, 2, 0, 48, 47800, 9662, 57512
1033, 2, 0, 51, 55694, 1765, 57512
1039, 2, 0, 54, 55624, 1832, 57512
1045, 12, 0, 55, 31577, 25868, 57512
1051, 12, 0, 54, 31300, 26146, 57512
1057, 10, 0, 52, 31014, 26436, 57512
1063, 6, 0, 52, 30777, 26677, 57512
1069, 4, 0, 53, 30448, 27007, 57512
1075, 4, 0, 55, 53881, 3572, 57512
1081, 3, 0, 56, 54691, 2762, 57512
1087, 10, 0, 55, 20469, 36978, 57512
1093, 8, 0, 55, 20367, 37082, 57512
1099, 6, 0, 56, 20703, 36747, 57512
1105, 6, 0, 55, 21141, 36310, 57512
1111, 4, 0, 45, 21461, 36002, 57512
1117, 3, 0, 44, 51498, 5967, 57512
1123, 3, 0, 45, 53345, 4119, 57512
1129, 2, 0, 47, 52297, 5166, 57512
1135, 21, 0, 47, 51507, 5937, 57512
1141, 27, 0, 48, 44571, 12866, 57512
1147, 35, 0, 46, 44550, 12881, 57512
1153, 34, 0, 47, 44611, 12820, 57512
1159, 29, 0, 49, 56302, 1132, 57512
1165, 20, 0, 48, 56671, 773, 57512
1171, 11, 0, 48, 56547, 906, 57512
1177, 12, 0, 46, 56126, 1328, 57512
1183, 3, 0, 48, 55931, 1530, 57512
1189, 1, 0, 49, 55777, 1685, 57512
1195, 1, 0, 49, 55616, 1846, 57512
1201, 8, 0, 48, 41655, 15801, 57512
1207, 8, 0, 48, 40203, 17253, 57512
1213, 6, 0, 49, 32925, 24532, 57512
1219, 7, 0, 46, 29668, 27791, 57512
1225, 8, 0, 43, 27862, 29599, 57512
1231, 9, 0, 42, 24478, 32983, 57512
1237, 9, 0, 43, 21613, 35847, 57512
1243, 8, 0, 45, 25874, 31585, 57512
1249, 9, 0, 43, 26599, 30861, 57512
1255, 9, 0, 129, 31625, 25749, 57512
1261, 8, 0, 44, 32448, 25012, 57512
1267, 5, 0, 47, 34635, 22825, 57512
1273, 3, 0, 43, 35109, 22357, 57512
1279, 2, 0, 48, 38711, 18751, 57512
1285, 4, 0, 47, 43082, 14379, 57512
1291, 3, 0, 47, 42771, 14691, 57512
1297, 3, 0, 48, 42310, 15151, 57512
1303, 3, 0, 46, 42716, 14747, 57512
1309, 3, 0, 45, 45101, 12363, 57512
1315, 2, 0, 46, 48389, 9075, 57512
1321, 3, 0, 47, 51113, 6349, 57512
1327, 10, 0, 48, 56571, 883, 57512
1333, 10, 0, 47, 56686, 769, 57512
1339, 11, 0, 45, 56736, 720, 57512
1345, 11, 0, 44, 56731, 726, 57512
1351, 11, 0, 45, 56731, 725, 57512
1357, 11, 0, 45, 56251, 1205, 57512
1363, 11, 0, 46, 52363, 5092, 57512
1369, 14, 0, 46, 52554, 4898, 57512
1375, 15, 0, 45, 51084, 6368, 57512
1381, 13, 0, 47, 47060, 10392, 57512
1387, 14, 0, 44, 44687, 12767, 57512
1393, 14, 0, 45, 43425, 14028, 57512
1399, 13, 0, 45, 42132, 15322, 57512
1405, 11, 0, 48, 40438, 17015, 57512
1411, 9, 0, 47, 40060, 17396, 57512
1417, 8, 0, 46, 35738, 21720, 57512
1423, 7, 0, 127, 32864, 24514, 57512
1429, 5, 0, 48, 29539, 27920, 57512
1435, 5, 0, 46, 27260, 30201, 57512
1441, 5, 0, 45, 24235, 33227, 57512
1447, 3, 0, 46, 22435, 35028, 57512
1453, 4, 0, 45, 27319, 30144, 57512
1459, 4, 0, 44, 27199, 30265, 57512
1465, 4, 0, 43, 26600, 30865, 57512
1471, 3, 0, 46, 26099, 31364, 57512
1477, 5, 0, 43, 26333, 31131, 57512
1483, 5, 0, 44, 26259, 31204, 57512
1489, 3, 0, 46, 26127, 31336, 57512
1495, 10, 0, 46, 54217, 3239, 57512
1501, 10, 0, 46, 56946, 510, 57512
1507, 11, 0, 45, 57114, 342, 57512
1513, 12, 0, 43, 57126, 331, 57512
1519, 11, 0, 44, 57126, 331, 57512
1525, 10, 0, 45, 56998, 459, 57512
1531, 9, 0, 44, 56002, 1457, 57512
1537, 7, 0, 45, 54317, 3143, 57512
1543, 4, 0, 46, 51826, 5636, 57512
1549, 2, 0, 48, 50072, 7390, 57512
1555, 1, 0, 48, 48880, 8583, 57512
1561, 1, 0, 53, 48157, 9301, 57512
1567, 2, 0, 48, 46745, 10717, 57512
1573, 2, 0, 46, 42621, 14843, 57512
1579, 13, 0, 45, 47424, 10030, 57512
1585, 13, 0, 42, 45758, 11699, 57512
1591, 13, 0, 43, 45197, 12259, 57512
1597, 11, 0, 44, 43809, 13648, 57512
1603, 12, 0, 44, 43224, 14232, 57512
1609, 12, 0, 46, 42520, 14934, 57512
1615, 13, 0, 45, 41372, 16082, 57512
1621, 13, 0, 74, 45671, 11754, 57512
1627, 13, 0, 46, 45064, 12389, 57512
1633, 13, 0, 46, 44227, 13226, 57512
1639, 13, 0, 46, 43931, 13522, 57512
1645, 13, 0, 43, 43839, 13617, 57512
1651, 13, 0, 44, 43945, 13510, 57512
1657, 13, 0, 43, 43997, 13459, 57512
1663, 14, 0, 45, 56202, 1251, 57512
1669, 13, 0, 43, 56898, 558, 57512
1675, 11, 0, 50, 56979, 472, 57512
1681, 11, 0, 46, 56883, 572, 57512
1687, 11, 0, 47, 56882, 572, 57512
1693, 11, 0, 46, 56021, 1434, 57512
1699, 11, 0, 47, 54917, 2537, 57512
1705, 1, 0, 48, 46744, 10719, 57512
1711, 1, 0, 47, 26193, 31271, 57512
1717, 1, 0, 76, 21232, 36203, 57512
1723, 2, 0, 45, 20742, 36723, 57512
1729, 1, 0, 44, 20762, 36705, 57512
1735, 1, 0, 45, 15962, 41504, 57512
1741, 4, 0, 42, 11731, 45735, 57512
1747, 9, 0, 47, 19598, 37858, 57512
1753, 8, 0, 47, 19893, 37564, 57512
1759, 8, 0, 46, 19601, 37857, 57512
1765, 8, 0, 48, 19326, 38130, 57512
1771, 9, 0, 46, 18839, 38618, 57512
1777, 8, 0, 47, 18429, 39028, 57512
1783, 8, 0, 46, 18113, 39345, 57512
1789, 11, 0, 64, 33322, 24115, 57512
1795, 10, 0, 58, 35440, 22004, 57512
1801, 10, 0, 48, 35855, 21599, 57512
1807, 9, 0, 48, 37410, 20045, 57512
1813, 9, 0, 47, 45523, 11933, 57512
1819, 8, 0, 48, 50873, 6583, 57512
1825, 9, 0, 47, 54036, 3420, 57512
1831, 8, 0, 48, 56894, 562, 57512
1837, 9, 0, 47, 57095, 361, 57512
1843, 8, 0, 48, 57018, 438, 57512
1849, 8, 0, 46, 57017, 441, 57512
1855, 10, 0, 48, 56979, 475, 57512
1861, 9, 0, 49, 56425, 1029, 57512
1867, 7, 0, 47, 54159, 3299, 57512
1873, 6, 0, 48, 43845, 13613, 57512
1879, 6, 0, 107, 37753, 19646, 57512
1885, 6, 0, 51, 25838, 31617, 57512
1891, 6, 0, 86, 22395, 35025, 57512
1897, 6, 0, 51, 20201, 37254, 57512
