ts, default broker, SPOT, COLDPower18, VidyutVanika, AgentUDE, total
781, 0, 0, 0, 57442, 75, 57517
787, 0, 0, 0, 57440, 77, 57517
793, 2, 0, 0, 57439, 76, 57517
799, 0, 0, 0, 57439, 78, 57517
805, 0, 0, 0, 57439, 78, 57517
811, 1, 0, 0, 57433, 83, 57517
817, 1, 0, 0, 57431, 85, 57517
823, 1, 0, 0, 57424, 92, 57517
829, 3, 0, 0, 57274, 240, 57517
835, 3, 0, 0, 57282, 232, 57517
841, 1, 0, 0, 57133, 383, 57517
847, 1, 0, 0, 57134, 382, 57517
853, 2, 0, 0, 55492, 2023, 57517
859, 2, 0, 0, 55488, 2027, 57517
865, 1, 0, 0, 57294, 222, 57517
871, 1, 0, 0, 57475, 41, 57517
877, 14, 0, 0, 57374, 129, 57517
883, 1, 0, 0, 57387, 129, 57517
889, 1, 0, 0, 57416, 100, 57517
895, 14, 0, 0, 57401, 102, 57517
901, 3, 0, 0, 57414, 100, 57517
907, 6, 0, 0, 57468, 43, 57517
913, 8, 0, 0, 57395, 114, 57517
919, 4, 0, 0, 57336, 177, 57517
925, 3, 0, 0, 57274, 240, 57517
931, 4, 0, 0, 57274, 239, 57517
937, 3, 0, 0, 57214, 300, 57517
943, 3, 0, 0, 57214, 300, 57517
949, 5, 0, 0, 57444, 68, 57517
955, 3, 0, 0, 57476, 38, 57517
961, 7, 0, 0, 57469, 41, 57517
967, 7, 0, 0, 57470, 40, 57517
973, 6, 0, 0, 57472, 39, 57517
979, 6, 0, 0, 57474, 37, 57517
985, 9, 0, 0, 57395, 113, 57517
991, 6, 0, 0, 57475, 36, 57517
997, 7, 0, 0, 57474, 36, 57517
1003, 6, 0, 0, 57474, 37, 57517
1009, 7, 0, 0, 57365, 145, 57517
1015, 17, 0, 0, 44867, 12633, 57517
1021, 5, 0, 0, 45027, 12485, 57517
1027, 4, 0, 0, 45122, 12391, 57517
1033, 4, 0, 0, 56543, 970, 57517
1039, 3, 0, 0, 57393, 121, 57517
1045, 9, 0, 0, 53455, 4053, 57517
1051, 5, 0, 0, 53816, 3696, 57517
1057, 5, 0, 0, 54031, 3481, 57517
1063, 4, 0, 0, 54265, 3248, 57517
1069, 3, 0, 0, 54438, 3076, 57517
1075, 3, 0, 0, 57165, 349, 57517
1081, 3, 0, 0, 57391, 123, 57517
1087, 2, 0, 0, 57423, 92, 57517
1093, 5, 0, 0, 57421, 91, 57517
1099, 7, 0, 0, 57421, 89, 57517
1105, 6, 0, 0, 57441, 70, 57517
1111, 5, 0, 0, 57431, 81, 57517
1117, 6, 0, 0, 57476, 35, 57517
1123, 7, 0, 0, 57475, 35, 57517
1129, 7, 0, 0, 57473, 37, 57517
1135, 7, 0, 0, 57471, 39, 57517
1141, 5, 0, 0, 57474, 38, 57517
1147, 5, 0, 0, 57474, 38, 57517
1153, 7, 0, 0, 57419, 91, 57517
1159, 4, 0, 0, 57475, 38, 57517
1165, 4, 0, 0, 57400, 113, 57517
1171, 4, 0, 0, 57401, 112, 57517
1177, 4, 0, 0, 57309, 204, 57517
1183, 11, 0, 0, 51121, 6385, 57517
1189, 14, 0, 0, 50145, 7358, 57517
1195, 5, 0, 0, 50178, 7334, 57517
1201, 5, 0, 0, 56769, 743, 57517
1207, 4, 0, 0, 57353, 160, 57517
1213, 17, 0, 0, 55431, 2069, 57517
1219, 6, 0, 0, 55456, 2055, 57517
1225, 7, 0, 0, 55472, 2038, 57517
1231, 15, 0, 0, 55033, 2469, 57517
1237, 4, 0, 0, 55091, 2422, 57517
1243, 4, 0, 0, 57312, 201, 57517
1249, 3, 0, 0, 57441, 73, 57517
1255, 5, 0, 0, 57442, 70, 57517
1261, 6, 0, 0, 57442, 69, 57517
1267, 4, 0, 0, 57444, 69, 57517
1273, 4, 0, 0, 57311, 202, 57517
1279, 6, 0, 0, 57311, 200, 57517
1285, 5, 0, 0, 57441, 71, 57517
1291, 5, 0, 0, 57157, 355, 57517
1297, 6, 0, 0, 57067, 444, 57517
1303, 4, 0, 0, 57066, 447, 57517
1309, 5, 0, 0, 56996, 516, 57517
1315, 3, 0, 0, 57000, 514, 57517
1321, 24, 0, 0, 56979, 514, 57517
1327, 31, 0, 0, 57274, 212, 57517
1333, 28, 0, 0, 57329, 160, 57517
1339, 26, 0, 0, 57276, 215, 57517
1345, 27, 0, 0, 57281, 209, 57517
1351, 40, 0, 0, 53221, 4256, 57517
1357, 30, 0, 0, 53237, 4250, 57517
1363, 26, 0, 0, 53249, 4242, 57517
1369, 34, 0, 0, 57034, 449, 57517
1375, 30, 0, 0, 57406, 81, 57517
1381, 41, 0, 0, 56511, 965, 57517
1387, 32, 0, 0, 56520, 965, 57517
1393, 30, 0, 0, 56540, 947, 57517
1399, 17, 0, 0, 56575, 925, 57517
1405, 29, 0, 0, 56215, 1273, 57517
1411, 11, 0, 0, 57312, 194, 57517
1417, 6, 0, 0, 57470, 41, 57517
1423, 8, 0, 0, 57472, 37, 57517
1429, 9, 0, 0, 57472, 36, 57517
1435, 8, 0, 0, 57471, 38, 57517
1441, 6, 0, 0, 57471, 40, 57517
1447, 5, 0, 0, 57471, 41, 57517
1453, 6, 0, 0, 57402, 109, 57517
1459, 5, 0, 0, 57413, 99, 57517
1465, 3, 0, 0, 57414, 100, 57517
1471, 3, 0, 0, 57413, 101, 57517
1477, 2, 0, 0, 57415, 100, 57517
1483, 4, 0, 0, 57416, 97, 57517
1489, 3, 0, 0, 57413, 101, 57517
1495, 6, 0, 0, 57473, 38, 57517
1501, 4, 0, 0, 57472, 41, 57517
1507, 3, 0, 0, 57472, 42, 57517
1513, 6, 0, 0, 57469, 42, 57517
1519, 9, 0, 0, 50400, 7108, 57517
1525, 3, 0, 0, 50409, 7105, 57517
1531, 4, 0, 0, 50426, 7087, 57517
1537, 5, 0, 0, 57105, 407, 57517
1543, 4, 0, 0, 57444, 69, 57517
1549, 13, 0, 0, 57089, 415, 57517
1555, 3, 0, 0, 57107, 407, 57517
1561, 2, 0, 0, 57111, 404, 57517
1567, 3, 0, 0, 57110, 404, 57517
1573, 15, 0, 0, 57004, 498, 57517
1579, 8, 0, 0, 57439, 70, 57517
1585, 4, 0, 0, 57475, 38, 57517
1591, 5, 0, 0, 57474, 38, 57517
1597, 5, 0, 0, 57476, 36, 57517
1603, 4, 0, 0, 57476, 37, 57517
1609, 3, 0, 0, 57476, 38, 57517
1615, 2, 0, 0, 57476, 39, 57517
1621, 2, 0, 0, 57398, 117, 57517
1627, 4, 0, 0, 57398, 115, 57517
1633, 5, 0, 0, 57394, 118, 57517
1639, 6, 0, 0, 57393, 118, 57517
1645, 3, 0, 0, 57393, 121, 57517
1651, 3, 0, 0, 57393, 121, 57517
1657, 3, 0, 0, 57391, 123, 57517
1663, 34, 0, 0, 57443, 40, 57517
1669, 31, 0, 0, 57375, 111, 57517
1675, 26, 0, 0, 57362, 129, 57517
1681, 35, 0, 0, 57360, 122, 57517
1687, 26, 0, 0, 55232, 2259, 57517
1693, 11, 0, 0, 55261, 2245, 57517
1699, 9, 0, 0, 55282, 2226, 57517
1705, 4, 0, 0, 57254, 259, 57517
1711, 5, 0, 0, 57405, 107, 57517
1717, 6, 0, 0, 57464, 47, 57517
1723, 5, 0, 0, 57466, 46, 57517
1729, 5, 0, 0, 57466, 46, 57517
1735, 5, 0, 0, 57467, 45, 57517
1741, 15, 0, 0, 55170, 2332, 57517
