ts, default broker, CrocodileAgent, COLDPower18, EWIIS3, AgentUDE, total
1087, 6881, 40746, 0, 3575, 6308, 57510
1093, 6977, 37488, 0, 3813, 9232, 57510
1099, 6978, 37021, 0, 3786, 9725, 57510
1105, 6949, 35506, 0, 3822, 11233, 57510
1111, 6968, 35667, 0, 3611, 11264, 57510
1117, 6996, 44238, 0, 3595, 2681, 57510
1123, 6906, 44501, 0, 3388, 2715, 57510
1129, 6909, 44543, 0, 3342, 2716, 57510
1135, 6815, 44745, 0, 3233, 2717, 57510
1141, 6826, 44786, 0, 3179, 2719, 57510
1147, 6717, 45195, 0, 2877, 2721, 57510
1153, 6623, 45756, 0, 2411, 2720, 57510
1159, 6762, 48474, 0, 2268, 6, 57510
1165, 6796, 48822, 0, 1884, 8, 57510
1171, 6853, 48825, 0, 1824, 8, 57510
1177, 6849, 48972, 0, 1681, 8, 57510
1183, 6934, 48968, 0, 1601, 7, 57510
1189, 6861, 49038, 0, 1602, 9, 57510
1195, 6892, 49022, 0, 1587, 9, 57510
1201, 6937, 48198, 0, 1840, 535, 57510
1207, 6880, 47800, 0, 1725, 1105, 57510
1213, 6825, 46555, 0, 1728, 2402, 57510
1219, 6876, 41950, 0, 2195, 6489, 57510
1225, 6864, 40687, 0, 1981, 7978, 57510
1231, 6860, 36949, 0, 2322, 11379, 57510
1237, 6755, 29802, 0, 2116, 18837, 57510
1243, 6786, 36122, 0, 4784, 9818, 57510
1249, 6768, 34318, 0, 3934, 12490, 57510
1255, 6897, 33424, 0, 4097, 13092, 57510
1261, 6976, 33051, 0, 3848, 13635, 57510
1267, 6990, 32402, 0, 3585, 14533, 57510
1273, 6969, 31952, 0, 3227, 15362, 57510
1279, 6983, 32168, 0, 2870, 15489, 57510
1285, 6954, 42780, 0, 2691, 5085, 57510
1291, 6873, 43277, 0, 2155, 5205, 57510
1297, 6785, 43502, 0, 2014, 5209, 57510
1303, 6814, 44436, 0, 1809, 4451, 57510
1309, 6837, 45342, 0, 1758, 3573, 57510
1315, 6806, 46565, 0, 1691, 2448, 57510
1321, 6790, 47412, 0, 1587, 1721, 57510
1327, 6779, 49213, 0, 1487, 31, 57510
1333, 6831, 49335, 0, 1312, 32, 57510
1339, 6754, 49591, 0, 1132, 33, 57510
1345, 6803, 49603, 0, 1069, 35, 57510
1351, 6854, 49753, 0, 869, 34, 57510
1357, 6860, 49751, 0, 865, 34, 57510
1363, 6890, 49715, 0, 873, 32, 57510
1369, 6826, 49800, 0, 866, 18, 57510
1375, 6859, 49759, 0, 872, 20, 57510
1381, 6841, 49790, 0, 858, 21, 57510
1387, 6842, 48946, 0, 1422, 300, 57510
1393, 6859, 48397, 0, 1395, 859, 57510
1399, 6925, 48087, 0, 1496, 1002, 57510
1405, 6962, 46798, 0, 1335, 2415, 57510
1411, 6815, 46725, 0, 2829, 1141, 57510
1417, 6817, 45222, 0, 2384, 3087, 57510
1423, 6856, 45037, 0, 2176, 3441, 57510
1429, 6869, 43755, 0, 1887, 4999, 57510
1435, 6947, 41678, 0, 3207, 5678, 57510
1441, 6881, 41114, 0, 2955, 6560, 57510
1447, 6868, 40388, 0, 3583, 6671, 57510
1453, 6901, 47632, 0, 2794, 183, 57510
1459, 6940, 48298, 0, 2087, 185, 57510
1465, 6939, 48718, 0, 1666, 187, 57510
1471, 6898, 48914, 0, 1510, 188, 57510
1477, 6985, 49106, 0, 1231, 188, 57510
1483, 7014, 49201, 0, 1108, 187, 57510
1489, 6980, 49372, 0, 970, 188, 57510
1495, 6959, 49623, 0, 922, 6, 57510
1501, 6894, 49826, 0, 780, 10, 57510
1507, 6842, 49920, 0, 733, 15, 57510
1513, 6862, 49977, 0, 650, 21, 57510
1519, 6855, 50111, 0, 520, 24, 57510
1525, 6898, 49943, 0, 503, 166, 57510
1531, 6907, 49937, 0, 497, 169, 57510
1537, 6916, 49621, 0, 506, 467, 57510
1543, 6853, 49273, 0, 626, 758, 57510
1549, 6857, 48093, 0, 698, 1862, 57510
1555, 6910, 45322, 0, 1033, 4245, 57510
1561, 6936, 42066, 0, 1490, 7018, 57510
1567, 6940, 40552, 0, 1908, 8110, 57510
1573, 6907, 38287, 0, 1694, 10622, 57510
1579, 6939, 42122, 0, 4023, 4426, 57510
1585, 6905, 41163, 0, 3905, 5537, 57510
1591, 6886, 39415, 0, 3870, 7339, 57510
1597, 6784, 38113, 0, 3486, 9127, 57510
1603, 6767, 38310, 0, 3096, 9337, 57510
1609, 6835, 38303, 0, 2745, 9627, 57510
1615, 6856, 38006, 0, 2667, 9981, 57510
1621, 6953, 47778, 0, 2183, 596, 57510
1627, 6905, 48839, 0, 1650, 116, 57510
1633, 6862, 49241, 0, 1322, 85, 57510
1639, 6913, 49383, 0, 1129, 85, 57510
1645, 6914, 49678, 0, 834, 84, 57510
1651, 6898, 49883, 0, 645, 84, 57510
1657, 6829, 50057, 0, 540, 84, 57510
1663, 6868, 50168, 0, 471, 3, 57510
1669, 6932, 50124, 0, 450, 4, 57510
1675, 7010, 50111, 0, 385, 4, 57510
1681, 7023, 50120, 0, 363, 4, 57510
1687, 6955, 50207, 0, 344, 4, 57510
1693, 6920, 50271, 0, 315, 4, 57510
1699, 6942, 50243, 0, 321, 4, 57510
