ts, default broker, CrocodileAgent, SPOT, COLDPower18, AgentUDE, total
613, 6700, 32648, 17709, 0, 451, 57508
619, 6701, 42884, 7616, 0, 307, 57508
625, 6809, 48812, 1600, 0, 287, 57508
631, 6890, 49876, 426, 0, 316, 57508
637, 6923, 49936, 360, 0, 289, 57508
643, 6931, 49980, 331, 0, 266, 57508
649, 6832, 50081, 328, 0, 267, 57508
655, 6738, 50420, 332, 0, 18, 57508
661, 6769, 50394, 331, 0, 14, 57508
667, 6786, 50377, 329, 0, 16, 57508
673, 6865, 50298, 327, 0, 18, 57508
679, 6828, 50335, 327, 0, 18, 57508
685, 6841, 50202, 451, 0, 14, 57508
691, 6843, 49839, 811, 0, 15, 57508
697, 6798, 46769, 3934, 0, 7, 57508
703, 6863, 43238, 7400, 0, 7, 57508
709, 6752, 34867, 15506, 0, 383, 57508
715, 6817, 17400, 32468, 0, 823, 57508
721, 6726, 9090, 40610, 0, 1082, 57508
727, 6725, 6619, 42869, 0, 1295, 57508
733, 6692, 3044, 46415, 0, 1357, 57508
739, 6762, 2970, 47704, 0, 72, 57508
745, 6841, 2325, 48236, 0, 106, 57508
751, 6879, 3695, 46702, 0, 232, 57508
757, 6886, 4369, 45807, 0, 446, 57508
763, 6818, 4900, 44824, 0, 966, 57508
769, 6859, 6933, 42752, 0, 964, 57508
775, 6869, 15664, 33583, 0, 1392, 57508
781, 6885, 25714, 24836, 0, 73, 57508
787, 6929, 44177, 6374, 0, 28, 57508
793, 6877, 48702, 1869, 0, 60, 57508
799, 6881, 49925, 643, 0, 59, 57508
805, 6867, 50236, 337, 0, 68, 57508
811, 6852, 50250, 338, 0, 68, 57508
817, 6887, 50243, 306, 0, 72, 57508
823, 6833, 50341, 306, 0, 28, 57508
829, 6887, 50284, 308, 0, 29, 57508
835, 6951, 50215, 313, 0, 29, 57508
841, 6924, 50237, 314, 0, 33, 57508
847, 6911, 50244, 317, 0, 36, 57508
853, 6843, 50314, 320, 0, 31, 57508
859, 6803, 50212, 458, 0, 35, 57508
865, 6858, 47958, 1347, 0, 1345, 57508
871, 6816, 43920, 2409, 0, 4363, 57508
877, 6677, 40240, 3764, 0, 6827, 57508
883, 6749, 30821, 10097, 0, 9841, 57508
889, 6756, 20117, 16298, 0, 14337, 57508
895, 6753, 16144, 17966, 0, 16645, 57508
901, 6769, 11388, 21223, 0, 18128, 57508
907, 6789, 14654, 33756, 0, 2309, 57508
913, 6804, 14231, 34130, 0, 2343, 57508
919, 6767, 14396, 33731, 0, 2614, 57508
925, 6811, 15007, 32748, 0, 2942, 57508
931, 6829, 15180, 32292, 0, 3207, 57508
937, 6783, 17361, 29557, 0, 3807, 57508
943, 6804, 25847, 20694, 0, 4163, 57508
949, 6749, 40978, 9285, 0, 496, 57508
955, 6725, 47829, 2436, 0, 518, 57508
961, 6588, 49658, 775, 0, 487, 57508
967, 6483, 50004, 561, 0, 460, 57508
973, 6565, 49968, 514, 0, 461, 57508
979, 6654, 49921, 518, 0, 415, 57508
985, 6655, 49997, 528, 0, 328, 57508
991, 6679, 50252, 513, 0, 64, 57508
997, 6664, 50306, 501, 0, 37, 57508
1003, 6784, 50377, 314, 0, 33, 57508
1009, 6802, 50358, 310, 0, 38, 57508
1015, 6835, 50324, 315, 0, 34, 57508
1021, 6853, 50311, 310, 0, 34, 57508
1027, 6899, 50158, 416, 0, 35, 57508
1033, 6886, 49245, 1352, 0, 25, 57508
1039, 6872, 47282, 2892, 0, 462, 57508
1045, 6897, 43927, 5678, 0, 1006, 57508
1051, 6836, 34101, 15303, 0, 1268, 57508
1057, 6725, 24122, 25079, 0, 1582, 57508
1063, 6780, 17110, 31774, 0, 1844, 57508
1069, 6543, 12080, 37039, 0, 1846, 57508
1075, 6657, 8817, 41059, 0, 975, 57508
1081, 6682, 6635, 43036, 0, 1155, 57508
1087, 6681, 7125, 41992, 0, 1710, 57508
1093, 6742, 6055, 42212, 0, 2499, 57508
1099, 6766, 7177, 39902, 0, 3663, 57508
1105, 6618, 9358, 36490, 0, 5042, 57508
1111, 6663, 21732, 22827, 0, 6286, 57508
1117, 6657, 36455, 11106, 0, 3290, 57508
1123, 6628, 44312, 2998, 0, 3570, 57508
1129, 6703, 46389, 816, 0, 3600, 57508
1135, 6717, 46803, 324, 0, 3664, 57508
1141, 6831, 46745, 262, 0, 3670, 57508
1147, 6705, 46937, 252, 0, 3614, 57508
1153, 6729, 47065, 254, 0, 3460, 57508
1159, 6722, 50306, 287, 0, 193, 57508
1165, 6605, 50573, 288, 0, 42, 57508
1171, 6673, 50531, 294, 0, 10, 57508
1177, 6683, 50521, 293, 0, 11, 57508
1183, 6647, 50553, 294, 0, 14, 57508
1189, 6771, 50435, 293, 0, 9, 57508
1195, 6805, 50399, 298, 0, 6, 57508
1201, 6761, 49026, 1701, 0, 20, 57508
1207, 6755, 47149, 3321, 0, 283, 57508
1213, 6715, 44583, 5583, 0, 627, 57508
1219, 6740, 35577, 13337, 0, 1854, 57508
1225, 6759, 26717, 21298, 0, 2734, 57508
1231, 6666, 22500, 25140, 0, 3202, 57508
1237, 6693, 17038, 30272, 0, 3505, 57508
1243, 6673, 11865, 38007, 0, 963, 57508
1249, 6759, 7904, 41864, 0, 981, 57508
1255, 6703, 7127, 42243, 0, 1435, 57508
1261, 6597, 6311, 43040, 0, 1560, 57508
1267, 6676, 5591, 43404, 0, 1837, 57508
1273, 6731, 6064, 42708, 0, 2005, 57508
1279, 6857, 13847, 34486, 0, 2318, 57508
1285, 6813, 29223, 21355, 0, 117, 57508
1291, 6806, 45518, 5159, 0, 25, 57508
1297, 6820, 48486, 2178, 0, 24, 57508
1303, 6741, 49828, 914, 0, 25, 57508
1309, 6619, 50563, 300, 0, 26, 57508
1315, 6691, 50491, 303, 0, 23, 57508
1321, 6671, 50517, 296, 0, 24, 57508
1327, 6663, 50520, 286, 0, 39, 57508
1333, 6690, 50480, 294, 0, 44, 57508
1339, 6739, 50429, 293, 0, 47, 57508
1345, 6792, 50378, 292, 0, 46, 57508
1351, 6734, 50433, 288, 0, 53, 57508
1357, 6604, 50553, 289, 0, 62, 57508
1363, 6711, 50429, 301, 0, 67, 57508
1369, 6743, 50098, 608, 0, 59, 57508
1375, 6658, 49253, 1534, 0, 63, 57508
1381, 6530, 42885, 7641, 0, 452, 57508
1387, 6454, 30953, 17774, 0, 2327, 57508
1393, 6508, 19160, 27686, 0, 4154, 57508
1399, 6590, 15209, 30588, 0, 5121, 57508
1405, 6675, 8960, 35934, 0, 5939, 57508
1411, 6732, 6428, 43098, 0, 1250, 57508
1417, 6593, 4973, 44914, 0, 1028, 57508
1423, 6669, 5014, 44765, 0, 1060, 57508
1429, 6573, 6704, 42598, 0, 1633, 57508
1435, 6587, 6999, 42001, 0, 1921, 57508
1441, 6621, 10904, 37873, 0, 2110, 57508
1447, 6645, 26431, 22442, 0, 1990, 57508
1453, 6723, 40364, 10184, 0, 237, 57508
1459, 6842, 48430, 2090, 0, 146, 57508
1465, 6795, 49964, 640, 0, 109, 57508
1471, 6806, 50393, 259, 0, 50, 57508
1477, 6896, 50302, 257, 0, 53, 57508
1483, 6912, 50289, 255, 0, 52, 57508
1489, 6790, 50407, 259, 0, 52, 57508
1495, 6731, 50469, 261, 0, 47, 57508
1501, 6671, 50524, 267, 0, 46, 57508
1507, 6761, 50420, 278, 0, 49, 57508
1513, 6813, 50367, 281, 0, 47, 57508
1519, 6683, 50495, 285, 0, 45, 57508
1525, 6713, 50450, 292, 0, 53, 57508
1531, 6627, 50056, 775, 0, 50, 57508
1537, 6692, 48624, 2153, 0, 39, 57508
1543, 6654, 47353, 3460, 0, 41, 57508
1549, 6702, 40397, 9950, 0, 459, 57508
1555, 6673, 29809, 20334, 0, 692, 57508
1561, 6739, 18209, 30903, 0, 1657, 57508
1567, 6730, 12538, 36312, 0, 1928, 57508
1573, 6754, 9078, 39469, 0, 2207, 57508
1579, 6806, 8671, 41453, 0, 578, 57508
1585, 6811, 8879, 41359, 0, 459, 57508
1591, 6803, 9677, 40511, 0, 517, 57508
1597, 6854, 12199, 37150, 0, 1305, 57508
1603, 6749, 13625, 35433, 0, 1701, 57508
1609, 6762, 17980, 29739, 0, 3027, 57508
1615, 6791, 26880, 20710, 0, 3127, 57508
1621, 6737, 41114, 9297, 0, 360, 57508
1627, 6773, 48690, 1979, 0, 66, 57508
1633, 6820, 50031, 590, 0, 67, 57508
1639, 6808, 50318, 346, 0, 36, 57508
1645, 6800, 50355, 314, 0, 39, 57508
1651, 6783, 50371, 315, 0, 39, 57508
1657, 6750, 50403, 316, 0, 39, 57508
1663, 6745, 50432, 309, 0, 22, 57508
1669, 6612, 50575, 293, 0, 28, 57508
1675, 6434, 50756, 288, 0, 30, 57508
1681, 6483, 50707, 284, 0, 34, 57508
