ts, default broker, SPOT, COLDPower18, EWIIS3, Bunnie, total
1129, 6841, 97, 0, 13, 50559, 57510
1135, 6884, 97, 0, 13, 50516, 57510
1141, 6961, 96, 0, 14, 50439, 57510
1147, 6942, 94, 0, 15, 50459, 57510
1153, 6874, 93, 0, 15, 50528, 57510
1159, 6874, 95, 0, 13, 50528, 57510
1165, 6876, 94, 0, 14, 50526, 57510
1171, 6828, 94, 0, 16, 50572, 57510
1177, 6857, 94, 0, 15, 50544, 57510
1183, 6857, 94, 0, 17, 50542, 57510
1189, 6885, 94, 0, 16, 50515, 57510
1195, 6900, 94, 0, 16, 50500, 57510
1201, 6948, 94, 0, 17, 50451, 57510
1207, 6891, 94, 0, 17, 50508, 57510
1213, 6852, 94, 0, 15, 50549, 57510
1219, 6750, 94, 0, 16, 50650, 57510
1225, 6799, 94, 0, 17, 50600, 57510
1231, 6855, 94, 0, 17, 50544, 57510
1237, 6645, 95, 0, 16, 50754, 57510
1243, 6765, 96, 0, 15, 50634, 57510
1249, 6810, 97, 0, 15, 50588, 57510
1255, 6831, 97, 0, 15, 50567, 57510
1261, 6875, 96, 0, 15, 50524, 57510
1267, 6904, 94, 0, 17, 50495, 57510
1273, 6925, 93, 0, 20, 50472, 57510
1279, 6925, 93, 0, 19, 50473, 57510
1285, 6878, 93, 0, 19, 50520, 57510
1291, 6863, 93, 0, 18, 50536, 57510
1297, 6862, 93, 0, 18, 50537, 57510
1303, 6898, 93, 0, 17, 50502, 57510
1309, 6768, 243, 0, 18, 50481, 57510
1315, 6677, 243, 0, 18, 50572, 57510
1321, 6763, 243, 0, 16, 50488, 57510
1327, 6750, 243, 0, 16, 50501, 57510
1333, 6511, 243, 0, 16, 50740, 57510
1339, 6525, 243, 0, 17, 50725, 57510
1345, 6603, 392, 0, 16, 50499, 57510
1351, 6744, 302, 0, 15, 50449, 57510
1357, 6772, 302, 0, 15, 50421, 57510
1363, 6876, 302, 0, 16, 50316, 57510
1369, 6925, 302, 0, 16, 50267, 57510
1375, 6885, 302, 0, 16, 50307, 57510
1381, 6884, 272, 0, 16, 50338, 57510
1387, 6878, 183, 0, 16, 50433, 57510
1393, 6817, 155, 0, 13, 50525, 57510
1399, 6804, 95, 0, 15, 50596, 57510
1405, 6839, 95, 0, 14, 50562, 57510
1411, 6842, 95, 0, 15, 50558, 57510
1417, 6884, 93, 0, 17, 50516, 57510
1423, 6897, 93, 0, 15, 50505, 57510
1429, 6667, 93, 0, 15, 50735, 57510
1435, 6623, 94, 0, 17, 50776, 57510
1441, 6758, 95, 0, 17, 50640, 57510
1447, 6856, 94, 0, 17, 50543, 57510
1453, 6872, 94, 0, 13, 50531, 57510
1459, 6890, 94, 0, 14, 50512, 57510
1465, 6844, 94, 0, 13, 50559, 57510
1471, 6865, 95, 0, 13, 50537, 57510
1477, 6842, 94, 0, 13, 50561, 57510
1483, 6863, 93, 0, 13, 50541, 57510
1489, 6875, 45, 0, 16, 50574, 57510
1495, 6831, 49, 0, 16, 50614, 57510
1501, 6541, 46, 0, 16, 50907, 57510
1507, 6681, 44, 0, 16, 50769, 57510
1513, 6730, 44, 0, 16, 50720, 57510
1519, 6797, 63, 0, 17, 50633, 57510
1525, 6846, 77, 0, 17, 50570, 57510
1531, 6868, 92, 0, 14, 50536, 57510
1537, 6868, 93, 0, 14, 50535, 57510
1543, 6788, 93, 0, 14, 50615, 57510
1549, 6723, 95, 0, 13, 50679, 57510
1555, 6759, 94, 0, 15, 50642, 57510
1561, 6770, 94, 0, 15, 50631, 57510
1567, 6766, 95, 0, 13, 50636, 57510
1573, 6857, 95, 0, 12, 50546, 57510
1579, 6904, 95, 0, 13, 50498, 57510
1585, 6891, 95, 0, 13, 50511, 57510
1591, 6858, 96, 0, 12, 50544, 57510
1597, 6451, 95, 0, 13, 50951, 57510
1603, 6347, 96, 0, 13, 51054, 57510
1609, 6553, 95, 0, 16, 50846, 57510
1615, 6707, 96, 0, 15, 50692, 57510
1621, 6807, 96, 0, 14, 50593, 57510
1627, 6815, 95, 0, 14, 50586, 57510
1633, 6756, 94, 0, 14, 50646, 57510
1639, 6729, 94, 0, 14, 50673, 57510
1645, 6734, 94, 0, 13, 50669, 57510
1651, 6751, 94, 0, 14, 50651, 57510
1657, 6734, 94, 0, 14, 50668, 57510
1663, 6858, 94, 0, 14, 50544, 57510
1669, 6940, 93, 0, 15, 50462, 57510
1675, 6927, 93, 0, 16, 50474, 57510
1681, 6907, 93, 0, 16, 50494, 57510
1687, 6894, 95, 0, 14, 50507, 57510
1693, 6882, 95, 0, 13, 50520, 57510
1699, 6824, 94, 0, 13, 50579, 57510
1705, 6799, 94, 0, 12, 50605, 57510
1711, 6801, 94, 0, 14, 50601, 57510
1717, 6634, 93, 0, 15, 50768, 57510
1723, 6602, 93, 0, 15, 50800, 57510
1729, 6748, 93, 0, 17, 50652, 57510
1735, 6776, 93, 0, 17, 50624, 57510
1741, 6805, 93, 0, 15, 50597, 57510
1747, 6828, 93, 0, 15, 50574, 57510
1753, 6891, 93, 0, 15, 50511, 57510
1759, 6891, 93, 0, 15, 50511, 57510
1765, 6817, 94, 0, 14, 50585, 57510
1771, 6838, 93, 0, 16, 50563, 57510
1777, 6857, 93, 0, 17, 50543, 57510
1783, 6925, 93, 0, 17, 50475, 57510
1789, 6939, 93, 0, 17, 50461, 57510
1795, 6892, 93, 0, 17, 50508, 57510
1801, 6851, 95, 0, 15, 50549, 57510
