ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, total
955, 3278, 5637, 145, 0, 48445, 57505
961, 3282, 5601, 114, 0, 48508, 57505
967, 3327, 5643, 116, 0, 48419, 57505
973, 3398, 5604, 387, 0, 48116, 57505
979, 3454, 5284, 396, 0, 48371, 57505
985, 3468, 4958, 94, 0, 48985, 57505
991, 3451, 4700, 93, 0, 49261, 57505
997, 3458, 4111, 95, 0, 49841, 57505
1003, 3494, 3520, 97, 0, 50394, 57505
1009, 3456, 3075, 95, 0, 50879, 57505
1015, 3411, 2308, 96, 0, 51690, 57505
1021, 3478, 1769, 95, 0, 52163, 57505
1027, 3378, 1029, 95, 0, 53003, 57505
1033, 3337, 897, 97, 0, 53174, 57505
1039, 3375, 598, 97, 0, 53435, 57505
1045, 3287, 503, 96, 0, 53619, 57505
1051, 3285, 438, 125, 0, 53657, 57505
1057, 3322, 431, 94, 0, 53658, 57505
1063, 3232, 361, 96, 0, 53816, 57505
1069, 3279, 459, 95, 0, 53672, 57505
1075, 3131, 472, 95, 0, 53807, 57505
1081, 3223, 1019, 93, 0, 53170, 57505
1087, 3291, 1409, 93, 0, 52712, 57505
1093, 3361, 1800, 93, 0, 52251, 57505
1099, 3468, 2727, 93, 0, 51217, 57505
1105, 3372, 3316, 94, 0, 50723, 57505
1111, 3305, 3973, 94, 0, 50133, 57505
1117, 3484, 4315, 94, 0, 49612, 57505
1123, 3519, 4421, 94, 0, 49471, 57505
1129, 3557, 4369, 95, 0, 49484, 57505
1135, 3519, 4703, 223, 0, 49060, 57505
1141, 3384, 4727, 350, 0, 49044, 57505
1147, 3384, 4719, 350, 0, 49052, 57505
1153, 3470, 4470, 350, 0, 49215, 57505
1159, 3209, 4028, 349, 0, 49919, 57505
1165, 3153, 3606, 349, 0, 50397, 57505
1171, 3146, 3286, 350, 0, 50723, 57505
1177, 3202, 2930, 290, 0, 51083, 57505
1183, 3094, 2208, 125, 0, 52078, 57505
1189, 3123, 1996, 209, 0, 52177, 57505
1195, 3243, 1477, 210, 0, 52575, 57505
1201, 3168, 1306, 209, 0, 52822, 57505
1207, 3220, 1010, 209, 0, 53066, 57505
1213, 3129, 874, 180, 0, 53322, 57505
1219, 3284, 738, 180, 0, 53303, 57505
1225, 2598, 621, 100, 0, 54186, 57505
1231, 1626, 490, 61, 0, 55328, 57505
1237, 1387, 399, 58, 0, 55661, 57505
1243, 1029, 436, 33, 0, 56007, 57505
1249, 783, 1249, 2, 0, 55471, 57505
1255, 416, 1368, 2, 0, 55719, 57505
1261, 127, 1411, 1, 0, 55966, 57505
1267, 71, 1518, 1, 0, 55915, 57505
1273, 43, 1944, 1, 0, 55517, 57505
1279, 42, 2147, 0, 0, 55316, 57505
1285, 21, 2062, 1, 0, 55421, 57505
1291, 21, 1950, 1, 0, 55533, 57505
1297, 7, 1899, 1, 0, 55598, 57505
1303, 17, 2251, 242, 0, 54995, 57505
1309, 17, 2253, 248, 0, 54987, 57505
1315, 8, 2252, 244, 0, 55001, 57505
1321, 8, 1848, 243, 0, 55406, 57505
1327, 9, 1696, 243, 0, 55557, 57505
1333, 9, 1560, 241, 0, 55695, 57505
1339, 10, 1448, 241, 0, 55806, 57505
1345, 10, 1038, 94, 0, 56363, 57505
1351, 10, 917, 97, 0, 56481, 57505
1357, 11, 736, 97, 0, 56661, 57505
1363, 2, 653, 99, 0, 56751, 57505
1369, 2, 622, 147, 0, 56734, 57505
1375, 2, 320, 152, 0, 57031, 57505
1381, 11, 337, 154, 0, 57003, 57505
1387, 2000, 348, 125, 0, 55032, 57505
1393, 2250, 358, 124, 0, 54773, 57505
1399, 2543, 312, 125, 0, 54525, 57505
1405, 2508, 305, 95, 0, 54597, 57505
1411, 2703, 578, 94, 0, 54130, 57505
1417, 2729, 2652, 95, 0, 52029, 57505
1423, 2918, 3271, 95, 0, 51221, 57505
1429, 2969, 3728, 94, 0, 50714, 57505
1435, 2944, 4113, 95, 0, 50353, 57505
1441, 2807, 4717, 95, 0, 49886, 57505
1447, 3017, 4922, 95, 0, 49471, 57505
1453, 3218, 5286, 95, 0, 48906, 57505
1459, 3223, 5234, 94, 0, 48954, 57505
1465, 3181, 5287, 94, 0, 48943, 57505
1471, 3070, 6387, 242, 0, 47806, 57505
1477, 3030, 6406, 279, 0, 47790, 57505
1483, 3143, 6403, 279, 0, 47680, 57505
1489, 3252, 5660, 279, 0, 48314, 57505
1495, 3366, 5251, 279, 0, 48609, 57505
1501, 3239, 4605, 278, 0, 49383, 57505
1507, 3303, 4505, 278, 0, 49419, 57505
1513, 3332, 3553, 248, 0, 50372, 57505
1519, 3272, 3289, 189, 0, 50755, 57505
1525, 3241, 2949, 191, 0, 51124, 57505
1531, 3313, 2429, 160, 0, 51603, 57505
1537, 3440, 2162, 130, 0, 51773, 57505
1543, 3569, 1734, 130, 0, 52072, 57505
1549, 3451, 1175, 162, 0, 52717, 57505
1555, 3277, 981, 158, 0, 53089, 57505
1561, 3394, 992, 158, 0, 52961, 57505
1567, 3214, 893, 158, 0, 53240, 57505
1573, 3383, 796, 158, 0, 53168, 57505
1579, 3490, 752, 157, 0, 53106, 57505
1585, 3461, 1600, 159, 0, 52285, 57505
1591, 3473, 2584, 126, 0, 51322, 57505
1597, 3198, 4689, 126, 0, 49492, 57505
1603, 3298, 5576, 96, 0, 48535, 57505
1609, 3457, 6504, 98, 0, 47446, 57505
1615, 3624, 7233, 97, 0, 46551, 57505
1621, 3600, 7731, 98, 0, 46076, 57505
1627, 3498, 7655, 98, 0, 46254, 57505
1633, 3538, 7660, 97, 0, 46210, 57505
1639, 3510, 7693, 108, 0, 46194, 57505
1645, 3475, 7825, 109, 0, 46096, 57505
1651, 3550, 7712, 109, 0, 46134, 57505
1657, 3531, 7378, 112, 0, 46484, 57505
1663, 3407, 6798, 111, 0, 47189, 57505
1669, 3272, 6753, 109, 0, 47371, 57505
1675, 3414, 5596, 109, 0, 48386, 57505
1681, 3442, 4756, 108, 0, 49199, 57505
1687, 3162, 3556, 107, 0, 50680, 57505
1693, 3051, 2471, 105, 0, 51878, 57505
1699, 3295, 2096, 105, 0, 52009, 57505
1705, 3291, 1804, 106, 0, 52304, 57505
1711, 3548, 1439, 106, 0, 52412, 57505
1717, 3475, 1212, 135, 0, 52683, 57505
1723, 3517, 1108, 222, 0, 52658, 57505
1729, 3552, 1268, 212, 0, 52473, 57505
1735, 3449, 1152, 212, 0, 52692, 57505
1741, 3397, 1280, 212, 0, 52616, 57505
1747, 3219, 1446, 192, 0, 52648, 57505
1753, 3205, 1959, 172, 0, 52169, 57505
1759, 3132, 2775, 172, 0, 51426, 57505
1765, 3208, 3794, 164, 0, 50339, 57505
1771, 3133, 4443, 164, 0, 49765, 57505
1777, 3378, 5315, 135, 0, 48677, 57505
1783, 3352, 5899, 116, 0, 48138, 57505
1789, 3208, 5857, 96, 0, 48344, 57505
1795, 3414, 6077, 95, 0, 47919, 57505
1801, 3411, 5992, 97, 0, 48005, 57505
1807, 3457, 5789, 129, 0, 48130, 57505
1813, 3648, 5937, 127, 0, 47793, 57505
1819, 3564, 5689, 128, 0, 48124, 57505
