ts, default broker, CrocodileAgent, COLDPower18, VidyutVanika, AgentUDE, total
1603, 3265, 4061, 0, 50167, 20, 57513
1609, 3241, 5545, 0, 48706, 21, 57513
1615, 3491, 6815, 0, 47184, 23, 57513
1621, 3672, 7211, 0, 46613, 17, 57513
1627, 3662, 7102, 0, 46732, 17, 57513
1633, 3641, 7209, 0, 46648, 15, 57513
1639, 3703, 7276, 0, 46515, 19, 57513
1645, 3562, 7193, 0, 46738, 20, 57513
1651, 3629, 7006, 0, 46859, 19, 57513
1657, 3449, 6812, 0, 47236, 16, 57513
1663, 3420, 6221, 0, 47857, 15, 57513
1669, 3370, 5691, 0, 48437, 15, 57513
1675, 3615, 4923, 0, 48962, 13, 57513
1681, 3671, 4019, 0, 49811, 12, 57513
1687, 3786, 2832, 0, 50883, 12, 57513
1693, 3828, 1814, 0, 51859, 12, 57513
1699, 3731, 1665, 0, 52104, 13, 57513
1705, 3499, 1498, 0, 52504, 12, 57513
1711, 3564, 1021, 0, 52916, 12, 57513
1717, 3597, 612, 0, 53293, 11, 57513
1723, 3581, 835, 0, 53086, 11, 57513
1729, 3505, 1159, 0, 52837, 12, 57513
1735, 3537, 1353, 0, 52610, 13, 57513
1741, 3493, 1159, 0, 52848, 13, 57513
1747, 3549, 1533, 0, 52418, 13, 57513
1753, 3545, 2835, 0, 51118, 15, 57513
1759, 3494, 3742, 0, 50261, 16, 57513
1765, 3537, 4581, 0, 49377, 18, 57513
1771, 3486, 5295, 0, 48715, 17, 57513
1777, 3534, 6703, 0, 47260, 16, 57513
1783, 3483, 7510, 0, 46506, 14, 57513
1789, 3171, 8159, 0, 46170, 13, 57513
1795, 3282, 8103, 0, 46113, 15, 57513
1801, 3359, 7791, 0, 46235, 128, 57513
1807, 3146, 7766, 0, 46468, 133, 57513
1813, 3130, 7807, 0, 46338, 238, 57513
1819, 3045, 7416, 0, 46813, 239, 57513
1825, 3064, 7088, 0, 47122, 239, 57513
1831, 3221, 6966, 0, 47261, 65, 57513
1837, 3116, 5841, 0, 48551, 5, 57513
1843, 3249, 4911, 0, 49348, 5, 57513
1849, 3308, 3882, 0, 50318, 5, 57513
1855, 3330, 3195, 0, 50983, 5, 57513
1861, 3347, 2424, 0, 51736, 6, 57513
1867, 3409, 1749, 0, 52350, 5, 57513
1873, 3487, 1309, 0, 52709, 8, 57513
1879, 3365, 1101, 0, 53039, 8, 57513
1885, 3516, 803, 0, 53183, 11, 57513
1891, 3584, 595, 0, 53324, 10, 57513
1897, 3466, 655, 0, 53381, 11, 57513
1903, 3561, 823, 0, 53115, 14, 57513
1909, 3428, 940, 0, 53132, 13, 57513
1915, 3360, 1234, 0, 52910, 9, 57513
1921, 3436, 2568, 0, 51500, 9, 57513
1927, 3535, 3920, 0, 50049, 9, 57513
1933, 3693, 4490, 0, 49323, 7, 57513
1939, 3545, 5284, 0, 48677, 7, 57513
1945, 3487, 6773, 0, 47246, 7, 57513
1951, 3597, 7824, 0, 46085, 7, 57513
1957, 3669, 7879, 0, 45959, 6, 57513
1963, 3752, 8070, 0, 45685, 6, 57513
1969, 3710, 8057, 0, 45740, 6, 57513
1975, 3630, 8070, 0, 45806, 7, 57513
