ts, default broker, CrocodileAgent, COLDPower18, VidyutVanika, Bunnie, total
949, 88, 1575, 0, 55660, 192, 57515
955, 58, 1317, 0, 55978, 162, 57515
961, 28, 929, 0, 56465, 93, 57515
967, 27, 583, 0, 11837, 45068, 57515
973, 25, 559, 0, 11956, 44975, 57515
979, 23, 472, 0, 51743, 5277, 57515
985, 18, 319, 0, 56459, 719, 57515
991, 20, 226, 0, 56325, 944, 57515
997, 14, 198, 0, 56634, 669, 57515
1003, 3, 120, 0, 56698, 694, 57515
1009, 3, 121, 0, 55950, 1441, 57515
1015, 2, 120, 0, 12821, 44572, 57515
1021, 3, 111, 0, 13936, 43465, 57515
1027, 6, 358, 0, 50823, 6328, 57515
1033, 532, 532, 0, 49482, 6969, 57515
1039, 756, 693, 0, 49617, 6449, 57515
1045, 1081, 778, 0, 50266, 5390, 57515
1051, 1030, 835, 0, 50644, 5006, 57515
1057, 2789, 1397, 0, 45796, 7533, 57515
1063, 3048, 1566, 0, 37971, 14930, 57515
1069, 3069, 1648, 0, 37673, 15125, 57515
1075, 3232, 1645, 0, 38372, 14266, 57515
1081, 3303, 1616, 0, 41332, 11264, 57515
1087, 3293, 1638, 0, 39554, 13030, 57515
1093, 3463, 1584, 0, 38366, 14102, 57515
1099, 3323, 1389, 0, 39741, 13062, 57515
1105, 3081, 1461, 0, 41380, 11593, 57515
1111, 3281, 1367, 0, 36622, 16245, 57515
1117, 3292, 1304, 0, 36685, 16234, 57515
1123, 3329, 1276, 0, 40584, 12326, 57515
1129, 3214, 992, 0, 42285, 11024, 57515
1135, 3581, 756, 0, 7387, 45791, 57515
1141, 3482, 560, 0, 12190, 41283, 57515
1147, 3474, 391, 0, 31387, 22263, 57515
1153, 3436, 328, 0, 38138, 15613, 57515
1159, 3560, 342, 0, 31929, 21684, 57515
1165, 3456, 272, 0, 32042, 21745, 57515
1171, 3471, 242, 0, 33880, 19922, 57515
1177, 3250, 204, 0, 40694, 13367, 57515
1183, 3226, 294, 0, 9966, 44029, 57515
1189, 3290, 439, 0, 10742, 43044, 57515
1195, 3596, 1546, 0, 30935, 21438, 57515
1201, 3737, 2854, 0, 41182, 9742, 57515
1207, 3529, 4321, 0, 36325, 13340, 57515
1213, 3566, 5423, 0, 37732, 10794, 57515
1219, 3391, 6381, 0, 40746, 6997, 57515
1225, 3432, 6769, 0, 42736, 4578, 57515
1231, 3446, 6833, 0, 40791, 6445, 57515
1237, 3493, 6712, 0, 41276, 6034, 57515
1243, 3431, 6675, 0, 43112, 4297, 57515
1249, 3322, 6688, 0, 43352, 4153, 57515
1255, 3333, 6600, 0, 40821, 6761, 57515
1261, 3278, 6391, 0, 39656, 8190, 57515
1267, 3318, 6219, 0, 38332, 9646, 57515
1273, 3431, 5523, 0, 38736, 9825, 57515
1279, 3349, 4433, 0, 36154, 13579, 57515
1285, 3405, 3956, 0, 37761, 12393, 57515
1291, 3297, 2703, 0, 39505, 12010, 57515
1297, 3224, 2034, 0, 42178, 10079, 57515
1303, 3285, 1428, 0, 6644, 46158, 57515
1309, 3290, 1051, 0, 12279, 40895, 57515
1315, 3353, 871, 0, 27055, 26236, 57515
1321, 3288, 744, 0, 36110, 17373, 57515
1327, 3389, 578, 0, 38094, 15454, 57515
1333, 3443, 515, 0, 41696, 11861, 57515
1339, 3248, 529, 0, 44098, 9640, 57515
1345, 3334, 492, 0, 45159, 8530, 57515
1351, 3213, 330, 0, 10300, 43672, 57515
1357, 3421, 414, 0, 9481, 44199, 57515
1363, 3472, 1624, 0, 30528, 21891, 57515
1369, 3341, 3402, 0, 40040, 10732, 57515
1375, 3253, 4151, 0, 42357, 7754, 57515
1381, 3181, 5032, 0, 42543, 6759, 57515
1387, 3397, 5778, 0, 43191, 5149, 57515
1393, 3249, 6529, 0, 42418, 5319, 57515
1399, 3380, 6477, 0, 41743, 5915, 57515
1405, 3288, 6443, 0, 40857, 6927, 57515
1411, 3306, 6400, 0, 41930, 5879, 57515
1417, 2984, 6411, 0, 43496, 4624, 57515
1423, 3064, 6451, 0, 41548, 6452, 57515
1429, 3255, 6353, 0, 41970, 5937, 57515
1435, 3080, 5974, 0, 40276, 8185, 57515
1441, 3019, 5077, 0, 38901, 10518, 57515
1447, 3056, 4407, 0, 31639, 18413, 57515
1453, 3092, 3460, 0, 32521, 18442, 57515
1459, 3145, 3017, 0, 33736, 17617, 57515
1465, 3099, 2126, 0, 35856, 16434, 57515
1471, 3254, 1619, 0, 6771, 45871, 57515
1477, 3144, 1525, 0, 8657, 44189, 57515
1483, 3154, 1267, 0, 14608, 38486, 57515
1489, 3229, 1165, 0, 34987, 18134, 57515
1495, 3130, 971, 0, 30324, 23090, 57515
1501, 2956, 888, 0, 37107, 16564, 57515
1507, 3040, 712, 0, 42495, 11268, 57515
1513, 3037, 653, 0, 41437, 12388, 57515
1519, 3210, 683, 0, 8236, 45386, 57515
1525, 3158, 652, 0, 9262, 44443, 57515
1531, 3276, 1615, 0, 34153, 18471, 57515
1537, 3389, 3353, 0, 40068, 10705, 57515
1543, 3373, 4878, 0, 39348, 9916, 57515
1549, 3388, 5474, 0, 43678, 4975, 57515
1555, 3452, 6393, 0, 42979, 4691, 57515
1561, 3449, 6714, 0, 41614, 5738, 57515
1567, 3461, 6762, 0, 39020, 8272, 57515
1573, 3527, 6650, 0, 37951, 9387, 57515
1579, 3663, 6585, 0, 37557, 9710, 57515
1585, 3708, 6483, 0, 41093, 6231, 57515
1591, 3707, 6426, 0, 38689, 8693, 57515
1597, 3754, 6308, 0, 38691, 8762, 57515
1603, 3550, 5928, 0, 40560, 7477, 57515
1609, 3676, 5257, 0, 40713, 7869, 57515
1615, 3490, 3865, 0, 30842, 19318, 57515
1621, 3241, 2671, 0, 33910, 17693, 57515
1627, 3185, 2305, 0, 36093, 15932, 57515
1633, 3069, 1184, 0, 36279, 16983, 57515
1639, 3087, 1005, 0, 7059, 46364, 57515
1645, 3072, 833, 0, 15015, 38595, 57515
1651, 2893, 839, 0, 31929, 21854, 57515
1657, 2976, 557, 0, 36547, 17435, 57515
1663, 2898, 481, 0, 35588, 18548, 57515
1669, 3160, 369, 0, 40405, 13581, 57515
1675, 3312, 289, 0, 41621, 12293, 57515
1681, 3417, 304, 0, 42652, 11142, 57515
1687, 3429, 479, 0, 9485, 44122, 57515
1693, 3479, 616, 0, 9766, 43654, 57515
1699, 3477, 1468, 0, 31009, 21561, 57515
1705, 3436, 3144, 0, 40762, 10173, 57515
