ts, default broker, SPOT, COLDPower18, EWIIS3, AgentUDE, total
1393, 7022, 41244, 0, 8432, 811, 57509
1399, 7022, 41075, 0, 8460, 952, 57509
1405, 7022, 40615, 0, 8489, 1383, 57509
1411, 7022, 41204, 0, 8762, 521, 57509
1417, 7022, 41219, 0, 8739, 529, 57509
1423, 7022, 41400, 0, 8559, 528, 57509
1429, 7022, 41320, 0, 8471, 696, 57509
1435, 7021, 40806, 0, 8704, 978, 57509
1441, 7021, 40961, 0, 8440, 1087, 57509
1447, 7021, 40938, 0, 8491, 1059, 57509
1453, 7022, 41052, 0, 8252, 1183, 57509
1459, 7023, 40714, 0, 8589, 1183, 57509
1465, 7021, 40256, 0, 8526, 1706, 57509
1471, 7021, 40070, 0, 9028, 1390, 57509
1477, 7021, 39861, 0, 8498, 2129, 57509
1483, 7021, 39455, 0, 8933, 2100, 57509
1489, 7021, 40173, 0, 8376, 1939, 57509
1495, 7020, 41901, 0, 8454, 134, 57509
1501, 7020, 41819, 0, 8262, 408, 57509
1507, 7020, 41818, 0, 8265, 406, 57509
1513, 7020, 41510, 0, 8407, 572, 57509
1519, 7020, 41434, 0, 8482, 573, 57509
1525, 7020, 41419, 0, 8351, 719, 57509
1531, 7019, 41313, 0, 8309, 868, 57509
1537, 7010, 41532, 0, 8313, 654, 57509
1543, 7009, 41288, 0, 8299, 913, 57509
1549, 7008, 41095, 0, 8458, 948, 57509
1555, 7007, 41144, 0, 8408, 950, 57509
1561, 7007, 41051, 0, 8439, 1012, 57509
1567, 7007, 40909, 0, 8405, 1188, 57509
1573, 7005, 41043, 0, 8383, 1078, 57509
1579, 7023, 41302, 0, 8452, 732, 57509
1585, 7023, 41228, 0, 8330, 928, 57509
1591, 7024, 41015, 0, 8280, 1190, 57509
1597, 7024, 40676, 0, 8224, 1585, 57509
1603, 7024, 39593, 0, 8181, 2711, 57509
1609, 7024, 39745, 0, 8239, 2501, 57509
1615, 7024, 39916, 0, 8142, 2427, 57509
1621, 7018, 42062, 0, 8168, 261, 57509
1627, 7019, 41932, 0, 8145, 413, 57509
1633, 7019, 41878, 0, 8072, 540, 57509
1639, 7015, 41876, 0, 8074, 544, 57509
1645, 7015, 41798, 0, 8045, 651, 57509
1651, 7013, 41750, 0, 8093, 653, 57509
1657, 7011, 41593, 0, 7971, 934, 57509
1663, 7021, 42302, 0, 8177, 9, 57509
1669, 7022, 42377, 0, 8101, 9, 57509
1675, 7022, 41983, 0, 8001, 503, 57509
1681, 7022, 41727, 0, 8115, 645, 57509
1687, 7023, 41442, 0, 8114, 930, 57509
1693, 7023, 41472, 0, 8083, 931, 57509
1699, 7023, 41172, 0, 8102, 1212, 57509
1705, 7021, 42168, 0, 8118, 202, 57509
1711, 7023, 41728, 0, 7908, 850, 57509
1717, 7023, 41056, 0, 7767, 1663, 57509
1723, 7022, 39620, 0, 8238, 2629, 57509
1729, 7019, 39463, 0, 8030, 2997, 57509
1735, 7019, 39231, 0, 8040, 3219, 57509
1741, 7018, 39171, 0, 7987, 3333, 57509
1747, 7020, 42318, 0, 7947, 224, 57509
1753, 7019, 42078, 0, 7922, 490, 57509
1759, 7018, 42003, 0, 7826, 662, 57509
1765, 7017, 41907, 0, 7926, 659, 57509
1771, 7019, 41642, 0, 8052, 796, 57509
