ts, default broker, SPOT, VidyutVanika, AgentUDE, Bunnie, total
1075, 8, 4, 45399, 5027, 7073, 57511
1081, 8, 4, 43183, 6671, 7645, 57511
1087, 8, 3, 43506, 7447, 6547, 57511
1093, 8, 4, 43714, 7573, 6212, 57511
1099, 7, 3, 43858, 8146, 5497, 57511
1105, 9, 2, 41973, 9412, 6115, 57511
1111, 8, 3, 41103, 10051, 6346, 57511
1117, 6, 3, 41964, 9738, 5800, 57511
1123, 7, 4, 38855, 13518, 5127, 57511
1129, 8, 2, 40691, 13650, 3160, 57511
1135, 9, 2, 41325, 13631, 2544, 57511
1141, 7, 2, 42029, 13622, 1851, 57511
1147, 6, 4, 42271, 13812, 1418, 57511
1153, 2281, 93, 33381, 17758, 3998, 57511
1159, 2636, 94, 5423, 24746, 24612, 57511
1165, 2961, 94, 4981, 25362, 24113, 57511
1171, 3664, 92, 7823, 25618, 20314, 57511
1177, 4370, 92, 12265, 25892, 14892, 57511
1183, 4222, 91, 14862, 26227, 12109, 57511
1189, 3661, 93, 6850, 31072, 15835, 57511
1195, 4429, 93, 8545, 31239, 13205, 57511
1201, 4186, 94, 13639, 22039, 17553, 57511
1207, 3943, 95, 14207, 22838, 16428, 57511
1213, 4008, 95, 14927, 24051, 14430, 57511
1219, 3969, 93, 15302, 25404, 12743, 57511
1225, 4006, 94, 15489, 26837, 11085, 57511
1231, 3889, 93, 15688, 26906, 10935, 57511
1237, 3906, 94, 15579, 27591, 10341, 57511
1243, 3686, 95, 15775, 7272, 30683, 57511
1249, 3603, 95, 15649, 6327, 31837, 57511
1255, 3701, 94, 15490, 6556, 31670, 57511
1261, 3621, 95, 14869, 7584, 31342, 57511
1267, 3583, 96, 13945, 8594, 31293, 57511
1273, 3663, 95, 12273, 9834, 31646, 57511
1279, 3841, 93, 10419, 10108, 33050, 57511
1285, 3520, 94, 8488, 1708, 43701, 57511
1291, 3657, 93, 7172, 1889, 44700, 57511
1297, 3413, 94, 6815, 2264, 44925, 57511
1303, 3377, 95, 6016, 2265, 45758, 57511
1309, 3425, 93, 5397, 2711, 45885, 57511
1315, 3383, 94, 5156, 3272, 45606, 57511
1321, 3377, 95, 5044, 3396, 45599, 57511
1327, 3258, 95, 4859, 2246, 47053, 57511
1333, 2945, 95, 4860, 4387, 45224, 57511
1339, 2966, 95, 4722, 6807, 42921, 57511
1345, 2989, 94, 4746, 8203, 41479, 57511
1351, 3212, 92, 4803, 8168, 41236, 57511
1357, 3393, 92, 6510, 9475, 38041, 57511
1363, 3340, 94, 8393, 9560, 36124, 57511
1369, 3213, 94, 15126, 2839, 36239, 57511
1375, 3280, 93, 16293, 3208, 34637, 57511
1381, 3318, 93, 18072, 4086, 31942, 57511
1387, 3522, 92, 19107, 4705, 30085, 57511
1393, 3579, 55, 20816, 5750, 27311, 57511
1399, 3493, 39, 21174, 6577, 26228, 57511
1405, 3573, 36, 21056, 7613, 25233, 57511
1411, 3557, 34, 20995, 1790, 31135, 57511
1417, 3490, 30, 20832, 2432, 30727, 57511
1423, 3497, 32, 20661, 2726, 30595, 57511
1429, 3477, 25, 20243, 3019, 30747, 57511
1435, 3366, 22, 19747, 3239, 31137, 57511
1441, 3410, 32, 17403, 4101, 32565, 57511
1447, 3375, 32, 15203, 4690, 34211, 57511
1453, 3356, 28, 13472, 3345, 37310, 57511
1459, 3404, 28, 10613, 5583, 37883, 57511
1465, 3462, 27, 8651, 8417, 36954, 57511
1471, 3361, 53, 7342, 10121, 36634, 57511
1477, 3281, 67, 6708, 11631, 35824, 57511
1483, 3343, 81, 5768, 13090, 35229, 57511
1489, 3559, 83, 4946, 14999, 33924, 57511
1495, 3450, 89, 4795, 1219, 47958, 57511
1501, 3312, 91, 4610, 1638, 47860, 57511
1507, 3400, 92, 4344, 1801, 47874, 57511
1513, 3619, 93, 3931, 2001, 47867, 57511
1519, 3627, 92, 3889, 2104, 47799, 57511
1525, 3730, 92, 4873, 2282, 46534, 57511
1531, 3614, 93, 6316, 2410, 45078, 57511
1537, 3590, 94, 9147, 853, 43827, 57511
1543, 3510, 92, 11956, 1207, 40746, 57511
1549, 3520, 92, 13875, 1838, 38186, 57511
1555, 3485, 92, 14290, 2073, 37571, 57511
1561, 3542, 93, 15350, 2377, 36149, 57511
1567, 3458, 92, 15870, 2642, 35449, 57511
1573, 3598, 95, 15916, 3666, 34236, 57511
1579, 3619, 96, 15806, 1884, 36106, 57511
1585, 3762, 96, 15682, 2450, 35521, 57511
1591, 3726, 94, 15623, 2675, 35393, 57511
1597, 3613, 95, 15537, 3500, 34766, 57511
1603, 3576, 92, 14734, 4470, 34639, 57511
1609, 3660, 92, 12907, 5562, 35290, 57511
1615, 3448, 92, 11600, 6451, 35920, 57511
1621, 3473, 91, 9958, 2112, 41877, 57511
1627, 3484, 91, 9151, 2560, 42225, 57511
1633, 3356, 92, 7474, 4029, 42560, 57511
1639, 3331, 93, 6464, 4578, 43045, 57511
1645, 3395, 94, 5550, 5512, 42960, 57511
1651, 3347, 95, 5138, 6015, 42916, 57511
1657, 3210, 96, 4737, 7033, 42435, 57511
1663, 3200, 221, 4440, 3024, 46626, 57511
1669, 3281, 222, 4254, 4004, 45750, 57511
1675, 3429, 223, 3921, 4001, 45937, 57511
1681, 3538, 192, 3905, 4064, 45812, 57511
1687, 3636, 156, 3792, 4928, 44999, 57511
1693, 3613, 155, 5457, 5129, 43157, 57511
1699, 3857, 156, 7373, 5109, 41016, 57511
1705, 3752, 126, 12852, 1823, 38958, 57511
1711, 3573, 127, 15093, 2558, 36160, 57511
1717, 3566, 128, 16244, 3173, 34400, 57511
1723, 3439, 124, 18073, 3449, 32426, 57511
1729, 3479, 94, 20027, 4576, 29335, 57511
1735, 3469, 58, 20608, 4924, 28452, 57511
1741, 3318, 42, 20942, 5547, 27662, 57511
1747, 3284, 33, 20927, 2651, 30616, 57511
1753, 3400, 34, 20729, 3146, 30202, 57511
1759, 3339, 72, 20713, 3759, 29628, 57511
1765, 3406, 85, 20024, 5644, 28352, 57511
1771, 3335, 89, 19509, 6841, 27737, 57511
1777, 3416, 90, 16924, 9083, 27998, 57511
1783, 3445, 91, 14858, 10340, 28777, 57511
1789, 3487, 92, 12707, 8682, 32543, 57511
