ts, default broker, CrocodileAgent, SPOT, VidyutVanika, Bunnie, total
943, 3183, 3417, 0, 26972, 23944, 57516
949, 2995, 2966, 0, 29717, 21838, 57516
955, 3106, 2179, 0, 34842, 17389, 57516
961, 2925, 1609, 0, 34825, 18157, 57516
967, 3045, 1332, 0, 35123, 18016, 57516
973, 2975, 809, 0, 37749, 15983, 57516
979, 3231, 685, 0, 39103, 14497, 57516
985, 3383, 483, 0, 34827, 18823, 57516
991, 3387, 401, 0, 32240, 21488, 57516
997, 3422, 307, 0, 31380, 22407, 57516
1003, 3312, 265, 0, 31547, 22392, 57516
1009, 3429, 189, 0, 32351, 21547, 57516
1015, 3524, 304, 0, 8142, 45546, 57516
1021, 3337, 392, 0, 9583, 44204, 57516
1027, 3317, 376, 0, 16881, 36942, 57516
1033, 3474, 1303, 0, 21968, 30771, 57516
1039, 3419, 1640, 0, 25902, 26555, 57516
1045, 3376, 2018, 0, 27239, 24883, 57516
1051, 3438, 2287, 0, 28879, 22912, 57516
1057, 3593, 2787, 0, 30546, 20590, 57516
1063, 3571, 2800, 0, 30541, 20604, 57516
1069, 3523, 2856, 0, 32287, 18850, 57516
1075, 3464, 2877, 0, 33851, 17324, 57516
1081, 3554, 2801, 0, 32753, 18408, 57516
1087, 3535, 2771, 0, 15998, 35212, 57516
1093, 3562, 2704, 0, 14586, 36664, 57516
1099, 3531, 2582, 0, 20671, 30732, 57516
1105, 3443, 2090, 0, 26470, 25513, 57516
1111, 3503, 1952, 0, 27520, 24541, 57516
1117, 3494, 1871, 0, 28818, 23333, 57516
1123, 3546, 1664, 0, 29715, 22591, 57516
1129, 3682, 1125, 0, 29675, 23034, 57516
1135, 3477, 1140, 0, 29874, 23025, 57516
1141, 3481, 848, 0, 32159, 21028, 57516
1147, 3621, 672, 0, 33396, 19827, 57516
1153, 3608, 561, 0, 32605, 20742, 57516
1159, 3436, 318, 0, 32582, 21180, 57516
1165, 3506, 250, 0, 36393, 17367, 57516
1171, 3590, 223, 0, 38534, 15169, 57516
1177, 3677, 278, 0, 34470, 19091, 57516
1183, 3717, 254, 0, 9102, 44443, 57516
1189, 3707, 324, 0, 11429, 42056, 57516
1195, 3636, 1046, 0, 16863, 35971, 57516
1201, 3706, 1483, 0, 19959, 32368, 57516
1207, 3718, 1738, 0, 22564, 29496, 57516
1213, 3618, 1944, 0, 25756, 26198, 57516
1219, 3647, 2436, 0, 28033, 23400, 57516
1225, 3675, 3095, 0, 28870, 21876, 57516
1231, 3560, 3317, 0, 30496, 20143, 57516
1237, 3449, 3472, 0, 32141, 18454, 57516
1243, 3396, 3468, 0, 34861, 15791, 57516
1249, 3423, 3421, 0, 33107, 17565, 57516
1255, 3635, 3417, 0, 16138, 34326, 57516
1261, 3666, 3396, 0, 14011, 36443, 57516
1267, 3565, 3138, 0, 18657, 32156, 57516
1273, 3468, 2674, 0, 23261, 28113, 57516
1279, 3414, 2582, 0, 24883, 26637, 57516
1285, 3261, 2347, 0, 28423, 23485, 57516
1291, 3249, 2095, 0, 31486, 20686, 57516
1297, 3157, 1671, 0, 31310, 21378, 57516
1303, 3333, 1128, 0, 31877, 21178, 57516
1309, 3186, 751, 0, 33087, 20492, 57516
1315, 3249, 557, 0, 34103, 19607, 57516
1321, 3333, 433, 0, 31692, 22058, 57516
1327, 3291, 301, 0, 33045, 20879, 57516
1333, 3317, 279, 0, 33467, 20453, 57516
1339, 3273, 314, 0, 33619, 20310, 57516
1345, 3152, 263, 0, 35750, 18351, 57516
1351, 3225, 273, 0, 9424, 44594, 57516
1357, 3209, 221, 0, 11470, 42616, 57516
1363, 3255, 329, 0, 15037, 38895, 57516
1369, 3520, 1220, 0, 20044, 32732, 57516
1375, 3593, 1644, 0, 25190, 27089, 57516
1381, 3657, 2464, 0, 28393, 23002, 57516
1387, 3714, 2955, 0, 29669, 21178, 57516
1393, 3567, 3374, 0, 29675, 20900, 57516
1399, 3542, 3387, 0, 30884, 19703, 57516
1405, 3554, 3433, 0, 33837, 16692, 57516
1411, 3494, 3433, 0, 35129, 15460, 57516
1417, 3673, 3422, 0, 34730, 15691, 57516
1423, 3581, 3410, 0, 17037, 33488, 57516
1429, 3594, 3373, 0, 17562, 32987, 57516
1435, 3518, 3415, 0, 20171, 30412, 57516
1441, 3497, 2974, 0, 23401, 27644, 57516
1447, 3326, 2558, 0, 24945, 26687, 57516
1453, 3555, 2141, 0, 26126, 25694, 57516
1459, 3449, 1856, 0, 28070, 24141, 57516
1465, 3572, 1564, 0, 27308, 25072, 57516
1471, 3521, 1016, 0, 27772, 25207, 57516
1477, 3528, 828, 0, 29497, 23663, 57516
1483, 3556, 653, 0, 30764, 22543, 57516
1489, 3567, 540, 0, 30797, 22612, 57516
1495, 3693, 433, 0, 31427, 21963, 57516
1501, 3540, 362, 0, 32372, 21242, 57516
1507, 3461, 301, 0, 33681, 20073, 57516
1513, 3511, 264, 0, 31689, 22052, 57516
1519, 3429, 349, 0, 7182, 46556, 57516
1525, 3463, 485, 0, 7304, 46264, 57516
1531, 3368, 506, 0, 12080, 41562, 57516
1537, 3465, 1009, 0, 15495, 37547, 57516
1543, 3559, 1567, 0, 17956, 34434, 57516
1549, 3575, 2250, 0, 22725, 28966, 57516
1555, 3610, 2447, 0, 26331, 25128, 57516
1561, 3535, 2956, 0, 26636, 24389, 57516
1567, 3521, 2999, 0, 28006, 22990, 57516
1573, 3620, 3046, 0, 30167, 20683, 57516
1579, 3547, 3042, 0, 33431, 17496, 57516
1585, 3448, 2945, 0, 31976, 19147, 57516
1591, 3531, 2898, 0, 15824, 35263, 57516
1597, 3547, 2860, 0, 17520, 33589, 57516
1603, 3525, 2895, 0, 22252, 28844, 57516
1609, 3520, 2448, 0, 25187, 26361, 57516
1615, 3402, 2336, 0, 27460, 24318, 57516
1621, 3379, 1772, 0, 30700, 21665, 57516
1627, 3381, 1510, 0, 31610, 21015, 57516
1633, 3336, 868, 0, 32536, 20776, 57516
1639, 3262, 477, 0, 31519, 22258, 57516
1645, 3202, 308, 0, 33226, 20780, 57516
1651, 3172, 323, 0, 33235, 20786, 57516
1657, 3178, 191, 0, 30667, 23480, 57516
1663, 3275, 205, 0, 30645, 23391, 57516
1669, 3289, 160, 0, 6579, 47488, 57516
1675, 3395, 148, 0, 11211, 42762, 57516
1681, 3276, 183, 0, 17353, 36704, 57516
1687, 3297, 220, 0, 6210, 47789, 57516
1693, 3263, 212, 0, 9362, 44679, 57516
1699, 3360, 334, 0, 15648, 38174, 57516
1705, 3264, 975, 0, 20441, 32836, 57516
1711, 3380, 1455, 0, 25179, 27502, 57516
1717, 3241, 2280, 0, 28552, 23443, 57516
1723, 3440, 2691, 0, 30911, 20474, 57516
1729, 3432, 3343, 0, 32257, 18484, 57516
1735, 3563, 3277, 0, 32862, 17814, 57516
1741, 3759, 3280, 0, 33725, 16752, 57516
1747, 3733, 3328, 0, 36702, 13753, 57516
1753, 3712, 3359, 0, 34626, 15819, 57516
1759, 3608, 3339, 0, 15974, 34595, 57516
1765, 3652, 3311, 0, 17536, 33017, 57516
1771, 3720, 3321, 0, 18933, 31542, 57516
1777, 3457, 3116, 0, 20900, 30043, 57516
1783, 3465, 3034, 0, 22524, 28493, 57516
1789, 3470, 2599, 0, 28067, 23380, 57516
1795, 3439, 2471, 0, 29682, 21924, 57516
1801, 3437, 1417, 0, 31635, 21027, 57516
1807, 3451, 909, 0, 30830, 22326, 57516
1813, 3268, 606, 0, 34128, 19514, 57516
1819, 3191, 433, 0, 35005, 18887, 57516
1825, 3238, 369, 0, 33877, 20032, 57516
1831, 3213, 313, 0, 33261, 20729, 57516
1837, 3251, 229, 0, 34757, 19279, 57516
1843, 3260, 255, 0, 36682, 17319, 57516
1849, 3407, 248, 0, 36381, 17480, 57516
1855, 3302, 272, 0, 6816, 47126, 57516
1861, 3153, 484, 0, 6550, 47329, 57516
1867, 3195, 874, 0, 12899, 40548, 57516
1873, 3149, 1274, 0, 18548, 34545, 57516
1879, 3268, 1776, 0, 22442, 30030, 57516
1885, 3171, 1978, 0, 26448, 25919, 57516
1891, 3185, 2065, 0, 28055, 24211, 57516
1897, 3385, 2492, 0, 28104, 23535, 57516
1903, 3259, 2758, 0, 30443, 21056, 57516
1909, 3234, 2751, 0, 31592, 19939, 57516
1915, 3229, 2714, 0, 32385, 19188, 57516
1921, 3312, 2697, 0, 34084, 17423, 57516
1927, 3247, 2663, 0, 13727, 37879, 57516
1933, 3331, 2428, 0, 17335, 34422, 57516
1939, 3325, 2353, 0, 21669, 30169, 57516
1945, 3444, 2093, 0, 26750, 25229, 57516
1951, 3228, 2005, 0, 27565, 24718, 57516
1957, 3364, 1584, 0, 30940, 21628, 57516
1963, 3388, 1458, 0, 32716, 19954, 57516
1969, 3364, 1186, 0, 32857, 20109, 57516
1975, 3427, 889, 0, 32420, 20780, 57516
1981, 3305, 784, 0, 33575, 19852, 57516
1987, 3485, 775, 0, 34565, 18691, 57516
1993, 3349, 427, 0, 34470, 19270, 57516
1999, 3517, 399, 0, 33510, 20090, 57516
2005, 3518, 427, 0, 34297, 19274, 57516
