ts, default broker, CrocodileAgent, SPOT, EWIIS3, Bunnie, total
1429, 6658, 7346, 0, 11, 43494, 57509
1435, 6745, 8212, 0, 13, 42539, 57509
1441, 6759, 9901, 0, 14, 40835, 57509
1447, 6696, 10049, 0, 13, 40751, 57509
1453, 6384, 10191, 0, 13, 40921, 57509
1459, 6506, 10040, 0, 13, 40950, 57509
1465, 6597, 9902, 0, 124, 40886, 57509
1471, 6755, 9511, 0, 35, 41208, 57509
1477, 6825, 9204, 0, 11, 41469, 57509
1483, 6816, 8287, 0, 11, 42395, 57509
1489, 6698, 7594, 0, 11, 43206, 57509
1495, 6778, 6527, 0, 11, 44193, 57509
1501, 6736, 5421, 0, 10, 45342, 57509
1507, 6431, 3582, 0, 8, 47488, 57509
1513, 6523, 2641, 0, 8, 48337, 57509
1519, 6550, 2094, 0, 8, 48857, 57509
1525, 6372, 1816, 0, 7, 49314, 57509
1531, 6201, 1474, 0, 6, 49828, 57509
1537, 6337, 1168, 0, 8, 49996, 57509
1543, 6451, 937, 0, 8, 50113, 57509
1549, 6639, 806, 0, 8, 50056, 57509
1555, 6634, 595, 0, 10, 50270, 57509
1561, 6639, 628, 0, 12, 50230, 57509
1567, 6722, 459, 0, 11, 50317, 57509
1573, 6412, 819, 0, 10, 50268, 57509
1579, 6408, 1878, 0, 13, 49210, 57509
1585, 6450, 3092, 0, 13, 47954, 57509
1591, 6510, 3521, 0, 12, 47466, 57509
1597, 6645, 4349, 0, 12, 46503, 57509
1603, 6547, 6136, 0, 12, 44814, 57509
1609, 6539, 7256, 0, 12, 43702, 57509
1615, 6499, 7316, 0, 11, 43683, 57509
1621, 6249, 7521, 0, 11, 43728, 57509
1627, 6211, 7516, 0, 10, 43772, 57509
1633, 6465, 7182, 0, 11, 43851, 57509
1639, 6560, 6836, 0, 11, 44102, 57509
1645, 6020, 6938, 0, 11, 44540, 57509
1651, 6132, 5498, 0, 8, 45871, 57509
1657, 6190, 4290, 0, 7, 47022, 57509
1663, 6437, 4060, 0, 8, 47004, 57509
1669, 6538, 3187, 0, 9, 47775, 57509
1675, 6675, 2460, 0, 11, 48363, 57509
1681, 6679, 1861, 0, 9, 48960, 57509
1687, 6726, 1206, 0, 9, 49568, 57509
1693, 6628, 954, 0, 12, 49915, 57509
1699, 6692, 678, 0, 11, 50128, 57509
1705, 6706, 596, 0, 11, 50196, 57509
1711, 6755, 389, 0, 13, 50352, 57509
1717, 6894, 306, 0, 12, 50297, 57509
1723, 6897, 273, 0, 13, 50326, 57509
