ts, default broker, COLDPower18, VidyutVanika, AgentUDE, Bunnie, total
1621, 9, 0, 7760, 9, 49735, 57513
1627, 8, 0, 7520, 9, 49976, 57513
1633, 7, 0, 7559, 9, 49938, 57513
1639, 6, 0, 7906, 10, 49591, 57513
1645, 6, 0, 10791, 11, 46705, 57513
1651, 4, 0, 12880, 11, 44618, 57513
1657, 6, 0, 15782, 8, 41717, 57513
1663, 6, 0, 17708, 7, 39792, 57513
1669, 4, 0, 19854, 8, 37647, 57513
1675, 4, 0, 22793, 9, 34707, 57513
1681, 6, 0, 24740, 9, 32758, 57513
1687, 5, 0, 25127, 9, 32372, 57513
1693, 6, 0, 25302, 9, 32196, 57513
1699, 7, 0, 25289, 8, 32209, 57513
1705, 8, 0, 25255, 7, 32243, 57513
1711, 8, 0, 25191, 7, 32307, 57513
1717, 9, 0, 24260, 7, 33237, 57513
1723, 11, 0, 23163, 6, 34333, 57513
1729, 11, 0, 21212, 6, 36284, 57513
1735, 9, 0, 19383, 8, 38113, 57513
1741, 10, 0, 17665, 6, 39832, 57513
1747, 7, 0, 15215, 8, 42283, 57513
1753, 6, 0, 13023, 9, 44475, 57513
1759, 5, 0, 11481, 12, 46015, 57513
1765, 5, 0, 9998, 10, 47500, 57513
1771, 4, 0, 9279, 9, 48221, 57513
1777, 4, 0, 9114, 150, 48245, 57513
1783, 4, 0, 8863, 150, 48496, 57513
1789, 5, 0, 8643, 6, 48859, 57513
1795, 3, 0, 8000, 10, 49500, 57513
1801, 4, 0, 8607, 9, 48893, 57513
1807, 4, 0, 8935, 9, 48565, 57513
1813, 3, 0, 10720, 10, 46780, 57513
1819, 5, 0, 12641, 10, 44857, 57513
1825, 5, 0, 15898, 13, 41597, 57513
1831, 5, 0, 17727, 11, 39770, 57513
1837, 7, 0, 21089, 10, 36407, 57513
1843, 6, 0, 21885, 10, 35612, 57513
1849, 6, 0, 23469, 9, 34029, 57513
1855, 8, 0, 23546, 10, 33949, 57513
1861, 6, 0, 23805, 12, 33690, 57513
1867, 7, 0, 23751, 10, 33745, 57513
1873, 7, 0, 23400, 8, 34098, 57513
1879, 7, 0, 22992, 9, 34505, 57513
1885, 7, 0, 22111, 10, 35385, 57513
1891, 4, 0, 20867, 9, 36633, 57513
1897, 4, 0, 18673, 8, 38828, 57513
1903, 4, 0, 17409, 6, 40094, 57513
1909, 3, 0, 15776, 6, 41728, 57513
1915, 4, 0, 14006, 5, 43498, 57513
1921, 1, 0, 12151, 8, 45353, 57513
1927, 2, 0, 10721, 7, 46783, 57513
1933, 2, 0, 9851, 9, 47651, 57513
1939, 2, 0, 8991, 11, 48509, 57513
1945, 1, 0, 8770, 10, 48732, 57513
1951, 3, 0, 8119, 8, 49383, 57513
1957, 6, 0, 8053, 4, 49450, 57513
1963, 7, 0, 7751, 5, 49750, 57513
1969, 7, 0, 7561, 6, 49939, 57513
1975, 8, 0, 7606, 6, 49893, 57513
1981, 11, 0, 9436, 6, 48060, 57513
1987, 10, 0, 10918, 7, 46578, 57513
1993, 10, 0, 14947, 8, 42548, 57513
1999, 10, 0, 17358, 6, 40139, 57513
2005, 8, 0, 20626, 6, 36873, 57513
2011, 6, 0, 21231, 7, 36269, 57513
2017, 5, 0, 22334, 8, 35166, 57513
2023, 6, 0, 22371, 7, 35129, 57513
2029, 5, 0, 22352, 8, 35148, 57513
2035, 6, 0, 22138, 9, 35360, 57513
2041, 8, 0, 22101, 10, 35394, 57513
2047, 7, 0, 22214, 9, 35283, 57513
2053, 8, 0, 21821, 7, 35677, 57513
2059, 10, 0, 20580, 7, 36916, 57513
2065, 7, 0, 19765, 11, 37730, 57513
2071, 6, 0, 17719, 12, 39776, 57513
2077, 5, 0, 16596, 12, 40900, 57513
2083, 7, 0, 15344, 8, 42154, 57513
2089, 6, 0, 12824, 9, 44674, 57513
2095, 6, 0, 12073, 9, 45425, 57513
2101, 5, 0, 10714, 11, 46783, 57513
2107, 5, 0, 10266, 10, 47232, 57513
2113, 4, 0, 9452, 11, 48046, 57513
2119, 4, 0, 9156, 9, 48344, 57513
2125, 6, 0, 8825, 7, 48675, 57513
2131, 7, 0, 8513, 7, 48986, 57513
2137, 7, 0, 8177, 9, 49320, 57513
2143, 6, 0, 8036, 10, 49461, 57513
2149, 6, 0, 10336, 9, 47162, 57513
2155, 4, 0, 12439, 11, 45059, 57513
2161, 3, 0, 15311, 13, 42186, 57513
2167, 6, 0, 16780, 10, 40717, 57513
2173, 6, 0, 19787, 11, 37709, 57513
2179, 5, 0, 21168, 11, 36329, 57513
2185, 6, 0, 22380, 11, 35116, 57513
2191, 7, 0, 22793, 10, 34703, 57513
2197, 8, 0, 22678, 9, 34818, 57513
2203, 9, 0, 22556, 9, 34939, 57513
2209, 8, 0, 22485, 9, 35011, 57513
2215, 8, 0, 22432, 10, 35063, 57513
2221, 8, 0, 22020, 10, 35475, 57513
2227, 6, 0, 20252, 12, 37243, 57513
2233, 4, 0, 18574, 11, 38924, 57513
2239, 4, 0, 17424, 11, 40074, 57513
2245, 3, 0, 15277, 13, 42220, 57513
2251, 6, 0, 13481, 11, 44015, 57513
2257, 5, 0, 12427, 11, 45070, 57513
2263, 6, 0, 11712, 8, 45787, 57513
2269, 5, 0, 11536, 9, 45963, 57513
2275, 5, 0, 10481, 9, 47018, 57513
2281, 5, 0, 9819, 10, 47679, 57513
2287, 3, 0, 8788, 21, 48701, 57513
2293, 5, 0, 8259, 9, 49240, 57513
2299, 7, 0, 7982, 7, 49517, 57513
2305, 5, 0, 7927, 8, 49573, 57513
2311, 3, 0, 8111, 9, 49390, 57513
2317, 3, 0, 9679, 9, 47822, 57513
2323, 2, 0, 12143, 11, 45357, 57513
2329, 3, 0, 14385, 10, 43115, 57513
2335, 3, 0, 17548, 9, 39953, 57513
2341, 4, 0, 21597, 9, 35903, 57513
2347, 3, 0, 23521, 10, 33979, 57513
2353, 2, 0, 25492, 11, 32008, 57513
2359, 2, 0, 26569, 12, 30930, 57513
2365, 1, 0, 26593, 15, 30904, 57513
2371, 3, 0, 26395, 15, 31100, 57513
2377, 5, 0, 26006, 11, 31491, 57513
2383, 7, 0, 25654, 9, 31843, 57513
2389, 2, 0, 24298, 13, 33200, 57513
2395, 7, 0, 22010, 10, 35486, 57513
2401, 3, 0, 19892, 10, 37608, 57513
2407, 4, 0, 16762, 14, 40733, 57513
2413, 6, 0, 12732, 12, 44763, 57513
2419, 6, 0, 11644, 10, 45853, 57513
2425, 7, 0, 10945, 12, 46549, 57513
2431, 9, 0, 10044, 9, 47451, 57513
2437, 7, 0, 9490, 11, 48005, 57513
2443, 5, 0, 9122, 12, 48374, 57513
2449, 4, 0, 8300, 13, 49196, 57513
2455, 5, 0, 7801, 11, 49696, 57513
2461, 4, 0, 7692, 10, 49807, 57513
2467, 4, 0, 7836, 11, 49662, 57513
2473, 2, 0, 7884, 10, 49617, 57513
2479, 2, 0, 7823, 13, 49675, 57513
2485, 3, 0, 10550, 12, 46948, 57513
2491, 4, 0, 14858, 13, 42638, 57513
2497, 2, 0, 17149, 12, 40350, 57513
2503, 7, 0, 20106, 9, 37391, 57513
2509, 3, 0, 22740, 12, 34758, 57513
2515, 3, 0, 24730, 12, 32768, 57513
2521, 2, 0, 25705, 14, 31792, 57513
2527, 3, 0, 25738, 13, 31759, 57513
2533, 2, 0, 25939, 13, 31559, 57513
2539, 3, 0, 25793, 11, 31706, 57513
2545, 5, 0, 25763, 9, 31736, 57513
2551, 5, 0, 25580, 8, 31920, 57513
2557, 3, 0, 24816, 10, 32684, 57513
2563, 4, 0, 22494, 9, 35006, 57513
2569, 1, 0, 20894, 11, 36607, 57513
2575, 2, 0, 18434, 10, 39067, 57513
2581, 1, 0, 15839, 9, 41664, 57513
2587, 1, 0, 13651, 5, 43856, 57513
2593, 3, 0, 12089, 4, 45417, 57513
2599, 3, 0, 10848, 6, 46656, 57513
2605, 6, 0, 9606, 6, 47895, 57513
2611, 5, 0, 9159, 4, 48345, 57513
2617, 5, 0, 8848, 5, 48655, 57513
2623, 4, 0, 8361, 5, 49143, 57513
2629, 6, 0, 8161, 5, 49341, 57513
2635, 7, 0, 8413, 7, 49086, 57513
2641, 7, 0, 8416, 7, 49083, 57513
2647, 7, 0, 8504, 8, 48994, 57513
2653, 5, 0, 10295, 11, 47202, 57513
