ts, default broker, CrocodileAgent, COLDPower18, VidyutVanika, AgentUDE, total
1441, 3219, 3440, 0, 50716, 134, 57509
1447, 3262, 3457, 0, 50657, 133, 57509
1453, 3106, 2602, 0, 51683, 118, 57509
1459, 3241, 1773, 0, 52266, 229, 57509
1465, 3169, 1071, 0, 52918, 351, 57509
1471, 3398, 893, 0, 52892, 326, 57509
1477, 3395, 706, 0, 53167, 241, 57509
1483, 3483, 757, 0, 53031, 238, 57509
1489, 3408, 709, 0, 53183, 209, 57509
1495, 3697, 505, 0, 53261, 46, 57509
1501, 3775, 587, 0, 53119, 28, 57509
1507, 3416, 1317, 0, 52767, 9, 57509
1513, 3406, 2200, 0, 51896, 7, 57509
1519, 3506, 2923, 0, 51072, 8, 57509
1525, 3538, 3511, 0, 50441, 19, 57509
1531, 3444, 5115, 0, 48923, 27, 57509
1537, 3360, 5171, 0, 48974, 4, 57509
1543, 3339, 6284, 0, 47881, 5, 57509
1549, 3272, 6680, 0, 47553, 4, 57509
1555, 3339, 6825, 0, 47228, 117, 57509
1561, 3490, 6755, 0, 47114, 150, 57509
1567, 3544, 6757, 0, 47029, 179, 57509
1573, 3402, 6690, 0, 47012, 405, 57509
1579, 3435, 6477, 0, 47594, 3, 57509
1585, 3465, 5706, 0, 48216, 122, 57509
1591, 3520, 5416, 0, 48482, 91, 57509
1597, 3689, 4847, 0, 48896, 77, 57509
1603, 3588, 4376, 0, 49467, 78, 57509
1609, 3658, 4135, 0, 49638, 78, 57509
1615, 3543, 2980, 0, 50939, 47, 57509
1621, 3405, 2653, 0, 51385, 66, 57509
1627, 3401, 1703, 0, 52364, 41, 57509
1633, 3262, 1459, 0, 52660, 128, 57509
1639, 3334, 1027, 0, 53040, 108, 57509
1645, 3603, 972, 0, 52814, 120, 57509
1651, 3508, 1312, 0, 52506, 183, 57509
1657, 3494, 1794, 0, 52158, 63, 57509
1663, 3444, 1650, 0, 52399, 16, 57509
1669, 3473, 1541, 0, 52478, 17, 57509
1675, 3352, 1891, 0, 52238, 28, 57509
1681, 3394, 2545, 0, 51541, 29, 57509
1687, 3605, 3122, 0, 50753, 29, 57509
1693, 3575, 4411, 0, 49505, 18, 57509
1699, 3563, 5499, 0, 48431, 16, 57509
1705, 3465, 6377, 0, 47649, 18, 57509
1711, 3563, 6788, 0, 47139, 19, 57509
1717, 3461, 6798, 0, 47232, 18, 57509
1723, 3516, 6714, 0, 47270, 9, 57509
1729, 3347, 6322, 0, 47799, 41, 57509
1735, 3332, 6219, 0, 47761, 197, 57509
1741, 3382, 5976, 0, 47703, 448, 57509
1747, 3334, 5648, 0, 48499, 28, 57509
1753, 3558, 5343, 0, 48589, 19, 57509
1759, 3581, 5133, 0, 48767, 28, 57509
1765, 3514, 4747, 0, 49231, 17, 57509
1771, 3589, 3861, 0, 49926, 133, 57509
1777, 3667, 2709, 0, 50990, 143, 57509
1783, 3696, 1964, 0, 51676, 173, 57509
1789, 3654, 1506, 0, 52157, 192, 57509
1795, 3705, 1302, 0, 52340, 162, 57509
1801, 3705, 1163, 0, 52449, 192, 57509
1807, 3761, 953, 0, 52641, 154, 57509
1813, 3586, 1033, 0, 52619, 271, 57509
1819, 3646, 742, 0, 52850, 271, 57509
1825, 3728, 645, 0, 52855, 281, 57509
1831, 3686, 639, 0, 53178, 6, 57509
1837, 3669, 506, 0, 53310, 24, 57509
