ts, default broker, SPOT, COLDPower18, total
1195, 7062, 50439, 0, 57501
1201, 7062, 50439, 0, 57501
1207, 7063, 50438, 0, 57501
1213, 7061, 50440, 0, 57501
1219, 7060, 50441, 0, 57501
1225, 7056, 50445, 0, 57501
1231, 7058, 50443, 0, 57501
1237, 7056, 50445, 0, 57501
1243, 7058, 50443, 0, 57501
1249, 7057, 50444, 0, 57501
1255, 7059, 50442, 0, 57501
1261, 7057, 50444, 0, 57501
1267, 7058, 50443, 0, 57501
1279, 7080, 50421, 0, 57501
1285, 7088, 50413, 0, 57501
1291, 7091, 50410, 0, 57501
1297, 7086, 50415, 0, 57501
1303, 7086, 50415, 0, 57501
1309, 7089, 50412, 0, 57501
1315, 7089, 50412, 0, 57501
1321, 7077, 50424, 0, 57501
1327, 7075, 50426, 0, 57501
1333, 7077, 50424, 0, 57501
1339, 7077, 50424, 0, 57501
1345, 7078, 50423, 0, 57501
1351, 7078, 50423, 0, 57501
1357, 7062, 50439, 0, 57501
1363, 7057, 50444, 0, 57501
1369, 7056, 50445, 0, 57501
1381, 7077, 50424, 0, 57501
1387, 7086, 50415, 0, 57501
1393, 7089, 50412, 0, 57501
1399, 7092, 50409, 0, 57501
1405, 7076, 50425, 0, 57501
1411, 7064, 50437, 0, 57501
1417, 7059, 50442, 0, 57501
1423, 7058, 50443, 0, 57501
1429, 7059, 50442, 0, 57501
1435, 7060, 50441, 0, 57501
1441, 7060, 50441, 0, 57501
1447, 7059, 50442, 0, 57501
1453, 7058, 50443, 0, 57501
1459, 7058, 50443, 0, 57501
1465, 7056, 50445, 0, 57501
1471, 7058, 50443, 0, 57501
1477, 7057, 50444, 0, 57501
1483, 7057, 50444, 0, 57501
1495, 7055, 50446, 0, 57501
1501, 7053, 50448, 0, 57501
1507, 7054, 50447, 0, 57501
1513, 7054, 50447, 0, 57501
1519, 7057, 50444, 0, 57501
1525, 7055, 50446, 0, 57501
1531, 7057, 50444, 0, 57501
1537, 7056, 50445, 0, 57501
1543, 7056, 50445, 0, 57501
1549, 7055, 50446, 0, 57501
1555, 7054, 50447, 0, 57501
1567, 7055, 50446, 0, 57501
1573, 7054, 50447, 0, 57501
1579, 7054, 50447, 0, 57501
1585, 7053, 50448, 0, 57501
1591, 7052, 50449, 0, 57501
1597, 7053, 50448, 0, 57501
1603, 7054, 50447, 0, 57501
1609, 7056, 50445, 0, 57501
1615, 7056, 50445, 0, 57501
1621, 7057, 50444, 0, 57501
1627, 7056, 50445, 0, 57501
1633, 7055, 50446, 0, 57501
1639, 7054, 50447, 0, 57501
1645, 7052, 50449, 0, 57501
1657, 7050, 50451, 0, 57501
1663, 7051, 50450, 0, 57501
1669, 7052, 50449, 0, 57501
1675, 7051, 50450, 0, 57501
1681, 7052, 50449, 0, 57501
1687, 7053, 50448, 0, 57501
